" Daily soil water balance output for Urban Landscape in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","7712.0","0.13","0.8","0.0","7.42","0.8","5.94","0.0","0.0","0.0","0.0","5.94","29.38","120.0","60.0","114.06","90.62","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","7712.0","0.13","0.8","0.0","7.56","0.8","6.05","0.0","0.0","0.0","0.0","11.98","29.38","120.0","60.0","108.02","90.62","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","7712.0","0.12","0.8","0.0","7.43","0.8","5.94","0.0","0.0","0.0","0.0","17.93","29.38","120.0","60.0","102.07","90.62","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","7712.0","0.12","0.8","0.0","8.14","0.8","6.51","0.0","0.0","0.0","0.0","24.44","29.38","120.0","60.0","95.56","90.62","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","7712.0","0.12","0.8","0.0","7.47","0.8","5.98","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","30.42","","","","","","",""
"2015.0","7.0","6.0","187.0","7712.0","0.12","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","5.96","29.38","120.0","60.0","114.04","90.62","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","7712.0","0.12","0.8","0.0","7.05","0.8","5.64","0.0","0.0","0.0","0.0","11.6","29.38","120.0","60.0","108.4","90.62","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","7712.0","0.12","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","16.74","29.38","120.0","60.0","103.26","90.62","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","7712.0","0.12","0.8","0.0","4.51","0.8","3.61","0.0","0.0","0.0","0.0","20.34","29.38","120.0","60.0","99.66","90.62","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","7712.0","0.12","0.8","0.0","5.24","0.8","4.19","0.0","0.0","0.0","0.0","24.54","29.38","120.0","60.0","95.46","90.62","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","7712.0","0.12","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","29.7","","","","","","",""
"2015.0","7.0","12.0","193.0","7712.0","0.12","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","5.28","29.38","120.0","60.0","114.72","90.62","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","7712.0","0.12","0.8","0.0","6.72","0.8","5.38","0.0","0.0","0.0","0.0","10.66","29.38","120.0","60.0","109.34","90.62","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","7712.0","0.11","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","15.98","29.38","120.0","60.0","104.02","90.62","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","7712.0","0.11","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","21.4","29.38","120.0","60.0","98.6","90.62","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","7712.0","0.11","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","27.23","29.38","120.0","60.0","92.77","90.62","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","7712.0","0.11","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","33.19","","","","","","",""
"2015.0","7.0","18.0","199.0","7712.0","0.11","0.8","0.0","7.52","0.8","6.02","0.0","0.0","0.0","0.0","6.02","29.38","120.0","60.0","113.98","90.62","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","7712.0","0.11","0.8","0.0","6.89","0.8","5.51","0.0","0.0","0.0","0.0","11.53","29.38","120.0","60.0","108.47","90.62","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","7712.0","0.11","0.8","0.0","7.43","0.8","5.94","0.0","0.0","0.0","0.0","17.47","29.38","120.0","60.0","102.53","90.62","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","7712.0","0.11","0.8","0.0","7.44","0.8","5.95","0.0","0.0","0.0","0.0","23.42","29.38","120.0","60.0","96.58","90.62","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","7712.0","0.11","0.8","0.0","7.1","0.8","5.68","0.0","0.0","0.0","0.0","29.1","29.38","120.0","60.0","90.9","90.62","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","7712.0","0.11","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","34.09","","","","","","",""
"2015.0","7.0","24.0","205.0","7712.0","0.11","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","5.16","29.38","120.0","60.0","114.84","90.62","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","7712.0","0.11","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","10.44","29.38","120.0","60.0","109.56","90.62","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","7712.0","0.11","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","15.71","29.38","120.0","60.0","104.29","90.62","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","7712.0","0.11","0.8","0.0","7.51","0.8","6.01","0.0","0.0","0.0","0.0","21.72","29.38","120.0","60.0","98.28","90.62","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","7712.0","0.1","0.8","0.0","7.9","0.8","6.32","0.0","0.0","0.0","0.0","28.04","29.38","120.0","60.0","91.96","90.62","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","7712.0","0.1","0.8","0.0","7.55","0.8","6.04","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","34.08","","","","","","",""
"2015.0","7.0","30.0","211.0","7712.0","0.1","0.8","0.0","8.0","0.8","6.4","0.0","0.0","0.0","0.0","6.4","29.38","120.0","60.0","113.6","90.62","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","7712.0","0.1","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","11.94","29.38","120.0","60.0","108.06","90.62","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","7712.0","0.1","0.8","0.0","7.08","0.8","5.66","0.0","0.0","0.0","0.0","17.6","29.38","120.0","60.0","102.4","90.62","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","7712.0","0.1","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","23.14","29.38","120.0","60.0","96.86","90.62","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","7712.0","0.1","0.8","0.0","7.0","0.8","5.6","0.0","0.0","0.0","0.0","28.74","29.38","120.0","60.0","91.26","90.62","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","7712.0","0.1","0.8","0.0","4.85","0.8","3.88","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","32.62","","","","","","",""
"2015.0","8.0","5.0","217.0","7712.0","0.1","0.8","0.0","5.83","0.8","4.66","0.0","0.0","0.0","0.0","4.66","29.38","120.0","60.0","115.34","90.62","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","7712.0","0.1","0.8","0.0","4.52","0.8","3.62","0.0","0.0","0.0","0.0","8.28","29.38","120.0","60.0","111.72","90.62","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","7712.0","0.1","0.8","0.0","6.88","0.8","5.5","0.0","0.0","0.0","0.0","13.78","29.38","120.0","60.0","106.22","90.62","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","7712.0","0.1","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","18.76","29.38","120.0","60.0","101.24","90.62","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","7712.0","0.1","0.8","0.0","6.69","0.8","5.35","0.0","0.0","0.0","0.0","24.11","29.38","120.0","60.0","95.89","90.62","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","7712.0","0.1","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","29.5","","","","","","",""
"2015.0","8.0","11.0","223.0","7712.0","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","5.26","29.38","120.0","60.0","114.74","90.62","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","7712.0","0.1","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","10.43","29.38","120.0","60.0","109.57","90.62","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","7712.0","0.1","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","15.74","29.38","120.0","60.0","104.26","90.62","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","7712.0","0.1","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","20.7","29.38","120.0","60.0","99.3","90.62","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","7712.0","0.1","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","25.9","29.38","120.0","60.0","94.1","90.62","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","7712.0","0.1","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","31.33","","","","","","",""
"2015.0","8.0","17.0","229.0","7712.0","0.09","0.8","0.0","7.25","0.8","5.8","0.0","0.0","0.0","0.0","5.8","29.38","120.0","60.0","114.2","90.62","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","7712.0","0.09","0.8","0.0","7.05","0.8","5.64","0.0","0.0","0.0","0.0","11.44","29.38","120.0","60.0","108.56","90.62","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","7712.0","0.09","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","16.59","29.38","120.0","60.0","103.41","90.62","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","7712.0","0.09","0.8","0.0","5.71","0.8","4.57","0.0","0.0","0.0","0.0","21.16","29.38","120.0","60.0","98.84","90.62","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","7712.0","0.09","0.8","0.0","5.79","0.8","4.63","0.0","0.0","0.0","0.0","25.79","29.38","120.0","60.0","94.21","90.62","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","7712.0","0.09","0.8","0.0","5.86","0.8","4.69","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","30.48","","","","","","",""
"2015.0","8.0","23.0","235.0","7712.0","0.09","0.8","0.0","5.93","0.8","4.74","0.0","0.0","0.0","0.0","4.74","29.38","120.0","60.0","115.26","90.62","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","7712.0","0.09","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","9.86","29.38","120.0","60.0","110.14","90.62","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","7712.0","0.09","0.8","0.0","6.7","0.8","5.36","0.0","0.0","0.0","0.0","15.22","29.38","120.0","60.0","104.78","90.62","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","7712.0","0.09","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","20.66","29.38","120.0","60.0","99.34","90.62","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","7712.0","0.09","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","26.11","29.38","120.0","60.0","93.89","90.62","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","7712.0","0.09","0.8","0.0","6.87","0.8","5.5","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","31.61","","","","","","",""
"2015.0","8.0","29.0","241.0","7712.0","0.09","0.8","0.0","5.44","0.8","4.35","0.0","0.0","0.0","0.0","4.35","29.38","120.0","60.0","115.65","90.62","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","7712.0","0.09","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","8.8","29.38","120.0","60.0","111.2","90.62","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","7712.0","0.09","0.8","0.0","5.76","0.8","4.61","0.0","0.0","0.0","0.0","13.41","29.38","120.0","60.0","106.59","90.62","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","7712.0","0.09","0.8","0.0","5.9","0.8","4.72","0.0","0.0","0.0","0.0","18.13","29.38","120.0","60.0","101.87","90.62","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","7712.0","0.09","0.8","0.0","5.77","0.8","4.62","0.0","0.0","0.0","0.0","22.74","29.38","120.0","60.0","97.26","90.62","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","7712.0","0.09","0.8","0.0","5.25","0.8","4.2","0.0","0.0","0.0","0.0","26.94","29.38","120.0","60.0","93.06","90.62","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","7712.0","0.09","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","31.23","","","","","","",""
"2015.0","9.0","5.0","248.0","7712.0","0.09","0.8","0.0","5.84","0.8","4.67","0.0","0.0","0.0","0.0","4.67","29.38","120.0","60.0","115.33","90.62","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","7712.0","0.09","0.8","0.0","5.27","0.8","4.22","0.0","0.0","0.0","0.0","8.89","29.38","120.0","60.0","111.11","90.62","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","7712.0","0.09","0.8","0.0","5.59","0.8","4.47","0.0","0.0","0.0","0.0","13.36","29.38","120.0","60.0","106.64","90.62","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","7712.0","0.09","0.8","0.0","5.46","0.8","4.37","0.0","0.0","0.0","0.0","17.73","29.38","120.0","60.0","102.27","90.62","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","7712.0","0.09","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","22.71","29.38","120.0","60.0","97.29","90.62","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","7712.0","0.09","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","28.02","29.38","120.0","60.0","91.98","90.62","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","7712.0","0.09","0.8","0.0","6.34","0.8","5.07","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","33.1","","","","","","",""
"2015.0","9.0","12.0","255.0","7712.0","0.09","0.8","0.0","4.82","0.8","3.86","0.0","0.0","0.0","0.0","3.86","29.38","120.0","60.0","116.14","90.62","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","7712.0","0.09","0.8","0.0","5.41","0.8","4.33","0.0","0.0","0.0","0.0","8.18","29.38","120.0","60.0","111.82","90.62","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","7712.0","0.09","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","11.54","29.38","120.0","60.0","108.46","90.62","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","7712.0","0.09","0.8","0.0","4.58","0.8","3.66","0.0","0.0","0.0","0.0","15.2","29.38","120.0","60.0","104.8","90.62","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","7712.0","0.09","0.8","0.0","3.32","0.8","2.66","0.0","0.0","0.0","0.0","17.86","29.38","120.0","60.0","102.14","90.62","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","7712.0","0.09","0.8","0.0","3.93","0.8","3.14","0.23","0.23","0.0","0.0","20.77","29.38","120.0","60.0","99.23","90.62","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","7712.0","0.08","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","24.39","29.38","120.0","60.0","95.61","90.62","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","7712.0","0.08","0.8","0.0","4.78","0.8","3.82","0.0","0.0","0.0","0.0","28.22","29.38","120.0","60.0","91.78","90.62","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","7712.0","0.08","0.8","0.0","4.79","0.8","3.83","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","32.05","","","","","","",""
"2015.0","9.0","21.0","264.0","7712.0","0.08","0.8","0.0","5.6","0.8","4.48","0.0","0.0","0.0","0.0","4.48","29.38","120.0","60.0","115.52","90.62","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","7712.0","0.08","0.8","0.0","5.83","0.8","4.66","0.0","0.0","0.0","0.0","9.14","29.38","120.0","60.0","110.86","90.62","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","7712.0","0.08","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","12.84","29.38","120.0","60.0","107.16","90.62","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","7712.0","0.08","0.8","0.0","4.63","0.8","3.7","0.0","0.0","0.0","0.0","16.54","29.38","120.0","60.0","103.46","90.62","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","7712.0","0.08","0.8","0.0","5.62","0.8","4.5","0.0","0.0","0.0","0.0","21.04","29.38","120.0","60.0","98.96","90.62","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","7712.0","0.08","0.8","0.0","5.39","0.8","4.31","0.0","0.0","0.0","0.0","25.35","29.38","120.0","60.0","94.65","90.62","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","7712.0","0.08","0.8","0.0","4.08","0.8","3.26","0.0","0.0","0.0","0.0","28.62","29.38","120.0","60.0","91.38","90.62","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","7712.0","0.08","0.8","0.0","4.73","0.8","3.78","0.0","0.0","0.0","0.0","0.0","29.38","120.0","60.0","120.0","90.62","32.4","","","","","","",""
"2015.0","9.0","29.0","272.0","7712.0","0.08","0.8","0.0","4.31","0.8","3.45","0.0","0.0","0.0","0.0","3.45","29.38","120.0","60.0","116.55","90.62","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","7712.0","0.08","0.8","0.0","2.04","0.8","1.63","0.0","0.0","0.0","0.0","5.08","29.38","120.0","60.0","114.92","90.62","0.0","","","","","","",""
