" Daily soil water balance output for Potatoes in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Potatoes in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","36.0","0.13","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","42.42","","","","","","","","",""
"2015.0","6.0","28.0","179.0","36.0","0.13","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","8.17","38.18","162.0","81.0","153.83","123.82","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","36.0","0.13","1.1","0.0","7.6","1.1","8.36","0.0","0.0","0.0","0.0","16.53","38.18","162.0","81.0","145.47","123.82","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","36.0","0.13","1.1","0.0","7.68","1.1","8.45","0.0","0.0","0.0","0.0","24.98","38.18","162.0","81.0","137.02","123.82","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","36.0","0.13","1.1","0.0","7.42","1.1","8.16","0.0","0.0","0.0","0.0","33.14","38.18","162.0","81.0","128.86","123.82","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","36.0","0.13","1.1","0.0","7.56","1.1","8.32","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","41.46","","","","","","","","",""
"2015.0","7.0","3.0","184.0","36.0","0.12","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","8.17","38.18","162.0","81.0","153.83","123.82","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","36.0","0.12","1.1","0.0","8.14","1.1","8.95","0.0","0.0","0.0","0.0","17.13","38.18","162.0","81.0","144.87","123.82","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","36.0","0.12","1.1","0.0","7.47","1.1","8.22","0.0","0.0","0.0","0.0","25.34","38.18","162.0","81.0","136.66","123.82","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","36.0","0.12","1.1","0.0","7.45","1.1","8.19","0.0","0.0","0.0","0.0","33.54","38.18","162.0","81.0","128.46","123.82","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","36.0","0.12","1.1","0.0","7.05","1.1","7.75","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","41.29","","","","","","","","",""
"2015.0","7.0","8.0","189.0","36.0","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","7.06","38.18","162.0","81.0","154.94","123.82","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","36.0","0.12","1.1","0.0","4.51","1.1","4.96","0.0","0.0","0.0","0.0","12.02","38.18","162.0","81.0","149.98","123.82","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","36.0","0.12","1.1","0.0","5.24","1.1","5.76","0.0","0.0","0.0","0.0","17.79","38.18","162.0","81.0","144.21","123.82","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","36.0","0.12","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","24.89","38.18","162.0","81.0","137.11","123.82","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","36.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","32.15","38.18","162.0","81.0","129.85","123.82","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","36.0","0.12","1.1","0.0","6.72","1.1","7.39","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","39.55","","","","","","","","",""
"2015.0","7.0","14.0","195.0","36.0","0.11","1.1","0.0","6.66","1.1","7.33","0.0","0.0","0.0","0.0","7.33","38.18","162.0","81.0","154.67","123.82","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","36.0","0.11","1.1","0.0","6.77","1.1","7.45","0.0","0.0","0.0","0.0","14.77","38.18","162.0","81.0","147.23","123.82","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","36.0","0.11","1.1","0.0","7.29","1.1","8.02","0.0","0.0","0.0","0.0","22.79","38.18","162.0","81.0","139.21","123.82","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","36.0","0.11","1.1","0.0","7.45","1.1","8.19","0.0","0.0","0.0","0.0","30.99","38.18","162.0","81.0","131.01","123.82","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","36.0","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","39.26","","","","","","","","",""
"2015.0","7.0","19.0","200.0","36.0","0.11","1.1","0.0","6.89","1.1","7.58","0.0","0.0","0.0","0.0","7.58","38.18","162.0","81.0","154.42","123.82","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","36.0","0.11","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","15.75","38.18","162.0","81.0","146.25","123.82","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","36.0","0.11","1.1","0.0","7.44","1.1","8.18","0.0","0.0","0.0","0.0","23.94","38.18","162.0","81.0","138.06","123.82","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","36.0","0.11","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","31.75","38.18","162.0","81.0","130.25","123.82","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","36.0","0.11","1.1","0.0","6.23","1.1","6.85","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","38.6","","","","","","","","",""
"2015.0","7.0","24.0","205.0","36.0","0.11","1.1","0.0","6.45","1.1","7.09","0.0","0.0","0.0","0.0","7.09","38.18","162.0","81.0","154.91","123.82","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","36.0","0.11","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","14.36","38.18","162.0","81.0","147.65","123.82","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","36.0","0.11","1.1","0.0","6.59","1.1","7.25","0.0","0.0","0.0","0.0","21.6","38.18","162.0","81.0","140.4","123.82","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","36.0","0.11","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","29.87","38.18","162.0","81.0","132.14","123.82","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","36.0","0.1","1.1","0.0","7.9","1.1","8.69","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","38.56","","","","","","","","",""
"2015.0","7.0","29.0","210.0","36.0","0.1","1.1","0.0","7.55","1.1","8.3","0.0","0.0","0.0","0.0","8.3","38.18","162.0","81.0","153.7","123.82","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","36.0","0.1","1.1","0.0","8.0","1.1","8.8","0.0","0.0","0.0","0.0","17.11","38.18","162.0","81.0","144.9","123.82","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","36.0","0.1","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","24.72","38.18","162.0","81.0","137.28","123.82","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","36.0","0.1","1.1","0.0","7.08","1.1","7.79","0.0","0.0","0.0","0.0","32.51","38.18","162.0","81.0","129.5","123.82","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","36.0","0.1","1.09","0.0","6.92","1.09","7.52","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","40.02","","","","","","","","",""
"2015.0","8.0","3.0","215.0","36.0","0.1","1.07","0.0","7.0","1.07","7.51","0.0","0.0","0.0","0.0","7.51","38.18","162.0","81.0","154.49","123.82","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","36.0","0.1","1.06","0.0","4.85","1.06","5.14","0.0","0.0","0.0","0.0","12.65","38.18","162.0","81.0","149.35","123.82","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","36.0","0.1","1.05","0.0","5.83","1.05","6.1","0.0","0.0","0.0","0.0","18.76","38.18","162.0","81.0","143.24","123.82","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","36.0","0.1","1.03","0.0","4.52","1.03","4.67","0.0","0.0","0.0","0.0","23.43","38.18","162.0","81.0","138.57","123.82","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","36.0","0.1","1.02","0.0","6.88","1.02","7.02","0.0","0.0","0.0","0.0","30.44","38.18","162.0","81.0","131.56","123.82","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","36.0","0.1","1.01","0.0","6.22","1.01","6.26","0.0","0.0","0.0","0.0","36.71","38.18","162.0","81.0","125.29","123.82","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","36.0","0.1","0.99","0.0","6.69","0.99","6.65","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","43.35","","","","","","","","",""
"2015.0","8.0","10.0","222.0","36.0","0.1","0.98","0.0","6.74","0.98","6.61","0.0","0.0","0.0","0.0","6.61","38.18","162.0","81.0","155.39","123.82","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","36.0","0.1","0.97","0.0","6.58","0.97","6.36","0.0","0.0","0.0","0.0","12.97","38.18","162.0","81.0","149.03","123.82","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","36.0","0.1","0.95","0.0","6.46","0.95","6.16","0.0","0.0","0.0","0.0","19.12","38.18","162.0","81.0","142.88","123.82","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","36.0","0.1","0.94","0.0","6.63","0.94","6.23","0.0","0.0","0.0","0.0","25.36","38.18","162.0","81.0","136.64","123.82","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","36.0","0.1","0.93","0.0","6.2","0.93","5.75","0.0","0.0","0.0","0.0","31.1","38.18","162.0","81.0","130.9","123.82","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","36.0","0.1","0.91","0.0","6.51","0.91","5.95","0.0","0.0","0.0","0.0","37.05","38.18","162.0","81.0","124.95","123.82","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","36.0","0.1","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","0.0","38.18","162.0","81.0","162.0","123.82","43.15","","","","","","","","",""
"2015.0","8.0","17.0","229.0","36.0","0.09","0.89","0.0","7.25","0.89","6.43","0.0","0.0","0.0","0.0","6.43","38.18","162.0","81.0","155.57","123.82","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","36.0","0.09","0.87","0.0","7.05","0.87","6.16","0.0","0.0","0.0","0.0","12.59","38.18","162.0","81.0","149.41","123.82","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","36.0","0.09","0.86","0.0","6.44","0.86","5.54","0.0","0.0","0.0","0.0","18.12","38.18","162.0","81.0","143.88","123.82","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","36.0","0.09","0.85","0.0","5.71","0.85","4.83","0.0","0.0","0.0","0.0","22.96","38.18","162.0","81.0","139.04","123.82","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","36.0","0.09","0.83","0.0","5.79","0.83","4.82","0.0","0.0","0.0","0.0","27.78","38.18","162.0","81.0","134.22","123.82","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","36.0","0.09","0.82","0.0","5.86","0.82","4.81","0.0","0.0","0.0","0.0","32.59","38.18","162.0","81.0","129.41","123.82","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","36.0","0.09","0.81","0.0","5.93","0.81","4.78","0.0","0.0","0.0","0.0","37.37","38.18","162.0","81.0","124.63","123.82","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","36.0","0.09","0.79","0.0","6.4","0.79","5.08","0.0","0.0","0.0","0.0","0.0","40.5","162.0","81.0","162.0","121.5","42.45","","","","","","","","",""
"2015.0","8.0","25.0","237.0","36.0","0.09","0.78","0.0","6.7","0.78","5.23","0.0","0.0","0.0","0.0","5.23","40.5","162.0","81.0","156.77","121.5","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","36.0","0.09","0.77","0.0","6.8","0.77","5.21","0.0","0.0","0.0","0.0","10.44","40.5","162.0","81.0","151.56","121.5","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","36.0","0.09","0.75","0.0","6.81","0.75","5.13","0.0","0.0","0.0","0.0","15.57","40.5","162.0","81.0","146.43","121.5","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","36.0","0.09","0.74","0.0","6.87","0.74","5.08","0.0","0.0","0.0","0.0","20.65","40.5","162.0","81.0","141.35","121.5","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","36.0","0.09","0.73","0.0","5.44","0.73","3.95","0.0","0.0","0.0","0.0","24.61","40.5","162.0","81.0","137.39","121.5","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","36.0","0.09","0.71","0.0","5.56","0.71","3.97","0.0","0.0","0.0","0.0","28.57","40.5","162.0","81.0","133.43","121.5","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","36.0","0.09","0.7","0.0","5.76","0.7","4.03","0.0","0.0","0.0","0.0","32.6","40.5","162.0","81.0","129.4","121.5","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","36.0","0.09","0.0","0.0","5.9","0.09","0.53","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","36.0","0.09","0.0","0.0","5.77","0.09","0.51","0.0","0.0","0.0","0.0","20.76","20.25","162.0","81.0","141.24","141.75","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","36.0","0.09","0.0","0.0","5.25","0.09","0.47","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","36.0","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","20.72","20.25","162.0","81.0","141.28","141.75","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","36.0","0.09","0.0","0.0","5.84","0.09","0.51","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","36.0","0.09","0.0","0.0","5.27","0.09","0.46","0.0","0.0","0.0","0.0","20.71","20.25","162.0","81.0","141.29","141.75","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","36.0","0.09","0.0","0.0","5.59","0.09","0.49","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","36.0","0.09","0.0","0.0","5.46","0.09","0.48","0.0","0.0","0.0","0.0","20.73","20.25","162.0","81.0","141.27","141.75","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","36.0","0.09","0.0","0.0","6.23","0.09","0.54","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","36.0","0.09","0.0","0.0","6.64","0.09","0.57","0.0","0.0","0.0","0.0","20.82","20.25","162.0","81.0","141.18","141.75","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","36.0","0.09","0.0","0.0","6.34","0.09","0.55","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","36.0","0.09","0.0","0.0","4.82","0.09","0.41","0.0","0.0","0.0","0.0","20.66","20.25","162.0","81.0","141.34","141.75","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","36.0","0.09","0.0","0.0","5.41","0.09","0.46","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","36.0","0.09","0.0","0.0","4.19","0.09","0.36","0.0","0.0","0.0","0.0","20.61","20.25","162.0","81.0","141.39","141.75","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","36.0","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","36.0","0.09","0.0","0.0","3.32","0.09","0.28","0.0","0.0","0.0","0.0","20.53","20.25","162.0","81.0","141.47","141.75","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","36.0","0.09","0.0","0.0","3.93","0.09","0.33","0.23","0.23","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","36.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","20.63","20.25","162.0","81.0","141.37","141.75","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","36.0","0.08","0.0","0.0","4.78","0.08","0.41","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","36.0","0.08","0.0","0.0","4.79","0.08","0.4","0.0","0.0","0.0","0.0","20.65","20.25","162.0","81.0","141.35","141.75","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","36.0","0.08","0.0","0.0","5.6","0.08","0.47","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","36.0","0.08","0.0","0.0","5.83","0.08","0.49","0.0","0.0","0.0","0.0","20.74","20.25","162.0","81.0","141.26","141.75","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","36.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","36.0","0.08","0.0","0.0","4.63","0.08","0.39","0.0","0.0","0.0","0.0","20.64","20.25","162.0","81.0","141.36","141.75","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","36.0","0.08","0.0","0.0","5.62","0.08","0.47","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","36.0","0.08","0.0","0.0","5.39","0.08","0.45","0.0","0.0","0.0","0.0","20.7","20.25","162.0","81.0","141.3","141.75","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","36.0","0.08","0.0","0.0","4.08","0.08","0.34","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","36.0","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","20.64","20.25","162.0","81.0","141.36","141.75","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","36.0","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","20.25","20.25","162.0","81.0","141.75","141.75","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","36.0","0.08","0.0","0.0","2.04","0.08","0.17","0.0","0.0","0.0","0.0","20.42","20.25","162.0","81.0","141.58","141.75","0.0","","","","","","","","",""
