" Daily soil water balance output for Urban Landscape in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","12750.0","0.13","0.8","0.0","7.25","0.8","5.8","0.0","0.0","0.0","0.0","23.05","32.86","136.0","68.0","112.95","103.14","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","12750.0","0.13","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","28.45","32.86","136.0","68.0","107.55","103.14","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","12750.0","0.13","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.24","","","","","","",""
"2015.0","7.0","4.0","185.0","12750.0","0.13","0.8","0.0","7.49","0.8","5.99","0.0","0.0","0.0","0.0","5.99","32.86","136.0","68.0","130.01","103.14","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","12750.0","0.13","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","11.44","32.86","136.0","68.0","124.56","103.14","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","12750.0","0.13","0.8","0.0","7.06","0.8","5.65","0.0","0.0","0.0","0.0","17.09","32.86","136.0","68.0","118.91","103.14","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","12750.0","0.12","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","22.23","32.86","136.0","68.0","113.77","103.14","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","12750.0","0.12","0.8","0.0","6.11","0.8","4.89","0.0","0.0","0.0","0.0","27.12","32.86","136.0","68.0","108.88","103.14","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","12750.0","0.12","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","30.79","32.86","136.0","68.0","105.21","103.14","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","12750.0","0.12","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.89","","","","","","",""
"2015.0","7.0","11.0","192.0","12750.0","0.12","0.8","0.0","6.16","0.8","4.93","0.0","0.0","0.0","0.0","4.93","32.86","136.0","68.0","131.07","103.14","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","12750.0","0.12","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","9.93","32.86","136.0","68.0","126.07","103.14","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","12750.0","0.12","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","15.13","32.86","136.0","68.0","120.87","103.14","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","12750.0","0.12","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","20.02","32.86","136.0","68.0","115.98","103.14","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","12750.0","0.12","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","25.12","32.86","136.0","68.0","110.88","103.14","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","12750.0","0.12","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","30.56","32.86","136.0","68.0","105.44","103.14","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","12750.0","0.12","0.8","0.0","6.95","0.8","5.56","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","36.12","","","","","","",""
"2015.0","7.0","18.0","199.0","12750.0","0.12","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","5.44","32.86","136.0","68.0","130.56","103.14","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","12750.0","0.12","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","10.68","32.86","136.0","68.0","125.32","103.14","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","12750.0","0.11","0.8","0.0","7.22","0.8","5.78","0.0","0.0","0.0","0.0","16.46","32.86","136.0","68.0","119.54","103.14","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","12750.0","0.11","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","21.98","32.86","136.0","68.0","114.02","103.14","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","12750.0","0.11","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","27.12","32.86","136.0","68.0","108.88","103.14","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","12750.0","0.11","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","31.93","32.86","136.0","68.0","104.07","103.14","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","12750.0","0.11","0.8","0.0","6.29","0.8","5.03","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","36.96","","","","","","",""
"2015.0","7.0","25.0","206.0","12750.0","0.11","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","5.02","32.86","136.0","68.0","130.98","103.14","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","12750.0","0.11","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","9.96","32.86","136.0","68.0","126.04","103.14","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","12750.0","0.11","0.8","0.0","7.16","0.8","5.73","0.0","0.0","0.0","0.0","15.69","32.86","136.0","68.0","120.31","103.14","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","12750.0","0.11","0.8","0.0","7.41","0.8","5.93","0.0","0.0","0.0","0.0","21.62","32.86","136.0","68.0","114.38","103.14","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","12750.0","0.11","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","27.36","32.86","136.0","68.0","108.64","103.14","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","12750.0","0.11","0.8","0.0","7.32","0.8","5.86","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","33.22","","","","","","",""
"2015.0","7.0","31.0","212.0","12750.0","0.11","0.8","0.0","6.34","0.8","5.07","0.0","0.0","0.0","0.0","5.07","32.86","136.0","68.0","130.93","103.14","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","12750.0","0.11","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","10.46","32.86","136.0","68.0","125.54","103.14","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","12750.0","0.11","0.8","0.0","6.62","0.8","5.3","0.0","0.0","0.0","0.0","15.76","32.86","136.0","68.0","120.24","103.14","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","12750.0","0.1","0.8","0.0","6.57","0.8","5.26","0.0","0.0","0.0","0.0","21.02","32.86","136.0","68.0","114.98","103.14","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","12750.0","0.1","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","25.07","32.86","136.0","68.0","110.93","103.14","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","12750.0","0.1","0.8","0.0","5.66","0.8","4.53","0.0","0.0","0.0","0.0","29.6","32.86","136.0","68.0","106.4","103.14","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","12750.0","0.1","0.8","0.0","3.9","0.8","3.12","0.0","0.0","0.0","0.0","32.72","32.86","136.0","68.0","103.28","103.14","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","12750.0","0.1","0.8","0.0","6.42","0.8","5.14","0.1","0.1","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","37.76","","","","","","",""
"2015.0","8.0","8.0","220.0","12750.0","0.1","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","4.59","32.86","136.0","68.0","131.41","103.14","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","12750.0","0.1","0.8","0.0","6.34","0.8","5.07","0.0","0.0","0.0","0.0","9.66","32.86","136.0","68.0","126.34","103.14","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","12750.0","0.1","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","14.73","32.86","136.0","68.0","121.27","103.14","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","12750.0","0.1","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","19.7","32.86","136.0","68.0","116.3","103.14","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","12750.0","0.1","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","24.64","32.86","136.0","68.0","111.36","103.14","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","12750.0","0.1","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","29.66","32.86","136.0","68.0","106.34","103.14","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","12750.0","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.58","","","","","","",""
"2015.0","8.0","15.0","227.0","12750.0","0.1","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","5.15","32.86","136.0","68.0","130.85","103.14","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","12750.0","0.1","0.8","0.0","6.56","0.8","5.25","0.0","0.0","0.0","0.0","10.4","32.86","136.0","68.0","125.6","103.14","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","12750.0","0.1","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","15.92","32.86","136.0","68.0","120.08","103.14","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","12750.0","0.1","0.8","0.0","6.52","0.8","5.22","0.0","0.0","0.0","0.0","21.14","32.86","136.0","68.0","114.86","103.14","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","12750.0","0.1","0.8","0.0","5.94","0.8","4.75","0.0","0.0","0.0","0.0","25.89","32.86","136.0","68.0","110.11","103.14","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","12750.0","0.1","0.8","0.0","5.43","0.8","4.34","0.0","0.0","0.0","0.0","30.23","32.86","136.0","68.0","105.77","103.14","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","12750.0","0.1","0.8","0.0","5.49","0.8","4.39","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.62","","","","","","",""
"2015.0","8.0","22.0","234.0","12750.0","0.1","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","4.41","32.86","136.0","68.0","131.59","103.14","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","12750.0","0.1","0.8","0.0","5.64","0.8","4.51","0.0","0.0","0.0","0.0","8.92","32.86","136.0","68.0","127.08","103.14","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","12750.0","0.1","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","13.77","32.86","136.0","68.0","122.23","103.14","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","12750.0","0.1","0.8","0.0","6.32","0.8","5.06","0.0","0.0","0.0","0.0","18.82","32.86","136.0","68.0","117.18","103.14","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","12750.0","0.09","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","24.03","32.86","136.0","68.0","111.97","103.14","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","12750.0","0.09","0.8","0.0","6.88","0.8","5.5","0.04","0.04","0.0","0.0","29.5","32.86","136.0","68.0","106.5","103.14","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","12750.0","0.09","0.8","0.0","6.73","0.8","5.38","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.88","","","","","","",""
"2015.0","8.0","29.0","241.0","12750.0","0.09","0.8","0.0","5.23","0.8","4.18","0.0","0.0","0.0","0.0","4.18","32.86","136.0","68.0","131.82","103.14","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","12750.0","0.09","0.8","0.0","5.55","0.8","4.44","0.0","0.0","0.0","0.0","8.62","32.86","136.0","68.0","127.38","103.14","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","12750.0","0.09","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","13.09","32.86","136.0","68.0","122.91","103.14","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","12750.0","0.09","0.8","0.0","5.43","0.8","4.34","0.0","0.0","0.0","0.0","17.43","32.86","136.0","68.0","118.57","103.14","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","12750.0","0.09","0.8","0.0","5.29","0.8","4.23","0.0","0.0","0.0","0.0","21.66","32.86","136.0","68.0","114.34","103.14","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","12750.0","0.09","0.8","0.0","5.11","0.8","4.09","0.0","0.0","0.0","0.0","25.75","32.86","136.0","68.0","110.25","103.14","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","12750.0","0.09","0.8","0.0","5.15","0.8","4.12","0.0","0.0","0.0","0.0","29.87","32.86","136.0","68.0","106.13","103.14","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","12750.0","0.09","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","34.23","","","","","","",""
"2015.0","9.0","6.0","249.0","12750.0","0.09","0.8","0.0","5.14","0.8","4.11","0.0","0.0","0.0","0.0","4.11","32.86","136.0","68.0","131.89","103.14","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","12750.0","0.09","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","8.39","32.86","136.0","68.0","127.61","103.14","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","12750.0","0.09","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","12.8","32.86","136.0","68.0","123.2","103.14","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","12750.0","0.09","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","17.72","32.86","136.0","68.0","118.28","103.14","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","12750.0","0.09","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","22.89","32.86","136.0","68.0","113.11","103.14","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","12750.0","0.09","0.8","0.0","5.99","0.8","4.79","0.0","0.0","0.0","0.0","27.68","32.86","136.0","68.0","108.32","103.14","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","12750.0","0.09","0.8","0.0","4.16","0.8","3.33","0.0","0.0","0.0","0.0","31.01","32.86","136.0","68.0","104.99","103.14","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","12750.0","0.09","0.8","0.0","5.02","0.8","4.02","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","35.02","","","","","","",""
"2015.0","9.0","14.0","257.0","12750.0","0.09","0.8","0.0","3.65","0.8","2.92","0.0","0.0","0.0","0.0","2.92","32.86","136.0","68.0","133.08","103.14","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","12750.0","0.09","0.8","0.0","4.63","0.8","3.7","0.0","0.0","0.0","0.0","6.62","32.86","136.0","68.0","129.38","103.14","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","12750.0","0.09","0.8","0.0","3.63","0.8","2.9","0.0","0.0","0.0","0.0","9.53","32.86","136.0","68.0","126.47","103.14","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","12750.0","0.09","0.8","0.0","3.92","0.8","3.14","0.0","0.0","0.0","0.0","12.66","32.86","136.0","68.0","123.34","103.14","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","12750.0","0.09","0.8","0.0","4.56","0.8","3.65","0.0","0.0","0.0","0.0","16.31","32.86","136.0","68.0","119.69","103.14","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","12750.0","0.09","0.8","0.0","4.65","0.8","3.72","0.0","0.0","0.0","0.0","20.03","32.86","136.0","68.0","115.97","103.14","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","12750.0","0.09","0.8","0.0","4.8","0.8","3.84","0.0","0.0","0.0","0.0","23.87","32.86","136.0","68.0","112.13","103.14","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","12750.0","0.09","0.8","0.0","5.53","0.8","4.42","0.0","0.0","0.0","0.0","28.3","32.86","136.0","68.0","107.7","103.14","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","12750.0","0.09","0.8","0.0","5.15","0.8","4.12","0.0","0.0","0.0","0.0","32.42","32.86","136.0","68.0","103.58","103.14","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","12750.0","0.09","0.8","0.0","4.56","0.8","3.65","0.0","0.0","0.0","0.0","0.0","32.86","136.0","68.0","136.0","103.14","36.06","","","","","","",""
"2015.0","9.0","24.0","267.0","12750.0","0.09","0.8","0.0","4.55","0.8","3.64","0.0","0.0","0.0","0.0","3.64","32.86","136.0","68.0","132.36","103.14","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","12750.0","0.09","0.8","0.0","5.43","0.8","4.34","0.0","0.0","0.0","0.0","7.98","32.86","136.0","68.0","128.02","103.14","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","12750.0","0.09","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","12.22","32.86","136.0","68.0","123.78","103.14","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","12750.0","0.09","0.8","0.0","3.79","0.8","3.03","0.0","0.0","0.0","0.0","15.26","32.86","136.0","68.0","120.74","103.14","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","12750.0","0.09","0.8","0.0","4.18","0.8","3.34","0.0","0.0","0.0","0.0","18.6","32.86","136.0","68.0","117.4","103.14","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","12750.0","0.09","0.8","0.0","3.64","0.8","2.91","0.0","0.0","0.0","0.0","21.51","32.86","136.0","68.0","114.49","103.14","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","12750.0","0.09","0.8","0.0","1.99","0.8","1.59","0.0","0.0","0.0","0.0","23.1","32.86","136.0","68.0","112.9","103.14","0.0","","","","","","",""
