" Daily soil water balance output for Safflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Safflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","1384.0","0.14","1.05","0.0","7.89","1.05","8.28","0.0","0.0","0.0","0.0","53.55","134.11","536.45","268.22","482.9","402.34","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","1384.0","0.14","1.05","0.0","8.25","1.05","8.66","0.0","0.0","0.0","0.0","62.21","134.11","536.45","268.22","474.24","402.34","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","1384.0","0.13","1.05","0.0","6.73","1.05","7.07","0.0","0.0","0.0","0.0","69.28","134.11","536.45","268.22","467.17","402.34","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","1384.0","0.13","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","76.79","134.11","536.45","268.22","459.66","402.34","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","1384.0","0.13","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","84.61","134.11","536.45","268.22","451.84","402.34","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","1384.0","0.13","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","92.56","134.11","536.45","268.22","443.89","402.34","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","1384.0","0.13","1.0","0.0","7.43","1.0","7.41","0.0","0.0","0.0","0.0","99.96","134.11","536.45","268.22","436.49","402.34","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","1384.0","0.13","0.94","0.0","6.96","0.94","6.57","0.0","0.0","0.0","0.0","106.53","134.11","536.45","268.22","429.92","402.34","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","1384.0","0.13","0.89","0.0","7.37","0.89","6.56","0.0","0.0","0.0","0.0","113.09","134.11","536.45","268.22","423.36","402.34","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","1384.0","0.13","0.84","0.0","7.87","0.84","6.58","0.0","0.0","0.0","0.0","119.67","134.11","536.45","268.22","416.78","402.34","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","1384.0","0.12","0.78","0.0","7.15","0.78","5.6","0.0","0.0","0.0","0.0","125.27","134.11","536.45","268.22","411.17","402.34","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","1384.0","0.12","0.73","0.0","7.23","0.73","5.28","0.0","0.0","0.0","0.0","130.55","134.11","536.45","268.22","405.9","402.34","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","1384.0","0.12","0.68","0.0","6.75","0.68","4.57","0.0","0.0","0.0","0.0","0.0","134.11","536.45","268.22","536.45","402.34","135.12","","","","","","","","",""
"2015.0","7.0","8.0","189.0","1384.0","0.12","0.62","0.0","6.26","0.62","3.9","0.0","0.0","0.0","0.0","3.9","134.11","536.45","268.22","532.55","402.34","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","1384.0","0.12","0.57","0.0","4.34","0.57","2.47","0.0","0.0","0.0","0.0","6.38","134.11","536.45","268.22","530.07","402.34","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","1384.0","0.12","0.52","0.0","5.16","0.52","2.67","0.0","0.0","0.0","0.0","9.04","134.11","536.45","268.22","527.41","402.34","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","1384.0","0.12","0.46","0.0","6.34","0.46","2.94","0.0","0.0","0.0","0.0","11.98","134.11","536.45","268.22","524.47","402.34","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","1384.0","0.12","0.41","0.0","6.49","0.41","2.66","0.0","0.0","0.0","0.0","14.64","134.11","536.45","268.22","521.81","402.34","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","1384.0","0.12","0.36","0.0","6.6","0.36","2.35","0.0","0.0","0.0","0.0","16.99","134.11","536.45","268.22","519.45","402.34","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","1384.0","0.12","0.3","0.0","6.42","0.3","1.95","0.0","0.0","0.0","0.0","18.94","134.11","536.45","268.22","517.51","402.34","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","1384.0","0.12","0.25","0.0","6.62","0.25","1.66","0.0","0.0","0.0","0.0","20.6","134.11","536.45","268.22","515.85","402.34","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","1384.0","0.12","0.0","0.0","7.07","0.12","0.82","0.0","0.0","0.0","0.0","21.41","26.4","536.45","268.22","515.04","510.05","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","1384.0","0.11","0.0","0.0","7.25","0.11","0.83","0.0","0.0","0.0","0.0","22.24","26.4","536.45","268.22","514.21","510.05","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","1384.0","0.11","0.0","0.0","7.24","0.11","0.82","0.0","0.0","0.0","0.0","23.06","26.4","536.45","268.22","513.38","510.05","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","1384.0","0.11","0.0","0.0","6.8","0.11","0.77","0.0","0.0","0.0","0.0","23.83","26.4","536.45","268.22","512.62","510.05","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","1384.0","0.11","0.0","0.0","7.29","0.11","0.82","0.0","0.0","0.0","0.0","24.65","26.4","536.45","268.22","511.8","510.05","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","1384.0","0.11","0.0","0.0","7.21","0.11","0.8","0.0","0.0","0.0","0.0","25.45","26.4","536.45","268.22","511.0","510.05","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","1384.0","0.11","0.0","0.0","6.8","0.11","0.75","0.0","0.0","0.0","0.0","26.2","26.4","536.45","268.22","510.25","510.05","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","1384.0","0.11","0.0","0.0","6.1","0.11","0.67","0.0","0.0","0.0","0.0","26.87","26.4","536.45","268.22","509.58","510.05","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","1384.0","0.11","0.0","0.0","6.35","0.11","0.69","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","1384.0","0.11","0.0","0.0","6.41","0.11","0.7","0.0","0.0","0.0","0.0","27.1","26.4","536.45","268.22","509.35","510.05","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","1384.0","0.11","0.0","0.0","6.42","0.11","0.69","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","1384.0","0.11","0.0","0.0","7.39","0.11","0.79","0.0","0.0","0.0","0.0","27.19","26.4","536.45","268.22","509.26","510.05","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","1384.0","0.11","0.0","0.0","7.74","0.11","0.82","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","1384.0","0.11","0.0","0.0","7.42","0.11","0.79","0.0","0.0","0.0","0.0","27.19","26.4","536.45","268.22","509.26","510.05","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","1384.0","0.11","0.0","0.0","7.73","0.11","0.81","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","1384.0","0.1","0.0","0.0","6.63","0.1","0.69","0.0","0.0","0.0","0.0","27.09","26.4","536.45","268.22","509.36","510.05","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","1384.0","0.1","0.0","0.0","6.93","0.1","0.72","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","1384.0","0.1","0.0","0.0","6.78","0.1","0.7","0.0","0.0","0.0","0.0","27.1","26.4","536.45","268.22","509.35","510.05","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","1384.0","0.1","0.0","0.0","6.81","0.1","0.7","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","1384.0","0.1","0.0","0.0","4.69","0.1","0.48","0.0","0.0","0.0","0.0","26.88","26.4","536.45","268.22","509.57","510.05","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","1384.0","0.1","0.0","0.0","5.76","0.1","0.59","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","1384.0","0.1","0.0","0.0","4.25","0.1","0.43","0.0","0.0","0.0","0.0","26.83","26.4","536.45","268.22","509.62","510.05","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","1384.0","0.1","0.0","0.0","6.71","0.1","0.68","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","1384.0","0.1","0.0","0.0","5.96","0.1","0.6","0.0","0.0","0.0","0.0","27.0","26.4","536.45","268.22","509.45","510.05","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","1384.0","0.1","0.0","0.0","6.56","0.1","0.66","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","1384.0","0.1","0.0","0.0","6.58","0.1","0.66","0.0","0.0","0.0","0.0","27.06","26.4","536.45","268.22","509.39","510.05","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","1384.0","0.1","0.0","0.0","6.4","0.1","0.63","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","1384.0","0.1","0.0","0.0","6.33","0.1","0.62","0.0","0.0","0.0","0.0","27.02","26.4","536.45","268.22","509.42","510.05","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","1384.0","0.1","0.0","0.0","6.45","0.1","0.63","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","1384.0","0.1","0.0","0.0","6.13","0.1","0.6","0.0","0.0","0.0","0.0","27.0","26.4","536.45","268.22","509.45","510.05","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","1384.0","0.1","0.0","0.0","6.42","0.1","0.62","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","1384.0","0.1","0.0","0.0","6.66","0.1","0.64","0.0","0.0","0.0","0.0","27.04","26.4","536.45","268.22","509.4","510.05","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","1384.0","0.1","0.0","0.0","7.09","0.1","0.68","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","1384.0","0.1","0.0","0.0","6.79","0.1","0.65","0.0","0.0","0.0","0.0","27.05","26.4","536.45","268.22","509.4","510.05","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","1384.0","0.1","0.0","0.0","6.18","0.1","0.59","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","1384.0","0.1","0.0","0.0","5.52","0.1","0.52","0.0","0.0","0.0","0.0","26.92","26.4","536.45","268.22","509.52","510.05","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","1384.0","0.09","0.0","0.0","5.62","0.09","0.53","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","1384.0","0.09","0.0","0.0","5.69","0.09","0.54","0.0","0.0","0.0","0.0","26.94","26.4","536.45","268.22","509.51","510.05","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","1384.0","0.09","0.0","0.0","5.75","0.09","0.54","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","1384.0","0.09","0.0","0.0","6.23","0.09","0.58","0.0","0.0","0.0","0.0","26.98","26.4","536.45","268.22","509.46","510.05","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","1384.0","0.09","0.0","0.0","6.51","0.09","0.61","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","1384.0","0.09","0.0","0.0","6.64","0.09","0.62","0.0","0.0","0.0","0.0","27.02","26.4","536.45","268.22","509.43","510.05","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","1384.0","0.09","0.0","0.0","6.82","0.09","0.63","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","1384.0","0.09","0.0","0.0","6.79","0.09","0.62","0.0","0.0","0.0","0.0","27.02","26.4","536.45","268.22","509.42","510.05","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","1384.0","0.09","0.0","0.0","5.21","0.09","0.48","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","1384.0","0.09","0.0","0.0","5.54","0.09","0.51","0.0","0.0","0.0","0.0","26.91","26.4","536.45","268.22","509.54","510.05","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","1384.0","0.09","0.0","0.0","5.7","0.09","0.52","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","1384.0","0.09","0.0","0.0","5.68","0.09","0.52","0.0","0.0","0.0","0.0","26.92","26.4","536.45","268.22","509.53","510.05","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","1384.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","1384.0","0.09","0.0","0.0","5.19","0.09","0.47","0.0","0.0","0.0","0.0","26.87","26.4","536.45","268.22","509.58","510.05","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","1384.0","0.09","0.0","0.0","5.28","0.09","0.47","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","1384.0","0.09","0.0","0.0","5.7","0.09","0.51","0.0","0.0","0.0","0.0","26.91","26.4","536.45","268.22","509.54","510.05","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","1384.0","0.09","0.0","0.0","5.21","0.09","0.47","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","1384.0","0.09","0.0","0.0","5.47","0.09","0.49","0.0","0.0","0.0","0.0","26.89","26.4","536.45","268.22","509.56","510.05","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","1384.0","0.09","0.0","0.0","5.43","0.09","0.48","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","1384.0","0.09","0.0","0.0","6.14","0.09","0.54","0.0","0.0","0.0","0.0","26.94","26.4","536.45","268.22","509.51","510.05","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","1384.0","0.09","0.0","0.0","6.51","0.09","0.57","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","1384.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","26.94","26.4","536.45","268.22","509.5","510.05","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","1384.0","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","1384.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","26.86","26.4","536.45","268.22","509.59","510.05","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","1384.0","0.09","0.0","0.0","3.97","0.09","0.35","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","1384.0","0.09","0.0","0.0","4.59","0.09","0.4","0.0","0.0","0.0","0.0","26.8","26.4","536.45","268.22","509.65","510.05","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","1384.0","0.09","0.0","0.0","3.31","0.09","0.29","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","1384.0","0.09","0.0","0.0","3.92","0.09","0.34","0.05","0.05","0.0","0.0","26.69","26.4","536.45","268.22","509.76","510.05","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","1384.0","0.09","0.0","0.0","4.51","0.09","0.39","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","1384.0","0.09","0.0","0.0","4.71","0.09","0.41","0.0","0.0","0.0","0.0","26.81","26.4","536.45","268.22","509.64","510.05","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","1384.0","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","1384.0","0.09","0.0","0.0","5.54","0.09","0.47","0.0","0.0","0.0","0.0","26.87","26.4","536.45","268.22","509.57","510.05","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","1384.0","0.09","0.0","0.0","5.48","0.09","0.47","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","1384.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","26.79","26.4","536.45","268.22","509.66","510.05","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","1384.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","1384.0","0.08","0.0","0.0","5.54","0.08","0.47","0.0","0.0","0.0","0.0","26.87","26.4","536.45","268.22","509.58","510.05","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","1384.0","0.08","0.0","0.0","5.3","0.08","0.45","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","1384.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","26.73","26.4","536.45","268.22","509.71","510.05","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","1384.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","1384.0","0.08","0.0","0.0","4.09","0.08","0.34","0.0","0.0","0.0","0.0","26.74","26.4","536.45","268.22","509.7","510.05","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","1384.0","0.08","0.0","0.0","1.96","0.08","0.16","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","","","",""
