" Daily soil water balance output for Pears in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Pears in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","5105.0","0.14","1.05","0.0","8.0","1.05","8.4","0.0","0.0","0.0","0.0","39.29","103.61","492.27","246.14","452.98","388.66","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","5105.0","0.13","1.05","0.0","8.37","1.05","8.79","0.0","0.0","0.0","0.0","48.08","103.61","492.27","246.14","444.2","388.66","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","5105.0","0.13","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","55.37","103.61","492.27","246.14","436.91","388.66","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","5105.0","0.13","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","63.03","103.61","492.27","246.14","429.24","388.66","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","5105.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","70.99","103.61","492.27","246.14","421.28","388.66","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","5105.0","0.13","1.05","0.0","7.69","1.05","8.07","0.0","0.0","0.0","0.0","79.07","103.61","492.27","246.14","413.21","388.66","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","5105.0","0.13","1.05","0.0","7.56","1.05","7.94","0.0","0.0","0.0","0.0","87.0","103.61","492.27","246.14","405.27","388.66","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","5105.0","0.13","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","94.61","103.61","492.27","246.14","397.67","388.66","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","5105.0","0.13","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","102.5","103.61","492.27","246.14","389.77","388.66","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","5105.0","0.12","1.05","0.0","8.01","1.05","8.41","0.0","0.0","0.0","0.0","0.0","103.61","492.27","246.14","492.27","388.66","110.91","","","","","","","","",""
"2015.0","7.0","5.0","186.0","5105.0","0.12","1.05","0.0","7.28","1.05","7.64","0.0","0.0","0.0","0.0","7.64","103.61","492.27","246.14","484.63","388.66","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","5105.0","0.12","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","15.41","103.61","492.27","246.14","476.86","388.66","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","5105.0","0.12","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","22.69","103.61","492.27","246.14","469.58","388.66","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","5105.0","0.12","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","29.36","103.61","492.27","246.14","462.92","388.66","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","5105.0","0.12","1.05","0.0","4.42","1.05","4.64","0.0","0.0","0.0","0.0","34.0","103.61","492.27","246.14","458.28","388.66","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","5105.0","0.12","1.05","0.0","5.2","1.05","5.46","0.0","0.0","0.0","0.0","39.46","103.61","492.27","246.14","452.82","388.66","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","5105.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","46.18","103.61","492.27","246.14","446.1","388.66","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","5105.0","0.12","1.05","0.0","6.48","1.05","6.8","0.0","0.0","0.0","0.0","52.98","103.61","492.27","246.14","439.29","388.66","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","5105.0","0.12","1.05","0.0","6.7","1.05","7.04","0.0","0.0","0.0","0.0","60.02","103.61","492.27","246.14","432.26","388.66","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","5105.0","0.12","1.05","0.0","6.5","1.05","6.83","0.0","0.0","0.0","0.0","66.84","103.61","492.27","246.14","425.43","388.66","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","5105.0","0.12","1.05","0.0","6.67","1.05","7.0","0.0","0.0","0.0","0.0","73.85","103.61","492.27","246.14","418.43","388.66","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","5105.0","0.11","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","81.39","103.61","492.27","246.14","410.89","388.66","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","5105.0","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","89.12","103.61","492.27","246.14","403.15","388.66","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","5105.0","0.11","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","96.79","103.61","492.27","246.14","395.49","388.66","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","5105.0","0.11","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","0.0","103.61","492.27","246.14","492.27","388.66","103.95","","","","","","","","",""
"2015.0","7.0","20.0","201.0","5105.0","0.11","1.05","0.0","7.38","1.05","7.75","0.0","0.0","0.0","0.0","7.75","103.61","492.27","246.14","484.53","388.66","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","5105.0","0.11","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","15.48","103.61","492.27","246.14","476.8","388.66","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","5105.0","0.11","1.05","0.0","6.92","1.05","7.27","0.0","0.0","0.0","0.0","22.74","103.61","492.27","246.14","469.53","388.66","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","5105.0","0.11","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","29.31","103.61","492.27","246.14","462.97","388.66","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","5105.0","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","36.08","103.61","492.27","246.14","456.2","388.66","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","5105.0","0.11","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","42.96","103.61","492.27","246.14","449.32","388.66","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","5105.0","0.11","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","49.77","103.61","492.27","246.14","442.5","388.66","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","5105.0","0.11","1.05","0.0","7.47","1.05","7.84","0.0","0.0","0.0","0.0","57.61","103.61","492.27","246.14","434.66","388.66","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","5105.0","0.11","1.05","0.0","7.77","1.05","8.16","0.0","0.0","0.0","0.0","65.77","103.61","492.27","246.14","426.5","388.66","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","5105.0","0.1","1.05","0.0","7.5","1.05","7.88","0.0","0.0","0.0","0.0","73.65","103.61","492.27","246.14","418.63","388.66","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","5105.0","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","81.88","103.61","492.27","246.14","410.4","388.66","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","5105.0","0.1","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","88.97","103.61","492.27","246.14","403.31","388.66","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","5105.0","0.1","1.05","0.0","7.04","1.05","7.39","0.0","0.0","0.0","0.0","96.36","103.61","492.27","246.14","395.92","388.66","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","5105.0","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","0.0","103.61","492.27","246.14","492.27","388.66","103.64","","","","","","","","",""
"2015.0","8.0","3.0","215.0","5105.0","0.1","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","7.26","103.61","492.27","246.14","485.02","388.66","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","5105.0","0.1","1.05","0.0","5.01","1.05","5.26","0.0","0.0","0.0","0.0","12.52","103.61","492.27","246.14","479.76","388.66","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","5105.0","0.1","1.05","0.0","5.82","1.05","6.11","0.0","0.0","0.0","0.0","18.63","103.61","492.27","246.14","473.65","388.66","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","5105.0","0.1","1.05","0.0","4.19","1.05","4.4","0.0","0.0","0.0","0.0","23.03","103.61","492.27","246.14","469.25","388.66","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","5105.0","0.1","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","30.15","103.61","492.27","246.14","462.13","388.66","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","5105.0","0.1","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","36.54","103.61","492.27","246.14","455.73","388.66","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","5105.0","0.1","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","43.51","103.61","492.27","246.14","448.76","388.66","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","5105.0","0.1","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","50.51","103.61","492.27","246.14","441.77","388.66","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","5105.0","0.1","1.05","0.0","6.52","1.05","6.85","0.0","0.0","0.0","0.0","57.35","103.61","492.27","246.14","434.92","388.66","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","5105.0","0.1","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","64.1","103.61","492.27","246.14","428.17","388.66","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","5105.0","0.1","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","71.01","103.61","492.27","246.14","421.26","388.66","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","5105.0","0.1","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","77.6","103.61","492.27","246.14","414.68","388.66","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","5105.0","0.1","1.05","0.0","6.53","1.05","6.86","0.0","0.0","0.0","0.0","84.45","103.61","492.27","246.14","407.82","388.66","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","5105.0","0.1","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","91.53","103.61","492.27","246.14","400.75","388.66","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","5105.0","0.1","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","99.1","103.61","492.27","246.14","393.18","388.66","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","5105.0","0.09","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","0.0","103.61","492.27","246.14","492.27","388.66","106.39","","","","","","","","",""
"2015.0","8.0","19.0","231.0","5105.0","0.09","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","6.65","103.61","492.27","246.14","485.63","388.66","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","5105.0","0.09","1.05","0.0","5.68","1.05","5.96","0.0","0.0","0.0","0.0","12.61","103.61","492.27","246.14","479.66","388.66","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","5105.0","0.09","1.05","0.0","5.73","1.05","6.02","0.0","0.0","0.0","0.0","18.63","103.61","492.27","246.14","473.65","388.66","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","5105.0","0.09","1.05","0.0","5.78","1.05","6.07","0.0","0.0","0.0","0.0","24.7","103.61","492.27","246.14","467.58","388.66","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","5105.0","0.09","1.05","0.0","5.88","1.05","6.17","0.0","0.0","0.0","0.0","30.87","103.61","492.27","246.14","461.4","388.66","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","5105.0","0.09","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","37.54","103.61","492.27","246.14","454.74","388.66","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","5105.0","0.09","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","44.52","103.61","492.27","246.14","447.75","388.66","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","5105.0","0.09","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","51.64","103.61","492.27","246.14","440.64","388.66","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","5105.0","0.09","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","58.92","103.61","492.27","246.14","433.36","388.66","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","5105.0","0.09","1.05","0.0","6.87","1.05","7.21","0.0","0.0","0.0","0.0","66.13","103.61","492.27","246.14","426.15","388.66","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","5105.0","0.09","1.05","0.0","5.34","1.05","5.61","0.0","0.0","0.0","0.0","71.74","103.61","492.27","246.14","420.54","388.66","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","5105.0","0.09","1.05","0.0","5.64","1.05","5.92","0.0","0.0","0.0","0.0","77.66","103.61","492.27","246.14","414.62","388.66","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","5105.0","0.09","1.05","0.0","5.74","1.05","6.03","0.0","0.0","0.0","0.0","83.69","103.61","492.27","246.14","408.59","388.66","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","5105.0","0.09","1.05","0.0","5.75","1.05","6.01","0.0","0.0","0.0","0.0","89.7","103.61","492.27","246.14","402.58","388.66","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","5105.0","0.09","1.04","0.0","5.63","1.04","5.87","0.0","0.0","0.0","0.0","95.56","103.61","492.27","246.14","396.71","388.66","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","5105.0","0.09","1.04","0.0","5.25","1.04","5.45","0.0","0.0","0.0","0.0","101.01","103.61","492.27","246.14","391.26","388.66","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","5105.0","0.09","1.03","0.0","5.32","1.03","5.5","0.0","0.0","0.0","0.0","0.0","103.61","492.27","246.14","492.27","388.66","106.51","","","","","","","","",""
"2015.0","9.0","5.0","248.0","5105.0","0.09","1.03","0.0","5.71","1.03","5.88","0.0","0.0","0.0","0.0","5.88","103.61","492.27","246.14","486.4","388.66","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","5105.0","0.09","1.03","0.0","5.22","1.03","5.35","0.0","0.0","0.0","0.0","11.23","103.61","492.27","246.14","481.04","388.66","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","5105.0","0.09","1.02","0.0","5.51","1.02","5.63","0.0","0.0","0.0","0.0","16.86","103.61","492.27","246.14","475.42","388.66","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","5105.0","0.09","1.02","0.0","5.49","1.02","5.58","0.0","0.0","0.0","0.0","22.44","103.61","492.27","246.14","469.83","388.66","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","5105.0","0.09","1.01","0.0","6.25","1.01","6.33","0.0","0.0","0.0","0.0","28.78","103.61","492.27","246.14","463.5","388.66","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","5105.0","0.09","1.01","0.0","6.63","1.01","6.69","0.0","0.0","0.0","0.0","35.46","103.61","492.27","246.14","456.81","388.66","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","5105.0","0.09","1.0","0.0","6.3","1.0","6.33","0.0","0.0","0.0","0.0","41.8","103.61","492.27","246.14","450.48","388.66","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","5105.0","0.09","1.0","0.0","4.61","1.0","4.61","0.0","0.0","0.0","0.0","46.41","103.61","492.27","246.14","445.87","388.66","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","5105.0","0.09","1.0","0.0","5.3","1.0","5.28","0.0","0.0","0.0","0.0","51.69","103.61","492.27","246.14","440.58","388.66","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","5105.0","0.09","0.99","0.0","4.07","0.99","4.04","0.0","0.0","0.0","0.0","55.73","103.61","492.27","246.14","436.54","388.66","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","5105.0","0.09","0.99","0.0","4.66","0.99","4.61","0.0","0.0","0.0","0.0","60.34","103.61","492.27","246.14","431.94","388.66","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","5105.0","0.09","0.98","0.0","3.58","0.98","3.52","0.0","0.0","0.0","0.0","63.86","103.61","492.27","246.14","428.41","388.66","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","5105.0","0.09","0.98","0.0","3.96","0.98","3.88","0.0","0.0","0.0","0.0","67.75","103.61","492.27","246.14","424.53","388.66","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","5105.0","0.09","0.98","0.0","4.57","0.98","4.46","0.0","0.0","0.0","0.0","72.21","103.61","492.27","246.14","420.07","388.66","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","5105.0","0.09","0.97","0.0","4.73","0.97","4.6","0.0","0.0","0.0","0.0","76.8","103.61","492.27","246.14","415.47","388.66","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","5105.0","0.09","0.97","0.0","4.79","0.97","4.64","0.0","0.0","0.0","0.0","81.44","103.61","492.27","246.14","410.83","388.66","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","5105.0","0.08","0.96","0.0","5.59","0.96","5.39","0.0","0.0","0.0","0.0","86.83","103.61","492.27","246.14","405.44","388.66","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","5105.0","0.08","0.96","0.0","5.63","0.96","5.4","0.0","0.0","0.0","0.0","92.23","103.61","492.27","246.14","400.04","388.66","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","5105.0","0.08","0.96","0.0","4.66","0.96","4.45","0.0","0.0","0.0","0.0","96.69","103.61","492.27","246.14","395.59","388.66","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","5105.0","0.08","0.95","0.0","4.62","0.95","4.4","0.0","0.0","0.0","0.0","101.08","123.07","492.27","246.14","391.19","369.21","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","5105.0","0.08","0.95","0.0","5.64","0.95","5.34","0.0","0.0","0.0","0.0","106.43","123.07","492.27","246.14","385.85","369.21","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","5105.0","0.08","0.94","0.0","5.48","0.94","5.17","0.0","0.0","0.0","0.0","111.6","123.07","492.27","246.14","380.68","369.21","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","5105.0","0.08","0.94","0.0","3.94","0.94","3.7","0.0","0.0","0.0","0.0","115.3","123.07","492.27","246.14","376.98","369.21","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","5105.0","0.08","0.94","0.0","4.53","0.94","4.24","0.0","0.0","0.0","0.0","119.54","123.07","492.27","246.14","372.74","369.21","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","5105.0","0.08","0.93","0.0","4.04","0.93","3.76","0.0","0.0","0.0","0.0","0.0","123.07","492.27","246.14","492.27","369.21","123.3","","","","","","","","",""
"2015.0","9.0","30.0","273.0","5105.0","0.08","0.93","0.0","2.06","0.93","1.91","0.0","0.0","0.0","0.0","1.91","123.07","492.27","246.14","490.37","369.21","0.0","","","","","","","","",""
