" Daily soil water balance output for Pasture in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pasture at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","298.0","0.15","0.95","0.0","7.29","0.95","6.93","0.0","0.0","0.0","0.0","6.93","50.49","214.58","107.29","207.65","164.09","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","298.0","0.15","0.95","0.0","6.65","0.95","6.32","0.0","0.0","0.0","0.0","13.24","50.49","214.58","107.29","201.34","164.09","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","298.0","0.14","0.95","0.0","6.93","0.95","6.58","0.0","0.0","0.0","0.0","19.83","50.49","214.58","107.29","194.75","164.09","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","298.0","0.14","0.95","0.0","6.28","0.95","5.97","0.0","0.0","0.0","0.0","25.79","50.49","214.58","107.29","188.79","164.09","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","298.0","0.14","0.95","0.0","6.05","0.95","5.75","0.0","0.0","0.0","0.0","31.54","50.49","214.58","107.29","183.04","164.09","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","298.0","0.14","0.95","0.0","5.08","0.95","4.83","0.0","0.0","0.0","0.0","36.37","50.49","214.58","107.29","178.21","164.09","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","298.0","0.14","0.95","0.0","5.07","0.95","4.82","0.0","0.0","0.0","0.0","41.18","50.49","214.58","107.29","173.4","164.09","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","298.0","0.14","0.95","0.0","6.06","0.95","5.76","0.0","0.0","0.0","0.0","46.94","50.49","214.58","107.29","167.64","164.09","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","298.0","0.14","0.95","0.0","6.12","0.95","5.81","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","52.75","","","","","","",""
"2015.0","7.0","13.0","194.0","298.0","0.14","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","6.14","50.49","214.58","107.29","208.44","164.09","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","298.0","0.13","0.95","0.0","5.97","0.95","5.67","0.0","0.0","0.0","0.0","11.81","50.49","214.58","107.29","202.77","164.09","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","298.0","0.13","0.95","0.0","6.19","0.95","5.88","0.0","0.0","0.0","0.0","17.69","50.49","214.58","107.29","196.89","164.09","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","298.0","0.13","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","24.02","50.49","214.58","107.29","190.56","164.09","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","298.0","0.13","0.95","0.0","6.78","0.95","6.44","0.0","0.0","0.0","0.0","30.46","50.49","214.58","107.29","184.12","164.09","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","298.0","0.13","0.95","0.0","6.6","0.95","6.27","0.0","0.0","0.0","0.0","36.73","50.49","214.58","107.29","177.85","164.09","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","298.0","0.13","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","42.81","50.49","214.58","107.29","171.77","164.09","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","298.0","0.13","0.95","0.0","7.08","0.95","6.73","0.0","0.0","0.0","0.0","49.53","50.49","214.58","107.29","165.05","164.09","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","298.0","0.13","0.95","0.0","6.76","0.95","6.42","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","55.96","","","","","","",""
"2015.0","7.0","22.0","203.0","298.0","0.13","0.95","0.0","6.35","0.95","6.03","0.0","0.0","0.0","0.0","6.03","50.49","214.58","107.29","208.55","164.09","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","298.0","0.12","0.95","0.0","5.95","0.95","5.65","0.0","0.0","0.0","0.0","11.69","50.49","214.58","107.29","202.89","164.09","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","298.0","0.12","0.95","0.0","6.3","0.95","5.99","0.0","0.0","0.0","0.0","17.67","50.49","214.58","107.29","196.91","164.09","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","298.0","0.12","0.95","0.0","6.23","0.95","5.92","0.0","0.0","0.0","0.0","23.59","50.49","214.58","107.29","190.99","164.09","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","298.0","0.12","0.95","0.0","6.11","0.95","5.8","0.0","0.0","0.0","0.0","29.39","50.49","214.58","107.29","185.19","164.09","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","298.0","0.12","0.95","0.0","7.03","0.95","6.68","0.0","0.0","0.0","0.0","36.07","50.49","214.58","107.29","178.51","164.09","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","298.0","0.12","0.95","0.0","7.2","0.95","6.84","0.0","0.0","0.0","0.0","42.91","50.49","214.58","107.29","171.67","164.09","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","298.0","0.12","0.95","0.0","7.04","0.95","6.69","0.0","0.0","0.0","0.0","49.6","50.49","214.58","107.29","164.98","164.09","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","298.0","0.12","0.95","0.0","7.09","0.95","6.74","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","56.34","","","","","","",""
"2015.0","7.0","31.0","212.0","298.0","0.12","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","6.08","50.49","214.58","107.29","208.5","164.09","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","298.0","0.12","0.95","0.0","6.64","0.95","6.31","0.0","0.0","0.0","0.0","12.39","50.49","214.58","107.29","202.19","164.09","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","298.0","0.12","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","18.53","50.49","214.58","107.29","196.05","164.09","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","298.0","0.12","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","24.61","50.49","214.58","107.29","189.97","164.09","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","298.0","0.11","0.95","0.0","5.0","0.95","4.75","0.0","0.0","0.0","0.0","29.36","50.49","214.58","107.29","185.22","164.09","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","298.0","0.11","0.95","0.0","5.5","0.95","5.23","0.0","0.0","0.0","0.0","34.58","50.49","214.58","107.29","180.0","164.09","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","298.0","0.11","0.95","0.0","3.54","0.95","3.36","0.0","0.0","0.0","0.0","37.94","50.49","214.58","107.29","176.64","164.09","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","298.0","0.11","0.95","0.0","6.33","0.95","6.01","0.66","0.66","0.0","0.0","43.3","50.49","214.58","107.29","171.28","164.09","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","298.0","0.11","0.95","0.0","5.63","0.95","5.35","0.0","0.0","0.0","0.0","48.65","50.49","214.58","107.29","165.93","164.09","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","298.0","0.11","0.95","0.0","6.19","0.95","5.88","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","54.53","","","","","","",""
"2015.0","8.0","10.0","222.0","298.0","0.11","0.95","0.0","6.17","0.95","5.86","0.0","0.0","0.0","0.0","5.86","50.49","214.58","107.29","208.72","164.09","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","298.0","0.11","0.95","0.0","6.14","0.95","5.83","0.0","0.0","0.0","0.0","11.69","50.49","214.58","107.29","202.88","164.09","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","298.0","0.11","0.95","0.0","6.08","0.95","5.78","0.0","0.0","0.0","0.0","17.47","50.49","214.58","107.29","197.11","164.09","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","298.0","0.11","0.95","0.0","6.2","0.95","5.89","0.0","0.0","0.0","0.0","23.36","50.49","214.58","107.29","191.22","164.09","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","298.0","0.11","0.95","0.0","6.13","0.95","5.82","0.0","0.0","0.0","0.0","29.18","50.49","214.58","107.29","185.4","164.09","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","298.0","0.11","0.95","0.0","6.51","0.95","6.18","0.0","0.0","0.0","0.0","35.37","50.49","214.58","107.29","179.21","164.09","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","298.0","0.11","0.95","0.0","6.58","0.95","6.25","0.0","0.0","0.0","0.0","41.62","50.49","214.58","107.29","172.96","164.09","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","298.0","0.11","0.95","0.0","6.77","0.95","6.43","0.0","0.0","0.0","0.0","48.05","50.49","214.58","107.29","166.53","164.09","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","298.0","0.11","0.95","0.0","6.38","0.95","6.06","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","54.11","","","","","","",""
"2015.0","8.0","19.0","231.0","298.0","0.11","0.95","0.0","5.83","0.95","5.54","0.0","0.0","0.0","0.0","5.54","50.49","214.58","107.29","209.04","164.09","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","298.0","0.11","0.95","0.0","5.33","0.95","5.06","0.0","0.0","0.0","0.0","10.6","50.49","214.58","107.29","203.98","164.09","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","298.0","0.1","0.95","0.0","5.39","0.95","5.12","0.0","0.0","0.0","0.0","15.72","50.49","214.58","107.29","198.86","164.09","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","298.0","0.1","0.95","0.0","5.42","0.95","5.15","0.0","0.0","0.0","0.0","20.87","50.49","214.58","107.29","193.71","164.09","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","298.0","0.1","0.95","0.0","5.61","0.95","5.33","0.0","0.0","0.0","0.0","26.2","50.49","214.58","107.29","188.38","164.09","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","298.0","0.1","0.95","0.0","5.92","0.95","5.62","0.0","0.0","0.0","0.0","31.83","50.49","214.58","107.29","182.75","164.09","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","298.0","0.1","0.95","0.0","6.2","0.95","5.89","0.0","0.0","0.0","0.0","37.72","50.49","214.58","107.29","176.86","164.09","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","298.0","0.1","0.95","0.0","6.37","0.95","6.05","0.0","0.0","0.0","0.0","43.77","50.49","214.58","107.29","170.81","164.09","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","298.0","0.1","0.95","0.0","6.84","0.95","6.5","0.62","0.62","0.0","0.0","49.64","50.49","214.58","107.29","164.93","164.09","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","298.0","0.1","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","55.97","","","","","","",""
"2015.0","8.0","29.0","241.0","298.0","0.1","0.95","0.0","5.33","0.95","5.06","0.0","0.0","0.0","0.0","5.06","50.49","214.58","107.29","209.52","164.09","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","298.0","0.1","0.95","0.0","5.53","0.95","5.25","0.0","0.0","0.0","0.0","10.32","50.49","214.58","107.29","204.26","164.09","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","298.0","0.1","0.95","0.0","5.5","0.95","5.23","0.0","0.0","0.0","0.0","15.54","50.49","214.58","107.29","199.04","164.09","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","298.0","0.1","0.95","0.0","5.34","0.95","5.07","0.0","0.0","0.0","0.0","20.62","50.49","214.58","107.29","193.96","164.09","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","298.0","0.1","0.95","0.0","5.19","0.95","4.93","0.0","0.0","0.0","0.0","25.55","50.49","214.58","107.29","189.03","164.09","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","298.0","0.1","0.95","0.0","5.05","0.95","4.8","0.0","0.0","0.0","0.0","30.34","50.49","214.58","107.29","184.24","164.09","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","298.0","0.1","0.95","0.0","5.08","0.95","4.83","0.0","0.0","0.0","0.0","35.17","50.49","214.58","107.29","179.41","164.09","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","298.0","0.1","0.95","0.0","5.31","0.95","5.04","0.0","0.0","0.0","0.0","40.21","50.49","214.58","107.29","174.37","164.09","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","298.0","0.1","0.95","0.0","5.12","0.95","4.86","0.0","0.0","0.0","0.0","45.08","50.49","214.58","107.29","169.5","164.09","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","298.0","0.1","0.95","0.0","5.37","0.95","5.1","0.0","0.0","0.0","0.0","50.18","50.49","214.58","107.29","164.4","164.09","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","298.0","0.1","0.95","0.0","5.58","0.95","5.3","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","55.48","","","","","","",""
"2015.0","9.0","9.0","252.0","298.0","0.1","0.95","0.0","6.15","0.95","5.84","0.0","0.0","0.0","0.0","5.84","50.49","214.58","107.29","208.74","164.09","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","298.0","0.1","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","11.98","50.49","214.58","107.29","202.6","164.09","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","298.0","0.1","0.95","0.0","5.89","0.95","5.6","0.0","0.0","0.0","0.0","17.58","50.49","214.58","107.29","197.0","164.09","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","298.0","0.1","0.95","0.0","4.12","0.95","3.91","0.0","0.0","0.0","0.0","21.49","50.49","214.58","107.29","193.09","164.09","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","298.0","0.1","0.95","0.0","4.88","0.95","4.64","0.0","0.0","0.0","0.0","26.13","50.49","214.58","107.29","188.45","164.09","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","298.0","0.09","0.95","0.0","3.58","0.95","3.4","0.0","0.0","0.0","0.0","29.53","50.49","214.58","107.29","185.05","164.09","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","298.0","0.09","0.95","0.0","4.61","0.95","4.38","0.0","0.0","0.0","0.0","33.91","50.49","214.58","107.29","180.67","164.09","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","298.0","0.09","0.95","0.0","3.88","0.95","3.69","0.0","0.0","0.0","0.0","37.59","50.49","214.58","107.29","176.99","164.09","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","298.0","0.09","0.95","0.0","3.91","0.95","3.71","0.0","0.0","0.0","0.0","41.31","50.49","214.58","107.29","173.27","164.09","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","298.0","0.09","0.95","0.0","4.6","0.95","4.37","0.0","0.0","0.0","0.0","45.68","50.49","214.58","107.29","168.9","164.09","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","298.0","0.09","0.95","0.0","4.65","0.95","4.42","0.0","0.0","0.0","0.0","50.09","50.49","214.58","107.29","164.49","164.09","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","298.0","0.09","0.95","0.0","4.88","0.95","4.64","0.0","0.0","0.0","0.0","0.0","50.49","214.58","107.29","214.58","164.09","54.73","","","","","","",""
"2015.0","9.0","21.0","264.0","298.0","0.09","0.95","0.0","5.55","0.95","5.27","0.0","0.0","0.0","0.0","5.27","50.49","214.58","107.29","209.31","164.09","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","298.0","0.09","0.95","0.0","5.04","0.95","4.79","0.0","0.0","0.0","0.0","10.06","50.49","214.58","107.29","204.52","164.09","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","298.0","0.09","0.95","0.0","4.6","0.95","4.37","0.0","0.0","0.0","0.0","14.43","50.49","214.58","107.29","200.15","164.09","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","298.0","0.09","0.95","0.0","4.53","0.95","4.3","0.0","0.0","0.0","0.0","18.73","50.49","214.58","107.29","195.85","164.09","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","298.0","0.09","0.95","0.0","5.35","0.95","5.08","0.0","0.0","0.0","0.0","23.82","50.49","214.58","107.29","190.76","164.09","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","298.0","0.09","0.95","0.0","5.28","0.95","5.02","0.0","0.0","0.0","0.0","28.83","50.49","214.58","107.29","185.75","164.09","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","298.0","0.09","0.95","0.0","3.87","0.95","3.68","0.0","0.0","0.0","0.0","32.51","50.49","214.58","107.29","182.07","164.09","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","298.0","0.09","0.95","0.0","3.92","0.95","3.72","0.0","0.0","0.0","0.0","36.23","50.49","214.58","107.29","178.35","164.09","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","298.0","0.09","0.95","0.0","3.46","0.95","3.29","0.0","0.0","0.0","0.0","39.52","50.49","214.58","107.29","175.06","164.09","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","298.0","0.09","0.95","0.0","2.16","0.95","2.05","0.0","0.0","0.0","0.0","41.57","50.49","214.58","107.29","173.01","164.09","0.0","","","","","","",""
