" Daily soil water balance output for Walnuts in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Walnuts in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","4.0","0.13","0.99","0.0","6.94","0.99","6.85","0.0","0.0","0.0","0.0","22.84","106.23","492.27","246.14","469.43","386.04","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","4.0","0.13","0.99","0.0","7.3","0.99","7.24","0.0","0.0","0.0","0.0","30.09","106.23","492.27","246.14","462.19","386.04","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","4.0","0.13","1.0","0.0","7.58","1.0","7.57","0.0","0.0","0.0","0.0","37.66","106.23","492.27","246.14","454.62","386.04","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","4.0","0.13","1.0","0.0","7.69","1.0","7.72","0.0","0.0","0.0","0.0","45.38","106.23","492.27","246.14","446.89","386.04","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","4.0","0.13","1.01","0.0","7.56","1.01","7.64","0.0","0.0","0.0","0.0","53.02","106.23","492.27","246.14","439.25","386.04","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","4.0","0.13","1.02","0.0","7.24","1.02","7.36","0.0","0.0","0.0","0.0","60.38","106.23","492.27","246.14","431.89","386.04","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","4.0","0.13","1.02","0.0","7.52","1.02","7.69","0.0","0.0","0.0","0.0","68.07","106.23","492.27","246.14","424.2","386.04","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","4.0","0.12","1.03","0.0","8.01","1.03","8.24","0.0","0.0","0.0","0.0","76.31","106.23","492.27","246.14","415.96","386.04","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","4.0","0.12","1.03","0.0","7.28","1.03","7.53","0.0","0.0","0.0","0.0","83.85","106.23","492.27","246.14","408.43","386.04","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","4.0","0.12","1.04","0.0","7.4","1.04","7.7","0.0","0.0","0.0","0.0","91.55","106.23","492.27","246.14","400.72","386.04","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","4.0","0.12","1.05","0.0","6.93","1.05","7.26","0.0","0.0","0.0","0.0","98.81","106.23","492.27","246.14","393.47","386.04","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","4.0","0.12","1.05","0.0","6.35","1.05","6.69","0.0","0.0","0.0","0.0","105.49","106.23","492.27","246.14","386.78","386.04","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","4.0","0.12","1.06","0.0","4.42","1.06","4.68","0.0","0.0","0.0","0.0","0.0","106.23","492.27","246.14","492.27","386.04","110.17","","","","","","","","",""
"2015.0","7.0","10.0","191.0","4.0","0.12","1.07","0.0","5.2","1.07","5.54","0.0","0.0","0.0","0.0","5.54","106.23","492.27","246.14","486.74","386.04","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","4.0","0.12","1.07","0.0","6.4","1.07","6.86","0.0","0.0","0.0","0.0","12.39","106.23","492.27","246.14","479.88","386.04","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","4.0","0.12","1.08","0.0","6.48","1.08","6.98","0.0","0.0","0.0","0.0","19.38","106.23","492.27","246.14","472.9","386.04","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","4.0","0.12","1.08","0.0","6.7","1.08","7.26","0.0","0.0","0.0","0.0","26.63","106.23","492.27","246.14","465.64","386.04","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","4.0","0.12","1.09","0.0","6.5","1.09","7.08","0.0","0.0","0.0","0.0","33.71","106.23","492.27","246.14","458.56","386.04","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","4.0","0.12","1.1","0.0","6.67","1.1","7.31","0.0","0.0","0.0","0.0","41.02","106.23","492.27","246.14","451.25","386.04","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","4.0","0.11","1.1","0.0","7.18","1.1","7.91","0.0","0.0","0.0","0.0","48.93","106.23","492.27","246.14","443.34","386.04","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","4.0","0.11","1.11","0.0","7.37","1.11","8.16","0.0","0.0","0.0","0.0","57.09","106.23","492.27","246.14","435.18","386.04","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","4.0","0.11","1.11","0.0","7.3","1.11","8.13","0.0","0.0","0.0","0.0","65.22","106.23","492.27","246.14","427.05","386.04","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","4.0","0.11","1.12","0.0","6.82","1.12","7.64","0.0","0.0","0.0","0.0","72.86","106.23","492.27","246.14","419.42","386.04","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","4.0","0.11","1.13","0.0","7.38","1.13","8.31","0.0","0.0","0.0","0.0","81.17","106.23","492.27","246.14","411.11","386.04","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","4.0","0.11","1.13","0.0","7.36","1.13","8.33","0.0","0.0","0.0","0.0","89.5","106.23","492.27","246.14","402.78","386.04","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","4.0","0.11","1.14","0.0","6.92","1.14","7.87","0.0","0.0","0.0","0.0","97.37","106.23","492.27","246.14","394.9","386.04","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","4.0","0.11","1.14","0.0","6.25","1.14","7.15","0.0","0.0","0.0","0.0","104.52","106.23","492.27","246.14","387.75","386.04","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","4.0","0.11","1.15","0.0","6.45","1.15","7.42","0.0","0.0","0.0","0.0","0.0","106.23","492.27","246.14","492.27","386.04","111.94","","","","","","","","",""
"2015.0","7.0","25.0","206.0","4.0","0.11","1.15","0.0","6.55","1.15","7.53","0.0","0.0","0.0","0.0","7.53","106.23","492.27","246.14","484.74","386.04","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","4.0","0.11","1.15","0.0","6.49","1.15","7.46","0.0","0.0","0.0","0.0","15.0","106.23","492.27","246.14","477.28","386.04","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","4.0","0.11","1.15","0.0","7.47","1.15","8.59","0.0","0.0","0.0","0.0","23.59","106.23","492.27","246.14","468.69","386.04","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","4.0","0.11","1.15","0.0","7.77","1.15","8.94","0.0","0.0","0.0","0.0","32.52","106.23","492.27","246.14","459.75","386.04","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","4.0","0.1","1.15","0.0","7.5","1.15","8.63","0.0","0.0","0.0","0.0","41.15","106.23","492.27","246.14","451.13","386.04","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","4.0","0.1","1.15","0.0","7.84","1.15","9.02","0.0","0.0","0.0","0.0","50.16","106.23","492.27","246.14","442.11","386.04","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","4.0","0.1","1.15","0.0","6.75","1.15","7.76","0.0","0.0","0.0","0.0","57.93","106.23","492.27","246.14","434.35","386.04","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","4.0","0.1","1.15","0.0","7.04","1.15","8.1","0.0","0.0","0.0","0.0","66.02","106.23","492.27","246.14","426.25","386.04","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","4.0","0.1","1.15","0.0","6.93","1.15","7.97","0.0","0.0","0.0","0.0","73.99","106.23","492.27","246.14","418.28","386.04","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","4.0","0.1","1.15","0.0","6.91","1.15","7.95","0.0","0.0","0.0","0.0","81.94","106.23","492.27","246.14","410.34","386.04","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","4.0","0.1","1.15","0.0","5.01","1.15","5.76","0.0","0.0","0.0","0.0","87.7","106.23","492.27","246.14","404.58","386.04","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","4.0","0.1","1.15","0.0","5.82","1.15","6.69","0.0","0.0","0.0","0.0","94.39","106.23","492.27","246.14","397.88","386.04","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","4.0","0.1","1.15","0.0","4.19","1.15","4.82","0.0","0.0","0.0","0.0","99.21","106.23","492.27","246.14","393.06","386.04","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","4.0","0.1","1.15","0.0","6.78","1.15","7.8","0.0","0.0","0.0","0.0","0.0","106.23","492.27","246.14","492.27","386.04","107.01","","","","","","","","",""
"2015.0","8.0","8.0","220.0","4.0","0.1","1.15","0.0","6.09","1.15","7.0","0.0","0.0","0.0","0.0","7.0","106.23","492.27","246.14","485.27","386.04","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","4.0","0.1","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","14.64","106.23","492.27","246.14","477.64","386.04","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","4.0","0.1","1.15","0.0","6.66","1.15","7.66","0.0","0.0","0.0","0.0","22.3","106.23","492.27","246.14","469.98","386.04","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","4.0","0.1","1.15","0.0","6.52","1.15","7.5","0.0","0.0","0.0","0.0","29.8","106.23","492.27","246.14","462.48","386.04","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","4.0","0.1","1.15","0.0","6.43","1.15","7.39","0.0","0.0","0.0","0.0","37.19","106.23","492.27","246.14","455.08","386.04","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","4.0","0.1","1.15","0.0","6.58","1.15","7.57","0.0","0.0","0.0","0.0","44.76","106.23","492.27","246.14","447.52","386.04","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","4.0","0.1","1.15","0.0","6.27","1.15","7.21","0.0","0.0","0.0","0.0","51.97","106.23","492.27","246.14","440.31","386.04","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","4.0","0.1","1.15","0.0","6.53","1.15","7.51","0.0","0.0","0.0","0.0","59.48","106.23","492.27","246.14","432.8","386.04","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","4.0","0.1","1.15","0.0","6.74","1.15","7.75","0.0","0.0","0.0","0.0","67.23","106.23","492.27","246.14","425.05","386.04","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","4.0","0.1","1.15","0.0","7.21","1.15","8.29","0.0","0.0","0.0","0.0","75.52","106.23","492.27","246.14","416.75","386.04","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","4.0","0.09","1.15","0.0","6.94","1.15","7.98","0.0","0.0","0.0","0.0","83.5","106.23","492.27","246.14","408.77","386.04","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","4.0","0.09","1.15","0.0","6.33","1.15","7.28","0.0","0.0","0.0","0.0","90.78","106.23","492.27","246.14","401.49","386.04","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","4.0","0.09","1.15","0.0","5.68","1.15","6.53","0.0","0.0","0.0","0.0","97.31","106.23","492.27","246.14","394.96","386.04","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","4.0","0.09","1.15","0.0","5.73","1.15","6.59","0.0","0.0","0.0","0.0","103.9","106.23","492.27","246.14","388.37","386.04","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","4.0","0.09","1.15","0.0","5.78","1.15","6.65","0.0","0.0","0.0","0.0","0.0","106.23","492.27","246.14","492.27","386.04","110.55","","","","","","","","",""
"2015.0","8.0","23.0","235.0","4.0","0.09","1.15","0.0","5.88","1.15","6.76","0.0","0.0","0.0","0.0","6.76","106.23","492.27","246.14","485.51","386.04","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","4.0","0.09","1.15","0.0","6.35","1.15","7.3","0.0","0.0","0.0","0.0","14.06","106.23","492.27","246.14","478.21","386.04","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","4.0","0.09","1.15","0.0","6.65","1.15","7.65","0.0","0.0","0.0","0.0","21.71","106.23","492.27","246.14","470.56","386.04","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","4.0","0.09","1.15","0.0","6.78","1.15","7.8","0.0","0.0","0.0","0.0","29.51","106.23","492.27","246.14","462.77","386.04","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","4.0","0.09","1.15","0.0","6.93","1.15","7.97","0.0","0.0","0.0","0.0","37.48","106.23","492.27","246.14","454.8","386.04","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","4.0","0.09","1.15","0.0","6.87","1.15","7.9","0.0","0.0","0.0","0.0","45.38","106.23","492.27","246.14","446.9","386.04","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","4.0","0.09","1.15","0.0","5.34","1.15","6.14","0.0","0.0","0.0","0.0","51.52","106.23","492.27","246.14","440.75","386.04","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","4.0","0.09","1.15","0.0","5.64","1.15","6.49","0.0","0.0","0.0","0.0","58.01","106.23","492.27","246.14","434.27","386.04","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","4.0","0.09","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","64.61","106.23","492.27","246.14","427.67","386.04","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","4.0","0.09","1.15","0.0","5.75","1.15","6.61","0.0","0.0","0.0","0.0","71.22","106.23","492.27","246.14","421.06","386.04","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","4.0","0.09","1.15","0.0","5.63","1.15","6.47","0.0","0.0","0.0","0.0","77.69","106.23","492.27","246.14","414.58","386.04","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","4.0","0.09","1.15","0.0","5.25","1.15","6.04","0.0","0.0","0.0","0.0","83.73","106.23","492.27","246.14","408.54","386.04","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","4.0","0.09","1.15","0.0","5.32","1.15","6.12","0.0","0.0","0.0","0.0","89.85","106.23","492.27","246.14","402.43","386.04","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","4.0","0.09","1.15","0.0","5.71","1.15","6.57","0.0","0.0","0.0","0.0","96.42","106.23","492.27","246.14","395.86","386.04","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","4.0","0.09","1.15","0.0","5.22","1.15","6.0","0.0","0.0","0.0","0.0","102.42","106.23","492.27","246.14","389.86","386.04","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","4.0","0.09","1.15","0.0","5.51","1.15","6.34","0.0","0.0","0.0","0.0","0.0","106.23","492.27","246.14","492.27","386.04","108.76","","","","","","","","",""
"2015.0","9.0","8.0","251.0","4.0","0.09","1.15","0.0","5.49","1.15","6.31","0.0","0.0","0.0","0.0","6.31","106.23","492.27","246.14","485.96","386.04","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","4.0","0.09","1.15","0.0","6.25","1.15","7.19","0.0","0.0","0.0","0.0","13.5","106.23","492.27","246.14","478.77","386.04","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","4.0","0.09","1.15","0.0","6.63","1.15","7.62","0.0","0.0","0.0","0.0","21.13","106.23","492.27","246.14","471.15","386.04","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","4.0","0.09","1.15","0.0","6.3","1.15","7.25","0.0","0.0","0.0","0.0","28.37","106.23","492.27","246.14","463.9","386.04","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","4.0","0.09","1.14","0.0","4.61","1.14","5.27","0.0","0.0","0.0","0.0","33.64","106.23","492.27","246.14","458.64","386.04","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","4.0","0.09","1.14","0.0","5.3","1.14","6.02","0.0","0.0","0.0","0.0","39.66","106.23","492.27","246.14","452.61","386.04","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","4.0","0.09","1.13","0.0","4.07","1.13","4.6","0.0","0.0","0.0","0.0","44.26","106.23","492.27","246.14","448.02","386.04","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","4.0","0.09","1.12","0.0","4.66","1.12","5.23","0.0","0.0","0.0","0.0","49.48","106.23","492.27","246.14","442.79","386.04","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","4.0","0.09","1.12","0.0","3.58","1.12","3.99","0.0","0.0","0.0","0.0","53.48","106.23","492.27","246.14","438.8","386.04","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","4.0","0.09","1.11","0.0","3.96","1.11","4.39","0.0","0.0","0.0","0.0","57.86","106.23","492.27","246.14","434.41","386.04","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","4.0","0.09","1.1","0.0","4.57","1.1","5.03","0.0","0.0","0.0","0.0","62.9","106.23","492.27","246.14","429.38","386.04","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","4.0","0.09","1.09","0.0","4.73","1.09","5.17","0.0","0.0","0.0","0.0","68.07","106.23","492.27","246.14","424.21","386.04","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","4.0","0.09","1.09","0.0","4.79","1.09","5.21","0.0","0.0","0.0","0.0","73.28","106.23","492.27","246.14","419.0","386.04","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","4.0","0.08","1.08","0.0","5.59","1.08","6.04","0.0","0.0","0.0","0.0","79.31","106.23","492.27","246.14","412.96","386.04","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","4.0","0.08","1.07","0.0","5.63","1.07","6.04","0.0","0.0","0.0","0.0","85.35","106.23","492.27","246.14","406.92","386.04","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","4.0","0.08","1.07","0.0","4.66","1.07","4.97","0.0","0.0","0.0","0.0","90.32","106.23","492.27","246.14","401.95","386.04","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","4.0","0.08","1.06","0.0","4.62","1.06","4.89","0.0","0.0","0.0","0.0","95.21","106.23","492.27","246.14","397.06","386.04","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","4.0","0.08","1.05","0.0","5.64","1.05","5.93","0.0","0.0","0.0","0.0","101.15","106.23","492.27","246.14","391.13","386.04","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","4.0","0.08","1.05","0.0","5.48","1.05","5.73","0.0","0.0","0.0","0.0","106.87","123.07","492.27","246.14","385.4","369.21","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","4.0","0.08","1.04","0.0","3.94","1.04","4.09","0.0","0.0","0.0","0.0","110.96","123.07","492.27","246.14","381.31","369.21","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","4.0","0.08","1.03","0.0","4.53","1.03","4.67","0.0","0.0","0.0","0.0","115.63","123.07","492.27","246.14","376.64","369.21","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","4.0","0.08","1.02","0.0","4.04","1.02","4.14","0.0","0.0","0.0","0.0","119.77","123.07","492.27","246.14","372.5","369.21","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","4.0","0.08","1.02","0.0","2.06","1.02","2.1","0.0","0.0","0.0","0.0","121.87","123.07","492.27","246.14","370.41","369.21","0.0","","","","","","","","",""
