" Daily soil water balance output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","238.0","0.12","0.85","0.0","8.14","0.85","6.92","0.0","0.0","0.0","0.0","13.23","47.2","201.17","100.58","187.93","153.96","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","238.0","0.12","0.85","0.0","7.47","0.85","6.35","0.0","0.0","0.0","0.0","19.58","47.2","201.17","100.58","181.58","153.96","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","238.0","0.12","0.85","0.0","7.45","0.85","6.33","0.0","0.0","0.0","0.0","25.92","47.2","201.17","100.58","175.25","153.96","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","238.0","0.12","0.85","0.0","7.05","0.85","5.99","0.0","0.0","0.0","0.0","31.91","47.2","201.17","100.58","169.26","153.96","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","238.0","0.12","0.85","0.0","6.42","0.85","5.46","0.0","0.0","0.0","0.0","37.37","47.2","201.17","100.58","163.8","153.96","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","238.0","0.12","0.85","0.0","4.51","0.85","3.83","0.0","0.0","0.0","0.0","41.2","47.2","201.17","100.58","159.97","153.96","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","238.0","0.12","0.85","0.0","5.24","0.85","4.45","0.0","0.0","0.0","0.0","45.65","47.2","201.17","100.58","155.51","153.96","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","238.0","0.12","0.85","0.0","6.46","0.85","5.49","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","51.14","","","","","","",""
"2015.0","7.0","12.0","193.0","238.0","0.12","0.85","0.0","6.6","0.85","5.61","0.0","0.0","0.0","0.0","5.61","47.2","201.17","100.58","195.56","153.96","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","238.0","0.12","0.85","0.0","6.72","0.85","5.71","0.0","0.0","0.0","0.0","11.32","47.2","201.17","100.58","189.85","153.96","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","238.0","0.11","0.85","0.0","6.66","0.85","5.66","0.0","0.0","0.0","0.0","16.98","47.2","201.17","100.58","184.19","153.96","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","238.0","0.11","0.85","0.0","6.77","0.85","5.75","0.0","0.0","0.0","0.0","22.74","47.2","201.17","100.58","178.43","153.96","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","238.0","0.11","0.85","0.0","7.29","0.85","6.2","0.0","0.0","0.0","0.0","28.93","47.2","201.17","100.58","172.23","153.96","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","238.0","0.11","0.85","0.0","7.45","0.85","6.33","0.0","0.0","0.0","0.0","35.27","47.2","201.17","100.58","165.9","153.96","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","238.0","0.11","0.85","0.0","7.52","0.85","6.39","0.0","0.0","0.0","0.0","41.66","47.2","201.17","100.58","159.51","153.96","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","238.0","0.11","0.85","0.0","6.89","0.85","5.86","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","47.52","","","","","","",""
"2015.0","7.0","20.0","201.0","238.0","0.11","0.85","0.0","7.43","0.85","6.32","0.0","0.0","0.0","0.0","6.32","47.2","201.17","100.58","194.85","153.96","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","238.0","0.11","0.85","0.0","7.44","0.85","6.32","0.0","0.0","0.0","0.0","12.64","47.2","201.17","100.58","188.53","153.96","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","238.0","0.11","0.85","0.0","7.1","0.85","6.04","0.0","0.0","0.0","0.0","18.67","47.2","201.17","100.58","182.49","153.96","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","238.0","0.11","0.85","0.0","6.23","0.85","5.3","0.0","0.0","0.0","0.0","23.97","47.2","201.17","100.58","177.2","153.96","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","238.0","0.11","0.85","0.0","6.45","0.85","5.48","0.0","0.0","0.0","0.0","29.45","47.2","201.17","100.58","171.72","153.96","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","238.0","0.11","0.85","0.0","6.6","0.85","5.61","0.0","0.0","0.0","0.0","35.06","47.2","201.17","100.58","166.11","153.96","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","238.0","0.11","0.85","0.0","6.59","0.85","5.6","0.0","0.0","0.0","0.0","40.66","47.2","201.17","100.58","160.5","153.96","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","238.0","0.11","0.85","0.0","7.51","0.85","6.38","0.0","0.0","0.0","0.0","47.05","47.2","201.17","100.58","154.12","153.96","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","238.0","0.1","0.85","0.0","7.9","0.85","6.72","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","53.76","","","","","","",""
"2015.0","7.0","29.0","210.0","238.0","0.1","0.85","0.0","7.55","0.85","6.42","0.0","0.0","0.0","0.0","6.42","47.2","201.17","100.58","194.75","153.96","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","238.0","0.1","0.85","0.0","8.0","0.85","6.8","0.0","0.0","0.0","0.0","13.22","47.2","201.17","100.58","187.95","153.96","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","238.0","0.1","0.85","0.0","6.92","0.85","5.88","0.0","0.0","0.0","0.0","19.1","47.2","201.17","100.58","182.07","153.96","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","238.0","0.1","0.85","0.0","7.08","0.85","6.02","0.0","0.0","0.0","0.0","25.12","47.2","201.17","100.58","176.05","153.96","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","238.0","0.1","0.85","0.0","6.92","0.85","5.88","0.0","0.0","0.0","0.0","31.0","47.2","201.17","100.58","170.17","153.96","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","238.0","0.1","0.85","0.0","7.0","0.85","5.95","0.0","0.0","0.0","0.0","36.95","47.2","201.17","100.58","164.22","153.96","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","238.0","0.1","0.85","0.0","4.85","0.85","4.12","0.0","0.0","0.0","0.0","41.07","47.2","201.17","100.58","160.1","153.96","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","238.0","0.1","0.85","0.0","5.83","0.85","4.96","0.0","0.0","0.0","0.0","46.03","47.2","201.17","100.58","155.14","153.96","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","238.0","0.1","0.85","0.0","4.52","0.85","3.84","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","49.87","","","","","","",""
"2015.0","8.0","7.0","219.0","238.0","0.1","0.85","0.0","6.88","0.85","5.85","0.0","0.0","0.0","0.0","5.85","47.2","201.17","100.58","195.32","153.96","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","238.0","0.1","0.85","0.0","6.22","0.85","5.29","0.0","0.0","0.0","0.0","11.14","47.2","201.17","100.58","190.03","153.96","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","238.0","0.1","0.85","0.0","6.69","0.85","5.69","0.0","0.0","0.0","0.0","16.82","47.2","201.17","100.58","184.35","153.96","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","238.0","0.1","0.85","0.0","6.74","0.85","5.73","0.0","0.0","0.0","0.0","22.55","47.2","201.17","100.58","178.62","153.96","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","238.0","0.1","0.85","0.0","6.58","0.85","5.59","0.0","0.0","0.0","0.0","28.14","47.2","201.17","100.58","173.02","153.96","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","238.0","0.1","0.85","0.0","6.46","0.85","5.49","0.0","0.0","0.0","0.0","33.63","47.2","201.17","100.58","167.53","153.96","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","238.0","0.1","0.85","0.0","6.63","0.85","5.64","0.0","0.0","0.0","0.0","39.27","47.2","201.17","100.58","161.9","153.96","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","238.0","0.1","0.85","0.0","6.2","0.85","5.27","0.0","0.0","0.0","0.0","44.54","47.2","201.17","100.58","156.63","153.96","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","238.0","0.1","0.85","0.0","6.51","0.85","5.53","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","50.07","","","","","","",""
"2015.0","8.0","16.0","228.0","238.0","0.1","0.85","0.0","6.78","0.85","5.76","0.0","0.0","0.0","0.0","5.76","47.2","201.17","100.58","195.41","153.96","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","238.0","0.09","0.85","0.0","7.25","0.85","6.16","0.0","0.0","0.0","0.0","11.93","47.2","201.17","100.58","189.24","153.96","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","238.0","0.09","0.85","0.0","7.05","0.85","5.99","0.0","0.0","0.0","0.0","17.92","47.2","201.17","100.58","183.25","153.96","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","238.0","0.09","0.85","0.0","6.44","0.85","5.47","0.0","0.0","0.0","0.0","23.39","47.2","201.17","100.58","177.78","153.96","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","238.0","0.09","0.85","0.0","5.71","0.85","4.85","0.0","0.0","0.0","0.0","28.25","47.2","201.17","100.58","172.92","153.96","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","238.0","0.09","0.85","0.0","5.79","0.85","4.92","0.0","0.0","0.0","0.0","33.17","47.2","201.17","100.58","168.0","153.96","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","238.0","0.09","0.85","0.0","5.86","0.85","4.98","0.0","0.0","0.0","0.0","38.15","47.2","201.17","100.58","163.02","153.96","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","238.0","0.09","0.85","0.0","5.93","0.85","5.04","0.0","0.0","0.0","0.0","43.19","47.2","201.17","100.58","157.98","153.96","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","238.0","0.09","0.85","0.0","6.4","0.85","5.44","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","48.63","","","","","","",""
"2015.0","8.0","25.0","237.0","238.0","0.09","0.85","0.0","6.7","0.85","5.7","0.0","0.0","0.0","0.0","5.7","47.2","201.17","100.58","195.47","153.96","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","238.0","0.09","0.85","0.0","6.8","0.85","5.78","0.0","0.0","0.0","0.0","11.48","47.2","201.17","100.58","189.69","153.96","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","238.0","0.09","0.85","0.0","6.81","0.85","5.79","0.0","0.0","0.0","0.0","17.26","47.2","201.17","100.58","183.9","153.96","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","238.0","0.09","0.85","0.0","6.87","0.85","5.84","0.0","0.0","0.0","0.0","23.1","47.2","201.17","100.58","178.07","153.96","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","238.0","0.09","0.85","0.0","5.44","0.85","4.62","0.0","0.0","0.0","0.0","27.73","47.2","201.17","100.58","173.44","153.96","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","238.0","0.09","0.85","0.0","5.56","0.85","4.73","0.0","0.0","0.0","0.0","32.45","47.2","201.17","100.58","168.72","153.96","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","238.0","0.09","0.85","0.0","5.76","0.85","4.9","0.0","0.0","0.0","0.0","37.35","47.2","201.17","100.58","163.82","153.96","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","238.0","0.09","0.85","0.0","5.9","0.85","5.02","0.0","0.0","0.0","0.0","42.36","47.2","201.17","100.58","158.8","153.96","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","238.0","0.09","0.85","0.0","5.77","0.85","4.9","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","47.27","","","","","","",""
"2015.0","9.0","3.0","246.0","238.0","0.09","0.85","0.0","5.25","0.85","4.46","0.0","0.0","0.0","0.0","4.46","47.2","201.17","100.58","196.71","153.96","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","238.0","0.09","0.85","0.0","5.36","0.85","4.56","0.0","0.0","0.0","0.0","9.02","47.2","201.17","100.58","192.15","153.96","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","238.0","0.09","0.85","0.0","5.84","0.85","4.96","0.0","0.0","0.0","0.0","13.98","47.2","201.17","100.58","187.19","153.96","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","238.0","0.09","0.85","0.0","5.27","0.85","4.48","0.0","0.0","0.0","0.0","18.46","47.2","201.17","100.58","182.71","153.96","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","238.0","0.09","0.85","0.0","5.59","0.85","4.75","0.0","0.0","0.0","0.0","23.21","47.2","201.17","100.58","177.95","153.96","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","238.0","0.09","0.85","0.0","5.46","0.85","4.64","0.0","0.0","0.0","0.0","27.85","47.2","201.17","100.58","173.31","153.96","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","238.0","0.09","0.85","0.0","6.23","0.85","5.3","0.0","0.0","0.0","0.0","33.15","47.2","201.17","100.58","168.02","153.96","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","238.0","0.09","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","38.79","47.2","201.17","100.58","162.37","153.96","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","238.0","0.09","0.85","0.0","6.34","0.85","5.39","0.0","0.0","0.0","0.0","44.18","47.2","201.17","100.58","156.99","153.96","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","238.0","0.09","0.85","0.0","4.82","0.85","4.1","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","48.28","","","","","","",""
"2015.0","9.0","13.0","256.0","238.0","0.09","0.85","0.0","5.41","0.85","4.6","0.0","0.0","0.0","0.0","4.6","47.2","201.17","100.58","196.57","153.96","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","238.0","0.09","0.85","0.0","4.19","0.85","3.56","0.0","0.0","0.0","0.0","8.16","47.2","201.17","100.58","193.01","153.96","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","238.0","0.09","0.85","0.0","4.58","0.85","3.89","0.0","0.0","0.0","0.0","12.05","47.2","201.17","100.58","189.12","153.96","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","238.0","0.09","0.85","0.0","3.32","0.85","2.82","0.0","0.0","0.0","0.0","14.88","47.2","201.17","100.58","186.29","153.96","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","238.0","0.09","0.85","0.0","3.93","0.85","3.34","0.23","0.23","0.0","0.0","17.99","47.2","201.17","100.58","183.18","153.96","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","238.0","0.08","0.85","0.0","4.53","0.85","3.85","0.0","0.0","0.0","0.0","21.84","47.2","201.17","100.58","179.33","153.96","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","238.0","0.08","0.85","0.0","4.78","0.85","4.06","0.0","0.0","0.0","0.0","25.9","47.2","201.17","100.58","175.27","153.96","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","238.0","0.08","0.85","0.0","4.79","0.85","4.07","0.0","0.0","0.0","0.0","29.97","47.2","201.17","100.58","171.2","153.96","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","238.0","0.08","0.85","0.0","5.6","0.85","4.76","0.0","0.0","0.0","0.0","34.73","47.2","201.17","100.58","166.44","153.96","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","238.0","0.08","0.85","0.0","5.83","0.85","4.96","0.0","0.0","0.0","0.0","39.69","47.2","201.17","100.58","161.48","153.96","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","238.0","0.08","0.85","0.0","4.62","0.85","3.93","0.0","0.0","0.0","0.0","43.61","47.2","201.17","100.58","157.56","153.96","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","238.0","0.08","0.85","0.0","4.63","0.85","3.94","0.0","0.0","0.0","0.0","0.0","47.2","201.17","100.58","201.17","153.96","47.55","","","","","","",""
"2015.0","9.0","25.0","268.0","238.0","0.08","0.85","0.0","5.62","0.85","4.78","0.0","0.0","0.0","0.0","4.78","47.2","201.17","100.58","196.39","153.96","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","238.0","0.08","0.85","0.0","5.39","0.85","4.58","0.0","0.0","0.0","0.0","9.36","47.2","201.17","100.58","191.81","153.96","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","238.0","0.08","0.85","0.0","4.08","0.85","3.47","0.0","0.0","0.0","0.0","12.83","47.2","201.17","100.58","188.34","153.96","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","238.0","0.08","0.85","0.0","4.73","0.85","4.02","0.0","0.0","0.0","0.0","16.85","47.2","201.17","100.58","184.32","153.96","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","238.0","0.08","0.85","0.0","4.31","0.85","3.66","0.0","0.0","0.0","0.0","20.51","47.2","201.17","100.58","180.66","153.96","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","238.0","0.08","0.85","0.0","2.04","0.85","1.73","0.0","0.0","0.0","0.0","22.24","47.2","201.17","100.58","178.92","153.96","0.0","","","","","","",""
