" Daily soil water balance output for Truck Crops in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Truck Crops in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","902.0","0.14","0.67","0.0","6.22","0.67","4.15","0.0","0.0","0.0","0.0","23.23","62.05","290.17","145.08","266.94","228.12","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","902.0","0.14","0.68","0.0","6.84","0.68","4.64","0.0","0.0","0.0","0.0","27.86","62.05","290.17","145.08","262.31","228.12","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","902.0","0.13","0.69","0.0","7.27","0.69","5.01","0.0","0.0","0.0","0.0","32.87","62.05","290.17","145.08","257.3","228.12","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","902.0","0.13","0.7","0.0","7.45","0.7","5.21","0.0","0.0","0.0","0.0","38.08","62.05","290.17","145.08","252.09","228.12","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","902.0","0.13","0.71","0.0","7.25","0.71","5.14","0.0","0.0","0.0","0.0","43.22","62.05","290.17","145.08","246.95","228.12","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","902.0","0.13","0.72","0.0","6.75","0.72","4.86","0.0","0.0","0.0","0.0","48.08","62.05","290.17","145.08","242.09","228.12","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","902.0","0.13","0.73","0.0","7.24","0.73","5.29","0.0","0.0","0.0","0.0","53.37","62.05","290.17","145.08","236.8","228.12","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","902.0","0.13","0.74","0.0","7.49","0.74","5.55","0.0","0.0","0.0","0.0","58.92","62.05","290.17","145.08","231.25","228.12","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","902.0","0.13","0.75","0.0","6.81","0.75","5.12","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","64.04","","","","","","","","",""
"2015.0","7.0","6.0","187.0","902.0","0.13","0.76","0.0","7.06","0.76","5.38","0.0","0.0","0.0","0.0","5.38","62.05","290.17","145.08","284.79","228.12","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","902.0","0.12","0.77","0.0","6.43","0.77","4.97","0.0","0.0","0.0","0.0","10.35","62.05","290.17","145.08","279.82","228.12","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","902.0","0.12","0.78","0.0","6.11","0.78","4.78","0.0","0.0","0.0","0.0","15.13","62.05","290.17","145.08","275.04","228.12","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","902.0","0.12","0.79","0.0","4.59","0.79","3.64","0.0","0.0","0.0","0.0","18.77","62.05","290.17","145.08","271.4","228.12","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","902.0","0.12","0.8","0.0","5.12","0.8","4.12","0.0","0.0","0.0","0.0","22.89","62.05","290.17","145.08","267.28","228.12","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","902.0","0.12","0.81","0.0","6.16","0.81","5.02","0.0","0.0","0.0","0.0","27.91","62.05","290.17","145.08","262.26","228.12","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","902.0","0.12","0.82","0.0","6.25","0.82","5.16","0.0","0.0","0.0","0.0","33.06","62.05","290.17","145.08","257.11","228.12","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","902.0","0.12","0.84","0.0","6.5","0.84","5.43","0.0","0.0","0.0","0.0","38.49","62.05","290.17","145.08","251.68","228.12","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","902.0","0.12","0.85","0.0","6.12","0.85","5.18","0.0","0.0","0.0","0.0","43.67","62.05","290.17","145.08","246.5","228.12","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","902.0","0.12","0.86","0.0","6.37","0.86","5.46","0.0","0.0","0.0","0.0","49.13","62.05","290.17","145.08","241.04","228.12","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","902.0","0.12","0.87","0.0","6.8","0.87","5.9","0.0","0.0","0.0","0.0","55.02","62.05","290.17","145.08","235.15","228.12","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","902.0","0.12","0.88","0.0","6.95","0.88","6.1","0.0","0.0","0.0","0.0","61.12","62.05","290.17","145.08","229.05","228.12","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","902.0","0.12","0.89","0.0","6.8","0.89","6.04","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","67.16","","","","","","","","",""
"2015.0","7.0","19.0","200.0","902.0","0.12","0.9","0.0","6.55","0.9","5.89","0.0","0.0","0.0","0.0","5.89","62.05","290.17","145.08","284.28","228.12","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","902.0","0.11","0.91","0.0","7.22","0.91","6.56","0.0","0.0","0.0","0.0","12.45","62.05","290.17","145.08","277.72","228.12","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","902.0","0.11","0.92","0.0","6.9","0.92","6.34","0.0","0.0","0.0","0.0","18.79","62.05","290.17","145.08","271.38","228.12","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","902.0","0.11","0.93","0.0","6.43","0.93","5.98","0.0","0.0","0.0","0.0","24.77","62.05","290.17","145.08","265.4","228.12","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","902.0","0.11","0.93","0.0","6.01","0.93","5.59","0.0","0.0","0.0","0.0","30.36","62.05","290.17","145.08","259.81","228.12","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","902.0","0.11","0.93","0.0","6.29","0.93","5.85","0.0","0.0","0.0","0.0","36.21","62.05","290.17","145.08","253.96","228.12","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","902.0","0.11","0.93","0.0","6.27","0.93","5.83","0.0","0.0","0.0","0.0","42.04","62.05","290.17","145.08","248.13","228.12","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","902.0","0.11","0.93","0.0","6.18","0.93","5.75","0.0","0.0","0.0","0.0","47.79","62.05","290.17","145.08","242.38","228.12","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","902.0","0.11","0.93","0.0","7.16","0.93","6.66","0.0","0.0","0.0","0.0","54.45","62.05","290.17","145.08","235.72","228.12","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","902.0","0.11","0.93","0.0","7.41","0.93","6.89","0.0","0.0","0.0","0.0","61.34","62.05","290.17","145.08","228.83","228.12","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","902.0","0.11","0.93","0.0","7.18","0.93","6.68","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","68.02","","","","","","","","",""
"2015.0","7.0","30.0","211.0","902.0","0.11","0.93","0.0","7.32","0.93","6.81","0.0","0.0","0.0","0.0","6.81","62.05","290.17","145.08","283.36","228.12","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","902.0","0.11","0.93","0.0","6.34","0.93","5.9","0.0","0.0","0.0","0.0","12.7","62.05","290.17","145.08","277.47","228.12","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","902.0","0.11","0.93","0.0","6.74","0.93","6.27","0.0","0.0","0.0","0.0","18.97","62.05","290.17","145.08","271.2","228.12","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","902.0","0.11","0.93","0.0","6.62","0.93","6.16","0.0","0.0","0.0","0.0","25.13","62.05","290.17","145.08","265.04","228.12","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","902.0","0.1","0.93","0.0","6.57","0.93","6.11","0.0","0.0","0.0","0.0","31.24","62.05","290.17","145.08","258.93","228.12","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","902.0","0.1","0.93","0.0","5.07","0.93","4.72","0.0","0.0","0.0","0.0","35.95","62.05","290.17","145.08","254.22","228.12","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","902.0","0.1","0.93","0.0","5.66","0.93","5.26","0.0","0.0","0.0","0.0","41.22","62.05","290.17","145.08","248.95","228.12","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","902.0","0.1","0.93","0.0","3.9","0.93","3.63","0.0","0.0","0.0","0.0","44.84","62.05","290.17","145.08","245.33","228.12","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","902.0","0.1","0.93","0.0","6.42","0.93","5.97","0.1","0.1","0.0","0.0","50.72","62.05","290.17","145.08","239.45","228.12","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","902.0","0.1","0.93","0.0","5.74","0.93","5.34","0.0","0.0","0.0","0.0","56.05","62.05","290.17","145.08","234.12","228.12","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","902.0","0.1","0.93","0.0","6.34","0.93","5.9","0.0","0.0","0.0","0.0","61.95","62.05","290.17","145.08","228.22","228.12","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","902.0","0.1","0.93","0.0","6.33","0.93","5.89","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","67.84","","","","","","","","",""
"2015.0","8.0","11.0","223.0","902.0","0.1","0.93","0.0","6.22","0.93","5.78","0.0","0.0","0.0","0.0","5.78","62.05","290.17","145.08","284.39","228.12","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","902.0","0.1","0.93","0.0","6.17","0.93","5.74","0.0","0.0","0.0","0.0","11.52","62.05","290.17","145.08","278.65","228.12","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","902.0","0.1","0.93","0.0","6.28","0.93","5.84","0.0","0.0","0.0","0.0","17.36","62.05","290.17","145.08","272.81","228.12","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","902.0","0.1","0.93","0.0","6.15","0.93","5.72","0.0","0.0","0.0","0.0","23.08","62.05","290.17","145.08","267.09","228.12","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","902.0","0.1","0.93","0.0","6.44","0.93","5.99","0.0","0.0","0.0","0.0","29.07","62.05","290.17","145.08","261.1","228.12","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","902.0","0.1","0.93","0.0","6.56","0.93","6.1","0.0","0.0","0.0","0.0","35.17","62.05","290.17","145.08","255.0","228.12","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","902.0","0.1","0.93","0.0","6.9","0.93","6.42","0.0","0.0","0.0","0.0","41.59","62.05","290.17","145.08","248.58","228.12","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","902.0","0.1","0.93","0.0","6.52","0.93","6.06","0.0","0.0","0.0","0.0","47.65","62.05","290.17","145.08","242.52","228.12","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","902.0","0.1","0.93","0.0","5.94","0.93","5.52","0.0","0.0","0.0","0.0","53.18","62.05","290.17","145.08","236.99","228.12","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","902.0","0.1","0.93","0.0","5.43","0.93","5.05","0.0","0.0","0.0","0.0","58.23","62.05","290.17","145.08","231.94","228.12","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","902.0","0.1","0.93","0.0","5.49","0.93","5.11","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","63.33","","","","","","","","",""
"2015.0","8.0","22.0","234.0","902.0","0.1","0.93","0.0","5.51","0.93","5.12","0.0","0.0","0.0","0.0","5.12","62.05","290.17","145.08","285.05","228.12","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","902.0","0.1","0.93","0.0","5.64","0.93","5.25","0.0","0.0","0.0","0.0","10.37","62.05","290.17","145.08","279.8","228.12","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","902.0","0.1","0.93","0.0","6.06","0.93","5.64","0.0","0.0","0.0","0.0","16.01","62.05","290.17","145.08","274.16","228.12","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","902.0","0.1","0.93","0.0","6.32","0.93","5.88","0.0","0.0","0.0","0.0","21.88","62.05","290.17","145.08","268.29","228.12","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","902.0","0.09","0.93","0.0","6.51","0.93","6.05","0.0","0.0","0.0","0.0","27.94","62.05","290.17","145.08","262.23","228.12","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","902.0","0.09","0.93","0.0","6.88","0.93","6.4","0.04","0.04","0.0","0.0","34.3","62.05","290.17","145.08","255.87","228.12","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","902.0","0.09","0.93","0.0","6.73","0.93","6.26","0.0","0.0","0.0","0.0","40.55","62.05","290.17","145.08","249.62","228.12","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","902.0","0.09","0.93","0.0","5.23","0.93","4.86","0.0","0.0","0.0","0.0","45.42","62.05","290.17","145.08","244.75","228.12","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","902.0","0.09","0.93","0.0","5.55","0.93","5.16","0.0","0.0","0.0","0.0","50.58","62.05","290.17","145.08","239.59","228.12","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","902.0","0.09","0.93","0.0","5.58","0.93","5.19","0.0","0.0","0.0","0.0","55.77","62.05","290.17","145.08","234.4","228.12","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","902.0","0.09","0.93","0.0","5.43","0.93","5.05","0.0","0.0","0.0","0.0","60.82","62.05","290.17","145.08","229.35","228.12","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","902.0","0.09","0.93","0.0","5.29","0.93","4.92","0.0","0.0","0.0","0.0","0.0","62.05","290.17","145.08","290.17","228.12","65.74","","","","","","","","",""
"2015.0","9.0","3.0","246.0","902.0","0.09","0.93","0.0","5.11","0.93","4.75","0.0","0.0","0.0","0.0","4.75","62.05","290.17","145.08","285.42","228.12","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","902.0","0.09","0.93","0.0","5.15","0.93","4.79","0.0","0.0","0.0","0.0","9.54","62.05","290.17","145.08","280.63","228.12","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","902.0","0.09","0.93","0.0","5.45","0.93","5.07","0.0","0.0","0.0","0.0","14.61","62.05","290.17","145.08","275.56","228.12","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","902.0","0.09","0.93","0.0","5.14","0.93","4.78","0.0","0.0","0.0","0.0","19.39","62.05","290.17","145.08","270.78","228.12","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","902.0","0.09","0.93","0.0","5.35","0.93","4.98","0.0","0.0","0.0","0.0","24.37","62.05","290.17","145.08","265.8","228.12","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","902.0","0.09","0.93","0.0","5.51","0.93","5.12","0.0","0.0","0.0","0.0","29.49","62.05","290.17","145.08","260.68","228.12","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","902.0","0.09","0.93","0.0","6.15","0.93","5.72","0.0","0.0","0.0","0.0","35.21","62.05","290.17","145.08","254.96","228.12","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","902.0","0.09","0.92","0.0","6.46","0.92","5.97","0.0","0.0","0.0","0.0","41.18","62.05","290.17","145.08","248.99","228.12","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","902.0","0.09","0.92","0.0","5.99","0.92","5.5","0.0","0.0","0.0","0.0","46.67","62.05","290.17","145.08","243.5","228.12","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","902.0","0.09","0.91","0.0","4.16","0.91","3.79","0.0","0.0","0.0","0.0","50.47","72.54","290.17","145.08","239.7","217.63","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","902.0","0.09","0.91","0.0","5.02","0.91","4.54","0.0","0.0","0.0","0.0","55.01","72.54","290.17","145.08","235.16","217.63","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","902.0","0.09","0.9","0.0","3.65","0.9","3.28","0.0","0.0","0.0","0.0","58.29","72.54","290.17","145.08","231.88","217.63","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","902.0","0.09","0.89","0.0","4.63","0.89","4.13","0.0","0.0","0.0","0.0","62.43","72.54","290.17","145.08","227.74","217.63","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","902.0","0.09","0.89","0.0","3.63","0.89","3.22","0.0","0.0","0.0","0.0","65.64","72.54","290.17","145.08","224.53","217.63","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","902.0","0.09","0.88","0.0","3.92","0.88","3.45","0.0","0.0","0.0","0.0","69.1","72.54","290.17","145.08","221.07","217.63","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","902.0","0.09","0.87","0.0","4.56","0.87","3.99","0.0","0.0","0.0","0.0","0.0","72.54","290.17","145.08","290.17","217.63","73.08","","","","","","","","",""
"2015.0","9.0","19.0","262.0","902.0","0.09","0.87","0.0","4.65","0.87","4.04","0.0","0.0","0.0","0.0","4.04","72.54","290.17","145.08","286.13","217.63","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","902.0","0.09","0.86","0.0","4.8","0.86","4.14","0.0","0.0","0.0","0.0","8.17","72.54","290.17","145.08","282.0","217.63","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","902.0","0.09","0.86","0.0","5.53","0.86","4.73","0.0","0.0","0.0","0.0","12.91","72.54","290.17","145.08","277.26","217.63","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","902.0","0.09","0.85","0.0","5.15","0.85","4.38","0.0","0.0","0.0","0.0","17.28","72.54","290.17","145.08","272.89","217.63","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","902.0","0.09","0.84","0.0","4.56","0.84","3.85","0.0","0.0","0.0","0.0","21.13","72.54","290.17","145.08","269.04","217.63","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","902.0","0.09","0.84","0.0","4.55","0.84","3.81","0.0","0.0","0.0","0.0","24.94","72.54","290.17","145.08","265.23","217.63","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","902.0","0.09","0.83","0.0","5.43","0.83","4.51","0.0","0.0","0.0","0.0","29.45","72.54","290.17","145.08","260.72","217.63","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","902.0","0.09","0.82","0.0","5.3","0.82","4.37","0.0","0.0","0.0","0.0","33.82","72.54","290.17","145.08","256.35","217.63","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","902.0","0.09","0.82","0.0","3.79","0.82","3.1","0.0","0.0","0.0","0.0","36.92","72.54","290.17","145.08","253.25","217.63","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","902.0","0.09","0.81","0.0","4.18","0.81","3.4","0.0","0.0","0.0","0.0","40.32","72.54","290.17","145.08","249.85","217.63","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","902.0","0.09","0.81","0.0","3.64","0.81","2.93","0.0","0.0","0.0","0.0","43.25","72.54","290.17","145.08","246.92","217.63","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","902.0","0.09","0.8","0.0","1.99","0.8","1.59","0.0","0.0","0.0","0.0","44.84","72.54","290.17","145.08","245.33","217.63","0.0","","","","","","","","",""
