" Daily soil water balance output for Pasture in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pasture in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","9222.0","0.13","0.95","0.0","7.42","0.95","7.05","0.0","0.0","0.0","0.0","35.43","49.14","201.17","100.58","165.74","152.03","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","9222.0","0.13","0.95","0.0","7.56","0.95","7.18","0.0","0.0","0.0","0.0","42.61","49.14","201.17","100.58","158.56","152.03","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","9222.0","0.12","0.95","0.0","7.43","0.95","7.06","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","49.67","","","","","","",""
"2015.0","7.0","4.0","185.0","9222.0","0.12","0.95","0.0","8.14","0.95","7.73","0.0","0.0","0.0","0.0","7.73","49.14","201.17","100.58","193.44","152.03","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","9222.0","0.12","0.95","0.0","7.47","0.95","7.1","0.0","0.0","0.0","0.0","14.83","49.14","201.17","100.58","186.34","152.03","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","9222.0","0.12","0.95","0.0","7.45","0.95","7.08","0.0","0.0","0.0","0.0","21.91","49.14","201.17","100.58","179.26","152.03","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","9222.0","0.12","0.95","0.0","7.05","0.95","6.7","0.0","0.0","0.0","0.0","28.6","49.14","201.17","100.58","172.56","152.03","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","9222.0","0.12","0.95","0.0","6.42","0.95","6.1","0.0","0.0","0.0","0.0","34.7","49.14","201.17","100.58","166.46","152.03","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","9222.0","0.12","0.95","0.0","4.51","0.95","4.28","0.0","0.0","0.0","0.0","38.99","49.14","201.17","100.58","162.18","152.03","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","9222.0","0.12","0.95","0.0","5.24","0.95","4.98","0.0","0.0","0.0","0.0","43.97","49.14","201.17","100.58","157.2","152.03","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","9222.0","0.12","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","50.1","","","","","","",""
"2015.0","7.0","12.0","193.0","9222.0","0.12","0.95","0.0","6.6","0.95","6.27","0.0","0.0","0.0","0.0","6.27","49.14","201.17","100.58","194.9","152.03","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","9222.0","0.12","0.95","0.0","6.72","0.95","6.38","0.0","0.0","0.0","0.0","12.65","49.14","201.17","100.58","188.51","152.03","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","9222.0","0.11","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","18.98","49.14","201.17","100.58","182.19","152.03","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","9222.0","0.11","0.95","0.0","6.77","0.95","6.43","0.0","0.0","0.0","0.0","25.41","49.14","201.17","100.58","175.76","152.03","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","9222.0","0.11","0.95","0.0","7.29","0.95","6.93","0.0","0.0","0.0","0.0","32.34","49.14","201.17","100.58","168.83","152.03","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","9222.0","0.11","0.95","0.0","7.45","0.95","7.08","0.0","0.0","0.0","0.0","39.42","49.14","201.17","100.58","161.75","152.03","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","9222.0","0.11","0.95","0.0","7.52","0.95","7.14","0.0","0.0","0.0","0.0","46.56","49.14","201.17","100.58","154.61","152.03","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","9222.0","0.11","0.95","0.0","6.89","0.95","6.55","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","53.11","","","","","","",""
"2015.0","7.0","20.0","201.0","9222.0","0.11","0.95","0.0","7.43","0.95","7.06","0.0","0.0","0.0","0.0","7.06","49.14","201.17","100.58","194.11","152.03","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","9222.0","0.11","0.95","0.0","7.44","0.95","7.07","0.0","0.0","0.0","0.0","14.13","49.14","201.17","100.58","187.04","152.03","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","9222.0","0.11","0.95","0.0","7.1","0.95","6.75","0.0","0.0","0.0","0.0","20.87","49.14","201.17","100.58","180.3","152.03","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","9222.0","0.11","0.95","0.0","6.23","0.95","5.92","0.0","0.0","0.0","0.0","26.79","49.14","201.17","100.58","174.38","152.03","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","9222.0","0.11","0.95","0.0","6.45","0.95","6.13","0.0","0.0","0.0","0.0","32.92","49.14","201.17","100.58","168.25","152.03","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","9222.0","0.11","0.95","0.0","6.6","0.95","6.27","0.0","0.0","0.0","0.0","39.19","49.14","201.17","100.58","161.98","152.03","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","9222.0","0.11","0.95","0.0","6.59","0.95","6.26","0.0","0.0","0.0","0.0","45.45","49.14","201.17","100.58","155.72","152.03","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","9222.0","0.11","0.95","0.0","7.51","0.95","7.13","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","52.58","","","","","","",""
"2015.0","7.0","28.0","209.0","9222.0","0.1","0.95","0.0","7.9","0.95","7.51","0.0","0.0","0.0","0.0","7.51","49.14","201.17","100.58","193.66","152.03","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","9222.0","0.1","0.95","0.0","7.55","0.95","7.17","0.0","0.0","0.0","0.0","14.68","49.14","201.17","100.58","186.49","152.03","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","9222.0","0.1","0.95","0.0","8.0","0.95","7.6","0.0","0.0","0.0","0.0","22.28","49.14","201.17","100.58","178.89","152.03","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","9222.0","0.1","0.95","0.0","6.92","0.95","6.57","0.0","0.0","0.0","0.0","28.85","49.14","201.17","100.58","172.32","152.03","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","9222.0","0.1","0.95","0.0","7.08","0.95","6.73","0.0","0.0","0.0","0.0","35.58","49.14","201.17","100.58","165.59","152.03","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","9222.0","0.1","0.95","0.0","6.92","0.95","6.57","0.0","0.0","0.0","0.0","42.15","49.14","201.17","100.58","159.02","152.03","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","9222.0","0.1","0.95","0.0","7.0","0.95","6.65","0.0","0.0","0.0","0.0","48.8","49.14","201.17","100.58","152.37","152.03","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","9222.0","0.1","0.95","0.0","4.85","0.95","4.61","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","53.41","","","","","","",""
"2015.0","8.0","5.0","217.0","9222.0","0.1","0.95","0.0","5.83","0.95","5.54","0.0","0.0","0.0","0.0","5.54","49.14","201.17","100.58","195.63","152.03","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","9222.0","0.1","0.95","0.0","4.52","0.95","4.29","0.0","0.0","0.0","0.0","9.83","49.14","201.17","100.58","191.34","152.03","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","9222.0","0.1","0.95","0.0","6.88","0.95","6.54","0.0","0.0","0.0","0.0","16.37","49.14","201.17","100.58","184.8","152.03","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","9222.0","0.1","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","22.28","49.14","201.17","100.58","178.89","152.03","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","9222.0","0.1","0.95","0.0","6.69","0.95","6.36","0.0","0.0","0.0","0.0","28.63","49.14","201.17","100.58","172.54","152.03","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","9222.0","0.1","0.95","0.0","6.74","0.95","6.4","0.0","0.0","0.0","0.0","35.04","49.14","201.17","100.58","166.13","152.03","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","9222.0","0.1","0.95","0.0","6.58","0.95","6.25","0.0","0.0","0.0","0.0","41.29","49.14","201.17","100.58","159.88","152.03","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","9222.0","0.1","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","47.42","49.14","201.17","100.58","153.74","152.03","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","9222.0","0.1","0.95","0.0","6.63","0.95","6.3","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","53.72","","","","","","",""
"2015.0","8.0","14.0","226.0","9222.0","0.1","0.95","0.0","6.2","0.95","5.89","0.0","0.0","0.0","0.0","5.89","49.14","201.17","100.58","195.28","152.03","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","9222.0","0.1","0.95","0.0","6.51","0.95","6.18","0.0","0.0","0.0","0.0","12.07","49.14","201.17","100.58","189.09","152.03","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","9222.0","0.1","0.95","0.0","6.78","0.95","6.44","0.0","0.0","0.0","0.0","18.52","49.14","201.17","100.58","182.65","152.03","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","9222.0","0.09","0.95","0.0","7.25","0.95","6.89","0.0","0.0","0.0","0.0","25.4","49.14","201.17","100.58","175.77","152.03","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","9222.0","0.09","0.95","0.0","7.05","0.95","6.7","0.0","0.0","0.0","0.0","32.1","49.14","201.17","100.58","169.07","152.03","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","9222.0","0.09","0.95","0.0","6.44","0.95","6.12","0.0","0.0","0.0","0.0","38.22","49.14","201.17","100.58","162.95","152.03","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","9222.0","0.09","0.95","0.0","5.71","0.95","5.42","0.0","0.0","0.0","0.0","43.64","49.14","201.17","100.58","157.53","152.03","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","9222.0","0.09","0.95","0.0","5.79","0.95","5.5","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","49.14","","","","","","",""
"2015.0","8.0","22.0","234.0","9222.0","0.09","0.95","0.0","5.86","0.95","5.57","0.0","0.0","0.0","0.0","5.57","49.14","201.17","100.58","195.6","152.03","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","9222.0","0.09","0.95","0.0","5.93","0.95","5.63","0.0","0.0","0.0","0.0","11.2","49.14","201.17","100.58","189.97","152.03","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","9222.0","0.09","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","17.28","49.14","201.17","100.58","183.89","152.03","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","9222.0","0.09","0.95","0.0","6.7","0.95","6.37","0.0","0.0","0.0","0.0","23.65","49.14","201.17","100.58","177.52","152.03","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","9222.0","0.09","0.95","0.0","6.8","0.95","6.46","0.0","0.0","0.0","0.0","30.11","49.14","201.17","100.58","171.06","152.03","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","9222.0","0.09","0.95","0.0","6.81","0.95","6.47","0.0","0.0","0.0","0.0","36.58","49.14","201.17","100.58","164.59","152.03","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","9222.0","0.09","0.95","0.0","6.87","0.95","6.53","0.0","0.0","0.0","0.0","43.1","49.14","201.17","100.58","158.07","152.03","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","9222.0","0.09","0.95","0.0","5.44","0.95","5.17","0.0","0.0","0.0","0.0","48.27","49.14","201.17","100.58","152.9","152.03","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","9222.0","0.09","0.95","0.0","5.56","0.95","5.28","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","53.55","","","","","","",""
"2015.0","8.0","31.0","243.0","9222.0","0.09","0.95","0.0","5.76","0.95","5.47","0.0","0.0","0.0","0.0","5.47","49.14","201.17","100.58","195.7","152.03","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","9222.0","0.09","0.95","0.0","5.9","0.95","5.61","0.0","0.0","0.0","0.0","11.08","49.14","201.17","100.58","190.09","152.03","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","9222.0","0.09","0.95","0.0","5.77","0.95","5.48","0.0","0.0","0.0","0.0","16.56","49.14","201.17","100.58","184.61","152.03","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","9222.0","0.09","0.95","0.0","5.25","0.95","4.99","0.0","0.0","0.0","0.0","21.55","49.14","201.17","100.58","179.62","152.03","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","9222.0","0.09","0.95","0.0","5.36","0.95","5.09","0.0","0.0","0.0","0.0","26.64","49.14","201.17","100.58","174.53","152.03","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","9222.0","0.09","0.95","0.0","5.84","0.95","5.55","0.0","0.0","0.0","0.0","32.19","49.14","201.17","100.58","168.98","152.03","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","9222.0","0.09","0.95","0.0","5.27","0.95","5.01","0.0","0.0","0.0","0.0","37.19","49.14","201.17","100.58","163.98","152.03","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","9222.0","0.09","0.95","0.0","5.59","0.95","5.31","0.0","0.0","0.0","0.0","42.5","49.14","201.17","100.58","158.67","152.03","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","9222.0","0.09","0.95","0.0","5.46","0.95","5.19","0.0","0.0","0.0","0.0","47.69","49.14","201.17","100.58","153.48","152.03","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","9222.0","0.09","0.95","0.0","6.23","0.95","5.92","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","53.61","","","","","","",""
"2015.0","9.0","10.0","253.0","9222.0","0.09","0.95","0.0","6.64","0.95","6.31","0.0","0.0","0.0","0.0","6.31","49.14","201.17","100.58","194.86","152.03","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","9222.0","0.09","0.95","0.0","6.34","0.95","6.02","0.0","0.0","0.0","0.0","12.33","49.14","201.17","100.58","188.84","152.03","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","9222.0","0.09","0.95","0.0","4.82","0.95","4.58","0.0","0.0","0.0","0.0","16.91","49.14","201.17","100.58","184.26","152.03","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","9222.0","0.09","0.95","0.0","5.41","0.95","5.14","0.0","0.0","0.0","0.0","22.05","49.14","201.17","100.58","179.12","152.03","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","9222.0","0.09","0.95","0.0","4.19","0.95","3.98","0.0","0.0","0.0","0.0","26.03","49.14","201.17","100.58","175.14","152.03","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","9222.0","0.09","0.95","0.0","4.58","0.95","4.35","0.0","0.0","0.0","0.0","30.38","49.14","201.17","100.58","170.79","152.03","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","9222.0","0.09","0.95","0.0","3.32","0.95","3.15","0.0","0.0","0.0","0.0","33.54","49.14","201.17","100.58","167.63","152.03","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","9222.0","0.09","0.95","0.0","3.93","0.95","3.73","0.23","0.23","0.0","0.0","37.04","49.14","201.17","100.58","164.13","152.03","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","9222.0","0.08","0.95","0.0","4.53","0.95","4.3","0.0","0.0","0.0","0.0","41.34","49.14","201.17","100.58","159.83","152.03","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","9222.0","0.08","0.95","0.0","4.78","0.95","4.54","0.0","0.0","0.0","0.0","45.88","49.14","201.17","100.58","155.29","152.03","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","9222.0","0.08","0.95","0.0","4.79","0.95","4.55","0.0","0.0","0.0","0.0","0.0","49.14","201.17","100.58","201.17","152.03","50.43","","","","","","",""
"2015.0","9.0","21.0","264.0","9222.0","0.08","0.95","0.0","5.6","0.95","5.32","0.0","0.0","0.0","0.0","5.32","49.14","201.17","100.58","195.85","152.03","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","9222.0","0.08","0.95","0.0","5.83","0.95","5.54","0.0","0.0","0.0","0.0","10.86","49.14","201.17","100.58","190.31","152.03","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","9222.0","0.08","0.95","0.0","4.62","0.95","4.39","0.0","0.0","0.0","0.0","15.25","49.14","201.17","100.58","185.92","152.03","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","9222.0","0.08","0.95","0.0","4.63","0.95","4.4","0.0","0.0","0.0","0.0","19.65","49.14","201.17","100.58","181.52","152.03","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","9222.0","0.08","0.95","0.0","5.62","0.95","5.34","0.0","0.0","0.0","0.0","24.99","49.14","201.17","100.58","176.18","152.03","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","9222.0","0.08","0.95","0.0","5.39","0.95","5.12","0.0","0.0","0.0","0.0","30.11","49.14","201.17","100.58","171.06","152.03","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","9222.0","0.08","0.95","0.0","4.08","0.95","3.88","0.0","0.0","0.0","0.0","33.98","49.14","201.17","100.58","167.19","152.03","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","9222.0","0.08","0.95","0.0","4.73","0.95","4.49","0.0","0.0","0.0","0.0","38.48","49.14","201.17","100.58","162.69","152.03","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","9222.0","0.08","0.95","0.0","4.31","0.95","4.09","0.0","0.0","0.0","0.0","42.57","49.14","201.17","100.58","158.6","152.03","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","9222.0","0.08","0.95","0.0","2.04","0.95","1.94","0.0","0.0","0.0","0.0","44.51","49.14","201.17","100.58","156.66","152.03","0.0","","","","","","",""
