" Daily soil water balance output for Water Surface in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","16945.0","0.13","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","16945.0","0.13","1.1","0.0","7.05","1.1","7.755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","16945.0","0.13","1.1","0.0","7.61","1.1","8.371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","16945.0","0.13","1.1","0.0","7.92","1.1","8.712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","16945.0","0.12","1.1","0.0","7.19","1.1","7.909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","16945.0","0.12","1.1","0.0","7.41","1.1","8.151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","16945.0","0.12","1.1","0.0","6.84","1.1","7.524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","16945.0","0.12","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","16945.0","0.12","1.1","0.0","5.04","1.1","5.544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","16945.0","0.12","1.1","0.0","5.3","1.1","5.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","16945.0","0.12","1.1","0.0","6.37","1.1","7.007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","16945.0","0.12","1.1","0.0","6.44","1.1","7.084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","16945.0","0.12","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","16945.0","0.12","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","16945.0","0.12","1.1","0.0","6.57","1.1","7.227","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","16945.0","0.11","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","16945.0","0.11","1.1","0.0","7.27","1.1","7.997","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","16945.0","0.11","1.1","0.0","7.05","1.1","7.755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","16945.0","0.11","1.1","0.0","6.59","1.1","7.249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","16945.0","0.11","1.1","0.0","7.34","1.1","8.074","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","16945.0","0.11","1.1","0.0","7.25","1.1","7.975","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","16945.0","0.11","1.1","0.0","6.76","1.1","7.436","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","16945.0","0.11","1.1","0.0","6.27","1.1","6.897","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","16945.0","0.11","1.1","0.0","6.52","1.1","7.172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","16945.0","0.11","1.1","0.0","6.61","1.1","7.271","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","16945.0","0.11","1.1","0.0","6.44","1.1","7.084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","16945.0","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","16945.0","0.11","1.1","0.0","7.6","1.1","8.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","16945.0","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","16945.0","0.1","1.1","0.0","7.62","1.1","8.382","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","16945.0","0.1","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","16945.0","0.1","1.1","0.0","7.01","1.1","7.711","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","16945.0","0.1","1.1","0.0","6.94","1.1","7.634","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","16945.0","0.1","1.1","0.0","6.82","1.1","7.502","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","16945.0","0.1","1.1","0.0","5.18","1.1","5.698","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","16945.0","0.1","1.1","0.0","5.74","1.1","6.314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","16945.0","0.1","1.1","0.0","3.84","1.1","4.224","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","16945.0","0.1","1.1","0.0","6.68","1.1","7.348","0.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","16945.0","0.1","1.1","0.0","6.05","1.1","6.655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","16945.0","0.1","1.1","0.0","6.56","1.1","7.216","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","16945.0","0.1","1.1","0.0","6.58","1.1","7.238","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","16945.0","0.1","1.1","0.0","6.51","1.1","7.161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","16945.0","0.1","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","16945.0","0.1","1.1","0.0","6.59","1.1","7.249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","16945.0","0.1","1.1","0.0","6.41","1.1","7.051","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","16945.0","0.1","1.1","0.0","6.64","1.1","7.304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","16945.0","0.1","1.1","0.0","6.79","1.1","7.469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","16945.0","0.1","1.1","0.0","7.17","1.1","7.887","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","16945.0","0.1","1.1","0.0","6.9","1.1","7.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","16945.0","0.09","1.1","0.0","6.3","1.1","6.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","16945.0","0.09","1.1","0.0","5.73","1.1","6.303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","16945.0","0.09","1.1","0.0","5.74","1.1","6.314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","16945.0","0.09","1.1","0.0","5.73","1.1","6.303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","16945.0","0.09","1.1","0.0","5.93","1.1","6.523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","16945.0","0.09","1.1","0.0","6.34","1.1","6.974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","16945.0","0.09","1.1","0.0","6.64","1.1","7.304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","16945.0","0.09","1.1","0.0","6.81","1.1","7.491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","16945.0","0.09","1.1","0.0","7.07","1.1","7.777","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","16945.0","0.09","1.1","0.0","6.97","1.1","7.667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","16945.0","0.09","1.1","0.0","5.56","1.1","6.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","16945.0","0.09","1.1","0.0","5.74","1.1","6.314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","16945.0","0.09","1.1","0.0","5.7","1.1","6.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","16945.0","0.09","1.1","0.0","5.68","1.1","6.248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","16945.0","0.09","1.1","0.0","5.54","1.1","6.094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","16945.0","0.09","1.1","0.0","5.27","1.1","5.797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","16945.0","0.09","1.1","0.0","5.29","1.1","5.819","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","16945.0","0.09","1.1","0.0","5.58","1.1","6.138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","16945.0","0.09","1.1","0.0","5.17","1.1","5.687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","16945.0","0.09","1.1","0.0","5.45","1.1","5.995","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","16945.0","0.09","1.1","0.0","5.6","1.1","6.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","16945.0","0.09","1.1","0.0","6.36","1.1","6.996","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","16945.0","0.09","1.1","0.0","6.71","1.1","7.381","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","16945.0","0.09","1.1","0.0","6.2","1.1","6.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","16945.0","0.09","1.1","0.0","4.33","1.1","4.763","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","16945.0","0.09","1.1","0.0","5.05","1.1","5.555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","16945.0","0.09","1.1","0.0","3.92","1.1","4.312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","16945.0","0.09","1.1","0.0","4.74","1.1","5.214","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","16945.0","0.09","1.1","0.0","3.96","1.1","4.356","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","16945.0","0.09","1.1","0.0","4.02","1.1","4.422","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","16945.0","0.09","1.1","0.0","4.69","1.1","5.159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","16945.0","0.09","1.1","0.0","4.72","1.1","5.192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","16945.0","0.09","1.1","0.0","4.88","1.1","5.368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","16945.0","0.09","1.1","0.0","5.65","1.1","6.215","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","16945.0","0.08","1.1","0.0","5.56","1.1","6.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","16945.0","0.08","1.1","0.0","4.77","1.1","5.247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","16945.0","0.08","1.1","0.0","4.64","1.1","5.104","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","16945.0","0.08","1.1","0.0","5.61","1.1","6.171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","16945.0","0.08","1.1","0.0","5.61","1.1","6.171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","16945.0","0.08","1.1","0.0","3.95","1.1","4.345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","16945.0","0.08","1.1","0.0","4.29","1.1","4.719","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","16945.0","0.08","1.1","0.0","3.68","1.1","4.048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","16945.0","0.08","1.1","0.0","2.2","1.1","2.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
