" Daily soil water balance output for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","247.0","0.13","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","39.51","110.33","491.66","245.83","452.15","381.33","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","247.0","0.13","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","47.08","110.33","491.66","245.83","444.58","381.33","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","247.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","55.04","110.33","491.66","245.83","436.62","381.33","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","247.0","0.13","1.05","0.0","7.7","1.05","8.08","0.0","0.0","0.0","0.0","63.13","110.33","491.66","245.83","428.53","381.33","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","247.0","0.13","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","70.9","110.33","491.66","245.83","420.76","381.33","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","247.0","0.13","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","78.3","110.33","491.66","245.83","413.36","381.33","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","247.0","0.13","1.05","0.0","7.61","1.05","7.99","0.0","0.0","0.0","0.0","86.29","110.33","491.66","245.83","405.37","381.33","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","247.0","0.13","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","94.6","110.33","491.66","245.83","397.06","381.33","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","247.0","0.12","1.05","0.0","7.19","1.05","7.55","0.0","0.0","0.0","0.0","102.15","110.33","491.66","245.83","389.51","381.33","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","247.0","0.12","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","109.94","110.33","491.66","245.83","381.73","381.33","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","247.0","0.12","1.05","0.0","6.84","1.05","7.18","0.0","0.0","0.0","0.0","0.0","110.33","491.66","245.83","491.66","381.33","117.12","","","","","","","","",""
"2015.0","7.0","8.0","189.0","247.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","6.72","110.33","491.66","245.83","484.94","381.33","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","247.0","0.12","1.05","0.0","5.04","1.05","5.29","0.0","0.0","0.0","0.0","12.01","110.33","491.66","245.83","479.65","381.33","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","247.0","0.12","1.05","0.0","5.3","1.05","5.56","0.0","0.0","0.0","0.0","17.58","110.33","491.66","245.83","474.08","381.33","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","247.0","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","24.27","110.33","491.66","245.83","467.39","381.33","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","247.0","0.12","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","31.03","110.33","491.66","245.83","460.63","381.33","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","247.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","38.17","110.33","491.66","245.83","453.49","381.33","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","247.0","0.12","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","44.88","110.33","491.66","245.83","446.78","381.33","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","247.0","0.12","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","51.78","110.33","491.66","245.83","439.88","381.33","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","247.0","0.11","1.05","0.0","7.1","1.05","7.45","0.0","0.0","0.0","0.0","59.23","110.33","491.66","245.83","432.43","381.33","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","247.0","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","66.86","110.33","491.66","245.83","424.8","381.33","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","247.0","0.11","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","74.27","110.33","491.66","245.83","417.39","381.33","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","247.0","0.11","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","81.19","110.33","491.66","245.83","410.47","381.33","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","247.0","0.11","1.05","0.0","7.34","1.05","7.71","0.0","0.0","0.0","0.0","88.89","110.33","491.66","245.83","402.77","381.33","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","247.0","0.11","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","96.51","110.33","491.66","245.83","395.15","381.33","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","247.0","0.11","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","103.6","110.33","491.66","245.83","388.06","381.33","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","247.0","0.11","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","110.19","110.33","491.66","245.83","381.47","381.33","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","247.0","0.11","1.05","0.0","6.52","1.05","6.85","0.0","0.0","0.0","0.0","0.0","110.33","491.66","245.83","491.66","381.33","117.03","","","","","","","","",""
"2015.0","7.0","25.0","206.0","247.0","0.11","1.05","0.0","6.61","1.05","6.94","0.0","0.0","0.0","0.0","6.94","110.33","491.66","245.83","484.72","381.33","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","247.0","0.11","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","13.7","110.33","491.66","245.83","477.96","381.33","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","247.0","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","21.47","110.33","491.66","245.83","470.19","381.33","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","247.0","0.11","1.05","0.0","7.6","1.05","7.98","0.0","0.0","0.0","0.0","29.45","110.33","491.66","245.83","462.21","381.33","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","247.0","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","37.22","110.33","491.66","245.83","454.44","381.33","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","247.0","0.1","1.05","0.0","7.62","1.05","8.0","0.0","0.0","0.0","0.0","45.22","110.33","491.66","245.83","446.44","381.33","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","247.0","0.1","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","52.36","110.33","491.66","245.83","439.3","381.33","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","247.0","0.1","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","59.72","110.33","491.66","245.83","431.94","381.33","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","247.0","0.1","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","67.01","110.33","491.66","245.83","424.65","381.33","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","247.0","0.1","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","74.17","110.33","491.66","245.83","417.49","381.33","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","247.0","0.1","1.05","0.0","5.18","1.05","5.44","0.0","0.0","0.0","0.0","79.61","110.33","491.66","245.83","412.05","381.33","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","247.0","0.1","1.05","0.0","5.74","1.05","6.03","0.0","0.0","0.0","0.0","85.64","110.33","491.66","245.83","406.02","381.33","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","247.0","0.1","1.05","0.0","3.84","1.05","4.03","0.0","0.0","0.0","0.0","89.67","110.33","491.66","245.83","401.99","381.33","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","247.0","0.1","1.05","0.0","6.68","1.05","7.01","0.28","0.28","0.0","0.0","96.4","110.33","491.66","245.83","395.26","381.33","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","247.0","0.1","1.05","0.0","6.05","1.05","6.35","0.0","0.0","0.0","0.0","102.76","110.33","491.66","245.83","388.9","381.33","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","247.0","0.1","1.05","0.0","6.56","1.05","6.89","0.0","0.0","0.0","0.0","109.64","110.33","491.66","245.83","382.02","381.33","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","247.0","0.1","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","0.0","110.33","491.66","245.83","491.66","381.33","116.55","","","","","","","","",""
"2015.0","8.0","11.0","223.0","247.0","0.1","1.05","0.0","6.51","1.05","6.84","0.0","0.0","0.0","0.0","6.84","110.33","491.66","245.83","484.82","381.33","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","247.0","0.1","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","13.56","110.33","491.66","245.83","478.1","381.33","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","247.0","0.1","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","20.48","110.33","491.66","245.83","471.19","381.33","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","247.0","0.1","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","27.21","110.33","491.66","245.83","464.45","381.33","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","247.0","0.1","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","34.18","110.33","491.66","245.83","457.48","381.33","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","247.0","0.1","1.05","0.0","6.79","1.05","7.13","0.0","0.0","0.0","0.0","41.31","110.33","491.66","245.83","450.35","381.33","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","247.0","0.1","1.05","0.0","7.17","1.05","7.53","0.0","0.0","0.0","0.0","48.84","110.33","491.66","245.83","442.82","381.33","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","247.0","0.1","1.05","0.0","6.9","1.05","7.24","0.0","0.0","0.0","0.0","56.08","110.33","491.66","245.83","435.58","381.33","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","247.0","0.09","1.05","0.0","6.3","1.05","6.61","0.0","0.0","0.0","0.0","62.7","110.33","491.66","245.83","428.96","381.33","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","247.0","0.09","1.05","0.0","5.73","1.05","6.02","0.0","0.0","0.0","0.0","68.71","110.33","491.66","245.83","422.95","381.33","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","247.0","0.09","1.05","0.0","5.74","1.05","6.03","0.0","0.0","0.0","0.0","74.74","110.33","491.66","245.83","416.92","381.33","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","247.0","0.09","1.05","0.0","5.73","1.05","6.02","0.0","0.0","0.0","0.0","80.76","110.33","491.66","245.83","410.9","381.33","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","247.0","0.09","1.05","0.0","5.93","1.05","6.23","0.0","0.0","0.0","0.0","86.98","110.33","491.66","245.83","404.68","381.33","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","247.0","0.09","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","93.64","110.33","491.66","245.83","398.02","381.33","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","247.0","0.09","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","100.61","122.92","491.66","245.83","391.05","368.75","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","247.0","0.09","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","107.76","122.92","491.66","245.83","383.9","368.75","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","247.0","0.09","1.05","0.0","7.07","1.05","7.42","0.02","0.02","0.0","0.0","115.17","122.92","491.66","245.83","376.5","368.75","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","247.0","0.09","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","122.48","122.92","491.66","245.83","369.18","368.75","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","247.0","0.09","1.04","0.0","5.56","1.04","5.76","0.0","0.0","0.0","0.0","0.0","122.92","491.66","245.83","491.66","368.75","128.24","","","","","","","","",""
"2015.0","8.0","30.0","242.0","247.0","0.09","1.02","0.0","5.74","1.02","5.87","0.0","0.0","0.0","0.0","5.87","122.92","491.66","245.83","485.79","368.75","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","247.0","0.09","1.01","0.0","5.7","1.01","5.75","0.0","0.0","0.0","0.0","11.62","122.92","491.66","245.83","480.05","368.75","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","247.0","0.09","0.99","0.0","5.68","0.99","5.65","0.0","0.0","0.0","0.0","17.26","122.92","491.66","245.83","474.4","368.75","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","247.0","0.09","0.98","0.0","5.54","0.98","5.43","0.0","0.0","0.0","0.0","22.7","122.92","491.66","245.83","468.96","368.75","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","247.0","0.09","0.97","0.0","5.27","0.97","5.09","0.0","0.0","0.0","0.0","27.79","122.92","491.66","245.83","463.87","368.75","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","247.0","0.09","0.95","0.0","5.29","0.95","5.04","0.0","0.0","0.0","0.0","32.83","122.92","491.66","245.83","458.83","368.75","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","247.0","0.09","0.94","0.0","5.58","0.94","5.24","0.0","0.0","0.0","0.0","38.07","122.92","491.66","245.83","453.59","368.75","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","247.0","0.09","0.92","0.0","5.17","0.92","4.78","0.0","0.0","0.0","0.0","42.85","122.92","491.66","245.83","448.81","368.75","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","247.0","0.09","0.91","0.0","5.45","0.91","4.97","0.0","0.0","0.0","0.0","47.82","122.92","491.66","245.83","443.84","368.75","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","247.0","0.09","0.9","0.0","5.6","0.9","5.02","0.0","0.0","0.0","0.0","52.84","122.92","491.66","245.83","438.82","368.75","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","247.0","0.09","0.88","0.0","6.36","0.88","5.62","0.0","0.0","0.0","0.0","58.46","122.92","491.66","245.83","433.2","368.75","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","247.0","0.09","0.87","0.0","6.71","0.87","5.83","0.0","0.0","0.0","0.0","64.29","122.92","491.66","245.83","427.37","368.75","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","247.0","0.09","0.86","0.0","6.2","0.86","5.3","0.0","0.0","0.0","0.0","69.6","122.92","491.66","245.83","422.06","368.75","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","247.0","0.09","0.84","0.0","4.33","0.84","3.64","0.0","0.0","0.0","0.0","73.24","122.92","491.66","245.83","418.42","368.75","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","247.0","0.09","0.83","0.0","5.05","0.83","4.18","0.0","0.0","0.0","0.0","77.42","122.92","491.66","245.83","414.24","368.75","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","247.0","0.09","0.81","0.0","3.92","0.81","3.19","0.0","0.0","0.0","0.0","80.61","122.92","491.66","245.83","411.05","368.75","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","247.0","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","84.41","122.92","491.66","245.83","407.26","368.75","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","247.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","247.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","24.65","24.3","491.66","245.83","467.01","467.36","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","247.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","247.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","247.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","247.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","24.78","24.3","491.66","245.83","466.88","467.36","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","247.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","247.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","247.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","247.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","491.66","245.83","466.89","467.36","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","247.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","247.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.63","24.3","491.66","245.83","467.03","467.36","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","247.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","247.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","24.61","24.3","491.66","245.83","467.05","467.36","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","247.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
