" Daily soil water balance output for Safflower in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Safflower at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","167.0","0.16","0.85","0.0","6.14","0.85","5.23","0.0","0.0","0.0","0.0","60.6","78.74","375.51","187.76","314.91","296.77","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","167.0","0.16","0.88","0.0","6.65","0.88","5.85","0.0","0.0","0.0","0.0","66.45","78.74","375.51","187.76","309.06","296.77","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","167.0","0.16","0.91","0.0","7.15","0.91","6.49","0.0","0.0","0.0","0.0","72.95","78.74","375.51","187.76","302.57","296.77","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","167.0","0.15","0.94","0.0","7.38","0.94","6.91","0.0","0.0","0.0","0.0","0.0","78.74","375.51","187.76","375.51","296.77","79.86","","","","","","","","",""
"2015.0","7.0","1.0","182.0","167.0","0.15","0.97","0.0","7.19","0.97","6.94","0.0","0.0","0.0","0.0","6.94","78.74","375.51","187.76","368.58","296.77","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","167.0","0.15","0.99","0.0","6.4","0.99","6.36","0.0","0.0","0.0","0.0","13.3","78.74","375.51","187.76","362.22","296.77","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","167.0","0.15","1.02","0.0","7.14","1.02","7.29","0.0","0.0","0.0","0.0","20.59","78.74","375.51","187.76","354.92","296.77","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","167.0","0.15","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","28.24","78.74","375.51","187.76","347.27","296.77","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","167.0","0.15","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","35.23","78.74","375.51","187.76","340.29","296.77","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","167.0","0.14","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","42.5","78.74","375.51","187.76","333.01","296.77","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","167.0","0.14","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","49.1","78.74","375.51","187.76","326.42","296.77","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","167.0","0.14","1.05","0.0","6.05","1.05","6.35","0.0","0.0","0.0","0.0","55.45","78.74","375.51","187.76","320.06","296.77","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","167.0","0.14","1.05","0.0","5.08","1.05","5.33","0.0","0.0","0.0","0.0","60.78","78.74","375.51","187.76","314.73","296.77","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","167.0","0.14","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","66.11","78.74","375.51","187.76","309.41","296.77","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","167.0","0.14","1.05","0.0","6.06","1.05","6.36","0.0","0.0","0.0","0.0","72.47","78.74","375.51","187.76","303.04","296.77","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","167.0","0.14","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","0.0","78.74","375.51","187.76","375.51","296.77","78.9","","","","","","","","",""
"2015.0","7.0","13.0","194.0","167.0","0.14","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","6.78","78.74","375.51","187.76","368.73","296.77","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","167.0","0.13","1.05","0.0","5.97","1.05","6.27","0.0","0.0","0.0","0.0","13.05","78.74","375.51","187.76","362.46","296.77","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","167.0","0.13","1.05","0.0","6.19","1.05","6.5","0.0","0.0","0.0","0.0","19.55","78.74","375.51","187.76","355.96","296.77","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","167.0","0.13","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","26.54","78.74","375.51","187.76","348.97","296.77","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","167.0","0.13","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","33.66","78.74","375.51","187.76","341.85","296.77","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","167.0","0.13","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","40.59","78.74","375.51","187.76","334.92","296.77","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","167.0","0.13","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","47.31","78.74","375.51","187.76","328.2","296.77","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","167.0","0.13","1.05","0.0","7.08","1.05","7.43","0.0","0.0","0.0","0.0","54.75","78.74","375.51","187.76","320.77","296.77","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","167.0","0.13","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","61.85","78.74","375.51","187.76","313.67","296.77","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","167.0","0.13","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","68.51","78.74","375.51","187.76","307.0","296.77","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","167.0","0.12","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","74.76","78.74","375.51","187.76","300.75","296.77","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","167.0","0.12","1.05","0.0","6.3","1.05","6.62","0.0","0.0","0.0","0.0","0.0","78.74","375.51","187.76","375.51","296.77","81.38","","","","","","","","",""
"2015.0","7.0","25.0","206.0","167.0","0.12","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","6.54","78.74","375.51","187.76","368.97","296.77","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","167.0","0.12","1.05","0.0","6.11","1.05","6.42","0.0","0.0","0.0","0.0","12.96","78.74","375.51","187.76","362.56","296.77","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","167.0","0.12","1.05","0.0","7.03","1.05","7.38","0.0","0.0","0.0","0.0","20.34","78.74","375.51","187.76","355.18","296.77","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","167.0","0.12","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","27.9","78.74","375.51","187.76","347.62","296.77","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","167.0","0.12","1.05","0.0","7.04","1.05","7.39","0.0","0.0","0.0","0.0","35.29","78.74","375.51","187.76","340.22","296.77","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","167.0","0.12","1.05","0.0","7.09","1.05","7.44","0.0","0.0","0.0","0.0","42.74","78.74","375.51","187.76","332.78","296.77","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","167.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","49.46","78.74","375.51","187.76","326.06","296.77","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","167.0","0.12","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","56.43","78.74","375.51","187.76","319.09","296.77","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","167.0","0.12","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","63.21","78.74","375.51","187.76","312.3","296.77","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","167.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","69.93","78.74","375.51","187.76","305.58","296.77","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","167.0","0.11","1.05","0.0","5.0","1.05","5.25","0.0","0.0","0.0","0.0","75.18","78.74","375.51","187.76","300.33","296.77","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","167.0","0.11","1.05","0.0","5.5","1.05","5.78","0.0","0.0","0.0","0.0","0.0","78.74","375.51","187.76","375.51","296.77","80.96","","","","","","","","",""
"2015.0","8.0","6.0","218.0","167.0","0.11","1.05","0.0","3.54","1.05","3.72","0.0","0.0","0.0","0.0","3.72","78.74","375.51","187.76","371.8","296.77","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","167.0","0.11","1.05","0.0","6.33","1.05","6.65","0.66","0.66","0.0","0.0","9.7","78.74","375.51","187.76","365.81","296.77","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","167.0","0.11","1.05","0.0","5.63","1.05","5.91","0.0","0.0","0.0","0.0","15.62","78.74","375.51","187.76","359.9","296.77","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","167.0","0.11","1.05","0.0","6.19","1.05","6.5","0.0","0.0","0.0","0.0","22.11","93.88","375.51","187.76","353.4","281.64","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","167.0","0.11","1.05","0.0","6.17","1.05","6.48","0.0","0.0","0.0","0.0","28.59","93.88","375.51","187.76","346.92","281.64","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","167.0","0.11","1.01","0.0","6.14","1.01","6.21","0.0","0.0","0.0","0.0","34.81","93.88","375.51","187.76","340.71","281.64","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","167.0","0.11","0.97","0.0","6.08","0.97","5.92","0.0","0.0","0.0","0.0","40.73","93.88","375.51","187.76","334.79","281.64","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","167.0","0.11","0.94","0.0","6.2","0.94","5.8","0.0","0.0","0.0","0.0","46.53","93.88","375.51","187.76","328.99","281.64","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","167.0","0.11","0.9","0.0","6.13","0.9","5.5","0.0","0.0","0.0","0.0","52.03","93.88","375.51","187.76","323.48","281.64","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","167.0","0.11","0.86","0.0","6.51","0.86","5.6","0.0","0.0","0.0","0.0","57.63","93.88","375.51","187.76","317.89","281.64","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","167.0","0.11","0.82","0.0","6.58","0.82","5.41","0.0","0.0","0.0","0.0","63.03","93.88","375.51","187.76","312.48","281.64","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","167.0","0.11","0.78","0.0","6.77","0.78","5.3","0.0","0.0","0.0","0.0","68.33","93.88","375.51","187.76","307.18","281.64","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","167.0","0.11","0.75","0.0","6.38","0.75","4.75","0.0","0.0","0.0","0.0","73.09","93.88","375.51","187.76","302.42","281.64","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","167.0","0.11","0.71","0.0","5.83","0.71","4.12","0.0","0.0","0.0","0.0","77.21","93.88","375.51","187.76","298.3","281.64","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","167.0","0.11","0.67","0.0","5.33","0.67","3.57","0.0","0.0","0.0","0.0","80.78","93.88","375.51","187.76","294.74","281.64","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","167.0","0.1","0.63","0.0","5.39","0.63","3.4","0.0","0.0","0.0","0.0","84.18","93.88","375.51","187.76","291.34","281.64","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","167.0","0.1","0.59","0.0","5.42","0.59","3.21","0.0","0.0","0.0","0.0","87.39","93.88","375.51","187.76","288.12","281.64","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","167.0","0.1","0.55","0.0","5.61","0.55","3.11","0.0","0.0","0.0","0.0","90.5","93.88","375.51","187.76","285.01","281.64","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","167.0","0.1","0.52","0.0","5.92","0.52","3.06","0.0","0.0","0.0","0.0","93.56","93.88","375.51","187.76","281.95","281.64","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","167.0","0.1","0.48","0.0","6.2","0.48","2.97","0.0","0.0","0.0","0.0","0.0","93.88","375.51","187.76","375.51","281.64","96.53","","","","","","","","",""
"2015.0","8.0","26.0","238.0","167.0","0.1","0.44","0.0","6.37","0.44","2.81","0.0","0.0","0.0","0.0","2.81","93.88","375.51","187.76","372.71","281.64","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","167.0","0.1","0.4","0.0","6.84","0.4","2.75","0.62","0.62","0.0","0.0","4.94","93.88","375.51","187.76","370.58","281.64","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","167.0","0.1","0.36","0.0","6.66","0.36","2.43","0.0","0.0","0.0","0.0","7.36","93.88","375.51","187.76","368.15","281.64","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","167.0","0.1","0.33","0.0","5.33","0.33","1.74","0.0","0.0","0.0","0.0","9.1","93.88","375.51","187.76","366.41","281.64","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","167.0","0.1","0.29","0.0","5.53","0.29","1.59","0.0","0.0","0.0","0.0","10.7","93.88","375.51","187.76","364.82","281.64","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","167.0","0.1","0.25","0.0","5.5","0.25","1.38","0.0","0.0","0.0","0.0","12.07","93.88","375.51","187.76","363.44","281.64","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","167.0","0.1","0.0","0.0","5.34","0.1","0.53","0.0","0.0","0.0","0.0","12.6","26.4","375.51","187.76","362.91","349.11","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","167.0","0.1","0.0","0.0","5.19","0.1","0.51","0.0","0.0","0.0","0.0","13.12","26.4","375.51","187.76","362.4","349.11","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","167.0","0.1","0.0","0.0","5.05","0.1","0.5","0.0","0.0","0.0","0.0","13.61","26.4","375.51","187.76","361.9","349.11","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","167.0","0.1","0.0","0.0","5.08","0.1","0.5","0.0","0.0","0.0","0.0","14.11","26.4","375.51","187.76","361.4","349.11","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","167.0","0.1","0.0","0.0","5.31","0.1","0.52","0.0","0.0","0.0","0.0","14.63","26.4","375.51","187.76","360.88","349.11","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","167.0","0.1","0.0","0.0","5.12","0.1","0.5","0.0","0.0","0.0","0.0","15.13","26.4","375.51","187.76","360.38","349.11","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","167.0","0.1","0.0","0.0","5.37","0.1","0.52","0.0","0.0","0.0","0.0","15.66","26.4","375.51","187.76","359.86","349.11","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","167.0","0.1","0.0","0.0","5.58","0.1","0.54","0.0","0.0","0.0","0.0","16.2","26.4","375.51","187.76","359.32","349.11","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","167.0","0.1","0.0","0.0","6.15","0.1","0.59","0.0","0.0","0.0","0.0","16.79","26.4","375.51","187.76","358.72","349.11","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","167.0","0.1","0.0","0.0","6.46","0.1","0.62","0.0","0.0","0.0","0.0","17.41","26.4","375.51","187.76","358.1","349.11","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","167.0","0.1","0.0","0.0","5.89","0.1","0.56","0.0","0.0","0.0","0.0","17.97","26.4","375.51","187.76","357.54","349.11","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","167.0","0.1","0.0","0.0","4.12","0.1","0.39","0.0","0.0","0.0","0.0","18.37","26.4","375.51","187.76","357.15","349.11","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","167.0","0.1","0.0","0.0","4.88","0.1","0.46","0.0","0.0","0.0","0.0","18.83","26.4","375.51","187.76","356.68","349.11","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","167.0","0.09","0.0","0.0","3.58","0.09","0.34","0.0","0.0","0.0","0.0","19.17","26.4","375.51","187.76","356.34","349.11","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","167.0","0.09","0.0","0.0","4.61","0.09","0.44","0.0","0.0","0.0","0.0","19.61","26.4","375.51","187.76","355.91","349.11","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","167.0","0.09","0.0","0.0","3.88","0.09","0.37","0.0","0.0","0.0","0.0","19.97","26.4","375.51","187.76","355.54","349.11","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","167.0","0.09","0.0","0.0","3.91","0.09","0.37","0.0","0.0","0.0","0.0","20.34","26.4","375.51","187.76","355.17","349.11","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","167.0","0.09","0.0","0.0","4.6","0.09","0.43","0.0","0.0","0.0","0.0","20.77","26.4","375.51","187.76","354.74","349.11","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","167.0","0.09","0.0","0.0","4.65","0.09","0.44","0.0","0.0","0.0","0.0","21.21","26.4","375.51","187.76","354.3","349.11","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","167.0","0.09","0.0","0.0","4.88","0.09","0.46","0.0","0.0","0.0","0.0","21.67","26.4","375.51","187.76","353.85","349.11","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","167.0","0.09","0.0","0.0","5.55","0.09","0.52","0.0","0.0","0.0","0.0","22.18","26.4","375.51","187.76","353.33","349.11","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","167.0","0.09","0.0","0.0","5.04","0.09","0.47","0.0","0.0","0.0","0.0","22.65","26.4","375.51","187.76","352.86","349.11","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","167.0","0.09","0.0","0.0","4.6","0.09","0.43","0.0","0.0","0.0","0.0","23.08","26.4","375.51","187.76","352.44","349.11","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","167.0","0.09","0.0","0.0","4.53","0.09","0.42","0.0","0.0","0.0","0.0","23.49","26.4","375.51","187.76","352.02","349.11","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","167.0","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","23.99","26.4","375.51","187.76","351.53","349.11","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","167.0","0.09","0.0","0.0","5.28","0.09","0.48","0.0","0.0","0.0","0.0","24.47","26.4","375.51","187.76","351.04","349.11","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","167.0","0.09","0.0","0.0","3.87","0.09","0.35","0.0","0.0","0.0","0.0","24.82","26.4","375.51","187.76","350.69","349.11","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","167.0","0.09","0.0","0.0","3.92","0.09","0.36","0.0","0.0","0.0","0.0","25.18","26.4","375.51","187.76","350.33","349.11","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","167.0","0.09","0.0","0.0","3.46","0.09","0.32","0.0","0.0","0.0","0.0","25.5","26.4","375.51","187.76","350.02","349.11","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","167.0","0.09","0.0","0.0","2.16","0.09","0.2","0.0","0.0","0.0","0.0","25.69","26.4","375.51","187.76","349.82","349.11","0.0","","","","","","","","",""
