" Daily soil water balance output for Bush_berries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Bush_berries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","24.0","175.0","1176.0","0.14","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","22.8","40.86","175.56","87.78","152.77","134.7","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","1176.0","0.14","1.05","0.0","7.98","1.05","8.38","0.0","0.0","0.0","0.0","31.17","40.86","175.56","87.78","144.39","134.7","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","1176.0","0.14","1.05","0.0","8.25","1.05","8.66","0.0","0.0","0.0","0.0","39.84","40.86","175.56","87.78","135.73","134.7","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","1176.0","0.13","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","46.94","","","","","","","","",""
"2015.0","6.0","28.0","179.0","1176.0","0.13","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","7.57","40.86","175.56","87.78","167.99","134.7","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","1176.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","15.53","40.86","175.56","87.78","160.04","134.7","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","1176.0","0.13","1.05","0.0","7.7","1.05","8.09","0.0","0.0","0.0","0.0","23.61","40.86","175.56","87.78","151.95","134.7","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","1176.0","0.13","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","31.38","40.86","175.56","87.78","144.18","134.7","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","1176.0","0.13","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","38.79","40.86","175.56","87.78","136.78","134.7","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","1176.0","0.13","1.05","0.0","7.61","1.05","7.99","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","46.78","","","","","","","","",""
"2015.0","7.0","4.0","185.0","1176.0","0.13","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","8.32","40.86","175.56","87.78","167.25","134.7","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","1176.0","0.12","1.05","0.0","7.19","1.05","7.55","0.0","0.0","0.0","0.0","15.87","40.86","175.56","87.78","159.7","134.7","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","1176.0","0.12","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","23.65","40.86","175.56","87.78","151.92","134.7","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","1176.0","0.12","1.05","0.0","6.84","1.05","7.18","0.0","0.0","0.0","0.0","30.83","40.86","175.56","87.78","144.74","134.7","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","1176.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","37.55","40.86","175.56","87.78","138.02","134.7","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","1176.0","0.12","1.05","0.0","5.04","1.05","5.29","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","42.84","","","","","","","","",""
"2015.0","7.0","10.0","191.0","1176.0","0.12","1.05","0.0","5.3","1.05","5.57","0.0","0.0","0.0","0.0","5.57","40.86","175.56","87.78","170.0","134.7","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","1176.0","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","12.25","40.86","175.56","87.78","163.31","134.7","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","1176.0","0.12","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","19.02","40.86","175.56","87.78","156.55","134.7","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","1176.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","26.16","40.86","175.56","87.78","149.41","134.7","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","1176.0","0.12","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","32.87","40.86","175.56","87.78","142.7","134.7","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","1176.0","0.12","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","39.76","40.86","175.56","87.78","135.8","134.7","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","1176.0","0.11","1.05","0.0","7.1","1.05","7.46","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","47.22","","","","","","","","",""
"2015.0","7.0","17.0","198.0","1176.0","0.11","1.04","0.0","7.27","1.04","7.55","0.0","0.0","0.0","0.0","7.55","40.86","175.56","87.78","168.02","134.7","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","1176.0","0.11","1.03","0.0","7.05","1.03","7.23","0.0","0.0","0.0","0.0","14.78","40.86","175.56","87.78","160.78","134.7","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","1176.0","0.11","1.01","0.0","6.59","1.01","6.68","0.0","0.0","0.0","0.0","21.46","40.86","175.56","87.78","154.1","134.7","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","1176.0","0.11","1.0","0.0","7.34","1.0","7.36","0.0","0.0","0.0","0.0","28.82","40.86","175.56","87.78","146.75","134.7","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","1176.0","0.11","0.99","0.0","7.25","0.99","7.18","0.0","0.0","0.0","0.0","36.0","40.86","175.56","87.78","139.57","134.7","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","1176.0","0.11","0.98","0.0","6.76","0.98","6.61","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","42.61","","","","","","","","",""
"2015.0","7.0","23.0","204.0","1176.0","0.11","0.97","0.0","6.27","0.97","6.06","0.0","0.0","0.0","0.0","6.06","40.86","175.56","87.78","169.51","134.7","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","1176.0","0.11","0.95","0.0","6.52","0.95","6.22","0.0","0.0","0.0","0.0","12.28","40.86","175.56","87.78","163.28","134.7","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","1176.0","0.11","0.94","0.0","6.61","0.94","6.23","0.0","0.0","0.0","0.0","18.51","40.86","175.56","87.78","157.05","134.7","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","1176.0","0.11","0.93","0.0","6.44","0.93","5.99","0.0","0.0","0.0","0.0","24.5","40.86","175.56","87.78","151.06","134.7","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","1176.0","0.11","0.92","0.0","7.4","0.92","6.8","0.0","0.0","0.0","0.0","31.3","40.86","175.56","87.78","144.27","134.7","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","1176.0","0.11","0.91","0.0","7.6","0.91","6.89","0.0","0.0","0.0","0.0","38.19","40.86","175.56","87.78","137.38","134.7","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","1176.0","0.11","0.89","0.0","7.4","0.89","6.62","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","44.81","","","","","","","","",""
"2015.0","7.0","30.0","211.0","1176.0","0.1","0.88","0.0","7.62","0.88","6.73","0.0","0.0","0.0","0.0","6.73","40.86","175.56","87.78","168.84","134.7","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","1176.0","0.1","0.87","0.0","6.8","0.87","5.92","0.0","0.0","0.0","0.0","12.65","40.86","175.56","87.78","162.92","134.7","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","1176.0","0.1","0.86","0.0","7.01","0.86","6.02","0.0","0.0","0.0","0.0","18.67","40.86","175.56","87.78","156.9","134.7","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","1176.0","0.1","0.85","0.0","6.94","0.85","5.88","0.0","0.0","0.0","0.0","24.54","40.86","175.56","87.78","151.02","134.7","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","1176.0","0.1","0.83","0.0","6.82","0.83","5.69","0.0","0.0","0.0","0.0","30.23","40.86","175.56","87.78","145.33","134.7","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","1176.0","0.1","0.82","0.0","5.18","0.82","4.26","0.0","0.0","0.0","0.0","34.5","40.86","175.56","87.78","141.07","134.7","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","1176.0","0.1","0.81","0.0","5.74","0.81","4.65","0.0","0.0","0.0","0.0","39.15","40.86","175.56","87.78","136.41","134.7","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","1176.0","0.1","0.8","0.0","3.84","0.8","3.07","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","42.22","","","","","","","","",""
"2015.0","8.0","7.0","219.0","1176.0","0.1","0.79","0.0","6.68","0.79","5.26","0.28","0.28","0.0","0.0","4.98","40.86","175.56","87.78","170.59","134.7","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","1176.0","0.1","0.78","0.0","6.05","0.78","4.69","0.0","0.0","0.0","0.0","9.67","40.86","175.56","87.78","165.9","134.7","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","1176.0","0.1","0.76","0.0","6.56","0.76","5.01","0.0","0.0","0.0","0.0","14.67","40.86","175.56","87.78","160.89","134.7","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","1176.0","0.1","0.75","0.0","6.58","0.75","4.94","0.0","0.0","0.0","0.0","19.61","40.86","175.56","87.78","155.95","134.7","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","1176.0","0.1","0.74","0.0","6.51","0.74","4.81","0.0","0.0","0.0","0.0","24.43","40.86","175.56","87.78","151.14","134.7","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","1176.0","0.1","0.73","0.0","6.4","0.73","4.65","0.0","0.0","0.0","0.0","29.08","40.86","175.56","87.78","146.49","134.7","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","1176.0","0.1","0.72","0.0","6.59","0.72","4.71","0.0","0.0","0.0","0.0","33.79","40.86","175.56","87.78","141.77","134.7","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","1176.0","0.1","0.7","0.0","6.41","0.7","4.51","0.0","0.0","0.0","0.0","38.3","40.86","175.56","87.78","137.26","134.7","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","1176.0","0.1","0.69","0.0","6.64","0.69","4.59","0.0","0.0","0.0","0.0","0.0","40.86","175.56","87.78","175.56","134.7","42.89","","","","","","","","",""
"2015.0","8.0","16.0","228.0","1176.0","0.1","0.68","0.0","6.79","0.68","4.61","0.0","0.0","0.0","0.0","4.61","40.86","175.56","87.78","170.95","134.7","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","1176.0","0.1","0.67","0.0","7.17","0.67","4.79","0.0","0.0","0.0","0.0","9.4","40.86","175.56","87.78","166.17","134.7","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","1176.0","0.1","0.66","0.0","6.9","0.66","4.52","0.0","0.0","0.0","0.0","13.92","40.86","175.56","87.78","161.64","134.7","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","1176.0","0.09","0.64","0.0","6.3","0.64","4.05","0.0","0.0","0.0","0.0","17.97","40.86","175.56","87.78","157.59","134.7","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","1176.0","0.09","0.63","0.0","5.73","0.63","3.62","0.0","0.0","0.0","0.0","21.59","43.89","175.56","87.78","153.97","131.67","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","1176.0","0.09","0.62","0.0","5.74","0.62","3.56","0.0","0.0","0.0","0.0","25.15","43.89","175.56","87.78","150.42","131.67","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","1176.0","0.09","0.61","0.0","5.73","0.61","3.48","0.0","0.0","0.0","0.0","28.63","43.89","175.56","87.78","146.93","131.67","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","1176.0","0.09","0.6","0.0","5.93","0.6","3.53","0.0","0.0","0.0","0.0","32.16","43.89","175.56","87.78","143.4","131.67","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","1176.0","0.09","0.58","0.0","6.34","0.58","3.7","0.0","0.0","0.0","0.0","35.86","43.89","175.56","87.78","139.7","131.67","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","1176.0","0.09","0.57","0.0","6.64","0.57","3.8","0.0","0.0","0.0","0.0","39.66","43.89","175.56","87.78","135.9","131.67","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","1176.0","0.09","0.56","0.0","6.81","0.56","3.81","0.0","0.0","0.0","0.0","43.47","43.89","175.56","87.78","132.09","131.67","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","1176.0","0.09","0.55","0.0","7.07","0.55","3.87","0.02","0.02","0.0","0.0","0.0","43.89","175.56","87.78","175.56","131.67","47.33","","","","","","","","",""
"2015.0","8.0","28.0","240.0","1176.0","0.09","0.54","0.0","6.97","0.54","3.74","0.0","0.0","0.0","0.0","3.74","43.89","175.56","87.78","171.83","131.67","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","1176.0","0.09","0.52","0.0","5.56","0.52","2.91","0.0","0.0","0.0","0.0","6.65","43.89","175.56","87.78","168.92","131.67","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","1176.0","0.09","0.51","0.0","5.74","0.51","2.94","0.0","0.0","0.0","0.0","9.59","43.89","175.56","87.78","165.98","131.67","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","1176.0","0.09","0.5","0.0","5.7","0.5","2.85","0.0","0.0","0.0","0.0","12.44","43.89","175.56","87.78","163.13","131.67","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","1176.0","0.09","0.0","0.0","5.68","0.09","0.51","0.0","0.0","0.0","0.0","12.95","21.6","175.56","87.78","162.62","153.96","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","1176.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","13.45","21.6","175.56","87.78","162.12","153.96","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","1176.0","0.09","0.0","0.0","5.27","0.09","0.47","0.0","0.0","0.0","0.0","13.92","21.6","175.56","87.78","161.65","153.96","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","1176.0","0.09","0.0","0.0","5.29","0.09","0.47","0.0","0.0","0.0","0.0","14.39","21.6","175.56","87.78","161.17","153.96","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","1176.0","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","14.89","21.6","175.56","87.78","160.68","153.96","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","1176.0","0.09","0.0","0.0","5.17","0.09","0.46","0.0","0.0","0.0","0.0","15.35","21.6","175.56","87.78","160.22","153.96","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","1176.0","0.09","0.0","0.0","5.45","0.09","0.48","0.0","0.0","0.0","0.0","15.83","21.6","175.56","87.78","159.74","153.96","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","1176.0","0.09","0.0","0.0","5.6","0.09","0.49","0.0","0.0","0.0","0.0","16.32","21.6","175.56","87.78","159.24","153.96","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","1176.0","0.09","0.0","0.0","6.36","0.09","0.56","0.0","0.0","0.0","0.0","16.88","21.6","175.56","87.78","158.68","153.96","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","1176.0","0.09","0.0","0.0","6.71","0.09","0.59","0.0","0.0","0.0","0.0","17.47","21.6","175.56","87.78","158.1","153.96","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","1176.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","18.01","21.6","175.56","87.78","157.55","153.96","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","1176.0","0.09","0.0","0.0","4.33","0.09","0.38","0.0","0.0","0.0","0.0","18.39","21.6","175.56","87.78","157.18","153.96","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","1176.0","0.09","0.0","0.0","5.05","0.09","0.44","0.0","0.0","0.0","0.0","18.82","21.6","175.56","87.78","156.74","153.96","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","1176.0","0.09","0.0","0.0","3.92","0.09","0.34","0.0","0.0","0.0","0.0","19.16","21.6","175.56","87.78","156.4","153.96","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","1176.0","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","19.57","21.6","175.56","87.78","155.99","153.96","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","1176.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","19.92","21.6","175.56","87.78","155.65","153.96","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","1176.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","20.26","21.6","175.56","87.78","155.3","153.96","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","1176.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","20.66","21.6","175.56","87.78","154.9","153.96","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","1176.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","21.07","21.6","175.56","87.78","154.5","153.96","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","1176.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","21.48","21.6","175.56","87.78","154.08","153.96","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","1176.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","21.97","21.6","175.56","87.78","153.6","153.96","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","1176.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","21.6","21.6","175.56","87.78","153.96","153.96","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","1176.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","22.0","21.6","175.56","87.78","153.56","153.96","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","1176.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","21.6","21.6","175.56","87.78","153.96","153.96","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","1176.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","22.07","21.6","175.56","87.78","153.49","153.96","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","1176.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","21.6","21.6","175.56","87.78","153.96","153.96","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","1176.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","21.93","21.6","175.56","87.78","153.63","153.96","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","1176.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","21.6","21.6","175.56","87.78","153.96","153.96","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","1176.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","21.91","21.6","175.56","87.78","153.66","153.96","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","1176.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","21.6","21.6","175.56","87.78","153.96","153.96","0.0","","","","","","","","",""
