" Daily soil water balance output for Olives in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly Water balance output for Olives at 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","15.0","0.13","0.7","0.0","7.49","0.7","5.24","0.0","0.0","0.0","0.0","60.36","124.06","621.79","310.9","561.43","497.73","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","15.0","0.13","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","65.13","124.06","621.79","310.9","556.66","497.73","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","15.0","0.13","0.7","0.0","7.06","0.7","4.94","0.0","0.0","0.0","0.0","70.07","124.06","621.79","310.9","551.72","497.73","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","15.0","0.12","0.7","0.0","6.43","0.7","4.5","0.0","0.0","0.0","0.0","74.57","124.06","621.79","310.9","547.22","497.73","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","15.0","0.12","0.7","0.0","6.11","0.7","4.28","0.0","0.0","0.0","0.0","78.85","124.06","621.79","310.9","542.94","497.73","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","15.0","0.12","0.7","0.0","4.59","0.7","3.21","0.0","0.0","0.0","0.0","82.06","124.06","621.79","310.9","539.73","497.73","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","15.0","0.12","0.7","0.0","5.12","0.7","3.58","0.0","0.0","0.0","0.0","85.65","124.06","621.79","310.9","536.15","497.73","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","15.0","0.12","0.7","0.0","6.16","0.7","4.31","0.0","0.0","0.0","0.0","89.96","124.06","621.79","310.9","531.84","497.73","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","15.0","0.12","0.7","0.0","6.25","0.7","4.38","0.0","0.0","0.0","0.0","94.33","124.06","621.79","310.9","527.46","497.73","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","15.0","0.12","0.7","0.0","6.5","0.7","4.55","0.0","0.0","0.0","0.0","98.88","124.06","621.79","310.9","522.91","497.73","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","15.0","0.12","0.7","0.0","6.12","0.7","4.28","0.0","0.0","0.0","0.0","103.17","124.06","621.79","310.9","518.63","497.73","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","15.0","0.12","0.7","0.0","6.37","0.7","4.46","0.0","0.0","0.0","0.0","107.63","124.06","621.79","310.9","514.17","497.73","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","15.0","0.12","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","112.39","124.06","621.79","310.9","509.41","497.73","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","15.0","0.12","0.7","0.0","6.95","0.7","4.87","0.0","0.0","0.0","0.0","117.25","124.06","621.79","310.9","504.54","497.73","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","15.0","0.12","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","122.01","124.06","621.79","310.9","499.78","497.73","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","15.0","0.12","0.7","0.0","6.55","0.7","4.59","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","126.6","","","","","","",""
"2015.0","7.0","20.0","201.0","15.0","0.11","0.7","0.0","7.22","0.7","5.05","0.0","0.0","0.0","0.0","5.05","124.06","621.79","310.9","616.74","497.73","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","15.0","0.11","0.7","0.0","6.9","0.7","4.83","0.0","0.0","0.0","0.0","9.88","124.06","621.79","310.9","611.91","497.73","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","15.0","0.11","0.7","0.0","6.43","0.7","4.5","0.0","0.0","0.0","0.0","14.39","124.06","621.79","310.9","607.41","497.73","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","15.0","0.11","0.7","0.0","6.01","0.7","4.21","0.0","0.0","0.0","0.0","18.59","124.06","621.79","310.9","603.2","497.73","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","15.0","0.11","0.7","0.0","6.29","0.7","4.4","0.0","0.0","0.0","0.0","23.0","124.06","621.79","310.9","598.8","497.73","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","15.0","0.11","0.7","0.0","6.27","0.7","4.39","0.0","0.0","0.0","0.0","27.38","124.06","621.79","310.9","594.41","497.73","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","15.0","0.11","0.7","0.0","6.18","0.7","4.33","0.0","0.0","0.0","0.0","31.71","124.06","621.79","310.9","590.08","497.73","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","15.0","0.11","0.7","0.0","7.16","0.7","5.01","0.0","0.0","0.0","0.0","36.72","124.06","621.79","310.9","585.07","497.73","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","15.0","0.11","0.7","0.0","7.41","0.7","5.19","0.0","0.0","0.0","0.0","41.91","124.06","621.79","310.9","579.88","497.73","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","15.0","0.11","0.7","0.0","7.18","0.7","5.03","0.0","0.0","0.0","0.0","46.94","124.06","621.79","310.9","574.86","497.73","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","15.0","0.11","0.7","0.0","7.32","0.7","5.12","0.0","0.0","0.0","0.0","52.06","124.06","621.79","310.9","569.73","497.73","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","15.0","0.11","0.7","0.0","6.34","0.7","4.44","0.0","0.0","0.0","0.0","56.5","124.06","621.79","310.9","565.3","497.73","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","15.0","0.11","0.7","0.0","6.74","0.7","4.72","0.0","0.0","0.0","0.0","61.22","124.06","621.79","310.9","560.58","497.73","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","15.0","0.11","0.7","0.0","6.62","0.7","4.63","0.0","0.0","0.0","0.0","65.85","124.06","621.79","310.9","555.94","497.73","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","15.0","0.1","0.7","0.0","6.57","0.7","4.6","0.0","0.0","0.0","0.0","70.45","124.06","621.79","310.9","551.34","497.73","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","15.0","0.1","0.7","0.0","5.07","0.7","3.55","0.0","0.0","0.0","0.0","74.0","124.06","621.79","310.9","547.8","497.73","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","15.0","0.1","0.7","0.0","5.66","0.7","3.96","0.0","0.0","0.0","0.0","77.96","124.06","621.79","310.9","543.83","497.73","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","15.0","0.1","0.7","0.0","3.9","0.7","2.73","0.0","0.0","0.0","0.0","80.69","124.06","621.79","310.9","541.1","497.73","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","15.0","0.1","0.7","0.0","6.42","0.7","4.49","0.1","0.1","0.0","0.0","85.08","124.06","621.79","310.9","536.71","497.73","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","15.0","0.1","0.7","0.0","5.74","0.7","4.02","0.0","0.0","0.0","0.0","89.1","124.06","621.79","310.9","532.69","497.73","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","15.0","0.1","0.7","0.0","6.34","0.7","4.44","0.0","0.0","0.0","0.0","93.54","124.06","621.79","310.9","528.25","497.73","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","15.0","0.1","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","97.97","124.06","621.79","310.9","523.82","497.73","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","15.0","0.1","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","102.32","124.06","621.79","310.9","519.47","497.73","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","15.0","0.1","0.7","0.0","6.17","0.7","4.32","0.0","0.0","0.0","0.0","106.64","124.06","621.79","310.9","515.15","497.73","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","15.0","0.1","0.7","0.0","6.28","0.7","4.4","0.0","0.0","0.0","0.0","111.04","124.06","621.79","310.9","510.75","497.73","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","15.0","0.1","0.7","0.0","6.15","0.7","4.31","0.0","0.0","0.0","0.0","115.34","124.06","621.79","310.9","506.45","497.73","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","15.0","0.1","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","119.85","124.06","621.79","310.9","501.94","497.73","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","15.0","0.1","0.7","0.0","6.56","0.7","4.59","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","124.44","","","","","","",""
"2015.0","8.0","17.0","229.0","15.0","0.1","0.7","0.0","6.9","0.7","4.83","0.0","0.0","0.0","0.0","4.83","124.06","621.79","310.9","616.96","497.73","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","15.0","0.1","0.7","0.0","6.52","0.7","4.56","0.0","0.0","0.0","0.0","9.39","124.06","621.79","310.9","612.4","497.73","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","15.0","0.1","0.7","0.0","5.94","0.7","4.16","0.0","0.0","0.0","0.0","13.55","124.06","621.79","310.9","608.24","497.73","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","15.0","0.1","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","17.35","124.06","621.79","310.9","604.44","497.73","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","15.0","0.1","0.7","0.0","5.49","0.7","3.84","0.0","0.0","0.0","0.0","21.2","124.06","621.79","310.9","600.6","497.73","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","15.0","0.1","0.7","0.0","5.51","0.7","3.86","0.0","0.0","0.0","0.0","25.05","124.06","621.79","310.9","596.74","497.73","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","15.0","0.1","0.7","0.0","5.64","0.7","3.95","0.0","0.0","0.0","0.0","29.0","124.06","621.79","310.9","592.79","497.73","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","15.0","0.1","0.7","0.0","6.06","0.7","4.24","0.0","0.0","0.0","0.0","33.24","124.06","621.79","310.9","588.55","497.73","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","15.0","0.1","0.7","0.0","6.32","0.7","4.42","0.0","0.0","0.0","0.0","37.67","124.06","621.79","310.9","584.13","497.73","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","15.0","0.09","0.7","0.0","6.51","0.7","4.56","0.0","0.0","0.0","0.0","42.22","124.06","621.79","310.9","579.57","497.73","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","15.0","0.09","0.7","0.0","6.88","0.7","4.82","0.04","0.04","0.0","0.0","47.0","124.06","621.79","310.9","574.79","497.73","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","15.0","0.09","0.7","0.0","6.73","0.7","4.71","0.0","0.0","0.0","0.0","51.71","124.06","621.79","310.9","570.08","497.73","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","15.0","0.09","0.7","0.0","5.23","0.7","3.66","0.0","0.0","0.0","0.0","55.37","124.06","621.79","310.9","566.42","497.73","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","15.0","0.09","0.7","0.0","5.55","0.7","3.89","0.0","0.0","0.0","0.0","59.26","124.06","621.79","310.9","562.54","497.73","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","15.0","0.09","0.7","0.0","5.58","0.7","3.91","0.0","0.0","0.0","0.0","63.16","124.06","621.79","310.9","558.63","497.73","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","15.0","0.09","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","66.96","124.06","621.79","310.9","554.83","497.73","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","15.0","0.09","0.7","0.0","5.29","0.7","3.7","0.0","0.0","0.0","0.0","70.67","124.06","621.79","310.9","551.13","497.73","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","15.0","0.09","0.7","0.0","5.11","0.7","3.58","0.0","0.0","0.0","0.0","74.24","124.06","621.79","310.9","547.55","497.73","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","15.0","0.09","0.7","0.0","5.15","0.7","3.61","0.0","0.0","0.0","0.0","77.85","124.06","621.79","310.9","543.94","497.73","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","15.0","0.09","0.7","0.0","5.45","0.7","3.82","0.0","0.0","0.0","0.0","81.66","124.06","621.79","310.9","540.13","497.73","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","15.0","0.09","0.7","0.0","5.14","0.7","3.6","0.0","0.0","0.0","0.0","85.26","124.06","621.79","310.9","536.53","497.73","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","15.0","0.09","0.7","0.0","5.35","0.7","3.75","0.0","0.0","0.0","0.0","89.01","124.06","621.79","310.9","532.79","497.73","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","15.0","0.09","0.7","0.0","5.51","0.7","3.86","0.0","0.0","0.0","0.0","92.86","124.06","621.79","310.9","528.93","497.73","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","15.0","0.09","0.7","0.0","6.15","0.7","4.31","0.0","0.0","0.0","0.0","97.17","124.06","621.79","310.9","524.62","497.73","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","15.0","0.09","0.7","0.0","6.46","0.7","4.52","0.0","0.0","0.0","0.0","101.69","124.06","621.79","310.9","520.1","497.73","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","15.0","0.09","0.7","0.0","5.99","0.7","4.19","0.0","0.0","0.0","0.0","105.88","124.06","621.79","310.9","515.91","497.73","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","15.0","0.09","0.7","0.0","4.16","0.7","2.91","0.0","0.0","0.0","0.0","108.8","124.06","621.79","310.9","513.0","497.73","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","15.0","0.09","0.7","0.0","5.02","0.7","3.51","0.0","0.0","0.0","0.0","112.31","124.06","621.79","310.9","509.48","497.73","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","15.0","0.09","0.7","0.0","3.65","0.7","2.56","0.0","0.0","0.0","0.0","114.87","124.06","621.79","310.9","506.93","497.73","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","15.0","0.09","0.7","0.0","4.63","0.7","3.24","0.0","0.0","0.0","0.0","118.11","124.06","621.79","310.9","503.69","497.73","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","15.0","0.09","0.7","0.0","3.63","0.7","2.54","0.0","0.0","0.0","0.0","120.65","124.06","621.79","310.9","501.15","497.73","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","15.0","0.09","0.7","0.0","3.92","0.7","2.74","0.0","0.0","0.0","0.0","123.39","124.06","621.79","310.9","498.4","497.73","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","15.0","0.09","0.7","0.0","4.56","0.7","3.19","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","126.58","","","","","","",""
"2015.0","9.0","19.0","262.0","15.0","0.09","0.7","0.0","4.65","0.7","3.26","0.0","0.0","0.0","0.0","3.26","124.06","621.79","310.9","618.54","497.73","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","15.0","0.09","0.7","0.0","4.8","0.7","3.36","0.0","0.0","0.0","0.0","6.62","124.06","621.79","310.9","615.18","497.73","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","15.0","0.09","0.7","0.0","5.53","0.7","3.87","0.0","0.0","0.0","0.0","10.49","124.06","621.79","310.9","611.31","497.73","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","15.0","0.09","0.7","0.0","5.15","0.7","3.61","0.0","0.0","0.0","0.0","14.09","124.06","621.79","310.9","607.7","497.73","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","15.0","0.09","0.7","0.0","4.56","0.7","3.19","0.0","0.0","0.0","0.0","17.28","124.06","621.79","310.9","604.51","497.73","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","15.0","0.09","0.7","0.0","4.55","0.7","3.19","0.0","0.0","0.0","0.0","20.47","124.06","621.79","310.9","601.32","497.73","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","15.0","0.09","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","24.27","124.06","621.79","310.9","597.52","497.73","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","15.0","0.09","0.7","0.0","5.3","0.7","3.71","0.0","0.0","0.0","0.0","27.98","124.06","621.79","310.9","593.81","497.73","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","15.0","0.09","0.7","0.0","3.79","0.7","2.65","0.0","0.0","0.0","0.0","30.63","124.06","621.79","310.9","591.16","497.73","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","15.0","0.09","0.7","0.0","4.18","0.7","2.93","0.0","0.0","0.0","0.0","33.56","124.06","621.79","310.9","588.23","497.73","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","15.0","0.09","0.7","0.0","3.64","0.7","2.55","0.0","0.0","0.0","0.0","36.11","124.06","621.79","310.9","585.69","497.73","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","15.0","0.09","0.7","0.0","1.99","0.7","1.39","0.0","0.0","0.0","0.0","37.5","124.06","621.79","310.9","584.29","497.73","0.0","","","","","","",""
