" Daily soil water balance output for Urban Landscape in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","225.0","0.13","0.8","0.0","7.87","0.8","6.3","0.0","0.0","0.0","0.0","17.76","31.47","128.0","64.0","110.24","96.53","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","225.0","0.12","0.8","0.0","7.15","0.8","5.72","0.0","0.0","0.0","0.0","23.48","31.47","128.0","64.0","104.52","96.53","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","225.0","0.12","0.8","0.0","7.23","0.8","5.78","0.0","0.0","0.0","0.0","29.26","31.47","128.0","64.0","98.74","96.53","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","225.0","0.12","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","34.66","","","","","","",""
"2015.0","7.0","8.0","189.0","225.0","0.12","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","5.01","31.47","128.0","64.0","122.99","96.53","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","225.0","0.12","0.8","0.0","4.34","0.8","3.47","0.0","0.0","0.0","0.0","8.48","31.47","128.0","64.0","119.52","96.53","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","225.0","0.12","0.8","0.0","5.16","0.8","4.13","0.0","0.0","0.0","0.0","12.61","31.47","128.0","64.0","115.39","96.53","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","225.0","0.12","0.8","0.0","6.34","0.8","5.07","0.0","0.0","0.0","0.0","17.68","31.47","128.0","64.0","110.32","96.53","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","225.0","0.12","0.8","0.0","6.49","0.8","5.19","0.0","0.0","0.0","0.0","22.87","31.47","128.0","64.0","105.13","96.53","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","225.0","0.12","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","28.15","31.47","128.0","64.0","99.85","96.53","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","225.0","0.12","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","33.29","","","","","","",""
"2015.0","7.0","15.0","196.0","225.0","0.12","0.8","0.0","6.62","0.8","5.3","0.0","0.0","0.0","0.0","5.3","31.47","128.0","64.0","122.7","96.53","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","225.0","0.12","0.8","0.0","7.07","0.8","5.66","0.0","0.0","0.0","0.0","10.95","31.47","128.0","64.0","117.05","96.53","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","225.0","0.11","0.8","0.0","7.25","0.8","5.8","0.0","0.0","0.0","0.0","16.75","31.47","128.0","64.0","111.25","96.53","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","225.0","0.11","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","22.54","31.47","128.0","64.0","105.46","96.53","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","225.0","0.11","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","27.98","31.47","128.0","64.0","100.02","96.53","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","225.0","0.11","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","33.82","","","","","","",""
"2015.0","7.0","21.0","202.0","225.0","0.11","0.8","0.0","7.21","0.8","5.77","0.0","0.0","0.0","0.0","5.77","31.47","128.0","64.0","122.23","96.53","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","225.0","0.11","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","11.21","31.47","128.0","64.0","116.79","96.53","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","225.0","0.11","0.8","0.0","6.1","0.8","4.88","0.0","0.0","0.0","0.0","16.09","31.47","128.0","64.0","111.91","96.53","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","225.0","0.11","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","21.17","31.47","128.0","64.0","106.83","96.53","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","225.0","0.11","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","26.3","31.47","128.0","64.0","101.7","96.53","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","225.0","0.11","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","31.43","31.47","128.0","64.0","96.57","96.53","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","225.0","0.11","0.8","0.0","7.39","0.8","5.91","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","37.34","","","","","","",""
"2015.0","7.0","28.0","209.0","225.0","0.11","0.8","0.0","7.74","0.8","6.19","0.0","0.0","0.0","0.0","6.19","31.47","128.0","64.0","121.81","96.53","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","225.0","0.11","0.8","0.0","7.42","0.8","5.94","0.0","0.0","0.0","0.0","12.13","31.47","128.0","64.0","115.87","96.53","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","225.0","0.11","0.8","0.0","7.73","0.8","6.18","0.0","0.0","0.0","0.0","18.31","31.47","128.0","64.0","109.69","96.53","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","225.0","0.1","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","23.62","31.47","128.0","64.0","104.38","96.53","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","225.0","0.1","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","29.16","31.47","128.0","64.0","98.84","96.53","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","225.0","0.1","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","34.58","","","","","","",""
"2015.0","8.0","3.0","215.0","225.0","0.1","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","5.45","31.47","128.0","64.0","122.55","96.53","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","225.0","0.1","0.8","0.0","4.69","0.8","3.75","0.0","0.0","0.0","0.0","9.2","31.47","128.0","64.0","118.8","96.53","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","225.0","0.1","0.8","0.0","5.76","0.8","4.61","0.0","0.0","0.0","0.0","13.81","31.47","128.0","64.0","114.19","96.53","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","225.0","0.1","0.8","0.0","4.25","0.8","3.4","0.0","0.0","0.0","0.0","17.21","31.47","128.0","64.0","110.79","96.53","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","225.0","0.1","0.8","0.0","6.71","0.8","5.37","0.0","0.0","0.0","0.0","22.58","31.47","128.0","64.0","105.42","96.53","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","225.0","0.1","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","27.34","31.47","128.0","64.0","100.66","96.53","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","225.0","0.1","0.8","0.0","6.56","0.8","5.25","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","32.59","","","","","","",""
"2015.0","8.0","10.0","222.0","225.0","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","5.26","31.47","128.0","64.0","122.74","96.53","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","225.0","0.1","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","10.38","31.47","128.0","64.0","117.62","96.53","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","225.0","0.1","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","15.45","31.47","128.0","64.0","112.55","96.53","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","225.0","0.1","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","20.61","31.47","128.0","64.0","107.39","96.53","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","225.0","0.1","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","25.51","31.47","128.0","64.0","102.49","96.53","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","225.0","0.1","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","30.65","31.47","128.0","64.0","97.35","96.53","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","225.0","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","35.98","","","","","","",""
"2015.0","8.0","17.0","229.0","225.0","0.1","0.8","0.0","7.09","0.8","5.67","0.0","0.0","0.0","0.0","5.67","31.47","128.0","64.0","122.33","96.53","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","225.0","0.1","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","11.1","31.47","128.0","64.0","116.9","96.53","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","225.0","0.1","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","16.05","31.47","128.0","64.0","111.95","96.53","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","225.0","0.1","0.8","0.0","5.52","0.8","4.42","0.0","0.0","0.0","0.0","20.46","31.47","128.0","64.0","107.54","96.53","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","225.0","0.09","0.8","0.0","5.62","0.8","4.5","0.0","0.0","0.0","0.0","24.96","31.47","128.0","64.0","103.04","96.53","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","225.0","0.09","0.8","0.0","5.69","0.8","4.55","0.0","0.0","0.0","0.0","29.51","31.47","128.0","64.0","98.49","96.53","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","225.0","0.09","0.8","0.0","5.75","0.8","4.6","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","34.11","","","","","","",""
"2015.0","8.0","24.0","236.0","225.0","0.09","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","4.98","31.47","128.0","64.0","123.02","96.53","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","225.0","0.09","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","10.19","31.47","128.0","64.0","117.81","96.53","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","225.0","0.09","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","15.5","31.47","128.0","64.0","112.5","96.53","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","225.0","0.09","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","20.96","31.47","128.0","64.0","107.04","96.53","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","225.0","0.09","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","26.39","31.47","128.0","64.0","101.61","96.53","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","225.0","0.09","0.8","0.0","5.21","0.8","4.17","0.0","0.0","0.0","0.0","30.56","31.47","128.0","64.0","97.44","96.53","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","225.0","0.09","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","34.99","","","","","","",""
"2015.0","8.0","31.0","243.0","225.0","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","4.56","31.47","128.0","64.0","123.44","96.53","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","225.0","0.09","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","9.1","31.47","128.0","64.0","118.9","96.53","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","225.0","0.09","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","13.54","31.47","128.0","64.0","114.46","96.53","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","225.0","0.09","0.8","0.0","5.19","0.8","4.15","0.0","0.0","0.0","0.0","17.69","31.47","128.0","64.0","110.31","96.53","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","225.0","0.09","0.8","0.0","5.28","0.8","4.22","0.0","0.0","0.0","0.0","21.91","31.47","128.0","64.0","106.09","96.53","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","225.0","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","26.47","31.47","128.0","64.0","101.53","96.53","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","225.0","0.09","0.8","0.0","5.21","0.8","4.17","0.0","0.0","0.0","0.0","30.64","31.47","128.0","64.0","97.36","96.53","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","225.0","0.09","0.8","0.0","5.47","0.8","4.38","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","35.02","","","","","","",""
"2015.0","9.0","8.0","251.0","225.0","0.09","0.8","0.0","5.43","0.8","4.34","0.0","0.0","0.0","0.0","4.34","31.47","128.0","64.0","123.66","96.53","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","225.0","0.09","0.8","0.0","6.14","0.8","4.91","0.0","0.0","0.0","0.0","9.26","31.47","128.0","64.0","118.74","96.53","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","225.0","0.09","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","14.46","31.47","128.0","64.0","113.54","96.53","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","225.0","0.09","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","19.42","31.47","128.0","64.0","108.58","96.53","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","225.0","0.09","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","23.12","31.47","128.0","64.0","104.88","96.53","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","225.0","0.09","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","27.36","31.47","128.0","64.0","100.64","96.53","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","225.0","0.09","0.8","0.0","3.97","0.8","3.18","0.0","0.0","0.0","0.0","30.54","31.47","128.0","64.0","97.46","96.53","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","225.0","0.09","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","34.21","","","","","","",""
"2015.0","9.0","16.0","259.0","225.0","0.09","0.8","0.0","3.31","0.8","2.65","0.0","0.0","0.0","0.0","2.65","31.47","128.0","64.0","125.35","96.53","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","225.0","0.09","0.8","0.0","3.92","0.8","3.14","0.05","0.05","0.0","0.0","5.73","31.47","128.0","64.0","122.27","96.53","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","225.0","0.09","0.8","0.0","4.51","0.8","3.61","0.0","0.0","0.0","0.0","9.34","31.47","128.0","64.0","118.66","96.53","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","225.0","0.09","0.8","0.0","4.71","0.8","3.77","0.0","0.0","0.0","0.0","13.11","31.47","128.0","64.0","114.89","96.53","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","225.0","0.09","0.8","0.0","4.75","0.8","3.8","0.0","0.0","0.0","0.0","16.91","31.47","128.0","64.0","111.09","96.53","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","225.0","0.09","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","21.34","31.47","128.0","64.0","106.66","96.53","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","225.0","0.09","0.8","0.0","5.48","0.8","4.38","0.0","0.0","0.0","0.0","25.73","31.47","128.0","64.0","102.27","96.53","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","225.0","0.09","0.8","0.0","4.54","0.8","3.63","0.0","0.0","0.0","0.0","29.36","31.47","128.0","64.0","98.64","96.53","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","225.0","0.09","0.8","0.0","4.54","0.8","3.63","0.0","0.0","0.0","0.0","0.0","31.47","128.0","64.0","128.0","96.53","32.99","","","","","","",""
"2015.0","9.0","25.0","268.0","225.0","0.08","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","4.43","31.47","128.0","64.0","123.57","96.53","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","225.0","0.08","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","8.67","31.47","128.0","64.0","119.33","96.53","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","225.0","0.08","0.8","0.0","3.95","0.8","3.16","0.0","0.0","0.0","0.0","11.83","31.47","128.0","64.0","116.17","96.53","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","225.0","0.08","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","15.46","31.47","128.0","64.0","112.54","96.53","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","225.0","0.08","0.8","0.0","4.09","0.8","3.27","0.0","0.0","0.0","0.0","18.73","31.47","128.0","64.0","109.27","96.53","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","225.0","0.08","0.8","0.0","1.96","0.8","1.57","0.0","0.0","0.0","0.0","20.3","31.47","128.0","64.0","107.7","96.53","0.0","","","","","","",""
