" Daily soil water balance output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","172.0","0.14","0.63","0.0","6.22","0.63","3.93","0.0","0.0","0.0","0.0","43.83","69.74","336.8","168.4","292.97","267.07","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","172.0","0.14","0.65","0.0","6.84","0.65","4.42","0.0","0.0","0.0","0.0","48.26","69.74","336.8","168.4","288.55","267.07","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","172.0","0.13","0.66","0.0","7.27","0.66","4.8","0.0","0.0","0.0","0.0","53.06","69.74","336.8","168.4","283.74","267.07","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","172.0","0.13","0.67","0.0","7.45","0.67","5.03","0.0","0.0","0.0","0.0","58.09","69.74","336.8","168.4","278.72","267.07","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","172.0","0.13","0.69","0.0","7.25","0.69","4.99","0.0","0.0","0.0","0.0","63.08","69.74","336.8","168.4","273.72","267.07","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","172.0","0.13","0.7","0.0","6.75","0.7","4.75","0.0","0.0","0.0","0.0","67.83","69.74","336.8","168.4","268.98","267.07","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","172.0","0.13","0.72","0.0","7.24","0.72","5.19","0.0","0.0","0.0","0.0","0.0","69.74","336.8","168.4","336.8","267.07","73.02","","","","","","","","",""
"2015.0","7.0","4.0","185.0","172.0","0.13","0.73","0.0","7.49","0.73","5.48","0.0","0.0","0.0","0.0","5.48","69.74","336.8","168.4","331.33","267.07","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","172.0","0.13","0.75","0.0","6.81","0.75","5.07","0.0","0.0","0.0","0.0","10.55","69.74","336.8","168.4","326.25","267.07","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","172.0","0.13","0.76","0.0","7.06","0.76","5.36","0.0","0.0","0.0","0.0","15.91","69.74","336.8","168.4","320.89","267.07","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","172.0","0.12","0.77","0.0","6.43","0.77","4.97","0.0","0.0","0.0","0.0","20.88","69.74","336.8","168.4","315.92","267.07","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","172.0","0.12","0.79","0.0","6.11","0.79","4.81","0.0","0.0","0.0","0.0","25.69","69.74","336.8","168.4","311.11","267.07","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","172.0","0.12","0.8","0.0","4.59","0.8","3.68","0.0","0.0","0.0","0.0","29.37","69.74","336.8","168.4","307.43","267.07","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","172.0","0.12","0.82","0.0","5.12","0.82","4.18","0.0","0.0","0.0","0.0","33.55","69.74","336.8","168.4","303.25","267.07","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","172.0","0.12","0.83","0.0","6.16","0.83","5.11","0.0","0.0","0.0","0.0","38.66","69.74","336.8","168.4","298.14","267.07","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","172.0","0.12","0.84","0.0","6.25","0.84","5.27","0.0","0.0","0.0","0.0","43.93","69.74","336.8","168.4","292.87","267.07","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","172.0","0.12","0.86","0.0","6.5","0.86","5.58","0.0","0.0","0.0","0.0","49.51","69.74","336.8","168.4","287.3","267.07","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","172.0","0.12","0.87","0.0","6.12","0.87","5.34","0.0","0.0","0.0","0.0","54.84","69.74","336.8","168.4","281.96","267.07","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","172.0","0.12","0.89","0.0","6.37","0.89","5.64","0.0","0.0","0.0","0.0","60.49","69.74","336.8","168.4","276.32","267.07","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","172.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","66.61","69.74","336.8","168.4","270.2","267.07","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","172.0","0.12","0.9","0.0","6.95","0.9","6.26","0.0","0.0","0.0","0.0","0.0","69.74","336.8","168.4","336.8","267.07","72.86","","","","","","","","",""
"2015.0","7.0","18.0","199.0","172.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","6.12","69.74","336.8","168.4","330.68","267.07","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","172.0","0.12","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","12.02","69.74","336.8","168.4","324.79","267.07","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","172.0","0.11","0.9","0.0","7.22","0.9","6.5","0.0","0.0","0.0","0.0","18.51","69.74","336.8","168.4","318.29","267.07","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","172.0","0.11","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","24.72","69.74","336.8","168.4","312.08","267.07","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","172.0","0.11","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","30.51","69.74","336.8","168.4","306.29","267.07","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","172.0","0.11","0.9","0.0","6.01","0.9","5.41","0.0","0.0","0.0","0.0","35.92","69.74","336.8","168.4","300.89","267.07","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","172.0","0.11","0.9","0.0","6.29","0.9","5.66","0.0","0.0","0.0","0.0","41.58","69.74","336.8","168.4","295.22","267.07","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","172.0","0.11","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","47.22","69.74","336.8","168.4","289.58","267.07","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","172.0","0.11","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","52.79","69.74","336.8","168.4","284.02","267.07","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","172.0","0.11","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","59.23","69.74","336.8","168.4","277.58","267.07","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","172.0","0.11","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","65.9","69.74","336.8","168.4","270.91","267.07","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","172.0","0.11","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","0.0","69.74","336.8","168.4","336.8","267.07","72.36","","","","","","","","",""
"2015.0","7.0","30.0","211.0","172.0","0.11","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","6.59","69.74","336.8","168.4","330.22","267.07","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","172.0","0.11","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","12.29","69.74","336.8","168.4","324.51","267.07","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","172.0","0.11","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","18.36","69.74","336.8","168.4","318.44","267.07","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","172.0","0.11","0.9","0.0","6.62","0.9","5.96","0.0","0.0","0.0","0.0","24.32","69.74","336.8","168.4","312.49","267.07","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","172.0","0.1","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","30.23","69.74","336.8","168.4","306.57","267.07","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","172.0","0.1","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","34.79","69.74","336.8","168.4","302.01","267.07","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","172.0","0.1","0.9","0.0","5.66","0.9","5.09","0.0","0.0","0.0","0.0","39.89","69.74","336.8","168.4","296.92","267.07","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","172.0","0.1","0.9","0.0","3.9","0.9","3.51","0.0","0.0","0.0","0.0","43.4","69.74","336.8","168.4","293.41","267.07","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","172.0","0.1","0.9","0.0","6.42","0.9","5.78","0.1","0.1","0.0","0.0","49.08","69.74","336.8","168.4","287.73","267.07","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","172.0","0.1","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","54.24","69.74","336.8","168.4","282.56","267.07","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","172.0","0.1","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","59.95","69.74","336.8","168.4","276.86","267.07","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","172.0","0.1","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","65.65","69.74","336.8","168.4","271.16","267.07","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","172.0","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","0.0","69.74","336.8","168.4","336.8","267.07","71.24","","","","","","","","",""
"2015.0","8.0","12.0","224.0","172.0","0.1","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","5.55","69.74","336.8","168.4","331.25","267.07","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","172.0","0.1","0.89","0.0","6.28","0.89","5.58","0.0","0.0","0.0","0.0","11.14","69.74","336.8","168.4","325.67","267.07","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","172.0","0.1","0.88","0.0","6.15","0.88","5.4","0.0","0.0","0.0","0.0","16.53","84.2","336.8","168.4","320.27","252.6","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","172.0","0.1","0.87","0.0","6.44","0.87","5.58","0.0","0.0","0.0","0.0","22.11","84.2","336.8","168.4","314.69","252.6","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","172.0","0.1","0.86","0.0","6.56","0.86","5.61","0.0","0.0","0.0","0.0","27.73","84.2","336.8","168.4","309.08","252.6","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","172.0","0.1","0.84","0.0","6.9","0.84","5.83","0.0","0.0","0.0","0.0","33.55","84.2","336.8","168.4","303.25","252.6","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","172.0","0.1","0.83","0.0","6.52","0.83","5.43","0.0","0.0","0.0","0.0","38.99","84.2","336.8","168.4","297.82","252.6","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","172.0","0.1","0.82","0.0","5.94","0.82","4.88","0.0","0.0","0.0","0.0","43.87","84.2","336.8","168.4","292.93","252.6","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","172.0","0.1","0.81","0.0","5.43","0.81","4.4","0.0","0.0","0.0","0.0","48.28","84.2","336.8","168.4","288.53","252.6","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","172.0","0.1","0.8","0.0","5.49","0.8","4.39","0.0","0.0","0.0","0.0","52.67","84.2","336.8","168.4","284.14","252.6","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","172.0","0.1","0.79","0.0","5.51","0.79","4.35","0.0","0.0","0.0","0.0","57.01","84.2","336.8","168.4","279.79","252.6","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","172.0","0.1","0.78","0.0","5.64","0.78","4.39","0.0","0.0","0.0","0.0","61.4","84.2","336.8","168.4","275.4","252.6","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","172.0","0.1","0.77","0.0","6.06","0.77","4.65","0.0","0.0","0.0","0.0","66.05","84.2","336.8","168.4","270.76","252.6","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","172.0","0.1","0.76","0.0","6.32","0.76","4.78","0.0","0.0","0.0","0.0","70.82","84.2","336.8","168.4","265.98","252.6","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","172.0","0.09","0.74","0.0","6.51","0.74","4.85","0.0","0.0","0.0","0.0","75.67","84.2","336.8","168.4","261.14","252.6","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","172.0","0.09","0.73","0.0","6.88","0.73","5.05","0.04","0.04","0.0","0.0","80.67","84.2","336.8","168.4","256.13","252.6","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","172.0","0.09","0.72","0.0","6.73","0.72","4.86","0.0","0.0","0.0","0.0","0.0","84.2","336.8","168.4","336.8","252.6","85.53","","","","","","","","",""
"2015.0","8.0","29.0","241.0","172.0","0.09","0.71","0.0","5.23","0.71","3.72","0.0","0.0","0.0","0.0","3.72","84.2","336.8","168.4","333.08","252.6","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","172.0","0.09","0.7","0.0","5.55","0.7","3.89","0.0","0.0","0.0","0.0","7.6","84.2","336.8","168.4","329.2","252.6","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","172.0","0.09","0.0","0.0","5.58","0.09","0.52","0.0","0.0","0.0","0.0","8.12","25.5","336.8","168.4","328.68","311.3","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","172.0","0.09","0.0","0.0","5.43","0.09","0.5","0.0","0.0","0.0","0.0","8.62","25.5","336.8","168.4","328.18","311.3","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","172.0","0.09","0.0","0.0","5.29","0.09","0.49","0.0","0.0","0.0","0.0","9.11","25.5","336.8","168.4","327.69","311.3","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","172.0","0.09","0.0","0.0","5.11","0.09","0.47","0.0","0.0","0.0","0.0","9.58","25.5","336.8","168.4","327.22","311.3","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","172.0","0.09","0.0","0.0","5.15","0.09","0.47","0.0","0.0","0.0","0.0","10.05","25.5","336.8","168.4","326.75","311.3","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","172.0","0.09","0.0","0.0","5.45","0.09","0.5","0.0","0.0","0.0","0.0","10.55","25.5","336.8","168.4","326.25","311.3","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","172.0","0.09","0.0","0.0","5.14","0.09","0.47","0.0","0.0","0.0","0.0","11.02","25.5","336.8","168.4","325.79","311.3","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","172.0","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","11.5","25.5","336.8","168.4","325.3","311.3","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","172.0","0.09","0.0","0.0","5.51","0.09","0.5","0.0","0.0","0.0","0.0","12.0","25.5","336.8","168.4","324.8","311.3","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","172.0","0.09","0.0","0.0","6.15","0.09","0.55","0.0","0.0","0.0","0.0","12.56","25.5","336.8","168.4","324.25","311.3","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","172.0","0.09","0.0","0.0","6.46","0.09","0.58","0.0","0.0","0.0","0.0","13.13","25.5","336.8","168.4","323.67","311.3","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","172.0","0.09","0.0","0.0","5.99","0.09","0.54","0.0","0.0","0.0","0.0","13.67","25.5","336.8","168.4","323.13","311.3","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","172.0","0.09","0.0","0.0","4.16","0.09","0.37","0.0","0.0","0.0","0.0","14.04","25.5","336.8","168.4","322.76","311.3","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","172.0","0.09","0.0","0.0","5.02","0.09","0.45","0.0","0.0","0.0","0.0","14.49","25.5","336.8","168.4","322.32","311.3","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","172.0","0.09","0.0","0.0","3.65","0.09","0.32","0.0","0.0","0.0","0.0","14.81","25.5","336.8","168.4","321.99","311.3","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","172.0","0.09","0.0","0.0","4.63","0.09","0.41","0.0","0.0","0.0","0.0","15.22","25.5","336.8","168.4","321.58","311.3","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","172.0","0.09","0.0","0.0","3.63","0.09","0.32","0.0","0.0","0.0","0.0","15.54","25.5","336.8","168.4","321.26","311.3","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","172.0","0.09","0.0","0.0","3.92","0.09","0.35","0.0","0.0","0.0","0.0","15.89","25.5","336.8","168.4","320.92","311.3","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","172.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","16.29","25.5","336.8","168.4","320.51","311.3","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","172.0","0.09","0.0","0.0","4.65","0.09","0.41","0.0","0.0","0.0","0.0","16.7","25.5","336.8","168.4","320.11","311.3","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","172.0","0.09","0.0","0.0","4.8","0.09","0.42","0.0","0.0","0.0","0.0","17.12","25.5","336.8","168.4","319.69","311.3","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","172.0","0.09","0.0","0.0","5.53","0.09","0.48","0.0","0.0","0.0","0.0","17.6","25.5","336.8","168.4","319.2","311.3","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","172.0","0.09","0.0","0.0","5.15","0.09","0.45","0.0","0.0","0.0","0.0","18.05","25.5","336.8","168.4","318.76","311.3","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","172.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","18.44","25.5","336.8","168.4","318.36","311.3","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","172.0","0.09","0.0","0.0","4.55","0.09","0.39","0.0","0.0","0.0","0.0","18.84","25.5","336.8","168.4","317.97","311.3","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","172.0","0.09","0.0","0.0","5.43","0.09","0.47","0.0","0.0","0.0","0.0","19.31","25.5","336.8","168.4","317.5","311.3","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","172.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","19.76","25.5","336.8","168.4","317.04","311.3","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","172.0","0.09","0.0","0.0","3.79","0.09","0.33","0.0","0.0","0.0","0.0","20.09","25.5","336.8","168.4","316.72","311.3","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","172.0","0.09","0.0","0.0","4.18","0.09","0.36","0.0","0.0","0.0","0.0","20.45","25.5","336.8","168.4","316.36","311.3","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","172.0","0.09","0.0","0.0","3.64","0.09","0.31","0.0","0.0","0.0","0.0","20.76","25.5","336.8","168.4","316.05","311.3","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","172.0","0.09","0.0","0.0","1.99","0.09","0.17","0.0","0.0","0.0","0.0","20.93","25.5","336.8","168.4","315.88","311.3","0.0","","","","","","","","",""
