" Daily soil water balance output for Pears in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Pears in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","339.0","0.13","1.05","0.0","6.73","1.05","7.07","0.0","0.0","0.0","0.0","84.29","93.76","438.91","219.46","354.62","345.15","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","339.0","0.13","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","91.8","93.76","438.91","219.46","347.11","345.15","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","339.0","0.13","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","99.62","","","","","","","","",""
"2015.0","6.0","30.0","181.0","339.0","0.13","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","7.95","93.76","438.91","219.46","430.96","345.15","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","339.0","0.13","1.05","0.0","7.43","1.05","7.8","0.0","0.0","0.0","0.0","15.75","93.76","438.91","219.46","423.16","345.15","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","339.0","0.13","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","23.06","93.76","438.91","219.46","415.85","345.15","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","339.0","0.13","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","30.8","93.76","438.91","219.46","408.12","345.15","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","339.0","0.13","1.05","0.0","7.87","1.05","8.26","0.0","0.0","0.0","0.0","39.06","93.76","438.91","219.46","399.85","345.15","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","339.0","0.12","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","46.57","93.76","438.91","219.46","392.34","345.15","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","339.0","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","54.16","93.76","438.91","219.46","384.75","345.15","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","339.0","0.12","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","61.25","93.76","438.91","219.46","377.67","345.15","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","339.0","0.12","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","67.82","93.76","438.91","219.46","371.09","345.15","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","339.0","0.12","1.05","0.0","4.34","1.05","4.56","0.0","0.0","0.0","0.0","72.38","93.76","438.91","219.46","366.54","345.15","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","339.0","0.12","1.05","0.0","5.16","1.05","5.42","0.0","0.0","0.0","0.0","77.79","93.76","438.91","219.46","361.12","345.15","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","339.0","0.12","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","84.45","93.76","438.91","219.46","354.46","345.15","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","339.0","0.12","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","91.27","93.76","438.91","219.46","347.65","345.15","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","339.0","0.12","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","98.2","","","","","","","","",""
"2015.0","7.0","14.0","195.0","339.0","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","6.74","93.76","438.91","219.46","432.17","345.15","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","339.0","0.12","1.05","0.0","6.62","1.05","6.95","0.0","0.0","0.0","0.0","13.69","93.76","438.91","219.46","425.22","345.15","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","339.0","0.12","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","21.12","93.76","438.91","219.46","417.8","345.15","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","339.0","0.11","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","28.73","93.76","438.91","219.46","410.18","345.15","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","339.0","0.11","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","36.33","93.76","438.91","219.46","402.58","345.15","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","339.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","43.47","93.76","438.91","219.46","395.44","345.15","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","339.0","0.11","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","51.12","93.76","438.91","219.46","387.79","345.15","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","339.0","0.11","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","58.7","93.76","438.91","219.46","380.22","345.15","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","339.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","65.84","93.76","438.91","219.46","373.08","345.15","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","339.0","0.11","1.05","0.0","6.1","1.05","6.41","0.0","0.0","0.0","0.0","72.24","93.76","438.91","219.46","366.67","345.15","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","339.0","0.11","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","78.91","93.76","438.91","219.46","360.0","345.15","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","339.0","0.11","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","85.64","93.76","438.91","219.46","353.27","345.15","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","339.0","0.11","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","92.38","93.76","438.91","219.46","346.53","345.15","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","339.0","0.11","1.05","0.0","7.39","1.05","7.76","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","100.14","","","","","","","","",""
"2015.0","7.0","28.0","209.0","339.0","0.11","1.05","0.0","7.74","1.05","8.13","0.0","0.0","0.0","0.0","8.13","93.76","438.91","219.46","430.79","345.15","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","339.0","0.11","1.05","0.0","7.42","1.05","7.79","0.0","0.0","0.0","0.0","15.92","93.76","438.91","219.46","422.99","345.15","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","339.0","0.11","1.05","0.0","7.73","1.05","8.12","0.0","0.0","0.0","0.0","24.03","93.76","438.91","219.46","414.88","345.15","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","339.0","0.1","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","31.0","93.76","438.91","219.46","407.92","345.15","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","339.0","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","38.27","93.76","438.91","219.46","400.64","345.15","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","339.0","0.1","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","45.39","93.76","438.91","219.46","393.52","345.15","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","339.0","0.1","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","52.54","93.76","438.91","219.46","386.37","345.15","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","339.0","0.1","1.05","0.0","4.69","1.05","4.92","0.0","0.0","0.0","0.0","57.47","93.76","438.91","219.46","381.45","345.15","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","339.0","0.1","1.05","0.0","5.76","1.05","6.05","0.0","0.0","0.0","0.0","63.51","93.76","438.91","219.46","375.4","345.15","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","339.0","0.1","1.05","0.0","4.25","1.05","4.46","0.0","0.0","0.0","0.0","67.98","93.76","438.91","219.46","370.94","345.15","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","339.0","0.1","1.05","0.0","6.71","1.05","7.05","0.0","0.0","0.0","0.0","75.02","93.76","438.91","219.46","363.89","345.15","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","339.0","0.1","1.05","0.0","5.96","1.05","6.26","0.0","0.0","0.0","0.0","81.28","93.76","438.91","219.46","357.63","345.15","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","339.0","0.1","1.05","0.0","6.56","1.05","6.89","0.0","0.0","0.0","0.0","88.17","93.76","438.91","219.46","350.74","345.15","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","339.0","0.1","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","95.08","","","","","","","","",""
"2015.0","8.0","11.0","223.0","339.0","0.1","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","6.72","93.76","438.91","219.46","432.19","345.15","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","339.0","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","13.37","93.76","438.91","219.46","425.55","345.15","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","339.0","0.1","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","20.14","93.76","438.91","219.46","418.77","345.15","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","339.0","0.1","1.05","0.0","6.13","1.05","6.44","0.0","0.0","0.0","0.0","26.58","93.76","438.91","219.46","412.34","345.15","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","339.0","0.1","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","33.32","93.76","438.91","219.46","405.6","345.15","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","339.0","0.1","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","40.31","93.76","438.91","219.46","398.6","345.15","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","339.0","0.1","1.05","0.0","7.09","1.05","7.44","0.0","0.0","0.0","0.0","47.75","93.76","438.91","219.46","391.16","345.15","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","339.0","0.1","1.05","0.0","6.79","1.05","7.13","0.0","0.0","0.0","0.0","54.88","93.76","438.91","219.46","384.03","345.15","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","339.0","0.1","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","61.37","93.76","438.91","219.46","377.54","345.15","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","339.0","0.1","1.05","0.0","5.52","1.05","5.8","0.0","0.0","0.0","0.0","67.17","93.76","438.91","219.46","371.74","345.15","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","339.0","0.09","1.05","0.0","5.62","1.05","5.9","0.0","0.0","0.0","0.0","73.07","93.76","438.91","219.46","365.84","345.15","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","339.0","0.09","1.05","0.0","5.69","1.05","5.97","0.0","0.0","0.0","0.0","79.04","93.76","438.91","219.46","359.87","345.15","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","339.0","0.09","1.05","0.0","5.75","1.05","6.04","0.0","0.0","0.0","0.0","85.08","93.76","438.91","219.46","353.83","345.15","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","339.0","0.09","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","91.62","93.76","438.91","219.46","347.29","345.15","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","339.0","0.09","1.05","0.0","6.51","1.05","6.84","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","98.46","","","","","","","","",""
"2015.0","8.0","26.0","238.0","339.0","0.09","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","6.97","93.76","438.91","219.46","431.94","345.15","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","339.0","0.09","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","14.13","93.76","438.91","219.46","424.78","345.15","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","339.0","0.09","1.05","0.0","6.79","1.05","7.13","0.0","0.0","0.0","0.0","21.26","93.76","438.91","219.46","417.65","345.15","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","339.0","0.09","1.05","0.0","5.21","1.05","5.47","0.0","0.0","0.0","0.0","26.73","93.76","438.91","219.46","412.18","345.15","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","339.0","0.09","1.05","0.0","5.54","1.05","5.82","0.0","0.0","0.0","0.0","32.55","93.76","438.91","219.46","406.36","345.15","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","339.0","0.09","1.05","0.0","5.7","1.05","5.96","0.0","0.0","0.0","0.0","38.51","93.76","438.91","219.46","400.4","345.15","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","339.0","0.09","1.04","0.0","5.68","1.04","5.92","0.0","0.0","0.0","0.0","44.43","93.76","438.91","219.46","394.48","345.15","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","339.0","0.09","1.04","0.0","5.54","1.04","5.75","0.0","0.0","0.0","0.0","50.18","93.76","438.91","219.46","388.73","345.15","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","339.0","0.09","1.03","0.0","5.19","1.03","5.37","0.0","0.0","0.0","0.0","55.55","93.76","438.91","219.46","383.37","345.15","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","339.0","0.09","1.03","0.0","5.28","1.03","5.44","0.0","0.0","0.0","0.0","60.98","93.76","438.91","219.46","377.93","345.15","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","339.0","0.09","1.03","0.0","5.7","1.03","5.85","0.0","0.0","0.0","0.0","66.83","93.76","438.91","219.46","372.08","345.15","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","339.0","0.09","1.02","0.0","5.21","1.02","5.32","0.0","0.0","0.0","0.0","72.15","93.76","438.91","219.46","366.76","345.15","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","339.0","0.09","1.02","0.0","5.47","1.02","5.57","0.0","0.0","0.0","0.0","77.72","93.76","438.91","219.46","361.19","345.15","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","339.0","0.09","1.01","0.0","5.43","1.01","5.5","0.0","0.0","0.0","0.0","83.23","93.76","438.91","219.46","355.69","345.15","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","339.0","0.09","1.01","0.0","6.14","1.01","6.2","0.0","0.0","0.0","0.0","89.42","93.76","438.91","219.46","349.49","345.15","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","339.0","0.09","1.01","0.0","6.51","1.01","6.55","0.0","0.0","0.0","0.0","0.0","93.76","438.91","219.46","438.91","345.15","95.97","","","","","","","","",""
"2015.0","9.0","11.0","254.0","339.0","0.09","1.0","0.0","6.2","1.0","6.21","0.0","0.0","0.0","0.0","6.21","93.76","438.91","219.46","432.7","345.15","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","339.0","0.09","1.0","0.0","4.62","1.0","4.61","0.0","0.0","0.0","0.0","10.82","93.76","438.91","219.46","428.09","345.15","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","339.0","0.09","0.99","0.0","5.3","0.99","5.27","0.0","0.0","0.0","0.0","16.08","93.76","438.91","219.46","422.83","345.15","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","339.0","0.09","0.99","0.0","3.97","0.99","3.93","0.0","0.0","0.0","0.0","20.01","93.76","438.91","219.46","418.9","345.15","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","339.0","0.09","0.99","0.0","4.59","0.99","4.52","0.0","0.0","0.0","0.0","24.54","93.76","438.91","219.46","414.38","345.15","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","339.0","0.09","0.98","0.0","3.31","0.98","3.25","0.0","0.0","0.0","0.0","27.78","93.76","438.91","219.46","411.13","345.15","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","339.0","0.09","0.98","0.0","3.92","0.98","3.83","0.05","0.05","0.0","0.0","31.57","93.76","438.91","219.46","407.35","345.15","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","339.0","0.09","0.97","0.0","4.51","0.97","4.39","0.0","0.0","0.0","0.0","35.96","93.76","438.91","219.46","402.96","345.15","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","339.0","0.09","0.97","0.0","4.71","0.97","4.57","0.0","0.0","0.0","0.0","40.52","93.76","438.91","219.46","398.39","345.15","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","339.0","0.09","0.97","0.0","4.75","0.97","4.59","0.0","0.0","0.0","0.0","45.11","93.76","438.91","219.46","393.8","345.15","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","339.0","0.09","0.96","0.0","5.54","0.96","5.33","0.0","0.0","0.0","0.0","50.43","93.76","438.91","219.46","388.48","345.15","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","339.0","0.09","0.96","0.0","5.48","0.96","5.25","0.0","0.0","0.0","0.0","55.68","93.76","438.91","219.46","383.23","345.15","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","339.0","0.09","0.95","0.0","4.54","0.95","4.33","0.0","0.0","0.0","0.0","60.01","93.76","438.91","219.46","378.91","345.15","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","339.0","0.09","0.95","0.0","4.54","0.95","4.31","0.0","0.0","0.0","0.0","64.32","93.76","438.91","219.46","374.6","345.15","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","339.0","0.08","0.95","0.0","5.54","0.95","5.24","0.0","0.0","0.0","0.0","69.55","93.76","438.91","219.46","369.36","345.15","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","339.0","0.08","0.94","0.0","5.3","0.94","4.99","0.0","0.0","0.0","0.0","74.54","93.76","438.91","219.46","364.37","345.15","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","339.0","0.08","0.94","0.0","3.95","0.94","3.7","0.0","0.0","0.0","0.0","78.24","109.73","438.91","219.46","360.67","329.18","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","339.0","0.08","0.93","0.0","4.53","0.93","4.23","0.0","0.0","0.0","0.0","82.47","109.73","438.91","219.46","356.44","329.18","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","339.0","0.08","0.93","0.0","4.09","0.93","3.8","0.0","0.0","0.0","0.0","86.27","109.73","438.91","219.46","352.64","329.18","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","339.0","0.08","0.92","0.0","1.96","0.92","1.81","0.0","0.0","0.0","0.0","88.08","109.73","438.91","219.46","350.83","329.18","0.0","","","","","","","","",""
