" Daily soil water balance output for Other Deciduous in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Other Deciduous in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","74.0","0.13","1.03","0.0","6.73","1.03","6.93","0.0","0.0","0.0","0.0","38.13","102.27","438.91","219.46","400.78","336.64","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","74.0","0.13","1.04","0.0","7.15","1.04","7.41","0.0","0.0","0.0","0.0","45.54","102.27","438.91","219.46","393.37","336.64","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","74.0","0.13","1.04","0.0","7.45","1.04","7.77","0.0","0.0","0.0","0.0","53.32","102.27","438.91","219.46","385.6","336.64","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","74.0","0.13","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","61.27","102.27","438.91","219.46","377.65","336.64","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","74.0","0.13","1.05","0.0","7.43","1.05","7.8","0.0","0.0","0.0","0.0","69.07","102.27","438.91","219.46","369.85","336.64","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","74.0","0.13","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","76.37","102.27","438.91","219.46","362.54","336.64","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","74.0","0.13","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","84.11","102.27","438.91","219.46","354.8","336.64","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","74.0","0.13","1.05","0.0","7.87","1.05","8.26","0.0","0.0","0.0","0.0","92.38","102.27","438.91","219.46","346.54","336.64","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","74.0","0.12","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","99.88","102.27","438.91","219.46","339.03","336.64","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","74.0","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","0.0","102.27","438.91","219.46","438.91","336.64","107.48","","","","","","","","",""
"2015.0","7.0","7.0","188.0","74.0","0.12","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","7.09","102.27","438.91","219.46","431.82","336.64","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","74.0","0.12","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","13.66","102.27","438.91","219.46","425.25","336.64","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","74.0","0.12","1.05","0.0","4.34","1.05","4.56","0.0","0.0","0.0","0.0","18.22","102.27","438.91","219.46","420.69","336.64","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","74.0","0.12","1.05","0.0","5.16","1.05","5.42","0.0","0.0","0.0","0.0","23.64","102.27","438.91","219.46","415.28","336.64","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","74.0","0.12","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","30.29","102.27","438.91","219.46","408.62","336.64","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","74.0","0.12","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","37.11","102.27","438.91","219.46","401.81","336.64","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","74.0","0.12","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","44.04","102.27","438.91","219.46","394.88","336.64","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","74.0","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","50.78","102.27","438.91","219.46","388.13","336.64","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","74.0","0.12","1.05","0.0","6.62","1.05","6.95","0.0","0.0","0.0","0.0","57.73","102.27","438.91","219.46","381.18","336.64","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","74.0","0.12","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","65.15","102.27","438.91","219.46","373.76","336.64","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","74.0","0.11","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","72.76","102.27","438.91","219.46","366.15","336.64","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","74.0","0.11","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","80.37","102.27","438.91","219.46","358.55","336.64","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","74.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","87.51","102.27","438.91","219.46","351.41","336.64","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","74.0","0.11","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","95.16","102.27","438.91","219.46","343.75","336.64","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","74.0","0.11","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","0.0","102.27","438.91","219.46","438.91","336.64","102.73","","","","","","","","",""
"2015.0","7.0","22.0","203.0","74.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","7.14","102.27","438.91","219.46","431.77","336.64","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","74.0","0.11","1.05","0.0","6.1","1.05","6.4","0.0","0.0","0.0","0.0","13.55","102.27","438.91","219.46","425.37","336.64","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","74.0","0.11","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","20.21","102.27","438.91","219.46","418.7","336.64","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","74.0","0.11","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","26.94","102.27","438.91","219.46","411.97","336.64","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","74.0","0.11","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","33.68","102.27","438.91","219.46","405.23","336.64","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","74.0","0.11","1.05","0.0","7.39","1.05","7.76","0.0","0.0","0.0","0.0","41.44","102.27","438.91","219.46","397.47","336.64","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","74.0","0.11","1.05","0.0","7.74","1.05","8.13","0.0","0.0","0.0","0.0","49.57","102.27","438.91","219.46","389.34","336.64","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","74.0","0.11","1.05","0.0","7.42","1.05","7.79","0.0","0.0","0.0","0.0","57.36","102.27","438.91","219.46","381.55","336.64","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","74.0","0.11","1.05","0.0","7.73","1.05","8.12","0.0","0.0","0.0","0.0","65.48","102.27","438.91","219.46","373.43","336.64","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","74.0","0.1","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","72.44","102.27","438.91","219.46","366.47","336.64","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","74.0","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","79.72","102.27","438.91","219.46","359.2","336.64","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","74.0","0.1","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","86.83","102.27","438.91","219.46","352.08","336.64","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","74.0","0.1","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","93.99","102.27","438.91","219.46","344.93","336.64","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","74.0","0.1","1.05","0.0","4.69","1.05","4.92","0.0","0.0","0.0","0.0","98.91","102.27","438.91","219.46","340.0","336.64","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","74.0","0.1","1.05","0.0","5.76","1.05","6.05","0.0","0.0","0.0","0.0","0.0","102.27","438.91","219.46","438.91","336.64","104.96","","","","","","","","",""
"2015.0","8.0","6.0","218.0","74.0","0.1","1.05","0.0","4.25","1.05","4.46","0.0","0.0","0.0","0.0","4.46","102.27","438.91","219.46","434.45","336.64","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","74.0","0.1","1.05","0.0","6.71","1.05","7.05","0.0","0.0","0.0","0.0","11.51","102.27","438.91","219.46","427.4","336.64","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","74.0","0.1","1.05","0.0","5.96","1.05","6.26","0.0","0.0","0.0","0.0","17.77","102.27","438.91","219.46","421.15","336.64","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","74.0","0.1","1.05","0.0","6.56","1.05","6.89","0.0","0.0","0.0","0.0","24.65","102.27","438.91","219.46","414.26","336.64","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","74.0","0.1","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","31.56","102.27","438.91","219.46","407.35","336.64","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","74.0","0.1","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","38.28","102.27","438.91","219.46","400.63","336.64","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","74.0","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","44.93","102.27","438.91","219.46","393.98","336.64","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","74.0","0.1","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","51.7","102.27","438.91","219.46","387.21","336.64","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","74.0","0.1","1.05","0.0","6.13","1.05","6.44","0.0","0.0","0.0","0.0","58.14","102.27","438.91","219.46","380.77","336.64","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","74.0","0.1","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","64.88","102.27","438.91","219.46","374.03","336.64","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","74.0","0.1","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","71.87","102.27","438.91","219.46","367.04","336.64","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","74.0","0.1","1.05","0.0","7.09","1.05","7.44","0.0","0.0","0.0","0.0","79.32","102.27","438.91","219.46","359.6","336.64","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","74.0","0.1","1.05","0.0","6.79","1.05","7.13","0.0","0.0","0.0","0.0","86.45","102.27","438.91","219.46","352.47","336.64","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","74.0","0.1","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","92.94","102.27","438.91","219.46","345.98","336.64","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","74.0","0.1","1.05","0.0","5.52","1.05","5.8","0.0","0.0","0.0","0.0","98.73","102.27","438.91","219.46","340.18","336.64","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","74.0","0.09","1.05","0.0","5.62","1.05","5.9","0.0","0.0","0.0","0.0","0.0","102.27","438.91","219.46","438.91","336.64","104.63","","","","","","","","",""
"2015.0","8.0","22.0","234.0","74.0","0.09","1.05","0.0","5.69","1.05","5.97","0.0","0.0","0.0","0.0","5.97","102.27","438.91","219.46","432.94","336.64","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","74.0","0.09","1.05","0.0","5.75","1.05","6.04","0.0","0.0","0.0","0.0","12.01","102.27","438.91","219.46","426.9","336.64","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","74.0","0.09","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","18.55","102.27","438.91","219.46","420.36","336.64","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","74.0","0.09","1.05","0.0","6.51","1.05","6.84","0.0","0.0","0.0","0.0","25.39","102.27","438.91","219.46","413.52","336.64","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","74.0","0.09","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","32.36","102.27","438.91","219.46","406.55","336.64","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","74.0","0.09","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","39.52","102.27","438.91","219.46","399.39","336.64","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","74.0","0.09","1.05","0.0","6.79","1.05","7.13","0.0","0.0","0.0","0.0","46.65","102.27","438.91","219.46","392.26","336.64","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","74.0","0.09","1.05","0.0","5.21","1.05","5.47","0.0","0.0","0.0","0.0","52.12","102.27","438.91","219.46","386.79","336.64","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","74.0","0.09","1.05","0.0","5.54","1.05","5.82","0.0","0.0","0.0","0.0","57.94","102.27","438.91","219.46","380.97","336.64","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","74.0","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","63.92","102.27","438.91","219.46","374.99","336.64","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","74.0","0.09","1.05","0.0","5.68","1.05","5.96","0.0","0.0","0.0","0.0","69.89","102.27","438.91","219.46","369.02","336.64","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","74.0","0.09","1.05","0.0","5.54","1.05","5.82","0.0","0.0","0.0","0.0","75.7","102.27","438.91","219.46","363.21","336.64","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","74.0","0.09","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","81.15","102.27","438.91","219.46","357.76","336.64","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","74.0","0.09","1.05","0.0","5.28","1.05","5.54","0.0","0.0","0.0","0.0","86.7","102.27","438.91","219.46","352.21","336.64","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","74.0","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","92.68","102.27","438.91","219.46","346.23","336.64","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","74.0","0.09","1.05","0.0","5.21","1.05","5.47","0.0","0.0","0.0","0.0","98.15","102.27","438.91","219.46","340.76","336.64","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","74.0","0.09","1.05","0.0","5.47","1.05","5.74","0.0","0.0","0.0","0.0","0.0","102.27","438.91","219.46","438.91","336.64","103.9","","","","","","","","",""
"2015.0","9.0","8.0","251.0","74.0","0.09","1.05","0.0","5.43","1.05","5.68","0.0","0.0","0.0","0.0","5.68","102.27","438.91","219.46","433.24","336.64","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","74.0","0.09","1.04","0.0","6.14","1.04","6.39","0.0","0.0","0.0","0.0","12.07","102.27","438.91","219.46","426.85","336.64","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","74.0","0.09","1.04","0.0","6.51","1.04","6.75","0.0","0.0","0.0","0.0","18.81","102.27","438.91","219.46","420.1","336.64","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","74.0","0.09","1.03","0.0","6.2","1.03","6.4","0.0","0.0","0.0","0.0","25.21","102.27","438.91","219.46","413.71","336.64","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","74.0","0.09","1.03","0.0","4.62","1.03","4.74","0.0","0.0","0.0","0.0","29.95","102.27","438.91","219.46","408.96","336.64","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","74.0","0.09","1.02","0.0","5.3","1.02","5.42","0.0","0.0","0.0","0.0","35.37","102.27","438.91","219.46","403.54","336.64","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","74.0","0.09","1.02","0.0","3.97","1.02","4.04","0.0","0.0","0.0","0.0","39.41","102.27","438.91","219.46","399.5","336.64","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","74.0","0.09","1.01","0.0","4.59","1.01","4.65","0.0","0.0","0.0","0.0","44.06","102.27","438.91","219.46","394.85","336.64","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","74.0","0.09","1.01","0.0","3.31","1.01","3.34","0.0","0.0","0.0","0.0","47.4","102.27","438.91","219.46","391.52","336.64","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","74.0","0.09","1.0","0.0","3.92","1.0","3.93","0.05","0.05","0.0","0.0","51.28","102.27","438.91","219.46","387.63","336.64","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","74.0","0.09","1.0","0.0","4.51","1.0","4.51","0.0","0.0","0.0","0.0","55.79","102.27","438.91","219.46","383.13","336.64","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","74.0","0.09","0.99","0.0","4.71","0.99","4.68","0.0","0.0","0.0","0.0","60.47","102.27","438.91","219.46","378.44","336.64","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","74.0","0.09","0.99","0.0","4.75","0.99","4.7","0.0","0.0","0.0","0.0","65.17","102.27","438.91","219.46","373.74","336.64","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","74.0","0.09","0.99","0.0","5.54","0.99","5.46","0.0","0.0","0.0","0.0","70.63","102.27","438.91","219.46","368.28","336.64","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","74.0","0.09","0.98","0.0","5.48","0.98","5.37","0.0","0.0","0.0","0.0","76.0","102.27","438.91","219.46","362.91","336.64","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","74.0","0.09","0.98","0.0","4.54","0.98","4.43","0.0","0.0","0.0","0.0","80.43","102.27","438.91","219.46","358.48","336.64","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","74.0","0.09","0.97","0.0","4.54","0.97","4.41","0.0","0.0","0.0","0.0","84.84","102.27","438.91","219.46","354.07","336.64","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","74.0","0.08","0.97","0.0","5.54","0.97","5.36","0.0","0.0","0.0","0.0","90.2","102.27","438.91","219.46","348.71","336.64","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","74.0","0.08","0.96","0.0","5.3","0.96","5.1","0.0","0.0","0.0","0.0","95.3","102.27","438.91","219.46","343.61","336.64","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","74.0","0.08","0.96","0.0","3.95","0.96","3.78","0.0","0.0","0.0","0.0","99.08","109.73","438.91","219.46","339.83","329.18","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","74.0","0.08","0.95","0.0","4.53","0.95","4.32","0.0","0.0","0.0","0.0","103.4","109.73","438.91","219.46","335.52","329.18","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","74.0","0.08","0.95","0.0","4.09","0.95","3.88","0.0","0.0","0.0","0.0","107.27","109.73","438.91","219.46","331.64","329.18","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","74.0","0.08","0.94","0.0","1.96","0.94","1.85","0.0","0.0","0.0","0.0","109.12","109.73","438.91","219.46","329.79","329.18","0.0","","","","","","","","",""
