" Daily soil water balance output for Pistachios in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Citrus & Subtropical in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","111.0","0.13","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","91.38","123.91","600.92","300.46","509.54","477.01","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","111.0","0.13","0.9","0.0","7.21","0.9","6.49","0.0","0.0","0.0","0.0","97.87","123.91","600.92","300.46","503.05","477.01","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","111.0","0.13","0.9","0.0","7.58","0.9","6.82","0.0","0.0","0.0","0.0","104.69","123.91","600.92","300.46","496.23","477.01","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","111.0","0.13","0.9","0.0","7.7","0.9","6.93","0.0","0.0","0.0","0.0","111.62","123.91","600.92","300.46","489.3","477.01","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","111.0","0.13","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","118.28","123.91","600.92","300.46","482.64","477.01","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","111.0","0.13","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","0.0","123.91","600.92","300.46","600.92","477.01","124.62","","","","","","","","",""
"2015.0","7.0","3.0","184.0","111.0","0.13","0.9","0.0","7.61","0.9","6.85","0.0","0.0","0.0","0.0","6.85","123.91","600.92","300.46","594.07","477.01","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","111.0","0.13","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","13.98","123.91","600.92","300.46","586.94","477.01","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","111.0","0.12","0.9","0.0","7.19","0.9","6.47","0.0","0.0","0.0","0.0","20.45","123.91","600.92","300.46","580.47","477.01","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","111.0","0.12","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","27.12","123.91","600.92","300.46","573.8","477.01","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","111.0","0.12","0.9","0.0","6.84","0.9","6.16","0.0","0.0","0.0","0.0","33.27","123.91","600.92","300.46","567.65","477.01","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","111.0","0.12","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","39.03","123.91","600.92","300.46","561.89","477.01","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","111.0","0.12","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","43.57","123.91","600.92","300.46","557.35","477.01","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","111.0","0.12","0.9","0.0","5.3","0.9","4.77","0.0","0.0","0.0","0.0","48.34","123.91","600.92","300.46","552.58","477.01","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","111.0","0.12","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","54.07","123.91","600.92","300.46","546.85","477.01","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","111.0","0.12","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","59.87","123.91","600.92","300.46","541.05","477.01","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","111.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","65.99","123.91","600.92","300.46","534.93","477.01","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","111.0","0.12","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","71.74","123.91","600.92","300.46","529.18","477.01","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","111.0","0.12","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","77.65","123.91","600.92","300.46","523.27","477.01","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","111.0","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","84.04","123.91","600.92","300.46","516.88","477.01","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","111.0","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","90.59","123.91","600.92","300.46","510.33","477.01","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","111.0","0.11","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","96.93","123.91","600.92","300.46","503.99","477.01","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","111.0","0.11","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","102.86","123.91","600.92","300.46","498.06","477.01","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","111.0","0.11","0.9","0.0","7.34","0.9","6.61","0.0","0.0","0.0","0.0","109.47","123.91","600.92","300.46","491.45","477.01","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","111.0","0.11","0.9","0.0","7.25","0.9","6.53","0.0","0.0","0.0","0.0","115.99","123.91","600.92","300.46","484.93","477.01","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","111.0","0.11","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","122.08","123.91","600.92","300.46","478.84","477.01","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","111.0","0.11","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","0.0","123.91","600.92","300.46","600.92","477.01","127.72","","","","","","","","",""
"2015.0","7.0","24.0","205.0","111.0","0.11","0.9","0.0","6.52","0.9","5.87","0.0","0.0","0.0","0.0","5.87","123.91","600.92","300.46","595.05","477.01","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","111.0","0.11","0.9","0.0","6.61","0.9","5.95","0.0","0.0","0.0","0.0","11.82","123.91","600.92","300.46","589.1","477.01","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","111.0","0.11","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","17.61","123.91","600.92","300.46","583.31","477.01","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","111.0","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","24.27","123.91","600.92","300.46","576.65","477.01","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","111.0","0.11","0.9","0.0","7.6","0.9","6.84","0.0","0.0","0.0","0.0","31.11","123.91","600.92","300.46","569.81","477.01","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","111.0","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","37.77","123.91","600.92","300.46","563.15","477.01","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","111.0","0.1","0.9","0.0","7.62","0.9","6.86","0.0","0.0","0.0","0.0","44.63","123.91","600.92","300.46","556.29","477.01","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","111.0","0.1","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","50.75","123.91","600.92","300.46","550.17","477.01","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","111.0","0.1","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","57.06","123.91","600.92","300.46","543.86","477.01","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","111.0","0.1","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","63.31","123.91","600.92","300.46","537.61","477.01","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","111.0","0.1","0.9","0.0","6.82","0.9","6.14","0.0","0.0","0.0","0.0","69.44","123.91","600.92","300.46","531.47","477.01","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","111.0","0.1","0.9","0.0","5.18","0.9","4.66","0.0","0.0","0.0","0.0","74.11","123.91","600.92","300.46","526.81","477.01","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","111.0","0.1","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","79.27","123.91","600.92","300.46","521.65","477.01","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","111.0","0.1","0.9","0.0","3.84","0.9","3.46","0.0","0.0","0.0","0.0","82.73","123.91","600.92","300.46","518.19","477.01","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","111.0","0.1","0.9","0.0","6.68","0.9","6.01","0.28","0.28","0.0","0.0","88.46","123.91","600.92","300.46","512.46","477.01","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","111.0","0.1","0.9","0.0","6.05","0.9","5.45","0.0","0.0","0.0","0.0","93.91","123.91","600.92","300.46","507.01","477.01","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","111.0","0.1","0.9","0.0","6.56","0.9","5.9","0.0","0.0","0.0","0.0","99.81","123.91","600.92","300.46","501.11","477.01","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","111.0","0.1","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","105.73","123.91","600.92","300.46","495.19","477.01","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","111.0","0.1","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","111.59","123.91","600.92","300.46","489.33","477.01","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","111.0","0.1","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","117.35","123.91","600.92","300.46","483.57","477.01","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","111.0","0.1","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","123.28","123.91","600.92","300.46","477.64","477.01","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","111.0","0.1","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","0.0","123.91","600.92","300.46","600.92","477.01","129.05","","","","","","","","",""
"2015.0","8.0","15.0","227.0","111.0","0.1","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","5.98","123.91","600.92","300.46","594.94","477.01","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","111.0","0.1","0.9","0.0","6.79","0.9","6.11","0.0","0.0","0.0","0.0","12.09","123.91","600.92","300.46","588.83","477.01","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","111.0","0.1","0.9","0.0","7.17","0.9","6.45","0.0","0.0","0.0","0.0","18.54","123.91","600.92","300.46","582.38","477.01","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","111.0","0.1","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","24.75","123.91","600.92","300.46","576.17","477.01","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","111.0","0.09","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","30.42","123.91","600.92","300.46","570.5","477.01","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","111.0","0.09","0.9","0.0","5.73","0.9","5.16","0.0","0.0","0.0","0.0","35.58","123.91","600.92","300.46","565.34","477.01","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","111.0","0.09","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","40.74","123.91","600.92","300.46","560.18","477.01","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","111.0","0.09","0.9","0.0","5.73","0.9","5.16","0.0","0.0","0.0","0.0","45.9","123.91","600.92","300.46","555.02","477.01","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","111.0","0.09","0.9","0.0","5.93","0.9","5.34","0.0","0.0","0.0","0.0","51.24","123.91","600.92","300.46","549.68","477.01","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","111.0","0.09","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","56.94","123.91","600.92","300.46","543.98","477.01","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","111.0","0.09","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","62.92","123.91","600.92","300.46","538.0","477.01","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","111.0","0.09","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","69.05","123.91","600.92","300.46","531.87","477.01","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","111.0","0.09","0.9","0.0","7.07","0.9","6.36","0.02","0.02","0.0","0.0","75.39","123.91","600.92","300.46","525.53","477.01","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","111.0","0.09","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","81.66","123.91","600.92","300.46","519.25","477.01","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","111.0","0.09","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","86.67","123.91","600.92","300.46","514.25","477.01","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","111.0","0.09","0.89","0.0","5.74","0.89","5.13","0.0","0.0","0.0","0.0","91.8","123.91","600.92","300.46","509.12","477.01","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","111.0","0.09","0.89","0.0","5.7","0.89","5.06","0.0","0.0","0.0","0.0","96.85","123.91","600.92","300.46","504.06","477.01","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","111.0","0.09","0.88","0.0","5.68","0.88","5.0","0.0","0.0","0.0","0.0","101.86","123.91","600.92","300.46","499.06","477.01","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","111.0","0.09","0.87","0.0","5.54","0.87","4.84","0.0","0.0","0.0","0.0","106.7","150.23","600.92","300.46","494.22","450.69","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","111.0","0.09","0.87","0.0","5.27","0.87","4.57","0.0","0.0","0.0","0.0","111.28","150.23","600.92","300.46","489.64","450.69","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","111.0","0.09","0.86","0.0","5.29","0.86","4.56","0.0","0.0","0.0","0.0","115.84","150.23","600.92","300.46","485.08","450.69","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","111.0","0.09","0.86","0.0","5.58","0.86","4.77","0.0","0.0","0.0","0.0","120.61","150.23","600.92","300.46","480.31","450.69","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","111.0","0.09","0.85","0.0","5.17","0.85","4.39","0.0","0.0","0.0","0.0","125.0","150.23","600.92","300.46","475.92","450.69","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","111.0","0.09","0.84","0.0","5.45","0.84","4.59","0.0","0.0","0.0","0.0","129.59","150.23","600.92","300.46","471.33","450.69","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","111.0","0.09","0.84","0.0","5.6","0.84","4.68","0.0","0.0","0.0","0.0","134.27","150.23","600.92","300.46","466.65","450.69","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","111.0","0.09","0.83","0.0","6.36","0.83","5.28","0.0","0.0","0.0","0.0","139.55","150.23","600.92","300.46","461.37","450.69","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","111.0","0.09","0.82","0.0","6.71","0.82","5.53","0.0","0.0","0.0","0.0","145.07","150.23","600.92","300.46","455.84","450.69","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","111.0","0.09","0.82","0.0","6.2","0.82","5.07","0.0","0.0","0.0","0.0","150.14","150.23","600.92","300.46","450.78","450.69","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","111.0","0.09","0.81","0.0","4.33","0.81","3.51","0.0","0.0","0.0","0.0","0.0","150.23","600.92","300.46","600.92","450.69","153.65","","","","","","","","",""
"2015.0","9.0","13.0","256.0","111.0","0.09","0.8","0.0","5.05","0.8","4.06","0.0","0.0","0.0","0.0","4.06","150.23","600.92","300.46","596.86","450.69","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","111.0","0.09","0.8","0.0","3.92","0.8","3.13","0.0","0.0","0.0","0.0","7.19","150.23","600.92","300.46","593.73","450.69","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","111.0","0.09","0.79","0.0","4.74","0.79","3.75","0.0","0.0","0.0","0.0","10.94","150.23","600.92","300.46","589.98","450.69","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","111.0","0.09","0.79","0.0","3.96","0.79","3.11","0.0","0.0","0.0","0.0","14.05","150.23","600.92","300.46","586.87","450.69","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","111.0","0.09","0.78","0.0","4.02","0.78","3.13","0.0","0.0","0.0","0.0","17.18","150.23","600.92","300.46","583.74","450.69","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","111.0","0.09","0.77","0.0","4.69","0.77","3.62","0.0","0.0","0.0","0.0","20.8","150.23","600.92","300.46","580.12","450.69","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","111.0","0.09","0.77","0.0","4.72","0.77","3.62","0.0","0.0","0.0","0.0","24.42","150.23","600.92","300.46","576.5","450.69","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","111.0","0.09","0.76","0.0","4.88","0.76","3.71","0.0","0.0","0.0","0.0","28.12","150.23","600.92","300.46","572.79","450.69","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","111.0","0.09","0.75","0.0","5.65","0.75","4.26","0.0","0.0","0.0","0.0","32.38","150.23","600.92","300.46","568.54","450.69","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","111.0","0.08","0.75","0.0","5.56","0.75","4.15","0.0","0.0","0.0","0.0","36.53","150.23","600.92","300.46","564.39","450.69","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","111.0","0.08","0.74","0.0","4.77","0.74","3.53","0.0","0.0","0.0","0.0","40.06","150.23","600.92","300.46","560.85","450.69","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","111.0","0.08","0.73","0.0","4.64","0.73","3.41","0.0","0.0","0.0","0.0","43.47","150.23","600.92","300.46","557.45","450.69","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","111.0","0.08","0.73","0.0","5.61","0.73","4.08","0.0","0.0","0.0","0.0","47.55","150.23","600.92","300.46","553.37","450.69","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","111.0","0.08","0.72","0.0","5.61","0.72","4.05","0.0","0.0","0.0","0.0","51.6","150.23","600.92","300.46","549.32","450.69","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","111.0","0.08","0.71","0.0","3.95","0.71","2.82","0.0","0.0","0.0","0.0","54.42","150.23","600.92","300.46","546.5","450.69","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","111.0","0.08","0.71","0.0","4.29","0.71","3.04","0.0","0.0","0.0","0.0","57.46","150.23","600.92","300.46","543.46","450.69","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","111.0","0.08","0.7","0.0","3.68","0.7","2.58","0.0","0.0","0.0","0.0","60.05","150.23","600.92","300.46","540.87","450.69","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","111.0","0.08","0.7","0.0","2.2","0.7","1.53","0.0","0.0","0.0","0.0","61.58","150.23","600.92","300.46","539.34","450.69","0.0","","","","","","","","",""
