" Daily soil water balance output for Rice in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Rice in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","1249.0","0.14","1.0","0.0","8.0","1.0","8.0","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","8.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","1249.0","0.13","1.0","0.0","8.37","1.0","8.37","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","8.37","","","","","","","","",""
"2015.0","6.0","27.0","178.0","1249.0","0.13","1.0","0.0","6.94","1.0","6.94","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.94","","","","","","","","",""
"2015.0","6.0","28.0","179.0","1249.0","0.13","1.0","0.0","7.3","1.0","7.3","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.3","","","","","","","","",""
"2015.0","6.0","29.0","180.0","1249.0","0.13","1.0","0.0","7.58","1.0","7.58","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.58","","","","","","","","",""
"2015.0","6.0","30.0","181.0","1249.0","0.13","1.0","0.0","7.69","1.0","7.69","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.69","","","","","","","","",""
"2015.0","7.0","1.0","182.0","1249.0","0.13","1.0","0.0","7.56","1.0","7.56","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.56","","","","","","","","",""
"2015.0","7.0","2.0","183.0","1249.0","0.13","1.0","0.0","7.24","1.0","7.24","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.24","","","","","","","","",""
"2015.0","7.0","3.0","184.0","1249.0","0.13","1.0","0.0","7.52","1.0","7.52","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.52","","","","","","","","",""
"2015.0","7.0","4.0","185.0","1249.0","0.12","1.0","0.0","8.01","1.0","8.01","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","8.01","","","","","","","","",""
"2015.0","7.0","5.0","186.0","1249.0","0.12","1.0","0.0","7.28","1.0","7.28","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.28","","","","","","","","",""
"2015.0","7.0","6.0","187.0","1249.0","0.12","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.4","","","","","","","","",""
"2015.0","7.0","7.0","188.0","1249.0","0.12","1.0","0.0","6.93","1.0","6.93","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.93","","","","","","","","",""
"2015.0","7.0","8.0","189.0","1249.0","0.12","1.0","0.0","6.35","1.0","6.35","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.35","","","","","","","","",""
"2015.0","7.0","9.0","190.0","1249.0","0.12","1.0","0.0","4.42","1.0","4.42","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","4.42","","","","","","","","",""
"2015.0","7.0","10.0","191.0","1249.0","0.12","1.0","0.0","5.2","1.0","5.2","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.2","","","","","","","","",""
"2015.0","7.0","11.0","192.0","1249.0","0.12","1.0","0.0","6.4","1.0","6.4","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.4","","","","","","","","",""
"2015.0","7.0","12.0","193.0","1249.0","0.12","1.0","0.0","6.48","1.0","6.48","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.48","","","","","","","","",""
"2015.0","7.0","13.0","194.0","1249.0","0.12","1.0","0.0","6.7","1.0","6.7","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.7","","","","","","","","",""
"2015.0","7.0","14.0","195.0","1249.0","0.12","1.0","0.0","6.5","1.0","6.5","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.5","","","","","","","","",""
"2015.0","7.0","15.0","196.0","1249.0","0.12","1.0","0.0","6.67","1.0","6.67","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.67","","","","","","","","",""
"2015.0","7.0","16.0","197.0","1249.0","0.11","1.0","0.0","7.18","1.0","7.18","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.18","","","","","","","","",""
"2015.0","7.0","17.0","198.0","1249.0","0.11","1.0","0.0","7.37","1.0","7.37","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.37","","","","","","","","",""
"2015.0","7.0","18.0","199.0","1249.0","0.11","1.0","0.0","7.3","1.0","7.3","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.3","","","","","","","","",""
"2015.0","7.0","19.0","200.0","1249.0","0.11","1.0","0.0","6.82","1.0","6.82","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.82","","","","","","","","",""
"2015.0","7.0","20.0","201.0","1249.0","0.11","1.0","0.0","7.38","1.0","7.38","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.38","","","","","","","","",""
"2015.0","7.0","21.0","202.0","1249.0","0.11","1.0","0.0","7.36","1.0","7.36","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.36","","","","","","","","",""
"2015.0","7.0","22.0","203.0","1249.0","0.11","1.0","0.0","6.92","1.0","6.92","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.92","","","","","","","","",""
"2015.0","7.0","23.0","204.0","1249.0","0.11","1.0","0.0","6.25","1.0","6.25","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.25","","","","","","","","",""
"2015.0","7.0","24.0","205.0","1249.0","0.11","1.0","0.0","6.45","1.0","6.45","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.45","","","","","","","","",""
"2015.0","7.0","25.0","206.0","1249.0","0.11","1.0","0.0","6.55","1.0","6.55","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.55","","","","","","","","",""
"2015.0","7.0","26.0","207.0","1249.0","0.11","1.0","0.0","6.49","1.0","6.49","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.49","","","","","","","","",""
"2015.0","7.0","27.0","208.0","1249.0","0.11","1.0","0.0","7.47","1.0","7.47","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.47","","","","","","","","",""
"2015.0","7.0","28.0","209.0","1249.0","0.11","1.0","0.0","7.77","1.0","7.77","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.77","","","","","","","","",""
"2015.0","7.0","29.0","210.0","1249.0","0.1","1.0","0.0","7.5","1.0","7.5","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.5","","","","","","","","",""
"2015.0","7.0","30.0","211.0","1249.0","0.1","1.0","0.0","7.84","1.0","7.84","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.84","","","","","","","","",""
"2015.0","7.0","31.0","212.0","1249.0","0.1","1.0","0.0","6.75","1.0","6.75","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.75","","","","","","","","",""
"2015.0","8.0","1.0","213.0","1249.0","0.1","1.0","0.0","7.04","1.0","7.04","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.04","","","","","","","","",""
"2015.0","8.0","2.0","214.0","1249.0","0.1","1.0","0.0","6.93","1.0","6.93","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.93","","","","","","","","",""
"2015.0","8.0","3.0","215.0","1249.0","0.1","1.0","0.0","6.91","1.0","6.91","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.91","","","","","","","","",""
"2015.0","8.0","4.0","216.0","1249.0","0.1","1.0","0.0","5.01","1.0","5.01","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.01","","","","","","","","",""
"2015.0","8.0","5.0","217.0","1249.0","0.1","1.0","0.0","5.82","1.0","5.82","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.82","","","","","","","","",""
"2015.0","8.0","6.0","218.0","1249.0","0.1","1.0","0.0","4.19","1.0","4.19","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","4.19","","","","","","","","",""
"2015.0","8.0","7.0","219.0","1249.0","0.1","1.0","0.0","6.78","1.0","6.78","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.78","","","","","","","","",""
"2015.0","8.0","8.0","220.0","1249.0","0.1","1.0","0.0","6.09","1.0","6.09","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.09","","","","","","","","",""
"2015.0","8.0","9.0","221.0","1249.0","0.1","1.0","0.0","6.64","1.0","6.64","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.64","","","","","","","","",""
"2015.0","8.0","10.0","222.0","1249.0","0.1","1.0","0.0","6.66","1.0","6.66","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.66","","","","","","","","",""
"2015.0","8.0","11.0","223.0","1249.0","0.1","1.0","0.0","6.52","1.0","6.52","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.52","","","","","","","","",""
"2015.0","8.0","12.0","224.0","1249.0","0.1","1.0","0.0","6.43","1.0","6.43","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.43","","","","","","","","",""
"2015.0","8.0","13.0","225.0","1249.0","0.1","1.0","0.0","6.58","1.0","6.58","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.58","","","","","","","","",""
"2015.0","8.0","14.0","226.0","1249.0","0.1","1.0","0.0","6.27","1.0","6.27","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.27","","","","","","","","",""
"2015.0","8.0","15.0","227.0","1249.0","0.1","1.0","0.0","6.53","1.0","6.53","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.53","","","","","","","","",""
"2015.0","8.0","16.0","228.0","1249.0","0.1","1.0","0.0","6.74","1.0","6.74","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.74","","","","","","","","",""
"2015.0","8.0","17.0","229.0","1249.0","0.1","1.0","0.0","7.21","1.0","7.21","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","7.21","","","","","","","","",""
"2015.0","8.0","18.0","230.0","1249.0","0.09","1.0","0.0","6.94","1.0","6.94","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.94","","","","","","","","",""
"2015.0","8.0","19.0","231.0","1249.0","0.09","1.0","0.0","6.33","1.0","6.33","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.33","","","","","","","","",""
"2015.0","8.0","20.0","232.0","1249.0","0.09","1.0","0.0","5.68","1.0","5.68","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.68","","","","","","","","",""
"2015.0","8.0","21.0","233.0","1249.0","0.09","1.0","0.0","5.73","1.0","5.73","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.73","","","","","","","","",""
"2015.0","8.0","22.0","234.0","1249.0","0.09","0.99","0.0","5.78","0.99","5.71","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.71","","","","","","","","",""
"2015.0","8.0","23.0","235.0","1249.0","0.09","0.98","0.0","5.88","0.98","5.73","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.73","","","","","","","","",""
"2015.0","8.0","24.0","236.0","1249.0","0.09","0.96","0.0","6.35","0.96","6.11","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.11","","","","","","","","",""
"2015.0","8.0","25.0","237.0","1249.0","0.09","0.95","0.0","6.65","0.95","6.32","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.32","","","","","","","","",""
"2015.0","8.0","26.0","238.0","1249.0","0.09","0.94","0.0","6.78","0.94","6.36","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.36","","","","","","","","",""
"2015.0","8.0","27.0","239.0","1249.0","0.09","0.93","0.0","6.93","0.93","6.41","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.41","","","","","","","","",""
"2015.0","8.0","28.0","240.0","1249.0","0.09","0.91","0.0","6.87","0.91","6.27","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","6.27","","","","","","","","",""
"2015.0","8.0","29.0","241.0","1249.0","0.09","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","4.81","","","","","","","","",""
"2015.0","8.0","30.0","242.0","1249.0","0.09","0.89","0.0","5.64","0.89","5.01","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.01","","","","","","","","",""
"2015.0","8.0","31.0","243.0","1249.0","0.09","0.88","0.0","5.74","0.88","5.02","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","5.02","","","","","","","","",""
"2015.0","9.0","1.0","244.0","1249.0","0.09","0.86","0.0","5.75","0.86","4.96","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","4.96","","","","","","","","",""
"2015.0","9.0","2.0","245.0","1249.0","0.09","0.85","0.0","5.63","0.85","4.79","0.0","0.0","0.0","0.0","0.0","28.5","231.65","115.82","231.65","203.15","4.79","","","","","","","","",""
"2015.0","9.0","3.0","246.0","1249.0","0.09","0.84","0.0","5.25","0.84","4.4","0.0","0.0","0.0","0.0","4.4","28.5","231.65","115.82","227.25","203.15","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","1249.0","0.09","0.83","0.0","5.32","0.83","4.39","0.0","0.0","0.0","0.0","8.79","28.5","231.65","115.82","222.86","203.15","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","1249.0","0.09","0.81","0.0","5.71","0.81","4.64","0.0","0.0","0.0","0.0","13.43","28.5","231.65","115.82","218.22","203.15","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","1249.0","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","17.6","28.5","231.65","115.82","214.05","203.15","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","1249.0","0.09","0.79","0.0","5.51","0.79","4.34","0.0","0.0","0.0","0.0","21.94","28.5","231.65","115.82","209.71","203.15","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","1249.0","0.09","0.78","0.0","5.49","0.78","4.25","0.0","0.0","0.0","0.0","26.2","28.5","231.65","115.82","205.45","203.15","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","1249.0","0.09","0.76","0.0","6.25","0.76","4.77","0.0","0.0","0.0","0.0","30.96","28.5","231.65","115.82","200.69","203.15","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","1249.0","0.09","0.75","0.0","6.63","0.75","4.97","0.0","0.0","0.0","0.0","35.93","28.5","231.65","115.82","195.71","203.15","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","1249.0","0.09","0.74","0.0","6.3","0.74","4.65","0.0","0.0","0.0","0.0","40.58","28.5","231.65","115.82","191.07","203.15","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","1249.0","0.09","0.73","0.0","4.61","0.73","3.34","0.0","0.0","0.0","0.0","43.92","28.5","231.65","115.82","187.73","203.15","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","1249.0","0.09","0.71","0.0","5.3","0.71","3.78","0.0","0.0","0.0","0.0","47.7","28.5","231.65","115.82","183.95","203.15","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","1249.0","0.09","0.7","0.0","4.07","0.7","2.85","0.0","0.0","0.0","0.0","50.55","28.5","231.65","115.82","181.1","203.15","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","1249.0","0.09","0.69","0.0","4.66","0.69","3.2","0.0","0.0","0.0","0.0","53.75","28.5","231.65","115.82","177.9","203.15","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","1249.0","0.09","0.68","0.0","3.58","0.68","2.42","0.0","0.0","0.0","0.0","56.17","28.5","231.65","115.82","175.48","203.15","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","1249.0","0.09","0.66","0.0","3.96","0.66","2.62","0.0","0.0","0.0","0.0","58.79","28.5","231.65","115.82","172.86","203.15","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","1249.0","0.09","0.65","0.0","4.57","0.65","2.97","0.0","0.0","0.0","0.0","61.76","28.5","231.65","115.82","169.89","203.15","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","1249.0","0.09","0.64","0.0","4.73","0.64","3.02","0.0","0.0","0.0","0.0","64.78","28.5","231.65","115.82","166.87","203.15","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","1249.0","0.09","0.63","0.0","4.79","0.63","2.99","0.0","0.0","0.0","0.0","67.77","28.5","231.65","115.82","163.88","203.15","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","1249.0","0.08","0.61","0.0","5.59","0.61","3.42","0.0","0.0","0.0","0.0","71.19","28.5","231.65","115.82","160.45","203.15","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","1249.0","0.08","0.6","0.0","5.63","0.6","3.38","0.0","0.0","0.0","0.0","74.57","28.5","231.65","115.82","157.08","203.15","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","1249.0","0.08","0.0","0.0","4.66","0.08","0.39","0.0","0.0","0.0","0.0","28.5","28.5","231.65","115.82","203.15","203.15","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","1249.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","28.89","28.5","231.65","115.82","202.76","203.15","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","1249.0","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","28.5","28.5","231.65","115.82","203.15","203.15","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","1249.0","0.08","0.0","0.0","5.48","0.08","0.46","0.0","0.0","0.0","0.0","28.96","28.5","231.65","115.82","202.69","203.15","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","1249.0","0.08","0.0","0.0","3.94","0.08","0.33","0.0","0.0","0.0","0.0","28.5","28.5","231.65","115.82","203.15","203.15","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","1249.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","28.88","28.5","231.65","115.82","202.77","203.15","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","1249.0","0.08","0.0","0.0","4.04","0.08","0.34","0.0","0.0","0.0","0.0","28.5","28.5","231.65","115.82","203.15","203.15","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","1249.0","0.08","0.0","0.0","2.06","0.08","0.17","0.0","0.0","0.0","0.0","28.67","28.5","231.65","115.82","202.98","203.15","0.0","","","","","","","","",""
