" Daily soil water balance output for Walnuts in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Walnuts in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","2751.0","0.14","1.11","0.0","7.98","1.11","8.86","0.0","0.0","0.0","0.0","8.86","113.16","491.66","245.83","482.8","378.5","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","2751.0","0.14","1.12","0.0","8.25","1.12","9.23","0.0","0.0","0.0","0.0","18.09","113.16","491.66","245.83","473.57","378.5","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","2751.0","0.13","1.13","0.0","6.76","1.13","7.61","0.0","0.0","0.0","0.0","25.7","113.16","491.66","245.83","465.96","378.5","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2751.0","0.13","1.13","0.0","7.21","1.13","8.18","0.0","0.0","0.0","0.0","33.88","113.16","491.66","245.83","457.78","378.5","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2751.0","0.13","1.14","0.0","7.58","1.14","8.66","0.0","0.0","0.0","0.0","42.54","113.16","491.66","245.83","449.12","378.5","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2751.0","0.13","1.15","0.0","7.7","1.15","8.86","0.0","0.0","0.0","0.0","51.39","113.16","491.66","245.83","440.27","378.5","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2751.0","0.13","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","59.9","113.16","491.66","245.83","431.76","378.5","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2751.0","0.13","1.15","0.0","7.05","1.15","8.11","0.0","0.0","0.0","0.0","68.01","113.16","491.66","245.83","423.65","378.5","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2751.0","0.13","1.15","0.0","7.61","1.15","8.75","0.0","0.0","0.0","0.0","76.76","113.16","491.66","245.83","414.9","378.5","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2751.0","0.13","1.15","0.0","7.92","1.15","9.11","0.0","0.0","0.0","0.0","85.87","113.16","491.66","245.83","405.79","378.5","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2751.0","0.12","1.15","0.0","7.19","1.15","8.27","0.0","0.0","0.0","0.0","94.14","113.16","491.66","245.83","397.52","378.5","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2751.0","0.12","1.15","0.0","7.41","1.15","8.52","0.0","0.0","0.0","0.0","102.66","113.16","491.66","245.83","389.0","378.5","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2751.0","0.12","1.15","0.0","6.84","1.15","7.87","0.0","0.0","0.0","0.0","110.53","113.16","491.66","245.83","381.13","378.5","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2751.0","0.12","1.15","0.0","6.4","1.15","7.36","0.0","0.0","0.0","0.0","0.0","113.16","491.66","245.83","491.66","378.5","117.89","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2751.0","0.12","1.15","0.0","5.04","1.15","5.8","0.0","0.0","0.0","0.0","5.8","113.16","491.66","245.83","485.86","378.5","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2751.0","0.12","1.15","0.0","5.3","1.15","6.1","0.0","0.0","0.0","0.0","11.89","113.16","491.66","245.83","479.77","378.5","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2751.0","0.12","1.15","0.0","6.37","1.15","7.33","0.0","0.0","0.0","0.0","19.22","113.16","491.66","245.83","472.44","378.5","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2751.0","0.12","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","26.62","113.16","491.66","245.83","465.04","378.5","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2751.0","0.12","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","34.44","113.16","491.66","245.83","457.22","378.5","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2751.0","0.12","1.15","0.0","6.39","1.15","7.35","0.0","0.0","0.0","0.0","41.79","113.16","491.66","245.83","449.87","378.5","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2751.0","0.12","1.15","0.0","6.57","1.15","7.56","0.0","0.0","0.0","0.0","49.35","113.16","491.66","245.83","442.31","378.5","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2751.0","0.11","1.15","0.0","7.1","1.15","8.17","0.0","0.0","0.0","0.0","57.51","113.16","491.66","245.83","434.15","378.5","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2751.0","0.11","1.15","0.0","7.27","1.15","8.36","0.0","0.0","0.0","0.0","65.87","113.16","491.66","245.83","425.79","378.5","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2751.0","0.11","1.15","0.0","7.05","1.15","8.11","0.0","0.0","0.0","0.0","73.98","113.16","491.66","245.83","417.68","378.5","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2751.0","0.11","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","81.56","113.16","491.66","245.83","410.1","378.5","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2751.0","0.11","1.15","0.0","7.34","1.15","8.44","0.0","0.0","0.0","0.0","90.0","113.16","491.66","245.83","401.66","378.5","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2751.0","0.11","1.15","0.0","7.25","1.15","8.34","0.0","0.0","0.0","0.0","98.34","113.16","491.66","245.83","393.32","378.5","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2751.0","0.11","1.15","0.0","6.76","1.15","7.77","0.0","0.0","0.0","0.0","106.11","113.16","491.66","245.83","385.55","378.5","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2751.0","0.11","1.15","0.0","6.27","1.15","7.21","0.0","0.0","0.0","0.0","0.0","113.16","491.66","245.83","491.66","378.5","113.32","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2751.0","0.11","1.15","0.0","6.52","1.15","7.5","0.0","0.0","0.0","0.0","7.5","113.16","491.66","245.83","484.16","378.5","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2751.0","0.11","1.15","0.0","6.61","1.15","7.6","0.0","0.0","0.0","0.0","15.1","113.16","491.66","245.83","476.56","378.5","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2751.0","0.11","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","22.51","113.16","491.66","245.83","469.15","378.5","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2751.0","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","31.02","113.16","491.66","245.83","460.64","378.5","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2751.0","0.11","1.15","0.0","7.6","1.15","8.74","0.0","0.0","0.0","0.0","39.76","113.16","491.66","245.83","451.9","378.5","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2751.0","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","48.27","113.16","491.66","245.83","443.39","378.5","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2751.0","0.1","1.15","0.0","7.62","1.15","8.76","0.0","0.0","0.0","0.0","57.03","113.16","491.66","245.83","434.63","378.5","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2751.0","0.1","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","64.85","113.16","491.66","245.83","426.81","378.5","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2751.0","0.1","1.15","0.0","7.01","1.15","8.06","0.0","0.0","0.0","0.0","72.91","113.16","491.66","245.83","418.75","378.5","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2751.0","0.1","1.15","0.0","6.94","1.15","7.98","0.0","0.0","0.0","0.0","80.89","113.16","491.66","245.83","410.77","378.5","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2751.0","0.1","1.15","0.0","6.82","1.15","7.84","0.0","0.0","0.0","0.0","88.73","113.16","491.66","245.83","402.93","378.5","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2751.0","0.1","1.15","0.0","5.18","1.15","5.96","0.0","0.0","0.0","0.0","94.69","113.16","491.66","245.83","396.97","378.5","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2751.0","0.1","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","101.29","113.16","491.66","245.83","390.37","378.5","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2751.0","0.1","1.15","0.0","3.84","1.15","4.42","0.0","0.0","0.0","0.0","105.71","113.16","491.66","245.83","385.95","378.5","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2751.0","0.1","1.15","0.0","6.68","1.15","7.68","0.28","0.28","0.0","0.0","113.11","113.16","491.66","245.83","378.55","378.5","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2751.0","0.1","1.15","0.0","6.05","1.15","6.96","0.0","0.0","0.0","0.0","0.0","113.16","491.66","245.83","491.66","378.5","120.07","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2751.0","0.1","1.14","0.0","6.56","1.14","7.48","0.0","0.0","0.0","0.0","7.48","113.16","491.66","245.83","484.18","378.5","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2751.0","0.1","1.13","0.0","6.58","1.13","7.45","0.0","0.0","0.0","0.0","14.93","113.16","491.66","245.83","476.73","378.5","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2751.0","0.1","1.12","0.0","6.51","1.12","7.31","0.0","0.0","0.0","0.0","22.24","113.16","491.66","245.83","469.42","378.5","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2751.0","0.1","1.11","0.0","6.4","1.11","7.12","0.0","0.0","0.0","0.0","29.36","113.16","491.66","245.83","462.3","378.5","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2751.0","0.1","1.1","0.0","6.59","1.1","7.28","0.0","0.0","0.0","0.0","36.64","113.16","491.66","245.83","455.03","378.5","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2751.0","0.1","1.09","0.0","6.41","1.09","7.02","0.0","0.0","0.0","0.0","43.65","113.16","491.66","245.83","448.01","378.5","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2751.0","0.1","1.09","0.0","6.64","1.09","7.21","0.0","0.0","0.0","0.0","50.86","113.16","491.66","245.83","440.8","378.5","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2751.0","0.1","1.08","0.0","6.79","1.08","7.31","0.0","0.0","0.0","0.0","58.17","113.16","491.66","245.83","433.49","378.5","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2751.0","0.1","1.07","0.0","7.17","1.07","7.65","0.0","0.0","0.0","0.0","65.82","113.16","491.66","245.83","425.84","378.5","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2751.0","0.1","1.06","0.0","6.9","1.06","7.3","0.0","0.0","0.0","0.0","73.12","113.16","491.66","245.83","418.54","378.5","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2751.0","0.09","1.05","0.0","6.3","1.05","6.61","0.0","0.0","0.0","0.0","79.73","113.16","491.66","245.83","411.93","378.5","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2751.0","0.09","1.04","0.0","5.73","1.04","5.96","0.0","0.0","0.0","0.0","85.68","113.16","491.66","245.83","405.98","378.5","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2751.0","0.09","1.03","0.0","5.74","1.03","5.91","0.0","0.0","0.0","0.0","91.6","113.16","491.66","245.83","400.06","378.5","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2751.0","0.09","1.02","0.0","5.73","1.02","5.85","0.0","0.0","0.0","0.0","97.45","113.16","491.66","245.83","394.21","378.5","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2751.0","0.09","1.01","0.0","5.93","1.01","6.0","0.0","0.0","0.0","0.0","103.45","113.16","491.66","245.83","388.21","378.5","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2751.0","0.09","1.0","0.0","6.34","1.0","6.36","0.0","0.0","0.0","0.0","109.8","122.92","491.66","245.83","381.86","368.75","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2751.0","0.09","0.99","0.0","6.64","0.99","6.6","0.0","0.0","0.0","0.0","116.4","122.92","491.66","245.83","375.26","368.75","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2751.0","0.09","0.98","0.0","6.81","0.98","6.7","0.0","0.0","0.0","0.0","0.0","122.92","491.66","245.83","491.66","368.75","123.1","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2751.0","0.09","0.97","0.0","7.07","0.97","6.89","0.02","0.02","0.0","0.0","6.87","122.92","491.66","245.83","484.79","368.75","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2751.0","0.09","0.97","0.0","6.97","0.97","6.73","0.0","0.0","0.0","0.0","13.6","122.92","491.66","245.83","478.06","368.75","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2751.0","0.09","0.96","0.0","5.56","0.96","5.32","0.0","0.0","0.0","0.0","18.92","122.92","491.66","245.83","472.74","368.75","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2751.0","0.09","0.95","0.0","5.74","0.95","5.44","0.0","0.0","0.0","0.0","24.36","122.92","491.66","245.83","467.3","368.75","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2751.0","0.09","0.94","0.0","5.7","0.94","5.35","0.0","0.0","0.0","0.0","29.71","122.92","491.66","245.83","461.95","368.75","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2751.0","0.09","0.93","0.0","5.68","0.93","5.28","0.0","0.0","0.0","0.0","34.99","122.92","491.66","245.83","456.68","368.75","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2751.0","0.09","0.92","0.0","5.54","0.92","5.1","0.0","0.0","0.0","0.0","40.08","122.92","491.66","245.83","451.58","368.75","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2751.0","0.09","0.91","0.0","5.27","0.91","4.8","0.0","0.0","0.0","0.0","44.88","122.92","491.66","245.83","446.78","368.75","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2751.0","0.09","0.9","0.0","5.29","0.9","4.77","0.0","0.0","0.0","0.0","49.65","122.92","491.66","245.83","442.01","368.75","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2751.0","0.09","0.89","0.0","5.58","0.89","4.98","0.0","0.0","0.0","0.0","54.62","122.92","491.66","245.83","437.04","368.75","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2751.0","0.09","0.88","0.0","5.17","0.88","4.56","0.0","0.0","0.0","0.0","59.19","122.92","491.66","245.83","432.47","368.75","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2751.0","0.09","0.87","0.0","5.45","0.87","4.76","0.0","0.0","0.0","0.0","63.95","122.92","491.66","245.83","427.71","368.75","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2751.0","0.09","0.86","0.0","5.6","0.86","4.84","0.0","0.0","0.0","0.0","68.79","122.92","491.66","245.83","422.87","368.75","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2751.0","0.09","0.86","0.0","6.36","0.86","5.44","0.0","0.0","0.0","0.0","74.23","122.92","491.66","245.83","417.43","368.75","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2751.0","0.09","0.85","0.0","6.71","0.85","5.68","0.0","0.0","0.0","0.0","79.91","122.92","491.66","245.83","411.75","368.75","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2751.0","0.09","0.84","0.0","6.2","0.84","5.19","0.0","0.0","0.0","0.0","85.1","122.92","491.66","245.83","406.56","368.75","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2751.0","0.09","0.83","0.0","4.33","0.83","3.58","0.0","0.0","0.0","0.0","88.68","122.92","491.66","245.83","402.98","368.75","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2751.0","0.09","0.82","0.0","5.05","0.82","4.13","0.0","0.0","0.0","0.0","92.81","122.92","491.66","245.83","398.85","368.75","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2751.0","0.09","0.81","0.0","3.92","0.81","3.17","0.0","0.0","0.0","0.0","95.99","122.92","491.66","245.83","395.67","368.75","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2751.0","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","99.78","122.92","491.66","245.83","391.88","368.75","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2751.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2751.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","24.65","24.3","491.66","245.83","467.01","467.36","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2751.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2751.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2751.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2751.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","24.78","24.3","491.66","245.83","466.88","467.36","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2751.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2751.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2751.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2751.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","491.66","245.83","466.89","467.36","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2751.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2751.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.63","24.3","491.66","245.83","467.03","467.36","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2751.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2751.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","24.61","24.3","491.66","245.83","467.05","467.36","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2751.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
