" Daily soil water balance output for Riparian in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Riparian in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","79.0","0.12","1.1","0.0","8.14","1.1","8.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","79.0","0.12","1.1","0.0","7.47","1.1","8.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","79.0","0.12","1.1","0.0","7.45","1.1","8.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","79.0","0.12","1.1","0.0","7.05","1.1","7.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","79.0","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","79.0","0.12","1.1","0.0","4.51","1.1","4.96","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","79.0","0.12","1.1","0.0","5.24","1.1","5.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","79.0","0.12","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","79.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","79.0","0.12","1.1","0.0","6.72","1.1","7.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","79.0","0.11","1.1","0.0","6.66","1.1","7.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","79.0","0.11","1.1","0.0","6.77","1.1","7.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","79.0","0.11","1.1","0.0","7.29","1.1","8.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","79.0","0.11","1.1","0.0","7.45","1.1","8.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","79.0","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","79.0","0.11","1.1","0.0","6.89","1.1","7.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","79.0","0.11","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","79.0","0.11","1.1","0.0","7.44","1.1","8.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","79.0","0.11","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","79.0","0.11","1.1","0.0","6.23","1.1","6.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","79.0","0.11","1.1","0.0","6.45","1.1","7.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","79.0","0.11","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","79.0","0.11","1.1","0.0","6.59","1.1","7.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","79.0","0.11","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","79.0","0.1","1.1","0.0","7.9","1.1","8.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","79.0","0.1","1.1","0.0","7.55","1.1","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","79.0","0.1","1.1","0.0","8.0","1.1","8.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","79.0","0.1","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","79.0","0.1","1.1","0.0","7.08","1.1","7.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","79.0","0.1","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","79.0","0.1","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","79.0","0.1","1.1","0.0","4.85","1.1","5.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","79.0","0.1","1.1","0.0","5.83","1.1","6.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","79.0","0.1","1.1","0.0","4.52","1.1","4.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","79.0","0.1","1.1","0.0","6.88","1.1","7.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","79.0","0.1","1.1","0.0","6.22","1.1","6.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","79.0","0.1","1.1","0.0","6.69","1.1","7.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","79.0","0.1","1.1","0.0","6.74","1.1","7.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","79.0","0.1","1.1","0.0","6.58","1.1","7.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","79.0","0.1","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","79.0","0.1","1.1","0.0","6.63","1.1","7.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","79.0","0.1","1.1","0.0","6.2","1.1","6.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","79.0","0.1","1.1","0.0","6.51","1.1","7.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","79.0","0.1","1.1","0.0","6.78","1.1","7.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","79.0","0.09","1.1","0.0","7.25","1.1","7.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","79.0","0.09","1.1","0.0","7.05","1.1","7.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","79.0","0.09","1.1","0.0","6.44","1.1","7.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","79.0","0.09","1.1","0.0","5.71","1.1","6.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","79.0","0.09","1.1","0.0","5.79","1.1","6.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","79.0","0.09","1.1","0.0","5.86","1.1","6.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","79.0","0.09","1.1","0.0","5.93","1.1","6.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","79.0","0.09","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","79.0","0.09","1.1","0.0","6.7","1.1","7.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","79.0","0.09","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","79.0","0.09","1.1","0.0","6.81","1.1","7.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","79.0","0.09","1.1","0.0","6.87","1.1","7.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","79.0","0.09","1.1","0.0","5.44","1.1","5.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","79.0","0.09","1.1","0.0","5.56","1.1","6.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","79.0","0.09","1.1","0.0","5.76","1.1","6.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","79.0","0.09","1.1","0.0","5.9","1.1","6.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","79.0","0.09","1.1","0.0","5.77","1.1","6.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","79.0","0.09","1.1","0.0","5.25","1.1","5.78","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","79.0","0.09","1.1","0.0","5.36","1.1","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","79.0","0.09","1.1","0.0","5.84","1.1","6.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","79.0","0.09","1.1","0.0","5.27","1.1","5.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","79.0","0.09","1.1","0.0","5.59","1.1","6.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","79.0","0.09","1.1","0.0","5.46","1.1","6.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","79.0","0.09","1.1","0.0","6.23","1.1","6.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","79.0","0.09","1.1","0.0","6.64","1.1","7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","79.0","0.09","1.1","0.0","6.34","1.1","6.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","79.0","0.09","1.1","0.0","4.82","1.1","5.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","79.0","0.09","1.1","0.0","5.41","1.1","5.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","79.0","0.09","1.1","0.0","4.19","1.1","4.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","79.0","0.09","1.1","0.0","4.58","1.1","5.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","79.0","0.09","1.1","0.0","3.32","1.1","3.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","79.0","0.09","1.1","0.0","3.93","1.1","4.32","0.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","79.0","0.08","1.1","0.0","4.53","1.1","4.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","79.0","0.08","1.1","0.0","4.78","1.1","5.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","79.0","0.08","1.1","0.0","4.79","1.1","5.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","79.0","0.08","1.1","0.0","5.6","1.1","6.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","79.0","0.08","1.1","0.0","5.83","1.1","6.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","79.0","0.08","1.1","0.0","4.62","1.1","5.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","79.0","0.08","1.1","0.0","4.63","1.1","5.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","79.0","0.08","1.1","0.0","5.62","1.1","6.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","79.0","0.08","1.1","0.0","5.39","1.1","5.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","79.0","0.08","1.1","0.0","4.08","1.1","4.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","79.0","0.08","1.1","0.0","4.73","1.1","5.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","79.0","0.08","1.1","0.0","4.31","1.1","4.74","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","79.0","0.08","1.1","0.0","2.04","1.1","2.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
