" Daily soil water balance output for Safflower in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Safflower in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","1407.0","0.14","0.58","0.0","7.98","0.58","4.66","0.0","0.0","0.0","0.0","4.66","150.23","600.92","300.46","596.26","450.69","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","1407.0","0.14","0.52","0.0","8.25","0.52","4.26","0.0","0.0","0.0","0.0","8.92","150.23","600.92","300.46","592.0","450.69","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","1407.0","0.13","0.45","0.0","6.76","0.45","3.04","0.0","0.0","0.0","0.0","11.96","150.23","600.92","300.46","588.96","450.69","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","1407.0","0.13","0.38","0.0","7.21","0.38","2.76","0.0","0.0","0.0","0.0","14.72","150.23","600.92","300.46","586.19","450.69","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","1407.0","0.13","0.32","0.0","7.58","0.32","2.4","0.0","0.0","0.0","0.0","17.12","150.23","600.92","300.46","583.79","450.69","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","1407.0","0.13","0.25","0.0","7.7","0.25","1.93","0.0","0.0","0.0","0.0","19.05","150.23","600.92","300.46","581.87","450.69","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","1407.0","0.13","0.0","0.0","7.4","0.13","0.95","0.0","0.0","0.0","0.0","20.0","29.7","600.92","300.46","580.92","571.22","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","1407.0","0.13","0.0","0.0","7.05","0.13","0.9","0.0","0.0","0.0","0.0","20.9","29.7","600.92","300.46","580.02","571.22","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","1407.0","0.13","0.0","0.0","7.61","0.13","0.96","0.0","0.0","0.0","0.0","21.86","29.7","600.92","300.46","579.06","571.22","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","1407.0","0.13","0.0","0.0","7.92","0.13","0.99","0.0","0.0","0.0","0.0","22.85","29.7","600.92","300.46","578.07","571.22","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","1407.0","0.12","0.0","0.0","7.19","0.12","0.89","0.0","0.0","0.0","0.0","23.74","29.7","600.92","300.46","577.18","571.22","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","1407.0","0.12","0.0","0.0","7.41","0.12","0.91","0.0","0.0","0.0","0.0","24.65","29.7","600.92","300.46","576.27","571.22","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","1407.0","0.12","0.0","0.0","6.84","0.12","0.83","0.0","0.0","0.0","0.0","25.49","29.7","600.92","300.46","575.43","571.22","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","1407.0","0.12","0.0","0.0","6.4","0.12","0.77","0.0","0.0","0.0","0.0","26.26","29.7","600.92","300.46","574.66","571.22","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","1407.0","0.12","0.0","0.0","5.04","0.12","0.61","0.0","0.0","0.0","0.0","26.87","29.7","600.92","300.46","574.05","571.22","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","1407.0","0.12","0.0","0.0","5.3","0.12","0.63","0.0","0.0","0.0","0.0","27.5","29.7","600.92","300.46","573.42","571.22","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","1407.0","0.12","0.0","0.0","6.37","0.12","0.76","0.0","0.0","0.0","0.0","28.26","29.7","600.92","300.46","572.66","571.22","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","1407.0","0.12","0.0","0.0","6.44","0.12","0.76","0.0","0.0","0.0","0.0","29.02","29.7","600.92","300.46","571.9","571.22","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","1407.0","0.12","0.0","0.0","6.8","0.12","0.8","0.0","0.0","0.0","0.0","29.82","29.7","600.92","300.46","571.1","571.22","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","1407.0","0.12","0.0","0.0","6.39","0.12","0.74","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","1407.0","0.12","0.0","0.0","6.57","0.12","0.76","0.0","0.0","0.0","0.0","30.46","29.7","600.92","300.46","570.46","571.22","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","1407.0","0.11","0.0","0.0","7.1","0.11","0.81","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","1407.0","0.11","0.0","0.0","7.27","0.11","0.83","0.0","0.0","0.0","0.0","30.53","29.7","600.92","300.46","570.39","571.22","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","1407.0","0.11","0.0","0.0","7.05","0.11","0.8","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","1407.0","0.11","0.0","0.0","6.59","0.11","0.74","0.0","0.0","0.0","0.0","30.44","29.7","600.92","300.46","570.48","571.22","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","1407.0","0.11","0.0","0.0","7.34","0.11","0.82","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","1407.0","0.11","0.0","0.0","7.25","0.11","0.8","0.0","0.0","0.0","0.0","30.5","29.7","600.92","300.46","570.42","571.22","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","1407.0","0.11","0.0","0.0","6.76","0.11","0.74","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","1407.0","0.11","0.0","0.0","6.27","0.11","0.69","0.0","0.0","0.0","0.0","30.39","29.7","600.92","300.46","570.53","571.22","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","1407.0","0.11","0.0","0.0","6.52","0.11","0.71","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","1407.0","0.11","0.0","0.0","6.61","0.11","0.71","0.0","0.0","0.0","0.0","30.41","29.7","600.92","300.46","570.5","571.22","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","1407.0","0.11","0.0","0.0","6.44","0.11","0.69","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","1407.0","0.11","0.0","0.0","7.4","0.11","0.79","0.0","0.0","0.0","0.0","30.49","29.7","600.92","300.46","570.43","571.22","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","1407.0","0.11","0.0","0.0","7.6","0.11","0.81","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","1407.0","0.11","0.0","0.0","7.4","0.11","0.78","0.0","0.0","0.0","0.0","30.48","29.7","600.92","300.46","570.44","571.22","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","1407.0","0.1","0.0","0.0","7.62","0.1","0.8","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","1407.0","0.1","0.0","0.0","6.8","0.1","0.71","0.0","0.0","0.0","0.0","30.41","29.7","600.92","300.46","570.51","571.22","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","1407.0","0.1","0.0","0.0","7.01","0.1","0.73","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","1407.0","0.1","0.0","0.0","6.94","0.1","0.71","0.0","0.0","0.0","0.0","30.41","29.7","600.92","300.46","570.5","571.22","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","1407.0","0.1","0.0","0.0","6.82","0.1","0.7","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","1407.0","0.1","0.0","0.0","5.18","0.1","0.53","0.0","0.0","0.0","0.0","30.23","29.7","600.92","300.46","570.69","571.22","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","1407.0","0.1","0.0","0.0","5.74","0.1","0.58","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","1407.0","0.1","0.0","0.0","3.84","0.1","0.39","0.0","0.0","0.0","0.0","30.09","29.7","600.92","300.46","570.83","571.22","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","1407.0","0.1","0.0","0.0","6.68","0.1","0.67","0.28","0.28","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","1407.0","0.1","0.0","0.0","6.05","0.1","0.61","0.0","0.0","0.0","0.0","30.31","29.7","600.92","300.46","570.61","571.22","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","1407.0","0.1","0.0","0.0","6.56","0.1","0.65","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","1407.0","0.1","0.0","0.0","6.58","0.1","0.65","0.0","0.0","0.0","0.0","30.35","29.7","600.92","300.46","570.57","571.22","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","1407.0","0.1","0.0","0.0","6.51","0.1","0.64","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","1407.0","0.1","0.0","0.0","6.4","0.1","0.63","0.0","0.0","0.0","0.0","30.33","29.7","600.92","300.46","570.59","571.22","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","1407.0","0.1","0.0","0.0","6.59","0.1","0.64","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","1407.0","0.1","0.0","0.0","6.41","0.1","0.62","0.0","0.0","0.0","0.0","30.32","29.7","600.92","300.46","570.59","571.22","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","1407.0","0.1","0.0","0.0","6.64","0.1","0.64","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","1407.0","0.1","0.0","0.0","6.79","0.1","0.65","0.0","0.0","0.0","0.0","30.35","29.7","600.92","300.46","570.56","571.22","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","1407.0","0.1","0.0","0.0","7.17","0.1","0.69","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","1407.0","0.1","0.0","0.0","6.9","0.1","0.66","0.0","0.0","0.0","0.0","30.36","29.7","600.92","300.46","570.56","571.22","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","1407.0","0.09","0.0","0.0","6.3","0.09","0.6","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","1407.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","30.24","29.7","600.92","300.46","570.68","571.22","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","1407.0","0.09","0.0","0.0","5.74","0.09","0.54","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","1407.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","30.24","29.7","600.92","300.46","570.68","571.22","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","1407.0","0.09","0.0","0.0","5.93","0.09","0.55","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","1407.0","0.09","0.0","0.0","6.34","0.09","0.59","0.0","0.0","0.0","0.0","30.29","29.7","600.92","300.46","570.63","571.22","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","1407.0","0.09","0.0","0.0","6.64","0.09","0.62","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","1407.0","0.09","0.0","0.0","6.81","0.09","0.63","0.0","0.0","0.0","0.0","30.33","29.7","600.92","300.46","570.59","571.22","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","1407.0","0.09","0.0","0.0","7.07","0.09","0.65","0.02","0.02","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","1407.0","0.09","0.0","0.0","6.97","0.09","0.64","0.0","0.0","0.0","0.0","30.34","29.7","600.92","300.46","570.58","571.22","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","1407.0","0.09","0.0","0.0","5.56","0.09","0.51","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","1407.0","0.09","0.0","0.0","5.74","0.09","0.52","0.0","0.0","0.0","0.0","30.22","29.7","600.92","300.46","570.7","571.22","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","1407.0","0.09","0.0","0.0","5.7","0.09","0.52","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","1407.0","0.09","0.0","0.0","5.68","0.09","0.51","0.0","0.0","0.0","0.0","30.21","29.7","600.92","300.46","570.71","571.22","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","1407.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","1407.0","0.09","0.0","0.0","5.27","0.09","0.47","0.0","0.0","0.0","0.0","30.17","29.7","600.92","300.46","570.75","571.22","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","1407.0","0.09","0.0","0.0","5.29","0.09","0.47","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","1407.0","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","30.2","29.7","600.92","300.46","570.72","571.22","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","1407.0","0.09","0.0","0.0","5.17","0.09","0.46","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","1407.0","0.09","0.0","0.0","5.45","0.09","0.48","0.0","0.0","0.0","0.0","30.18","29.7","600.92","300.46","570.74","571.22","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","1407.0","0.09","0.0","0.0","5.6","0.09","0.49","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","1407.0","0.09","0.0","0.0","6.36","0.09","0.56","0.0","0.0","0.0","0.0","30.26","29.7","600.92","300.46","570.66","571.22","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","1407.0","0.09","0.0","0.0","6.71","0.09","0.59","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","1407.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","30.24","29.7","600.92","300.46","570.68","571.22","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","1407.0","0.09","0.0","0.0","4.33","0.09","0.38","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","1407.0","0.09","0.0","0.0","5.05","0.09","0.44","0.0","0.0","0.0","0.0","30.14","29.7","600.92","300.46","570.78","571.22","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","1407.0","0.09","0.0","0.0","3.92","0.09","0.34","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","1407.0","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","30.11","29.7","600.92","300.46","570.81","571.22","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","1407.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","1407.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","30.05","29.7","600.92","300.46","570.87","571.22","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","1407.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","1407.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","30.1","29.7","600.92","300.46","570.81","571.22","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","1407.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","1407.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","30.18","29.7","600.92","300.46","570.74","571.22","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","1407.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","1407.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","30.1","29.7","600.92","300.46","570.81","571.22","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","1407.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","1407.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","30.17","29.7","600.92","300.46","570.75","571.22","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","1407.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","1407.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","30.03","29.7","600.92","300.46","570.89","571.22","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","1407.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","1407.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","30.01","29.7","600.92","300.46","570.91","571.22","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","1407.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","29.7","29.7","600.92","300.46","571.22","571.22","0.0","","","","","","","","",""
