" Daily soil water balance output for Turf_farm in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Turf_farm in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","1583.0","0.13","0.85","0.0","7.4","0.85","6.29","0.0","0.0","0.0","0.0","6.29","56.48","241.4","120.7","235.11","184.93","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","1583.0","0.13","0.85","0.0","7.05","0.85","5.99","0.0","0.0","0.0","0.0","12.28","56.48","241.4","120.7","229.12","184.93","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","1583.0","0.13","0.85","0.0","7.61","0.85","6.47","0.0","0.0","0.0","0.0","18.75","56.48","241.4","120.7","222.65","184.93","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","1583.0","0.13","0.85","0.0","7.92","0.85","6.73","0.0","0.0","0.0","0.0","25.48","56.48","241.4","120.7","215.92","184.93","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","1583.0","0.12","0.85","0.0","7.19","0.85","6.11","0.0","0.0","0.0","0.0","31.59","56.48","241.4","120.7","209.81","184.93","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","1583.0","0.12","0.85","0.0","7.41","0.85","6.3","0.0","0.0","0.0","0.0","37.89","56.48","241.4","120.7","203.51","184.93","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","1583.0","0.12","0.85","0.0","6.84","0.85","5.81","0.0","0.0","0.0","0.0","43.71","56.48","241.4","120.7","197.69","184.93","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","1583.0","0.12","0.85","0.0","6.4","0.85","5.44","0.0","0.0","0.0","0.0","49.15","56.48","241.4","120.7","192.25","184.93","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","1583.0","0.12","0.85","0.0","5.04","0.85","4.28","0.0","0.0","0.0","0.0","53.43","56.48","241.4","120.7","187.97","184.93","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","1583.0","0.12","0.85","0.0","5.3","0.85","4.51","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","57.94","","","","","","",""
"2015.0","7.0","11.0","192.0","1583.0","0.12","0.85","0.0","6.37","0.85","5.41","0.0","0.0","0.0","0.0","5.41","56.48","241.4","120.7","235.99","184.93","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","1583.0","0.12","0.85","0.0","6.44","0.85","5.47","0.0","0.0","0.0","0.0","10.89","56.48","241.4","120.7","230.51","184.93","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","1583.0","0.12","0.85","0.0","6.8","0.85","5.78","0.0","0.0","0.0","0.0","16.67","56.48","241.4","120.7","224.73","184.93","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","1583.0","0.12","0.85","0.0","6.39","0.85","5.43","0.0","0.0","0.0","0.0","22.1","56.48","241.4","120.7","219.3","184.93","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","1583.0","0.12","0.85","0.0","6.57","0.85","5.58","0.0","0.0","0.0","0.0","27.68","56.48","241.4","120.7","213.72","184.93","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","1583.0","0.11","0.85","0.0","7.1","0.85","6.04","0.0","0.0","0.0","0.0","33.72","56.48","241.4","120.7","207.68","184.93","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","1583.0","0.11","0.85","0.0","7.27","0.85","6.18","0.0","0.0","0.0","0.0","39.9","56.48","241.4","120.7","201.5","184.93","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","1583.0","0.11","0.85","0.0","7.05","0.85","5.99","0.0","0.0","0.0","0.0","45.89","56.48","241.4","120.7","195.51","184.93","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","1583.0","0.11","0.85","0.0","6.59","0.85","5.6","0.0","0.0","0.0","0.0","51.49","56.48","241.4","120.7","189.91","184.93","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","1583.0","0.11","0.85","0.0","7.34","0.85","6.24","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","57.73","","","","","","",""
"2015.0","7.0","21.0","202.0","1583.0","0.11","0.85","0.0","7.25","0.85","6.16","0.0","0.0","0.0","0.0","6.16","56.48","241.4","120.7","235.24","184.93","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","1583.0","0.11","0.85","0.0","6.76","0.85","5.75","0.0","0.0","0.0","0.0","11.91","56.48","241.4","120.7","229.49","184.93","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","1583.0","0.11","0.85","0.0","6.27","0.85","5.33","0.0","0.0","0.0","0.0","17.24","56.48","241.4","120.7","224.16","184.93","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","1583.0","0.11","0.85","0.0","6.52","0.85","5.54","0.0","0.0","0.0","0.0","22.78","56.48","241.4","120.7","218.62","184.93","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","1583.0","0.11","0.85","0.0","6.61","0.85","5.62","0.0","0.0","0.0","0.0","28.4","56.48","241.4","120.7","213.0","184.93","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","1583.0","0.11","0.85","0.0","6.44","0.85","5.47","0.0","0.0","0.0","0.0","33.87","56.48","241.4","120.7","207.53","184.93","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","1583.0","0.11","0.85","0.0","7.4","0.85","6.29","0.0","0.0","0.0","0.0","40.16","56.48","241.4","120.7","201.24","184.93","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","1583.0","0.11","0.85","0.0","7.6","0.85","6.46","0.0","0.0","0.0","0.0","46.62","56.48","241.4","120.7","194.78","184.93","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","1583.0","0.11","0.85","0.0","7.4","0.85","6.29","0.0","0.0","0.0","0.0","52.91","56.48","241.4","120.7","188.49","184.93","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","1583.0","0.1","0.85","0.0","7.62","0.85","6.48","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","59.39","","","","","","",""
"2015.0","7.0","31.0","212.0","1583.0","0.1","0.85","0.0","6.8","0.85","5.78","0.0","0.0","0.0","0.0","5.78","56.48","241.4","120.7","235.62","184.93","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","1583.0","0.1","0.85","0.0","7.01","0.85","5.96","0.0","0.0","0.0","0.0","11.74","56.48","241.4","120.7","229.66","184.93","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","1583.0","0.1","0.85","0.0","6.94","0.85","5.9","0.0","0.0","0.0","0.0","17.64","56.48","241.4","120.7","223.76","184.93","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","1583.0","0.1","0.85","0.0","6.82","0.85","5.8","0.0","0.0","0.0","0.0","23.43","56.48","241.4","120.7","217.97","184.93","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","1583.0","0.1","0.85","0.0","5.18","0.85","4.4","0.0","0.0","0.0","0.0","27.84","56.48","241.4","120.7","213.56","184.93","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","1583.0","0.1","0.85","0.0","5.74","0.85","4.88","0.0","0.0","0.0","0.0","32.72","56.48","241.4","120.7","208.69","184.93","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","1583.0","0.1","0.85","0.0","3.84","0.85","3.26","0.0","0.0","0.0","0.0","35.98","56.48","241.4","120.7","205.42","184.93","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","1583.0","0.1","0.85","0.0","6.68","0.85","5.68","0.28","0.28","0.0","0.0","41.38","56.48","241.4","120.7","200.02","184.93","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","1583.0","0.1","0.85","0.0","6.05","0.85","5.14","0.0","0.0","0.0","0.0","46.52","56.48","241.4","120.7","194.88","184.93","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","1583.0","0.1","0.85","0.0","6.56","0.85","5.58","0.0","0.0","0.0","0.0","52.1","56.48","241.4","120.7","189.3","184.93","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","1583.0","0.1","0.85","0.0","6.58","0.85","5.59","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","57.69","","","","","","",""
"2015.0","8.0","11.0","223.0","1583.0","0.1","0.85","0.0","6.51","0.85","5.53","0.0","0.0","0.0","0.0","5.53","56.48","241.4","120.7","235.87","184.93","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","1583.0","0.1","0.85","0.0","6.4","0.85","5.44","0.0","0.0","0.0","0.0","10.97","56.48","241.4","120.7","230.43","184.93","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","1583.0","0.1","0.85","0.0","6.59","0.85","5.6","0.0","0.0","0.0","0.0","16.58","56.48","241.4","120.7","224.83","184.93","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","1583.0","0.1","0.85","0.0","6.41","0.85","5.45","0.0","0.0","0.0","0.0","22.02","56.48","241.4","120.7","219.38","184.93","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","1583.0","0.1","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","27.67","56.48","241.4","120.7","213.73","184.93","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","1583.0","0.1","0.85","0.0","6.79","0.85","5.77","0.0","0.0","0.0","0.0","33.44","56.48","241.4","120.7","207.96","184.93","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","1583.0","0.1","0.85","0.0","7.17","0.85","6.09","0.0","0.0","0.0","0.0","39.53","56.48","241.4","120.7","201.87","184.93","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","1583.0","0.1","0.85","0.0","6.9","0.85","5.87","0.0","0.0","0.0","0.0","45.4","56.48","241.4","120.7","196.0","184.93","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","1583.0","0.09","0.85","0.0","6.3","0.85","5.36","0.0","0.0","0.0","0.0","50.75","56.48","241.4","120.7","190.65","184.93","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","1583.0","0.09","0.85","0.0","5.73","0.85","4.87","0.0","0.0","0.0","0.0","55.62","56.48","241.4","120.7","185.78","184.93","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","1583.0","0.09","0.85","0.0","5.74","0.85","4.88","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","60.5","","","","","","",""
"2015.0","8.0","22.0","234.0","1583.0","0.09","0.85","0.0","5.73","0.85","4.87","0.0","0.0","0.0","0.0","4.87","56.48","241.4","120.7","236.53","184.93","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","1583.0","0.09","0.85","0.0","5.93","0.85","5.04","0.0","0.0","0.0","0.0","9.91","56.48","241.4","120.7","231.49","184.93","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","1583.0","0.09","0.85","0.0","6.34","0.85","5.39","0.0","0.0","0.0","0.0","15.3","56.48","241.4","120.7","226.1","184.93","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","1583.0","0.09","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","20.94","56.48","241.4","120.7","220.46","184.93","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","1583.0","0.09","0.85","0.0","6.81","0.85","5.79","0.0","0.0","0.0","0.0","26.73","56.48","241.4","120.7","214.67","184.93","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","1583.0","0.09","0.85","0.0","7.07","0.85","6.01","0.02","0.02","0.0","0.0","32.72","56.48","241.4","120.7","208.68","184.93","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","1583.0","0.09","0.85","0.0","6.97","0.85","5.92","0.0","0.0","0.0","0.0","38.65","56.48","241.4","120.7","202.76","184.93","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","1583.0","0.09","0.85","0.0","5.56","0.85","4.73","0.0","0.0","0.0","0.0","43.37","56.48","241.4","120.7","198.03","184.93","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","1583.0","0.09","0.85","0.0","5.74","0.85","4.88","0.0","0.0","0.0","0.0","48.25","56.48","241.4","120.7","193.15","184.93","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","1583.0","0.09","0.85","0.0","5.7","0.85","4.85","0.0","0.0","0.0","0.0","53.1","56.48","241.4","120.7","188.31","184.93","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","1583.0","0.09","0.85","0.0","5.68","0.85","4.83","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","57.92","","","","","","",""
"2015.0","9.0","2.0","245.0","1583.0","0.09","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","4.71","56.48","241.4","120.7","236.69","184.93","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","1583.0","0.09","0.85","0.0","5.27","0.85","4.48","0.0","0.0","0.0","0.0","9.19","56.48","241.4","120.7","232.21","184.93","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","1583.0","0.09","0.85","0.0","5.29","0.85","4.5","0.0","0.0","0.0","0.0","13.69","56.48","241.4","120.7","227.72","184.93","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","1583.0","0.09","0.85","0.0","5.58","0.85","4.74","0.0","0.0","0.0","0.0","18.43","56.48","241.4","120.7","222.97","184.93","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","1583.0","0.09","0.85","0.0","5.17","0.85","4.39","0.0","0.0","0.0","0.0","22.82","56.48","241.4","120.7","218.58","184.93","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","1583.0","0.09","0.85","0.0","5.45","0.85","4.63","0.0","0.0","0.0","0.0","27.46","56.48","241.4","120.7","213.95","184.93","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","1583.0","0.09","0.85","0.0","5.6","0.85","4.76","0.0","0.0","0.0","0.0","32.22","56.48","241.4","120.7","209.19","184.93","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","1583.0","0.09","0.85","0.0","6.36","0.85","5.41","0.0","0.0","0.0","0.0","37.62","56.48","241.4","120.7","203.78","184.93","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","1583.0","0.09","0.85","0.0","6.71","0.85","5.7","0.0","0.0","0.0","0.0","43.32","56.48","241.4","120.7","198.08","184.93","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","1583.0","0.09","0.85","0.0","6.2","0.85","5.27","0.0","0.0","0.0","0.0","48.59","56.48","241.4","120.7","192.81","184.93","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","1583.0","0.09","0.85","0.0","4.33","0.85","3.68","0.0","0.0","0.0","0.0","52.28","56.48","241.4","120.7","189.13","184.93","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","1583.0","0.09","0.85","0.0","5.05","0.85","4.29","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","56.57","","","","","","",""
"2015.0","9.0","14.0","257.0","1583.0","0.09","0.85","0.0","3.92","0.85","3.33","0.0","0.0","0.0","0.0","3.33","56.48","241.4","120.7","238.07","184.93","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","1583.0","0.09","0.85","0.0","4.74","0.85","4.03","0.0","0.0","0.0","0.0","7.36","56.48","241.4","120.7","234.04","184.93","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","1583.0","0.09","0.85","0.0","3.96","0.85","3.37","0.0","0.0","0.0","0.0","10.73","56.48","241.4","120.7","230.67","184.93","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","1583.0","0.09","0.85","0.0","4.02","0.85","3.42","0.0","0.0","0.0","0.0","14.14","56.48","241.4","120.7","227.26","184.93","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","1583.0","0.09","0.85","0.0","4.69","0.85","3.99","0.0","0.0","0.0","0.0","18.13","56.48","241.4","120.7","223.27","184.93","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","1583.0","0.09","0.85","0.0","4.72","0.85","4.01","0.0","0.0","0.0","0.0","22.14","56.48","241.4","120.7","219.26","184.93","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","1583.0","0.09","0.85","0.0","4.88","0.85","4.15","0.0","0.0","0.0","0.0","26.29","56.48","241.4","120.7","215.11","184.93","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","1583.0","0.09","0.85","0.0","5.65","0.85","4.8","0.0","0.0","0.0","0.0","31.09","56.48","241.4","120.7","210.31","184.93","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","1583.0","0.08","0.85","0.0","5.56","0.85","4.73","0.0","0.0","0.0","0.0","35.82","56.48","241.4","120.7","205.58","184.93","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","1583.0","0.08","0.85","0.0","4.77","0.85","4.05","0.0","0.0","0.0","0.0","39.87","56.48","241.4","120.7","201.53","184.93","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","1583.0","0.08","0.85","0.0","4.64","0.85","3.94","0.0","0.0","0.0","0.0","43.82","56.48","241.4","120.7","197.58","184.93","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","1583.0","0.08","0.85","0.0","5.61","0.85","4.77","0.0","0.0","0.0","0.0","48.59","56.48","241.4","120.7","192.82","184.93","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","1583.0","0.08","0.85","0.0","5.61","0.85","4.77","0.0","0.0","0.0","0.0","53.35","56.48","241.4","120.7","188.05","184.93","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","1583.0","0.08","0.85","0.0","3.95","0.85","3.36","0.0","0.0","0.0","0.0","0.0","56.48","241.4","120.7","241.4","184.93","56.71","","","","","","",""
"2015.0","9.0","28.0","271.0","1583.0","0.08","0.85","0.0","4.29","0.85","3.65","0.0","0.0","0.0","0.0","3.65","56.48","241.4","120.7","237.76","184.93","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","1583.0","0.08","0.85","0.0","3.68","0.85","3.13","0.0","0.0","0.0","0.0","6.77","56.48","241.4","120.7","234.63","184.93","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","1583.0","0.08","0.85","0.0","2.2","0.85","1.87","0.0","0.0","0.0","0.0","8.64","56.48","241.4","120.7","232.76","184.93","0.0","","","","","","",""
