" Daily soil water balance output for Other Deciduous in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Other Deciduous in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","24.0","175.0","5767.0","0.14","1.11","0.0","7.29","1.11","8.06","0.0","0.0","0.0","0.0","39.5","74.67","345.64","172.82","306.14","270.97","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","5767.0","0.14","1.11","0.0","7.98","1.11","8.89","0.0","0.0","0.0","0.0","48.39","74.67","345.64","172.82","297.25","270.97","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","5767.0","0.14","1.12","0.0","8.25","1.12","9.26","0.0","0.0","0.0","0.0","57.65","74.67","345.64","172.82","287.99","270.97","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","5767.0","0.13","1.13","0.0","6.76","1.13","7.64","0.0","0.0","0.0","0.0","65.29","74.67","345.64","172.82","280.35","270.97","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","5767.0","0.13","1.13","0.0","7.21","1.13","8.15","0.0","0.0","0.0","0.0","73.44","74.67","345.64","172.82","272.21","270.97","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","5767.0","0.13","1.13","0.0","7.58","1.13","8.57","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","82.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","5767.0","0.13","1.13","0.0","7.7","1.13","8.7","0.0","0.0","0.0","0.0","8.7","74.67","345.64","172.82","336.94","270.97","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","5767.0","0.13","1.13","0.0","7.4","1.13","8.36","0.0","0.0","0.0","0.0","17.06","74.67","345.64","172.82","328.58","270.97","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","5767.0","0.13","1.13","0.0","7.05","1.13","7.97","0.0","0.0","0.0","0.0","25.03","74.67","345.64","172.82","320.61","270.97","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","5767.0","0.13","1.13","0.0","7.61","1.13","8.6","0.0","0.0","0.0","0.0","33.63","74.67","345.64","172.82","312.01","270.97","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","5767.0","0.13","1.13","0.0","7.92","1.13","8.95","0.0","0.0","0.0","0.0","42.58","74.67","345.64","172.82","303.06","270.97","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","5767.0","0.12","1.13","0.0","7.19","1.13","8.12","0.0","0.0","0.0","0.0","50.7","74.67","345.64","172.82","294.94","270.97","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","5767.0","0.12","1.13","0.0","7.41","1.13","8.37","0.0","0.0","0.0","0.0","59.08","74.67","345.64","172.82","286.57","270.97","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","5767.0","0.12","1.13","0.0","6.84","1.13","7.73","0.0","0.0","0.0","0.0","66.81","74.67","345.64","172.82","278.84","270.97","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","5767.0","0.12","1.13","0.0","6.4","1.13","7.23","0.0","0.0","0.0","0.0","74.04","74.67","345.64","172.82","271.61","270.97","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","5767.0","0.12","1.13","0.0","5.04","1.13","5.7","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","79.73","","","","","","","","",""
"2015.0","7.0","10.0","191.0","5767.0","0.12","1.13","0.0","5.3","1.13","5.99","0.0","0.0","0.0","0.0","5.99","74.67","345.64","172.82","339.65","270.97","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","5767.0","0.12","1.13","0.0","6.37","1.13","7.2","0.0","0.0","0.0","0.0","13.19","74.67","345.64","172.82","332.46","270.97","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","5767.0","0.12","1.13","0.0","6.44","1.13","7.28","0.0","0.0","0.0","0.0","20.46","74.67","345.64","172.82","325.18","270.97","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","5767.0","0.12","1.13","0.0","6.8","1.13","7.68","0.0","0.0","0.0","0.0","28.15","74.67","345.64","172.82","317.49","270.97","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","5767.0","0.12","1.13","0.0","6.39","1.13","7.22","0.0","0.0","0.0","0.0","35.37","74.67","345.64","172.82","310.27","270.97","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","5767.0","0.12","1.13","0.0","6.57","1.13","7.42","0.0","0.0","0.0","0.0","42.79","74.67","345.64","172.82","302.85","270.97","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","5767.0","0.11","1.13","0.0","7.1","1.13","8.02","0.0","0.0","0.0","0.0","50.82","74.67","345.64","172.82","294.83","270.97","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","5767.0","0.11","1.13","0.0","7.27","1.13","8.22","0.0","0.0","0.0","0.0","59.03","74.67","345.64","172.82","286.61","270.97","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","5767.0","0.11","1.13","0.0","7.05","1.13","7.97","0.0","0.0","0.0","0.0","67.0","74.67","345.64","172.82","278.65","270.97","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","5767.0","0.11","1.13","0.0","6.59","1.13","7.45","0.0","0.0","0.0","0.0","74.44","74.67","345.64","172.82","271.2","270.97","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","5767.0","0.11","1.13","0.0","7.34","1.13","8.29","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","82.74","","","","","","","","",""
"2015.0","7.0","21.0","202.0","5767.0","0.11","1.13","0.0","7.25","1.13","8.19","0.0","0.0","0.0","0.0","8.19","74.67","345.64","172.82","337.45","270.97","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","5767.0","0.11","1.13","0.0","6.76","1.13","7.64","0.0","0.0","0.0","0.0","15.83","74.67","345.64","172.82","329.81","270.97","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","5767.0","0.11","1.13","0.0","6.27","1.13","7.09","0.0","0.0","0.0","0.0","22.92","74.67","345.64","172.82","322.73","270.97","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","5767.0","0.11","1.13","0.0","6.52","1.13","7.37","0.0","0.0","0.0","0.0","30.28","74.67","345.64","172.82","315.36","270.97","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","5767.0","0.11","1.13","0.0","6.61","1.13","7.47","0.0","0.0","0.0","0.0","37.75","74.67","345.64","172.82","307.89","270.97","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","5767.0","0.11","1.13","0.0","6.44","1.13","7.28","0.0","0.0","0.0","0.0","45.03","74.67","345.64","172.82","300.61","270.97","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","5767.0","0.11","1.13","0.0","7.4","1.13","8.36","0.0","0.0","0.0","0.0","53.39","74.67","345.64","172.82","292.25","270.97","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","5767.0","0.11","1.13","0.0","7.6","1.13","8.59","0.0","0.0","0.0","0.0","61.98","74.67","345.64","172.82","283.66","270.97","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","5767.0","0.11","1.13","0.0","7.4","1.13","8.36","0.0","0.0","0.0","0.0","70.34","74.67","345.64","172.82","275.3","270.97","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","5767.0","0.1","1.13","0.0","7.62","1.13","8.61","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","78.95","","","","","","","","",""
"2015.0","7.0","31.0","212.0","5767.0","0.1","1.13","0.0","6.8","1.13","7.68","0.0","0.0","0.0","0.0","7.68","74.67","345.64","172.82","337.96","270.97","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","5767.0","0.1","1.13","0.0","7.01","1.13","7.92","0.0","0.0","0.0","0.0","15.61","74.67","345.64","172.82","330.04","270.97","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","5767.0","0.1","1.13","0.0","6.94","1.13","7.84","0.0","0.0","0.0","0.0","23.45","74.67","345.64","172.82","322.2","270.97","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","5767.0","0.1","1.13","0.0","6.82","1.13","7.71","0.0","0.0","0.0","0.0","31.15","74.67","345.64","172.82","314.49","270.97","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","5767.0","0.1","1.13","0.0","5.18","1.13","5.85","0.0","0.0","0.0","0.0","37.01","74.67","345.64","172.82","308.64","270.97","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","5767.0","0.1","1.13","0.0","5.74","1.13","6.49","0.0","0.0","0.0","0.0","43.49","74.67","345.64","172.82","302.15","270.97","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","5767.0","0.1","1.13","0.0","3.84","1.13","4.34","0.0","0.0","0.0","0.0","47.83","74.67","345.64","172.82","297.81","270.97","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","5767.0","0.1","1.13","0.0","6.68","1.13","7.55","0.28","0.28","0.0","0.0","55.1","74.67","345.64","172.82","290.54","270.97","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","5767.0","0.1","1.13","0.0","6.05","1.13","6.84","0.0","0.0","0.0","0.0","61.94","74.67","345.64","172.82","283.71","270.97","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","5767.0","0.1","1.13","0.0","6.56","1.13","7.41","0.0","0.0","0.0","0.0","69.35","74.67","345.64","172.82","276.29","270.97","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","5767.0","0.1","1.13","0.0","6.58","1.13","7.44","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","76.79","","","","","","","","",""
"2015.0","8.0","11.0","223.0","5767.0","0.1","1.13","0.0","6.51","1.13","7.36","0.0","0.0","0.0","0.0","7.36","74.67","345.64","172.82","338.29","270.97","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","5767.0","0.1","1.12","0.0","6.4","1.12","7.17","0.0","0.0","0.0","0.0","14.53","74.67","345.64","172.82","331.12","270.97","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","5767.0","0.1","1.11","0.0","6.59","1.11","7.32","0.0","0.0","0.0","0.0","21.85","74.67","345.64","172.82","323.79","270.97","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","5767.0","0.1","1.1","0.0","6.41","1.1","7.06","0.0","0.0","0.0","0.0","28.91","74.67","345.64","172.82","316.73","270.97","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","5767.0","0.1","1.09","0.0","6.64","1.09","7.25","0.0","0.0","0.0","0.0","36.17","74.67","345.64","172.82","309.48","270.97","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","5767.0","0.1","1.08","0.0","6.79","1.08","7.35","0.0","0.0","0.0","0.0","43.52","74.67","345.64","172.82","302.13","270.97","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","5767.0","0.1","1.07","0.0","7.17","1.07","7.7","0.0","0.0","0.0","0.0","51.21","74.67","345.64","172.82","294.43","270.97","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","5767.0","0.1","1.06","0.0","6.9","1.06","7.34","0.0","0.0","0.0","0.0","58.56","74.67","345.64","172.82","287.09","270.97","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","5767.0","0.09","1.05","0.0","6.3","1.05","6.64","0.0","0.0","0.0","0.0","65.2","74.67","345.64","172.82","280.44","270.97","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","5767.0","0.09","1.05","0.0","5.73","1.05","5.99","0.0","0.0","0.0","0.0","71.19","74.67","345.64","172.82","274.45","270.97","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","5767.0","0.09","1.04","0.0","5.74","1.04","5.95","0.0","0.0","0.0","0.0","0.0","74.67","345.64","172.82","345.64","270.97","77.13","","","","","","","","",""
"2015.0","8.0","22.0","234.0","5767.0","0.09","1.03","0.0","5.73","1.03","5.88","0.0","0.0","0.0","0.0","5.88","74.67","345.64","172.82","339.76","270.97","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","5767.0","0.09","1.02","0.0","5.93","1.02","6.03","0.0","0.0","0.0","0.0","11.91","74.67","345.64","172.82","333.73","270.97","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","5767.0","0.09","1.01","0.0","6.34","1.01","6.39","0.0","0.0","0.0","0.0","18.3","74.67","345.64","172.82","327.35","270.97","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","5767.0","0.09","1.0","0.0","6.64","1.0","6.63","0.0","0.0","0.0","0.0","24.92","74.67","345.64","172.82","320.72","270.97","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","5767.0","0.09","0.99","0.0","6.81","0.99","6.73","0.0","0.0","0.0","0.0","31.66","74.67","345.64","172.82","313.99","270.97","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","5767.0","0.09","0.98","0.0","7.07","0.98","6.92","0.02","0.02","0.0","0.0","38.56","74.67","345.64","172.82","307.08","270.97","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","5767.0","0.09","0.97","0.0","6.97","0.97","6.76","0.0","0.0","0.0","0.0","45.32","74.67","345.64","172.82","300.33","270.97","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","5767.0","0.09","0.96","0.0","5.56","0.96","5.34","0.0","0.0","0.0","0.0","50.66","86.41","345.64","172.82","294.99","259.23","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","5767.0","0.09","0.95","0.0","5.74","0.95","5.46","0.0","0.0","0.0","0.0","56.12","86.41","345.64","172.82","289.53","259.23","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","5767.0","0.09","0.94","0.0","5.7","0.94","5.37","0.0","0.0","0.0","0.0","61.48","86.41","345.64","172.82","284.16","259.23","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","5767.0","0.09","0.93","0.0","5.68","0.93","5.29","0.0","0.0","0.0","0.0","66.78","86.41","345.64","172.82","278.87","259.23","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","5767.0","0.09","0.92","0.0","5.54","0.92","5.11","0.0","0.0","0.0","0.0","71.89","86.41","345.64","172.82","273.76","259.23","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","5767.0","0.09","0.91","0.0","5.27","0.91","4.81","0.0","0.0","0.0","0.0","76.7","86.41","345.64","172.82","268.94","259.23","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","5767.0","0.09","0.9","0.0","5.29","0.9","4.78","0.0","0.0","0.0","0.0","81.48","86.41","345.64","172.82","264.16","259.23","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","5767.0","0.09","0.89","0.0","5.58","0.89","4.99","0.0","0.0","0.0","0.0","0.0","86.41","345.64","172.82","345.64","259.23","86.47","","","","","","","","",""
"2015.0","9.0","6.0","249.0","5767.0","0.09","0.88","0.0","5.17","0.88","4.57","0.0","0.0","0.0","0.0","4.57","86.41","345.64","172.82","341.07","259.23","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","5767.0","0.09","0.88","0.0","5.45","0.88","4.77","0.0","0.0","0.0","0.0","9.35","86.41","345.64","172.82","336.3","259.23","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","5767.0","0.09","0.87","0.0","5.6","0.87","4.85","0.0","0.0","0.0","0.0","14.2","86.41","345.64","172.82","331.45","259.23","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","5767.0","0.09","0.86","0.0","6.36","0.86","5.45","0.0","0.0","0.0","0.0","19.64","86.41","345.64","172.82","326.0","259.23","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","5767.0","0.09","0.85","0.0","6.71","0.85","5.68","0.0","0.0","0.0","0.0","25.33","86.41","345.64","172.82","320.32","259.23","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","5767.0","0.09","0.84","0.0","6.2","0.84","5.19","0.0","0.0","0.0","0.0","30.52","86.41","345.64","172.82","315.12","259.23","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","5767.0","0.09","0.83","0.0","4.33","0.83","3.59","0.0","0.0","0.0","0.0","34.11","86.41","345.64","172.82","311.54","259.23","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","5767.0","0.09","0.82","0.0","5.05","0.82","4.14","0.0","0.0","0.0","0.0","38.24","86.41","345.64","172.82","307.4","259.23","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","5767.0","0.09","0.81","0.0","3.92","0.81","3.17","0.0","0.0","0.0","0.0","41.42","86.41","345.64","172.82","304.23","259.23","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","5767.0","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","45.21","86.41","345.64","172.82","300.44","259.23","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","5767.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","5767.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","24.65","24.3","345.64","172.82","321.0","321.34","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","5767.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","5767.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","345.64","172.82","320.94","321.34","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","5767.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","5767.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","24.78","24.3","345.64","172.82","320.86","321.34","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","5767.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","5767.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","24.7","24.3","345.64","172.82","320.94","321.34","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","5767.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","5767.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","345.64","172.82","320.87","321.34","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","5767.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","5767.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.63","24.3","345.64","172.82","321.01","321.34","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","5767.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","5767.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","24.61","24.3","345.64","172.82","321.04","321.34","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","5767.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","","","",""
