" Daily soil water balance output for Urban Landscape in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","185.0","0.15","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","34.04","","","","","","",""
"2015.0","7.0","5.0","186.0","185.0","0.15","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","5.32","30.5","128.0","64.0","122.68","97.5","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","185.0","0.14","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","10.86","30.5","128.0","64.0","117.14","97.5","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","185.0","0.14","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","15.89","30.5","128.0","64.0","112.11","97.5","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","185.0","0.14","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","20.73","30.5","128.0","64.0","107.27","97.5","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","185.0","0.14","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","24.79","30.5","128.0","64.0","103.21","97.5","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","185.0","0.14","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","28.85","30.5","128.0","64.0","99.15","97.5","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","185.0","0.14","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","33.7","","","","","","",""
"2015.0","7.0","12.0","193.0","185.0","0.14","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","4.9","30.5","128.0","64.0","123.1","97.5","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","185.0","0.14","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","10.06","30.5","128.0","64.0","117.94","97.5","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","185.0","0.13","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","14.84","30.5","128.0","64.0","113.16","97.5","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","185.0","0.13","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","19.79","30.5","128.0","64.0","108.21","97.5","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","185.0","0.13","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","25.12","30.5","128.0","64.0","102.88","97.5","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","185.0","0.13","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","30.54","","","","","","",""
"2015.0","7.0","18.0","199.0","185.0","0.13","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","5.28","30.5","128.0","64.0","122.72","97.5","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","185.0","0.13","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","10.4","30.5","128.0","64.0","117.6","97.5","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","185.0","0.13","0.8","0.0","7.08","0.8","5.66","0.0","0.0","0.0","0.0","16.06","30.5","128.0","64.0","111.94","97.5","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","185.0","0.13","0.8","0.0","6.76","0.8","5.41","0.0","0.0","0.0","0.0","21.47","30.5","128.0","64.0","106.53","97.5","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","185.0","0.13","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","26.55","30.5","128.0","64.0","101.45","97.5","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","185.0","0.12","0.8","0.0","5.95","0.8","4.76","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","31.31","","","","","","",""
"2015.0","7.0","24.0","205.0","185.0","0.12","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","5.04","30.5","128.0","64.0","122.96","97.5","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","185.0","0.12","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","10.02","30.5","128.0","64.0","117.98","97.5","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","185.0","0.12","0.8","0.0","6.11","0.8","4.89","0.0","0.0","0.0","0.0","14.91","30.5","128.0","64.0","113.09","97.5","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","185.0","0.12","0.8","0.0","7.03","0.8","5.62","0.0","0.0","0.0","0.0","20.54","30.5","128.0","64.0","107.46","97.5","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","185.0","0.12","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","26.3","30.5","128.0","64.0","101.7","97.5","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","185.0","0.12","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","31.93","","","","","","",""
"2015.0","7.0","30.0","211.0","185.0","0.12","0.8","0.0","7.09","0.8","5.67","0.0","0.0","0.0","0.0","5.67","30.5","128.0","64.0","122.33","97.5","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","185.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","10.79","30.5","128.0","64.0","117.21","97.5","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","185.0","0.12","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","16.1","30.5","128.0","64.0","111.9","97.5","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","185.0","0.12","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","21.27","30.5","128.0","64.0","106.73","97.5","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","185.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","26.39","30.5","128.0","64.0","101.61","97.5","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","185.0","0.11","0.8","0.0","5.0","0.8","4.0","0.0","0.0","0.0","0.0","30.39","30.5","128.0","64.0","97.61","97.5","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","185.0","0.11","0.8","0.0","5.5","0.8","4.4","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","34.79","","","","","","",""
"2015.0","8.0","6.0","218.0","185.0","0.11","0.8","0.0","3.54","0.8","2.83","0.0","0.0","0.0","0.0","2.83","30.5","128.0","64.0","125.17","97.5","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","185.0","0.11","0.8","0.0","6.33","0.8","5.06","0.66","0.66","0.0","0.0","7.24","30.5","128.0","64.0","120.76","97.5","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","185.0","0.11","0.8","0.0","5.63","0.8","4.5","0.0","0.0","0.0","0.0","11.74","30.5","128.0","64.0","116.26","97.5","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","185.0","0.11","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","16.69","30.5","128.0","64.0","111.31","97.5","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","185.0","0.11","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","21.63","30.5","128.0","64.0","106.37","97.5","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","185.0","0.11","0.8","0.0","6.14","0.8","4.91","0.0","0.0","0.0","0.0","26.54","30.5","128.0","64.0","101.46","97.5","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","185.0","0.11","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","31.4","","","","","","",""
"2015.0","8.0","13.0","225.0","185.0","0.11","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","4.96","30.5","128.0","64.0","123.04","97.5","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","185.0","0.11","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","9.86","30.5","128.0","64.0","118.14","97.5","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","185.0","0.11","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","15.07","30.5","128.0","64.0","112.93","97.5","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","185.0","0.11","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","20.34","30.5","128.0","64.0","107.66","97.5","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","185.0","0.11","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","25.75","30.5","128.0","64.0","102.25","97.5","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","185.0","0.11","0.8","0.0","6.38","0.8","5.1","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","30.86","","","","","","",""
"2015.0","8.0","19.0","231.0","185.0","0.11","0.8","0.0","5.83","0.8","4.66","0.0","0.0","0.0","0.0","4.66","30.5","128.0","64.0","123.34","97.5","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","185.0","0.11","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","8.93","30.5","128.0","64.0","119.07","97.5","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","185.0","0.1","0.8","0.0","5.39","0.8","4.31","0.0","0.0","0.0","0.0","13.24","30.5","128.0","64.0","114.76","97.5","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","185.0","0.1","0.8","0.0","5.42","0.8","4.34","0.0","0.0","0.0","0.0","17.58","30.5","128.0","64.0","110.42","97.5","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","185.0","0.1","0.8","0.0","5.61","0.8","4.49","0.0","0.0","0.0","0.0","22.06","30.5","128.0","64.0","105.94","97.5","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","185.0","0.1","0.8","0.0","5.92","0.8","4.74","0.0","0.0","0.0","0.0","26.8","30.5","128.0","64.0","101.2","97.5","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","185.0","0.1","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","31.76","","","","","","",""
"2015.0","8.0","26.0","238.0","185.0","0.1","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","5.1","30.5","128.0","64.0","122.9","97.5","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","185.0","0.1","0.8","0.0","6.84","0.8","5.47","0.62","0.62","0.0","0.0","9.95","30.5","128.0","64.0","118.05","97.5","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","185.0","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","15.28","30.5","128.0","64.0","112.72","97.5","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","185.0","0.1","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","19.54","30.5","128.0","64.0","108.46","97.5","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","185.0","0.1","0.8","0.0","5.53","0.8","4.42","0.0","0.0","0.0","0.0","23.96","30.5","128.0","64.0","104.04","97.5","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","185.0","0.1","0.8","0.0","5.5","0.8","4.4","0.0","0.0","0.0","0.0","28.36","30.5","128.0","64.0","99.64","97.5","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","185.0","0.1","0.8","0.0","5.34","0.8","4.27","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","32.64","","","","","","",""
"2015.0","9.0","2.0","245.0","185.0","0.1","0.8","0.0","5.19","0.8","4.15","0.0","0.0","0.0","0.0","4.15","30.5","128.0","64.0","123.85","97.5","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","185.0","0.1","0.8","0.0","5.05","0.8","4.04","0.0","0.0","0.0","0.0","8.19","30.5","128.0","64.0","119.81","97.5","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","185.0","0.1","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","12.26","30.5","128.0","64.0","115.74","97.5","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","185.0","0.1","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","16.5","30.5","128.0","64.0","111.5","97.5","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","185.0","0.1","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","20.6","30.5","128.0","64.0","107.4","97.5","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","185.0","0.1","0.8","0.0","5.37","0.8","4.3","0.0","0.0","0.0","0.0","24.9","30.5","128.0","64.0","103.1","97.5","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","185.0","0.1","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","29.36","30.5","128.0","64.0","98.64","97.5","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","185.0","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","34.28","","","","","","",""
"2015.0","9.0","10.0","253.0","185.0","0.1","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","5.17","30.5","128.0","64.0","122.83","97.5","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","185.0","0.1","0.8","0.0","5.89","0.8","4.71","0.0","0.0","0.0","0.0","9.88","30.5","128.0","64.0","118.12","97.5","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","185.0","0.1","0.8","0.0","4.12","0.8","3.3","0.0","0.0","0.0","0.0","13.18","30.5","128.0","64.0","114.82","97.5","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","185.0","0.1","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","17.08","30.5","128.0","64.0","110.92","97.5","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","185.0","0.09","0.8","0.0","3.58","0.8","2.86","0.0","0.0","0.0","0.0","19.94","30.5","128.0","64.0","108.06","97.5","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","185.0","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","23.63","30.5","128.0","64.0","104.37","97.5","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","185.0","0.09","0.8","0.0","3.88","0.8","3.1","0.0","0.0","0.0","0.0","26.74","30.5","128.0","64.0","101.26","97.5","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","185.0","0.09","0.8","0.0","3.91","0.8","3.13","0.0","0.0","0.0","0.0","29.86","30.5","128.0","64.0","98.14","97.5","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","185.0","0.09","0.8","0.0","4.6","0.8","3.68","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","33.54","","","","","","",""
"2015.0","9.0","19.0","262.0","185.0","0.09","0.8","0.0","4.65","0.8","3.72","0.0","0.0","0.0","0.0","3.72","30.5","128.0","64.0","124.28","97.5","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","185.0","0.09","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","7.62","30.5","128.0","64.0","120.38","97.5","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","185.0","0.09","0.8","0.0","5.55","0.8","4.44","0.0","0.0","0.0","0.0","12.06","30.5","128.0","64.0","115.94","97.5","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","185.0","0.09","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","16.1","30.5","128.0","64.0","111.9","97.5","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","185.0","0.09","0.8","0.0","4.6","0.8","3.68","0.0","0.0","0.0","0.0","19.78","30.5","128.0","64.0","108.22","97.5","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","185.0","0.09","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","23.4","30.5","128.0","64.0","104.6","97.5","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","185.0","0.09","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","27.68","30.5","128.0","64.0","100.32","97.5","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","185.0","0.09","0.8","0.0","5.28","0.8","4.22","0.0","0.0","0.0","0.0","0.0","30.5","128.0","64.0","128.0","97.5","31.9","","","","","","",""
"2015.0","9.0","27.0","270.0","185.0","0.09","0.8","0.0","3.87","0.8","3.1","0.0","0.0","0.0","0.0","3.1","30.5","128.0","64.0","124.9","97.5","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","185.0","0.09","0.8","0.0","3.92","0.8","3.14","0.0","0.0","0.0","0.0","6.23","30.5","128.0","64.0","121.77","97.5","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","185.0","0.09","0.8","0.0","3.46","0.8","2.77","0.0","0.0","0.0","0.0","9.0","30.5","128.0","64.0","119.0","97.5","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","185.0","0.09","0.8","0.0","2.16","0.8","1.73","0.0","0.0","0.0","0.0","10.73","30.5","128.0","64.0","117.27","97.5","0.0","","","","","","",""
