" Daily soil water balance output for Tomato Fresh in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Tomato Fresh in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","2571.0","0.14","1.1","0.0","8.0","1.1","8.8","0.0","0.0","0.0","0.0","0.0","72.7","347.32","173.66","347.32","274.62","73.14","","","","","","","","",""
"2015.0","6.0","26.0","177.0","2571.0","0.13","1.1","0.0","8.37","1.1","9.21","0.0","0.0","0.0","0.0","9.21","72.7","347.32","173.66","338.11","274.62","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","2571.0","0.13","1.1","0.0","6.94","1.1","7.63","0.0","0.0","0.0","0.0","16.84","72.7","347.32","173.66","330.48","274.62","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2571.0","0.13","1.1","0.0","7.3","1.1","8.03","0.0","0.0","0.0","0.0","24.87","72.7","347.32","173.66","322.45","274.62","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2571.0","0.13","1.1","0.0","7.58","1.1","8.34","0.0","0.0","0.0","0.0","33.21","72.7","347.32","173.66","314.11","274.62","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2571.0","0.13","1.1","0.0","7.69","1.1","8.46","0.0","0.0","0.0","0.0","41.67","72.7","347.32","173.66","305.65","274.62","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2571.0","0.13","1.1","0.0","7.56","1.1","8.32","0.0","0.0","0.0","0.0","49.98","72.7","347.32","173.66","297.34","274.62","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2571.0","0.13","1.1","0.0","7.24","1.1","7.96","0.0","0.0","0.0","0.0","57.95","72.7","347.32","173.66","289.37","274.62","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2571.0","0.13","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","66.22","72.7","347.32","173.66","281.1","274.62","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2571.0","0.12","1.1","0.0","8.01","1.1","8.81","0.0","0.0","0.0","0.0","0.0","72.7","347.32","173.66","347.32","274.62","75.03","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2571.0","0.12","1.1","0.0","7.28","1.1","8.01","0.0","0.0","0.0","0.0","8.01","72.7","347.32","173.66","339.31","274.62","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2571.0","0.12","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","16.15","72.7","347.32","173.66","331.17","274.62","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2571.0","0.12","1.1","0.0","6.93","1.1","7.62","0.0","0.0","0.0","0.0","23.77","72.7","347.32","173.66","323.55","274.62","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2571.0","0.12","1.1","0.0","6.35","1.1","6.99","0.0","0.0","0.0","0.0","30.76","72.7","347.32","173.66","316.56","274.62","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2571.0","0.12","1.1","0.0","4.42","1.1","4.86","0.0","0.0","0.0","0.0","35.62","72.7","347.32","173.66","311.7","274.62","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2571.0","0.12","1.1","0.0","5.2","1.1","5.72","0.0","0.0","0.0","0.0","41.34","72.7","347.32","173.66","305.98","274.62","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2571.0","0.12","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","48.38","72.7","347.32","173.66","298.94","274.62","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2571.0","0.12","1.1","0.0","6.48","1.1","7.13","0.0","0.0","0.0","0.0","55.51","72.7","347.32","173.66","291.81","274.62","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2571.0","0.12","1.1","0.0","6.7","1.1","7.37","0.0","0.0","0.0","0.0","62.88","72.7","347.32","173.66","284.44","274.62","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2571.0","0.12","1.1","0.0","6.5","1.1","7.15","0.0","0.0","0.0","0.0","70.03","72.7","347.32","173.66","277.29","274.62","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2571.0","0.12","1.1","0.0","6.67","1.1","7.34","0.0","0.0","0.0","0.0","0.0","72.7","347.32","173.66","347.32","274.62","77.36","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2571.0","0.11","1.1","0.0","7.18","1.1","7.9","0.0","0.0","0.0","0.0","7.9","72.7","347.32","173.66","339.42","274.62","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2571.0","0.11","1.1","0.0","7.37","1.1","8.11","0.0","0.0","0.0","0.0","16.01","72.7","347.32","173.66","331.32","274.62","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2571.0","0.11","1.1","0.0","7.3","1.1","8.03","0.0","0.0","0.0","0.0","24.04","72.7","347.32","173.66","323.29","274.62","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2571.0","0.11","1.1","0.0","6.82","1.1","7.5","0.0","0.0","0.0","0.0","31.54","72.7","347.32","173.66","315.78","274.62","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2571.0","0.11","1.1","0.0","7.38","1.1","8.12","0.0","0.0","0.0","0.0","39.66","72.7","347.32","173.66","307.67","274.62","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2571.0","0.11","1.1","0.0","7.36","1.1","8.1","0.0","0.0","0.0","0.0","47.75","72.7","347.32","173.66","299.57","274.62","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2571.0","0.11","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","55.36","72.7","347.32","173.66","291.96","274.62","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2571.0","0.11","1.1","0.0","6.25","1.1","6.88","0.0","0.0","0.0","0.0","62.24","72.7","347.32","173.66","285.08","274.62","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2571.0","0.11","1.1","0.0","6.45","1.1","7.1","0.0","0.0","0.0","0.0","69.33","72.7","347.32","173.66","277.99","274.62","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2571.0","0.11","1.1","0.0","6.55","1.1","7.21","0.0","0.0","0.0","0.0","0.0","72.7","347.32","173.66","347.32","274.62","76.54","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2571.0","0.11","1.1","0.0","6.49","1.1","7.14","0.0","0.0","0.0","0.0","7.14","72.7","347.32","173.66","340.18","274.62","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2571.0","0.11","1.1","0.0","7.47","1.1","8.22","0.0","0.0","0.0","0.0","15.36","72.7","347.32","173.66","331.96","274.62","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2571.0","0.11","1.1","0.0","7.77","1.1","8.55","0.0","0.0","0.0","0.0","23.9","72.7","347.32","173.66","323.42","274.62","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2571.0","0.1","1.1","0.0","7.5","1.1","8.25","0.0","0.0","0.0","0.0","32.15","72.7","347.32","173.66","315.17","274.62","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2571.0","0.1","1.1","0.0","7.84","1.1","8.62","0.0","0.0","0.0","0.0","40.78","72.7","347.32","173.66","306.54","274.62","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2571.0","0.1","1.1","0.0","6.75","1.1","7.43","0.0","0.0","0.0","0.0","48.2","72.7","347.32","173.66","299.12","274.62","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2571.0","0.1","1.1","0.0","7.04","1.1","7.74","0.0","0.0","0.0","0.0","55.95","72.7","347.32","173.66","291.37","274.62","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2571.0","0.1","1.08","0.0","6.93","1.08","7.51","0.0","0.0","0.0","0.0","63.45","72.7","347.32","173.66","283.87","274.62","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2571.0","0.1","1.07","0.0","6.91","1.07","7.37","0.0","0.0","0.0","0.0","70.82","72.7","347.32","173.66","276.5","274.62","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2571.0","0.1","1.05","0.0","5.01","1.05","5.26","0.0","0.0","0.0","0.0","0.0","72.7","347.32","173.66","347.32","274.62","76.08","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2571.0","0.1","1.03","0.0","5.82","1.03","6.01","0.0","0.0","0.0","0.0","6.01","72.7","347.32","173.66","341.31","274.62","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2571.0","0.1","1.02","0.0","4.19","1.02","4.26","0.0","0.0","0.0","0.0","10.27","72.7","347.32","173.66","337.05","274.62","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2571.0","0.1","1.0","0.0","6.78","1.0","6.78","0.0","0.0","0.0","0.0","17.05","72.7","347.32","173.66","330.27","274.62","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2571.0","0.1","0.98","0.0","6.09","0.98","5.99","0.0","0.0","0.0","0.0","23.04","72.7","347.32","173.66","324.28","274.62","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2571.0","0.1","0.97","0.0","6.64","0.97","6.42","0.0","0.0","0.0","0.0","29.46","72.7","347.32","173.66","317.86","274.62","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2571.0","0.1","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","35.79","72.7","347.32","173.66","311.53","274.62","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2571.0","0.1","0.93","0.0","6.52","0.93","6.09","0.0","0.0","0.0","0.0","41.87","72.7","347.32","173.66","305.45","274.62","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2571.0","0.1","0.92","0.0","6.43","0.92","5.89","0.0","0.0","0.0","0.0","47.77","72.7","347.32","173.66","299.55","274.62","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2571.0","0.1","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","53.69","72.7","347.32","173.66","293.63","274.62","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2571.0","0.1","0.88","0.0","6.27","0.88","5.54","0.0","0.0","0.0","0.0","59.23","86.83","347.32","173.66","288.09","260.49","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2571.0","0.1","0.87","0.0","6.53","0.87","5.66","0.0","0.0","0.0","0.0","64.89","86.83","347.32","173.66","282.43","260.49","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2571.0","0.1","0.85","0.0","6.74","0.85","5.73","0.0","0.0","0.0","0.0","70.62","86.83","347.32","173.66","276.7","260.49","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2571.0","0.1","0.83","0.0","7.21","0.83","6.01","0.0","0.0","0.0","0.0","76.62","86.83","347.32","173.66","270.7","260.49","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2571.0","0.09","0.82","0.0","6.94","0.82","5.67","0.0","0.0","0.0","0.0","82.29","86.83","347.32","173.66","265.03","260.49","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2571.0","0.09","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","0.0","86.83","347.32","173.66","347.32","260.49","87.36","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2571.0","0.09","0.78","0.0","5.68","0.78","4.45","0.0","0.0","0.0","0.0","4.45","86.83","347.32","173.66","342.87","260.49","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2571.0","0.09","0.77","0.0","5.73","0.77","4.39","0.0","0.0","0.0","0.0","8.84","86.83","347.32","173.66","338.48","260.49","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2571.0","0.09","0.75","0.0","5.78","0.75","4.33","0.0","0.0","0.0","0.0","13.18","86.83","347.32","173.66","334.14","260.49","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2571.0","0.09","0.73","0.0","5.88","0.73","4.31","0.0","0.0","0.0","0.0","17.49","86.83","347.32","173.66","329.83","260.49","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2571.0","0.09","0.72","0.0","6.35","0.72","4.55","0.0","0.0","0.0","0.0","22.04","86.83","347.32","173.66","325.28","260.49","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2571.0","0.09","0.7","0.0","6.65","0.7","4.65","0.0","0.0","0.0","0.0","26.7","86.83","347.32","173.66","320.62","260.49","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2571.0","0.09","0.68","0.0","6.78","0.68","4.63","0.0","0.0","0.0","0.0","31.33","86.83","347.32","173.66","315.99","260.49","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2571.0","0.09","0.67","0.0","6.93","0.67","4.62","0.0","0.0","0.0","0.0","35.95","86.83","347.32","173.66","311.37","260.49","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2571.0","0.09","0.65","0.0","6.87","0.65","4.47","0.0","0.0","0.0","0.0","40.41","86.83","347.32","173.66","306.91","260.49","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2571.0","0.09","0.63","0.0","5.34","0.63","3.38","0.0","0.0","0.0","0.0","43.8","86.83","347.32","173.66","303.52","260.49","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2571.0","0.09","0.62","0.0","5.64","0.62","3.48","0.0","0.0","0.0","0.0","47.27","86.83","347.32","173.66","300.05","260.49","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2571.0","0.09","0.6","0.0","5.74","0.6","3.44","0.0","0.0","0.0","0.0","50.72","86.83","347.32","173.66","296.6","260.49","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2571.0","0.09","0.0","0.0","5.75","0.09","0.52","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2571.0","0.09","0.0","0.0","5.63","0.09","0.5","0.0","0.0","0.0","0.0","29.0","28.5","347.32","173.66","318.32","318.82","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2571.0","0.09","0.0","0.0","5.25","0.09","0.47","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2571.0","0.09","0.0","0.0","5.32","0.09","0.47","0.0","0.0","0.0","0.0","28.97","28.5","347.32","173.66","318.35","318.82","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2571.0","0.09","0.0","0.0","5.71","0.09","0.51","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2571.0","0.09","0.0","0.0","5.22","0.09","0.46","0.0","0.0","0.0","0.0","28.96","28.5","347.32","173.66","318.36","318.82","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2571.0","0.09","0.0","0.0","5.51","0.09","0.49","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2571.0","0.09","0.0","0.0","5.49","0.09","0.48","0.0","0.0","0.0","0.0","28.98","28.5","347.32","173.66","318.34","318.82","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2571.0","0.09","0.0","0.0","6.25","0.09","0.55","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2571.0","0.09","0.0","0.0","6.63","0.09","0.58","0.0","0.0","0.0","0.0","29.08","28.5","347.32","173.66","318.24","318.82","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2571.0","0.09","0.0","0.0","6.3","0.09","0.55","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2571.0","0.09","0.0","0.0","4.61","0.09","0.4","0.0","0.0","0.0","0.0","28.9","28.5","347.32","173.66","318.42","318.82","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2571.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2571.0","0.09","0.0","0.0","4.07","0.09","0.35","0.0","0.0","0.0","0.0","28.85","28.5","347.32","173.66","318.47","318.82","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2571.0","0.09","0.0","0.0","4.66","0.09","0.4","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2571.0","0.09","0.0","0.0","3.58","0.09","0.31","0.0","0.0","0.0","0.0","28.81","28.5","347.32","173.66","318.51","318.82","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2571.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2571.0","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","28.89","28.5","347.32","173.66","318.43","318.82","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2571.0","0.09","0.0","0.0","4.73","0.09","0.4","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2571.0","0.09","0.0","0.0","4.79","0.09","0.41","0.0","0.0","0.0","0.0","28.91","28.5","347.32","173.66","318.41","318.82","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2571.0","0.08","0.0","0.0","5.59","0.08","0.47","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2571.0","0.08","0.0","0.0","5.63","0.08","0.48","0.0","0.0","0.0","0.0","28.98","28.5","347.32","173.66","318.34","318.82","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2571.0","0.08","0.0","0.0","4.66","0.08","0.39","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2571.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","28.89","28.5","347.32","173.66","318.43","318.82","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2571.0","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2571.0","0.08","0.0","0.0","5.48","0.08","0.46","0.0","0.0","0.0","0.0","28.96","28.5","347.32","173.66","318.36","318.82","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2571.0","0.08","0.0","0.0","3.94","0.08","0.33","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2571.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","28.88","28.5","347.32","173.66","318.44","318.82","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2571.0","0.08","0.0","0.0","4.04","0.08","0.34","0.0","0.0","0.0","0.0","28.5","28.5","347.32","173.66","318.82","318.82","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2571.0","0.08","0.0","0.0","2.06","0.08","0.17","0.0","0.0","0.0","0.0","28.67","28.5","347.32","173.66","318.65","318.82","0.0","","","","","","","","",""
