" Daily soil water balance output for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","271.0","0.13","0.98","0.0","7.16","0.98","7.03","0.0","0.0","0.0","0.0","51.4","94.9","421.01","210.51","369.61","326.11","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","271.0","0.13","0.99","0.0","7.43","0.99","7.34","0.0","0.0","0.0","0.0","58.74","94.9","421.01","210.51","362.28","326.11","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","271.0","0.13","0.99","0.0","7.6","0.99","7.55","0.0","0.0","0.0","0.0","66.28","94.9","421.01","210.51","354.73","326.11","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","271.0","0.13","1.0","0.0","7.68","1.0","7.67","0.0","0.0","0.0","0.0","73.96","94.9","421.01","210.51","347.06","326.11","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","271.0","0.13","1.01","0.0","7.42","1.01","7.46","0.0","0.0","0.0","0.0","81.41","94.9","421.01","210.51","339.6","326.11","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","271.0","0.13","1.01","0.0","7.56","1.01","7.64","0.0","0.0","0.0","0.0","89.06","94.9","421.01","210.51","331.96","326.11","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","271.0","0.12","1.02","0.0","7.43","1.02","7.55","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","96.61","","","","","","","","",""
"2015.0","7.0","4.0","185.0","271.0","0.12","1.02","0.0","8.14","1.02","8.32","0.0","0.0","0.0","0.0","8.32","94.9","421.01","210.51","412.69","326.11","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","271.0","0.12","1.03","0.0","7.47","1.03","7.68","0.0","0.0","0.0","0.0","16.01","94.9","421.01","210.51","405.0","326.11","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","271.0","0.12","1.03","0.0","7.45","1.03","7.71","0.0","0.0","0.0","0.0","23.72","94.9","421.01","210.51","397.3","326.11","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","271.0","0.12","1.04","0.0","7.05","1.04","7.34","0.0","0.0","0.0","0.0","31.05","94.9","421.01","210.51","389.96","326.11","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","271.0","0.12","1.05","0.0","6.42","1.05","6.72","0.0","0.0","0.0","0.0","37.77","94.9","421.01","210.51","383.24","326.11","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","271.0","0.12","1.05","0.0","4.51","1.05","4.75","0.0","0.0","0.0","0.0","42.51","94.9","421.01","210.51","378.5","326.11","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","271.0","0.12","1.06","0.0","5.24","1.06","5.54","0.0","0.0","0.0","0.0","48.06","94.9","421.01","210.51","372.95","326.11","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","271.0","0.12","1.06","0.0","6.46","1.06","6.87","0.0","0.0","0.0","0.0","54.93","94.9","421.01","210.51","366.08","326.11","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","271.0","0.12","1.07","0.0","6.6","1.07","7.06","0.0","0.0","0.0","0.0","62.0","94.9","421.01","210.51","359.02","326.11","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","271.0","0.12","1.07","0.0","6.72","1.07","7.19","0.0","0.0","0.0","0.0","69.19","94.9","421.01","210.51","351.83","326.11","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","271.0","0.11","1.07","0.0","6.66","1.07","7.13","0.0","0.0","0.0","0.0","76.31","94.9","421.01","210.51","344.7","326.11","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","271.0","0.11","1.07","0.0","6.77","1.07","7.24","0.0","0.0","0.0","0.0","83.56","94.9","421.01","210.51","337.46","326.11","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","271.0","0.11","1.07","0.0","7.29","1.07","7.8","0.0","0.0","0.0","0.0","91.36","94.9","421.01","210.51","329.66","326.11","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","271.0","0.11","1.07","0.0","7.45","1.07","7.97","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","99.33","","","","","","","","",""
"2015.0","7.0","18.0","199.0","271.0","0.11","1.07","0.0","7.52","1.07","8.05","0.0","0.0","0.0","0.0","8.05","94.9","421.01","210.51","412.97","326.11","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","271.0","0.11","1.07","0.0","6.89","1.07","7.37","0.0","0.0","0.0","0.0","15.42","94.9","421.01","210.51","405.6","326.11","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","271.0","0.11","1.07","0.0","7.43","1.07","7.95","0.0","0.0","0.0","0.0","23.37","94.9","421.01","210.51","397.64","326.11","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","271.0","0.11","1.07","0.0","7.44","1.07","7.96","0.0","0.0","0.0","0.0","31.33","94.9","421.01","210.51","389.68","326.11","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","271.0","0.11","1.07","0.0","7.1","1.07","7.6","0.0","0.0","0.0","0.0","38.93","94.9","421.01","210.51","382.09","326.11","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","271.0","0.11","1.07","0.0","6.23","1.07","6.67","0.0","0.0","0.0","0.0","45.59","94.9","421.01","210.51","375.42","326.11","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","271.0","0.11","1.07","0.0","6.45","1.07","6.9","0.0","0.0","0.0","0.0","52.49","94.9","421.01","210.51","368.52","326.11","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","271.0","0.11","1.07","0.0","6.6","1.07","7.06","0.0","0.0","0.0","0.0","59.56","94.9","421.01","210.51","361.46","326.11","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","271.0","0.11","1.07","0.0","6.59","1.07","7.05","0.0","0.0","0.0","0.0","66.61","94.9","421.01","210.51","354.41","326.11","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","271.0","0.11","1.07","0.0","7.51","1.07","8.04","0.0","0.0","0.0","0.0","74.64","94.9","421.01","210.51","346.37","326.11","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","271.0","0.1","1.07","0.0","7.9","1.07","8.45","0.0","0.0","0.0","0.0","83.1","94.9","421.01","210.51","337.92","326.11","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","271.0","0.1","1.07","0.0","7.55","1.07","8.08","0.0","0.0","0.0","0.0","91.17","94.9","421.01","210.51","329.84","326.11","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","271.0","0.1","1.07","0.0","8.0","1.07","8.56","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","99.73","","","","","","","","",""
"2015.0","7.0","31.0","212.0","271.0","0.1","1.07","0.0","6.92","1.07","7.4","0.0","0.0","0.0","0.0","7.4","94.9","421.01","210.51","413.61","326.11","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","271.0","0.1","1.07","0.0","7.08","1.07","7.58","0.0","0.0","0.0","0.0","14.98","94.9","421.01","210.51","406.03","326.11","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","271.0","0.1","1.07","0.0","6.92","1.07","7.4","0.0","0.0","0.0","0.0","22.38","94.9","421.01","210.51","398.63","326.11","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","271.0","0.1","1.07","0.0","7.0","1.07","7.49","0.0","0.0","0.0","0.0","29.87","94.9","421.01","210.51","391.14","326.11","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","271.0","0.1","1.07","0.0","4.85","1.07","5.19","0.0","0.0","0.0","0.0","35.06","94.9","421.01","210.51","385.95","326.11","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","271.0","0.1","1.07","0.0","5.83","1.07","6.24","0.0","0.0","0.0","0.0","41.3","94.9","421.01","210.51","379.71","326.11","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","271.0","0.1","1.07","0.0","4.52","1.07","4.84","0.0","0.0","0.0","0.0","46.14","94.9","421.01","210.51","374.88","326.11","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","271.0","0.1","1.07","0.0","6.88","1.07","7.36","0.0","0.0","0.0","0.0","53.5","94.9","421.01","210.51","367.51","326.11","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","271.0","0.1","1.07","0.0","6.22","1.07","6.66","0.0","0.0","0.0","0.0","60.16","94.9","421.01","210.51","360.86","326.11","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","271.0","0.1","1.07","0.0","6.69","1.07","7.16","0.0","0.0","0.0","0.0","67.31","94.9","421.01","210.51","353.7","326.11","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","271.0","0.1","1.07","0.0","6.74","1.07","7.21","0.0","0.0","0.0","0.0","74.53","94.9","421.01","210.51","346.49","326.11","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","271.0","0.1","1.07","0.0","6.58","1.07","7.04","0.0","0.0","0.0","0.0","81.57","94.9","421.01","210.51","339.45","326.11","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","271.0","0.1","1.07","0.0","6.46","1.07","6.91","0.0","0.0","0.0","0.0","88.48","94.9","421.01","210.51","332.54","326.11","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","271.0","0.1","1.07","0.0","6.63","1.07","7.09","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","95.57","","","","","","","","",""
"2015.0","8.0","14.0","226.0","271.0","0.1","1.07","0.0","6.2","1.07","6.63","0.0","0.0","0.0","0.0","6.63","94.9","421.01","210.51","414.38","326.11","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","271.0","0.1","1.07","0.0","6.51","1.07","6.97","0.0","0.0","0.0","0.0","13.6","94.9","421.01","210.51","407.41","326.11","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","271.0","0.1","1.07","0.0","6.78","1.07","7.25","0.0","0.0","0.0","0.0","20.85","94.9","421.01","210.51","400.16","326.11","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","271.0","0.09","1.07","0.0","7.25","1.07","7.76","0.0","0.0","0.0","0.0","28.61","94.9","421.01","210.51","392.4","326.11","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","271.0","0.09","1.07","0.0","7.05","1.07","7.54","0.0","0.0","0.0","0.0","36.16","94.9","421.01","210.51","384.86","326.11","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","271.0","0.09","1.07","0.0","6.44","1.07","6.89","0.0","0.0","0.0","0.0","43.05","94.9","421.01","210.51","377.97","326.11","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","271.0","0.09","1.07","0.0","5.71","1.07","6.11","0.0","0.0","0.0","0.0","49.16","94.9","421.01","210.51","371.86","326.11","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","271.0","0.09","1.07","0.0","5.79","1.07","6.2","0.0","0.0","0.0","0.0","55.35","94.9","421.01","210.51","365.66","326.11","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","271.0","0.09","1.07","0.0","5.86","1.07","6.27","0.0","0.0","0.0","0.0","61.62","94.9","421.01","210.51","359.39","326.11","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","271.0","0.09","1.07","0.0","5.93","1.07","6.35","0.0","0.0","0.0","0.0","67.97","94.9","421.01","210.51","353.05","326.11","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","271.0","0.09","1.07","0.0","6.4","1.07","6.85","0.0","0.0","0.0","0.0","74.81","94.9","421.01","210.51","346.2","326.11","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","271.0","0.09","1.07","0.0","6.7","1.07","7.17","0.0","0.0","0.0","0.0","81.98","94.9","421.01","210.51","339.03","326.11","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","271.0","0.09","1.07","0.0","6.8","1.07","7.28","0.0","0.0","0.0","0.0","89.26","94.9","421.01","210.51","331.75","326.11","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","271.0","0.09","1.07","0.0","6.81","1.07","7.29","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","96.55","","","","","","","","",""
"2015.0","8.0","28.0","240.0","271.0","0.09","1.07","0.0","6.87","1.07","7.35","0.0","0.0","0.0","0.0","7.35","94.9","421.01","210.51","413.66","326.11","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","271.0","0.09","1.07","0.0","5.44","1.07","5.82","0.0","0.0","0.0","0.0","13.17","94.9","421.01","210.51","407.84","326.11","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","271.0","0.09","1.07","0.0","5.56","1.07","5.95","0.0","0.0","0.0","0.0","19.12","94.9","421.01","210.51","401.89","326.11","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","271.0","0.09","1.07","0.0","5.76","1.07","6.16","0.0","0.0","0.0","0.0","25.28","94.9","421.01","210.51","395.73","326.11","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","271.0","0.09","1.07","0.0","5.9","1.07","6.31","0.0","0.0","0.0","0.0","31.6","94.9","421.01","210.51","389.42","326.11","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","271.0","0.09","1.07","0.0","5.77","1.07","6.17","0.0","0.0","0.0","0.0","37.77","94.9","421.01","210.51","383.24","326.11","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","271.0","0.09","1.07","0.0","5.25","1.07","5.62","0.0","0.0","0.0","0.0","43.39","94.9","421.01","210.51","377.63","326.11","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","271.0","0.09","1.07","0.0","5.36","1.07","5.74","0.0","0.0","0.0","0.0","49.12","94.9","421.01","210.51","371.89","326.11","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","271.0","0.09","1.07","0.0","5.84","1.07","6.25","0.0","0.0","0.0","0.0","55.37","94.9","421.01","210.51","365.64","326.11","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","271.0","0.09","1.07","0.0","5.27","1.07","5.64","0.0","0.0","0.0","0.0","61.01","94.9","421.01","210.51","360.0","326.11","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","271.0","0.09","1.07","0.0","5.59","1.07","5.98","0.0","0.0","0.0","0.0","66.99","94.9","421.01","210.51","354.02","326.11","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","271.0","0.09","1.07","0.0","5.46","1.07","5.84","0.0","0.0","0.0","0.0","72.83","94.9","421.01","210.51","348.18","326.11","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","271.0","0.09","1.07","0.0","6.23","1.07","6.67","0.0","0.0","0.0","0.0","79.5","94.9","421.01","210.51","341.51","326.11","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","271.0","0.09","1.06","0.0","6.64","1.06","7.07","0.0","0.0","0.0","0.0","86.57","94.9","421.01","210.51","334.44","326.11","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","271.0","0.09","1.06","0.0","6.34","1.06","6.72","0.0","0.0","0.0","0.0","93.29","94.9","421.01","210.51","327.72","326.11","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","271.0","0.09","1.05","0.0","4.82","1.05","5.08","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","98.37","","","","","","","","",""
"2015.0","9.0","13.0","256.0","271.0","0.09","1.05","0.0","5.41","1.05","5.68","0.0","0.0","0.0","0.0","5.68","94.9","421.01","210.51","415.34","326.11","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","271.0","0.09","1.04","0.0","4.19","1.04","4.37","0.0","0.0","0.0","0.0","10.05","94.9","421.01","210.51","410.96","326.11","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","271.0","0.09","1.04","0.0","4.58","1.04","4.76","0.0","0.0","0.0","0.0","14.81","94.9","421.01","210.51","406.2","326.11","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","271.0","0.09","1.03","0.0","3.32","1.03","3.43","0.0","0.0","0.0","0.0","18.24","94.9","421.01","210.51","402.77","326.11","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","271.0","0.09","1.03","0.0","3.93","1.03","4.04","0.23","0.23","0.0","0.0","22.05","94.9","421.01","210.51","398.96","326.11","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","271.0","0.08","1.02","0.0","4.53","1.02","4.64","0.0","0.0","0.0","0.0","26.69","94.9","421.01","210.51","394.33","326.11","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","271.0","0.08","1.02","0.0","4.78","1.02","4.87","0.0","0.0","0.0","0.0","31.55","94.9","421.01","210.51","389.46","326.11","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","271.0","0.08","1.01","0.0","4.79","1.01","4.85","0.0","0.0","0.0","0.0","36.41","94.9","421.01","210.51","384.61","326.11","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","271.0","0.08","1.01","0.0","5.6","1.01","5.64","0.0","0.0","0.0","0.0","42.05","94.9","421.01","210.51","378.96","326.11","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","271.0","0.08","1.0","0.0","5.83","1.0","5.84","0.0","0.0","0.0","0.0","47.89","94.9","421.01","210.51","373.12","326.11","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","271.0","0.08","1.0","0.0","4.62","1.0","4.61","0.0","0.0","0.0","0.0","52.5","94.9","421.01","210.51","368.51","326.11","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","271.0","0.08","0.99","0.0","4.63","0.99","4.59","0.0","0.0","0.0","0.0","57.09","94.9","421.01","210.51","363.92","326.11","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","271.0","0.08","0.99","0.0","5.62","0.99","5.55","0.0","0.0","0.0","0.0","62.64","94.9","421.01","210.51","358.37","326.11","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","271.0","0.08","0.98","0.0","5.39","0.98","5.29","0.0","0.0","0.0","0.0","67.93","94.9","421.01","210.51","353.08","326.11","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","271.0","0.08","0.98","0.0","4.08","0.98","3.98","0.0","0.0","0.0","0.0","71.92","94.9","421.01","210.51","349.1","326.11","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","271.0","0.08","0.97","0.0","4.73","0.97","4.59","0.0","0.0","0.0","0.0","76.51","94.9","421.01","210.51","344.5","326.11","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","271.0","0.08","0.97","0.0","4.31","0.97","4.16","0.0","0.0","0.0","0.0","80.68","105.25","421.01","210.51","340.34","315.76","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","271.0","0.08","0.96","0.0","2.04","0.96","1.96","0.0","0.0","0.0","0.0","82.64","105.25","421.01","210.51","338.38","315.76","0.0","","","","","","","","",""
