" Daily soil water balance output for Corn in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Corn in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","4923.0","0.14","1.05","0.0","7.89","1.05","8.28","0.0","0.0","0.0","0.0","29.58","81.41","409.65","204.83","380.07","328.24","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","4923.0","0.14","1.05","0.0","8.25","1.05","8.66","0.0","0.0","0.0","0.0","38.24","81.41","409.65","204.83","371.41","328.24","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","4923.0","0.13","1.05","0.0","6.73","1.05","7.07","0.0","0.0","0.0","0.0","45.31","81.41","409.65","204.83","364.35","328.24","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","4923.0","0.13","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","52.81","81.41","409.65","204.83","356.84","328.24","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","4923.0","0.13","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","60.64","81.41","409.65","204.83","349.02","328.24","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","4923.0","0.13","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","68.58","81.41","409.65","204.83","341.07","328.24","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","4923.0","0.13","1.05","0.0","7.43","1.05","7.8","0.0","0.0","0.0","0.0","76.39","81.41","409.65","204.83","333.27","328.24","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","4923.0","0.13","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","0.0","81.41","409.65","204.83","409.65","328.24","83.69","","","","","","","","",""
"2015.0","7.0","3.0","184.0","4923.0","0.13","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","7.74","81.41","409.65","204.83","401.91","328.24","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","4923.0","0.13","1.05","0.0","7.87","1.05","8.26","0.0","0.0","0.0","0.0","16.0","81.41","409.65","204.83","393.65","328.24","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","4923.0","0.12","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","23.51","81.41","409.65","204.83","386.14","328.24","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","4923.0","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","31.1","81.41","409.65","204.83","378.55","328.24","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","4923.0","0.12","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","38.19","81.41","409.65","204.83","371.46","328.24","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","4923.0","0.12","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","44.76","81.41","409.65","204.83","364.89","328.24","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","4923.0","0.12","1.05","0.0","4.34","1.05","4.56","0.0","0.0","0.0","0.0","49.32","81.41","409.65","204.83","360.33","328.24","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","4923.0","0.12","1.05","0.0","5.16","1.05","5.42","0.0","0.0","0.0","0.0","54.74","81.41","409.65","204.83","354.91","328.24","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","4923.0","0.12","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","61.39","81.41","409.65","204.83","348.26","328.24","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","4923.0","0.12","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","68.21","81.41","409.65","204.83","341.44","328.24","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","4923.0","0.12","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","75.14","81.41","409.65","204.83","334.51","328.24","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","4923.0","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","0.0","81.41","409.65","204.83","409.65","328.24","81.88","","","","","","","","",""
"2015.0","7.0","15.0","196.0","4923.0","0.12","1.05","0.0","6.62","1.05","6.95","0.0","0.0","0.0","0.0","6.95","81.41","409.65","204.83","402.7","328.24","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","4923.0","0.12","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","14.37","81.41","409.65","204.83","395.28","328.24","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","4923.0","0.11","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","21.99","81.41","409.65","204.83","387.66","328.24","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","4923.0","0.11","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","29.59","81.41","409.65","204.83","380.06","328.24","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","4923.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","36.73","81.41","409.65","204.83","372.92","328.24","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","4923.0","0.11","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","44.38","81.41","409.65","204.83","365.27","328.24","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","4923.0","0.11","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","51.95","81.41","409.65","204.83","357.7","328.24","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","4923.0","0.11","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","59.09","81.41","409.65","204.83","350.56","328.24","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","4923.0","0.11","1.05","0.0","6.1","1.05","6.41","0.0","0.0","0.0","0.0","65.5","81.41","409.65","204.83","344.15","328.24","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","4923.0","0.11","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","72.17","81.41","409.65","204.83","337.48","328.24","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","4923.0","0.11","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","78.9","81.41","409.65","204.83","330.75","328.24","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","4923.0","0.11","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","0.0","81.41","409.65","204.83","409.65","328.24","85.64","","","","","","","","",""
"2015.0","7.0","27.0","208.0","4923.0","0.11","1.05","0.0","7.39","1.05","7.76","0.0","0.0","0.0","0.0","7.76","81.41","409.65","204.83","401.89","328.24","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","4923.0","0.11","1.05","0.0","7.74","1.05","8.13","0.0","0.0","0.0","0.0","15.89","81.41","409.65","204.83","393.76","328.24","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","4923.0","0.11","1.05","0.0","7.42","1.05","7.79","0.0","0.0","0.0","0.0","23.68","81.41","409.65","204.83","385.97","328.24","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","4923.0","0.11","1.05","0.0","7.73","1.05","8.12","0.0","0.0","0.0","0.0","31.79","81.41","409.65","204.83","377.86","328.24","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","4923.0","0.1","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","38.76","81.41","409.65","204.83","370.9","328.24","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","4923.0","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","46.03","81.41","409.65","204.83","363.62","328.24","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","4923.0","0.1","1.04","0.0","6.78","1.04","7.02","0.0","0.0","0.0","0.0","53.05","81.41","409.65","204.83","356.6","328.24","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","4923.0","0.1","1.02","0.0","6.81","1.02","6.95","0.0","0.0","0.0","0.0","60.01","81.41","409.65","204.83","349.65","328.24","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","4923.0","0.1","1.01","0.0","4.69","1.01","4.72","0.0","0.0","0.0","0.0","64.73","81.41","409.65","204.83","344.93","328.24","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","4923.0","0.1","0.99","0.0","5.76","0.99","5.71","0.0","0.0","0.0","0.0","70.44","81.41","409.65","204.83","339.21","328.24","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","4923.0","0.1","0.98","0.0","4.25","0.98","4.15","0.0","0.0","0.0","0.0","74.59","81.41","409.65","204.83","335.06","328.24","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","4923.0","0.1","0.96","0.0","6.71","0.96","6.46","0.0","0.0","0.0","0.0","81.05","81.41","409.65","204.83","328.6","328.24","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","4923.0","0.1","0.95","0.0","5.96","0.95","5.65","0.0","0.0","0.0","0.0","0.0","81.41","409.65","204.83","409.65","328.24","86.71","","","","","","","","",""
"2015.0","8.0","9.0","221.0","4923.0","0.1","0.93","0.0","6.56","0.93","6.13","0.0","0.0","0.0","0.0","6.13","81.41","409.65","204.83","403.53","328.24","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","4923.0","0.1","0.92","0.0","6.58","0.92","6.05","0.0","0.0","0.0","0.0","12.18","81.41","409.65","204.83","397.48","328.24","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","4923.0","0.1","0.9","0.0","6.4","0.9","5.79","0.0","0.0","0.0","0.0","17.97","81.41","409.65","204.83","391.68","328.24","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","4923.0","0.1","0.89","0.0","6.33","0.89","5.64","0.0","0.0","0.0","0.0","23.6","102.41","409.65","204.83","386.05","307.24","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","4923.0","0.1","0.88","0.0","6.45","0.88","5.65","0.0","0.0","0.0","0.0","29.25","102.41","409.65","204.83","380.4","307.24","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","4923.0","0.1","0.86","0.0","6.13","0.86","5.28","0.0","0.0","0.0","0.0","34.53","102.41","409.65","204.83","375.12","307.24","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","4923.0","0.1","0.85","0.0","6.42","0.85","5.44","0.0","0.0","0.0","0.0","39.97","102.41","409.65","204.83","369.68","307.24","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","4923.0","0.1","0.83","0.0","6.66","0.83","5.54","0.0","0.0","0.0","0.0","45.51","102.41","409.65","204.83","364.14","307.24","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","4923.0","0.1","0.82","0.0","7.09","0.82","5.8","0.0","0.0","0.0","0.0","51.31","102.41","409.65","204.83","358.34","307.24","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","4923.0","0.1","0.8","0.0","6.79","0.8","5.45","0.0","0.0","0.0","0.0","56.76","102.41","409.65","204.83","352.89","307.24","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","4923.0","0.1","0.79","0.0","6.18","0.79","4.87","0.0","0.0","0.0","0.0","61.64","102.41","409.65","204.83","348.02","307.24","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","4923.0","0.1","0.77","0.0","5.52","0.77","4.27","0.0","0.0","0.0","0.0","65.91","102.41","409.65","204.83","343.74","307.24","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","4923.0","0.09","0.76","0.0","5.62","0.76","4.27","0.0","0.0","0.0","0.0","70.18","102.41","409.65","204.83","339.47","307.24","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","4923.0","0.09","0.75","0.0","5.69","0.75","4.24","0.0","0.0","0.0","0.0","74.42","102.41","409.65","204.83","335.23","307.24","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","4923.0","0.09","0.73","0.0","5.75","0.73","4.2","0.0","0.0","0.0","0.0","78.62","102.41","409.65","204.83","331.03","307.24","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","4923.0","0.09","0.72","0.0","6.23","0.72","4.46","0.0","0.0","0.0","0.0","83.08","102.41","409.65","204.83","326.57","307.24","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","4923.0","0.09","0.7","0.0","6.51","0.7","4.57","0.0","0.0","0.0","0.0","87.65","102.41","409.65","204.83","322.0","307.24","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","4923.0","0.09","0.69","0.0","6.64","0.69","4.56","0.0","0.0","0.0","0.0","92.21","102.41","409.65","204.83","317.44","307.24","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","4923.0","0.09","0.67","0.0","6.82","0.67","4.59","0.0","0.0","0.0","0.0","96.8","102.41","409.65","204.83","312.85","307.24","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","4923.0","0.09","0.66","0.0","6.79","0.66","4.47","0.0","0.0","0.0","0.0","101.27","102.41","409.65","204.83","308.38","307.24","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","4923.0","0.09","0.64","0.0","5.21","0.64","3.35","0.0","0.0","0.0","0.0","0.0","102.41","409.65","204.83","409.65","307.24","104.62","","","","","","","","",""
"2015.0","8.0","30.0","242.0","4923.0","0.09","0.63","0.0","5.54","0.63","3.48","0.0","0.0","0.0","0.0","3.48","102.41","409.65","204.83","406.17","307.24","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","4923.0","0.09","0.61","0.0","5.7","0.61","3.5","0.0","0.0","0.0","0.0","6.99","102.41","409.65","204.83","402.66","307.24","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","4923.0","0.09","0.6","0.0","5.68","0.6","3.41","0.0","0.0","0.0","0.0","10.4","102.41","409.65","204.83","399.26","307.24","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","4923.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","10.9","28.8","409.65","204.83","398.75","380.85","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","4923.0","0.09","0.0","0.0","5.19","0.09","0.47","0.0","0.0","0.0","0.0","11.36","28.8","409.65","204.83","398.29","380.85","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","4923.0","0.09","0.0","0.0","5.28","0.09","0.47","0.0","0.0","0.0","0.0","11.84","28.8","409.65","204.83","397.81","380.85","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","4923.0","0.09","0.0","0.0","5.7","0.09","0.51","0.0","0.0","0.0","0.0","12.35","28.8","409.65","204.83","397.3","380.85","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","4923.0","0.09","0.0","0.0","5.21","0.09","0.47","0.0","0.0","0.0","0.0","12.81","28.8","409.65","204.83","396.84","380.85","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","4923.0","0.09","0.0","0.0","5.47","0.09","0.49","0.0","0.0","0.0","0.0","13.3","28.8","409.65","204.83","396.35","380.85","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","4923.0","0.09","0.0","0.0","5.43","0.09","0.48","0.0","0.0","0.0","0.0","13.78","28.8","409.65","204.83","395.87","380.85","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","4923.0","0.09","0.0","0.0","6.14","0.09","0.54","0.0","0.0","0.0","0.0","14.33","28.8","409.65","204.83","395.33","380.85","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","4923.0","0.09","0.0","0.0","6.51","0.09","0.57","0.0","0.0","0.0","0.0","14.9","28.8","409.65","204.83","394.75","380.85","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","4923.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","15.44","28.8","409.65","204.83","394.21","380.85","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","4923.0","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","15.85","28.8","409.65","204.83","393.8","380.85","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","4923.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","16.31","28.8","409.65","204.83","393.34","380.85","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","4923.0","0.09","0.0","0.0","3.97","0.09","0.35","0.0","0.0","0.0","0.0","16.65","28.8","409.65","204.83","393.0","380.85","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","4923.0","0.09","0.0","0.0","4.59","0.09","0.4","0.0","0.0","0.0","0.0","17.05","28.8","409.65","204.83","392.6","380.85","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","4923.0","0.09","0.0","0.0","3.31","0.09","0.29","0.0","0.0","0.0","0.0","17.34","28.8","409.65","204.83","392.31","380.85","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","4923.0","0.09","0.0","0.0","3.92","0.09","0.34","0.05","0.05","0.0","0.0","17.63","28.8","409.65","204.83","392.02","380.85","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","4923.0","0.09","0.0","0.0","4.51","0.09","0.39","0.0","0.0","0.0","0.0","18.02","28.8","409.65","204.83","391.63","380.85","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","4923.0","0.09","0.0","0.0","4.71","0.09","0.41","0.0","0.0","0.0","0.0","18.42","28.8","409.65","204.83","391.23","380.85","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","4923.0","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","18.83","28.8","409.65","204.83","390.82","380.85","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","4923.0","0.09","0.0","0.0","5.54","0.09","0.47","0.0","0.0","0.0","0.0","19.31","28.8","409.65","204.83","390.34","380.85","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","4923.0","0.09","0.0","0.0","5.48","0.09","0.47","0.0","0.0","0.0","0.0","19.78","28.8","409.65","204.83","389.88","380.85","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","4923.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","20.16","28.8","409.65","204.83","389.49","380.85","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","4923.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","20.55","28.8","409.65","204.83","389.1","380.85","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","4923.0","0.08","0.0","0.0","5.54","0.08","0.47","0.0","0.0","0.0","0.0","21.02","28.8","409.65","204.83","388.63","380.85","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","4923.0","0.08","0.0","0.0","5.3","0.08","0.45","0.0","0.0","0.0","0.0","21.47","28.8","409.65","204.83","388.18","380.85","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","4923.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","21.8","28.8","409.65","204.83","387.85","380.85","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","4923.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","22.18","28.8","409.65","204.83","387.47","380.85","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","4923.0","0.08","0.0","0.0","4.09","0.08","0.34","0.0","0.0","0.0","0.0","22.53","28.8","409.65","204.83","387.13","380.85","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","4923.0","0.08","0.0","0.0","1.96","0.08","0.16","0.0","0.0","0.0","0.0","22.69","28.8","409.65","204.83","386.96","380.85","0.0","","","","","","","","",""
