" Daily soil water balance output for Safflower in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Safflower in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","34.0","0.14","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","92.62","104.61","569.98","284.99","477.35","465.37","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","34.0","0.14","1.05","0.0","6.84","1.05","7.18","0.0","0.0","0.0","0.0","99.81","104.61","569.98","284.99","470.17","465.37","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","34.0","0.13","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","0.0","104.61","569.98","284.99","569.98","465.37","107.44","","","","","","","","",""
"2015.0","6.0","30.0","181.0","34.0","0.13","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","7.82","104.61","569.98","284.99","562.15","465.37","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","34.0","0.13","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","15.44","104.61","569.98","284.99","554.54","465.37","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","34.0","0.13","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","22.52","104.61","569.98","284.99","547.45","465.37","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","34.0","0.13","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","30.12","104.61","569.98","284.99","539.85","465.37","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","34.0","0.13","1.05","0.0","7.49","1.05","7.86","0.0","0.0","0.0","0.0","37.99","104.61","569.98","284.99","531.99","465.37","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","34.0","0.13","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","45.14","104.61","569.98","284.99","524.84","465.37","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","34.0","0.13","1.05","0.0","7.06","1.05","7.41","0.0","0.0","0.0","0.0","52.55","104.61","569.98","284.99","517.42","465.37","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","34.0","0.12","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","59.3","104.61","569.98","284.99","510.67","465.37","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","34.0","0.12","1.05","0.0","6.11","1.05","6.42","0.0","0.0","0.0","0.0","65.72","104.61","569.98","284.99","504.26","465.37","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","34.0","0.12","1.05","0.0","4.59","1.05","4.82","0.0","0.0","0.0","0.0","70.54","104.61","569.98","284.99","499.44","465.37","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","34.0","0.12","1.05","0.0","5.12","1.05","5.38","0.0","0.0","0.0","0.0","75.92","104.61","569.98","284.99","494.06","465.37","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","34.0","0.12","1.05","0.0","6.16","1.05","6.47","0.0","0.0","0.0","0.0","82.38","104.61","569.98","284.99","487.59","465.37","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","34.0","0.12","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","88.95","104.61","569.98","284.99","481.03","465.37","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","34.0","0.12","1.05","0.0","6.5","1.05","6.83","0.0","0.0","0.0","0.0","95.77","104.61","569.98","284.99","474.21","465.37","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","34.0","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","102.2","104.61","569.98","284.99","467.78","465.37","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","34.0","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","0.0","104.61","569.98","284.99","569.98","465.37","108.89","","","","","","","","",""
"2015.0","7.0","16.0","197.0","34.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","7.14","104.61","569.98","284.99","562.84","465.37","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","34.0","0.12","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","14.44","104.61","569.98","284.99","555.54","465.37","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","34.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","21.58","104.61","569.98","284.99","548.4","465.37","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","34.0","0.12","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","28.46","104.61","569.98","284.99","541.52","465.37","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","34.0","0.11","1.05","0.0","7.22","1.05","7.58","0.0","0.0","0.0","0.0","36.04","104.61","569.98","284.99","533.94","465.37","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","34.0","0.11","1.05","0.0","6.9","1.05","7.25","0.0","0.0","0.0","0.0","43.28","104.61","569.98","284.99","526.7","465.37","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","34.0","0.11","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","50.03","104.61","569.98","284.99","519.94","465.37","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","34.0","0.11","1.05","0.0","6.01","1.05","6.31","0.0","0.0","0.0","0.0","56.34","104.61","569.98","284.99","513.63","465.37","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","34.0","0.11","1.05","0.0","6.29","1.05","6.6","0.0","0.0","0.0","0.0","62.95","104.61","569.98","284.99","507.03","465.37","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","34.0","0.11","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","69.53","104.61","569.98","284.99","500.45","465.37","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","34.0","0.11","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","76.02","104.61","569.98","284.99","493.96","465.37","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","34.0","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","83.54","104.61","569.98","284.99","486.44","465.37","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","34.0","0.11","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","91.32","104.61","569.98","284.99","478.66","465.37","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","34.0","0.11","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","98.86","104.61","569.98","284.99","471.12","465.37","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","34.0","0.11","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","0.0","104.61","569.98","284.99","569.98","465.37","106.54","","","","","","","","",""
"2015.0","7.0","31.0","212.0","34.0","0.11","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","6.66","104.61","569.98","284.99","563.32","465.37","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","34.0","0.11","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","13.73","142.49","569.98","284.99","556.24","427.48","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","34.0","0.11","1.05","0.0","6.62","1.05","6.95","0.0","0.0","0.0","0.0","20.69","142.49","569.98","284.99","549.29","427.48","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","34.0","0.1","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","27.58","142.49","569.98","284.99","542.39","427.48","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","34.0","0.1","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","32.91","142.49","569.98","284.99","537.07","427.48","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","34.0","0.1","1.05","0.0","5.66","1.05","5.94","0.0","0.0","0.0","0.0","38.85","142.49","569.98","284.99","531.13","427.48","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","34.0","0.1","1.05","0.0","3.9","1.05","4.1","0.0","0.0","0.0","0.0","42.95","142.49","569.98","284.99","527.03","427.48","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","34.0","0.1","1.05","0.0","6.42","1.05","6.74","0.1","0.1","0.0","0.0","49.59","142.49","569.98","284.99","520.39","427.48","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","34.0","0.1","1.02","0.0","5.74","1.02","5.84","0.0","0.0","0.0","0.0","55.42","142.49","569.98","284.99","514.55","427.48","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","34.0","0.1","0.98","0.0","6.34","0.98","6.23","0.0","0.0","0.0","0.0","61.66","142.49","569.98","284.99","508.32","427.48","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","34.0","0.1","0.95","0.0","6.33","0.95","6.01","0.0","0.0","0.0","0.0","67.67","142.49","569.98","284.99","502.31","427.48","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","34.0","0.1","0.92","0.0","6.22","0.92","5.7","0.0","0.0","0.0","0.0","73.37","142.49","569.98","284.99","496.6","427.48","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","34.0","0.1","0.88","0.0","6.17","0.88","5.45","0.0","0.0","0.0","0.0","78.82","142.49","569.98","284.99","491.15","427.48","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","34.0","0.1","0.85","0.0","6.28","0.85","5.34","0.0","0.0","0.0","0.0","84.16","142.49","569.98","284.99","485.82","427.48","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","34.0","0.1","0.82","0.0","6.15","0.82","5.02","0.0","0.0","0.0","0.0","89.18","142.49","569.98","284.99","480.79","427.48","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","34.0","0.1","0.78","0.0","6.44","0.78","5.04","0.0","0.0","0.0","0.0","94.23","142.49","569.98","284.99","475.75","427.48","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","34.0","0.1","0.75","0.0","6.56","0.75","4.92","0.0","0.0","0.0","0.0","99.15","142.49","569.98","284.99","470.83","427.48","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","34.0","0.1","0.72","0.0","6.9","0.72","4.95","0.0","0.0","0.0","0.0","104.09","142.49","569.98","284.99","465.88","427.48","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","34.0","0.1","0.68","0.0","6.52","0.68","4.46","0.0","0.0","0.0","0.0","108.55","142.49","569.98","284.99","461.43","427.48","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","34.0","0.1","0.65","0.0","5.94","0.65","3.86","0.0","0.0","0.0","0.0","112.41","142.49","569.98","284.99","457.57","427.48","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","34.0","0.1","0.62","0.0","5.43","0.62","3.35","0.0","0.0","0.0","0.0","115.76","142.49","569.98","284.99","454.22","427.48","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","34.0","0.1","0.58","0.0","5.49","0.58","3.2","0.0","0.0","0.0","0.0","118.96","142.49","569.98","284.99","451.02","427.48","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","34.0","0.1","0.55","0.0","5.51","0.55","3.03","0.0","0.0","0.0","0.0","121.99","142.49","569.98","284.99","447.99","427.48","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","34.0","0.1","0.52","0.0","5.64","0.52","2.91","0.0","0.0","0.0","0.0","124.9","142.49","569.98","284.99","445.07","427.48","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","34.0","0.1","0.48","0.0","6.06","0.48","2.93","0.0","0.0","0.0","0.0","127.83","142.49","569.98","284.99","442.14","427.48","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","34.0","0.1","0.45","0.0","6.32","0.45","2.84","0.0","0.0","0.0","0.0","130.68","142.49","569.98","284.99","439.3","427.48","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","34.0","0.09","0.42","0.0","6.51","0.42","2.71","0.0","0.0","0.0","0.0","133.39","142.49","569.98","284.99","436.59","427.48","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","34.0","0.09","0.38","0.0","6.88","0.38","2.64","0.04","0.04","0.0","0.0","135.99","142.49","569.98","284.99","433.99","427.48","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","34.0","0.09","0.35","0.0","6.73","0.35","2.36","0.0","0.0","0.0","0.0","138.34","142.49","569.98","284.99","431.63","427.48","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","34.0","0.09","0.32","0.0","5.23","0.32","1.66","0.0","0.0","0.0","0.0","140.0","142.49","569.98","284.99","429.98","427.48","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","34.0","0.09","0.28","0.0","5.55","0.28","1.57","0.0","0.0","0.0","0.0","141.57","142.49","569.98","284.99","428.41","427.48","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","34.0","0.09","0.25","0.0","5.58","0.25","1.4","0.0","0.0","0.0","0.0","0.0","142.49","569.98","284.99","569.98","427.48","142.97","","","","","","","","",""
"2015.0","9.0","1.0","244.0","34.0","0.09","0.0","0.0","5.43","0.09","0.5","0.0","0.0","0.0","0.0","0.5","28.05","569.98","284.99","569.47","541.93","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","34.0","0.09","0.0","0.0","5.29","0.09","0.49","0.0","0.0","0.0","0.0","0.99","28.05","569.98","284.99","568.99","541.93","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","34.0","0.09","0.0","0.0","5.11","0.09","0.47","0.0","0.0","0.0","0.0","1.46","28.05","569.98","284.99","568.52","541.93","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","34.0","0.09","0.0","0.0","5.15","0.09","0.47","0.0","0.0","0.0","0.0","1.93","28.05","569.98","284.99","568.05","541.93","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","34.0","0.09","0.0","0.0","5.45","0.09","0.5","0.0","0.0","0.0","0.0","2.43","28.05","569.98","284.99","567.55","541.93","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","34.0","0.09","0.0","0.0","5.14","0.09","0.47","0.0","0.0","0.0","0.0","2.9","28.05","569.98","284.99","567.08","541.93","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","34.0","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","3.38","28.05","569.98","284.99","566.59","541.93","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","34.0","0.09","0.0","0.0","5.51","0.09","0.5","0.0","0.0","0.0","0.0","3.88","28.05","569.98","284.99","566.1","541.93","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","34.0","0.09","0.0","0.0","6.15","0.09","0.55","0.0","0.0","0.0","0.0","4.43","28.05","569.98","284.99","565.54","541.93","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","34.0","0.09","0.0","0.0","6.46","0.09","0.58","0.0","0.0","0.0","0.0","5.01","28.05","569.98","284.99","564.96","541.93","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","34.0","0.09","0.0","0.0","5.99","0.09","0.54","0.0","0.0","0.0","0.0","5.55","28.05","569.98","284.99","564.43","541.93","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","34.0","0.09","0.0","0.0","4.16","0.09","0.37","0.0","0.0","0.0","0.0","5.92","28.05","569.98","284.99","564.06","541.93","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","34.0","0.09","0.0","0.0","5.02","0.09","0.45","0.0","0.0","0.0","0.0","6.37","28.05","569.98","284.99","563.61","541.93","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","34.0","0.09","0.0","0.0","3.65","0.09","0.32","0.0","0.0","0.0","0.0","6.69","28.05","569.98","284.99","563.29","541.93","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","34.0","0.09","0.0","0.0","4.63","0.09","0.41","0.0","0.0","0.0","0.0","7.1","28.05","569.98","284.99","562.88","541.93","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","34.0","0.09","0.0","0.0","3.63","0.09","0.32","0.0","0.0","0.0","0.0","7.42","28.05","569.98","284.99","562.56","541.93","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","34.0","0.09","0.0","0.0","3.92","0.09","0.35","0.0","0.0","0.0","0.0","7.77","28.05","569.98","284.99","562.21","541.93","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","34.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","8.17","28.05","569.98","284.99","561.81","541.93","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","34.0","0.09","0.0","0.0","4.65","0.09","0.41","0.0","0.0","0.0","0.0","8.58","28.05","569.98","284.99","561.4","541.93","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","34.0","0.09","0.0","0.0","4.8","0.09","0.42","0.0","0.0","0.0","0.0","9.0","28.05","569.98","284.99","560.98","541.93","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","34.0","0.09","0.0","0.0","5.53","0.09","0.48","0.0","0.0","0.0","0.0","9.48","28.05","569.98","284.99","560.5","541.93","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","34.0","0.09","0.0","0.0","5.15","0.09","0.45","0.0","0.0","0.0","0.0","9.93","28.05","569.98","284.99","560.05","541.93","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","34.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","10.32","28.05","569.98","284.99","559.65","541.93","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","34.0","0.09","0.0","0.0","4.55","0.09","0.39","0.0","0.0","0.0","0.0","10.72","28.05","569.98","284.99","559.26","541.93","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","34.0","0.09","0.0","0.0","5.43","0.09","0.47","0.0","0.0","0.0","0.0","11.18","28.05","569.98","284.99","558.79","541.93","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","34.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","11.64","28.05","569.98","284.99","558.34","541.93","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","34.0","0.09","0.0","0.0","3.79","0.09","0.33","0.0","0.0","0.0","0.0","11.97","28.05","569.98","284.99","558.01","541.93","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","34.0","0.09","0.0","0.0","4.18","0.09","0.36","0.0","0.0","0.0","0.0","12.32","28.05","569.98","284.99","557.65","541.93","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","34.0","0.09","0.0","0.0","3.64","0.09","0.31","0.0","0.0","0.0","0.0","12.64","28.05","569.98","284.99","557.34","541.93","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","34.0","0.09","0.0","0.0","1.99","0.09","0.17","0.0","0.0","0.0","0.0","12.81","28.05","569.98","284.99","557.17","541.93","0.0","","","","","","","","",""
