" Daily soil water balance output for Other Deciduous in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Other Deciduous in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","728.0","0.14","1.01","0.0","6.22","1.01","6.3","0.0","0.0","0.0","0.0","21.99","99.79","466.34","233.17","444.35","366.56","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","728.0","0.14","1.02","0.0","6.84","1.02","6.97","0.0","0.0","0.0","0.0","28.97","99.79","466.34","233.17","437.38","366.56","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","728.0","0.13","1.03","0.0","7.27","1.03","7.46","0.0","0.0","0.0","0.0","36.42","99.79","466.34","233.17","429.92","366.56","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","728.0","0.13","1.03","0.0","7.45","1.03","7.69","0.0","0.0","0.0","0.0","44.11","99.79","466.34","233.17","422.23","366.56","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","728.0","0.13","1.04","0.0","7.25","1.04","7.53","0.0","0.0","0.0","0.0","51.64","99.79","466.34","233.17","414.71","366.56","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","728.0","0.13","1.04","0.0","6.75","1.04","7.05","0.0","0.0","0.0","0.0","58.69","99.79","466.34","233.17","407.65","366.56","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","728.0","0.13","1.05","0.0","7.24","1.05","7.61","0.0","0.0","0.0","0.0","66.3","99.79","466.34","233.17","400.05","366.56","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","728.0","0.13","1.06","0.0","7.49","1.06","7.92","0.0","0.0","0.0","0.0","74.22","99.79","466.34","233.17","392.13","366.56","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","728.0","0.13","1.06","0.0","6.81","1.06","7.24","0.0","0.0","0.0","0.0","81.46","99.79","466.34","233.17","384.88","366.56","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","728.0","0.13","1.07","0.0","7.06","1.07","7.55","0.0","0.0","0.0","0.0","89.02","99.79","466.34","233.17","377.33","366.56","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","728.0","0.12","1.07","0.0","6.43","1.07","6.88","0.0","0.0","0.0","0.0","95.9","99.79","466.34","233.17","370.45","366.56","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","728.0","0.12","1.07","0.0","6.11","1.07","6.54","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","102.43","","","","","","","","",""
"2015.0","7.0","9.0","190.0","728.0","0.12","1.07","0.0","4.59","1.07","4.91","0.0","0.0","0.0","0.0","4.91","99.79","466.34","233.17","461.43","366.56","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","728.0","0.12","1.07","0.0","5.12","1.07","5.48","0.0","0.0","0.0","0.0","10.39","99.79","466.34","233.17","455.95","366.56","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","728.0","0.12","1.07","0.0","6.16","1.07","6.59","0.0","0.0","0.0","0.0","16.98","99.79","466.34","233.17","449.36","366.56","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","728.0","0.12","1.07","0.0","6.25","1.07","6.69","0.0","0.0","0.0","0.0","23.67","99.79","466.34","233.17","442.68","366.56","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","728.0","0.12","1.07","0.0","6.5","1.07","6.96","0.0","0.0","0.0","0.0","30.62","99.79","466.34","233.17","435.72","366.56","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","728.0","0.12","1.07","0.0","6.12","1.07","6.55","0.0","0.0","0.0","0.0","37.17","99.79","466.34","233.17","429.17","366.56","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","728.0","0.12","1.07","0.0","6.37","1.07","6.82","0.0","0.0","0.0","0.0","43.99","99.79","466.34","233.17","422.36","366.56","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","728.0","0.12","1.07","0.0","6.8","1.07","7.28","0.0","0.0","0.0","0.0","51.26","99.79","466.34","233.17","415.08","366.56","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","728.0","0.12","1.07","0.0","6.95","1.07","7.44","0.0","0.0","0.0","0.0","58.7","99.79","466.34","233.17","407.64","366.56","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","728.0","0.12","1.07","0.0","6.8","1.07","7.28","0.0","0.0","0.0","0.0","65.98","99.79","466.34","233.17","400.37","366.56","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","728.0","0.12","1.07","0.0","6.55","1.07","7.01","0.0","0.0","0.0","0.0","72.98","99.79","466.34","233.17","393.36","366.56","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","728.0","0.11","1.07","0.0","7.22","1.07","7.73","0.0","0.0","0.0","0.0","80.71","99.79","466.34","233.17","385.63","366.56","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","728.0","0.11","1.07","0.0","6.9","1.07","7.38","0.0","0.0","0.0","0.0","88.09","99.79","466.34","233.17","378.25","366.56","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","728.0","0.11","1.07","0.0","6.43","1.07","6.88","0.0","0.0","0.0","0.0","94.97","99.79","466.34","233.17","371.37","366.56","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","728.0","0.11","1.07","0.0","6.01","1.07","6.43","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","101.4","","","","","","","","",""
"2015.0","7.0","24.0","205.0","728.0","0.11","1.07","0.0","6.29","1.07","6.73","0.0","0.0","0.0","0.0","6.73","99.79","466.34","233.17","459.61","366.56","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","728.0","0.11","1.07","0.0","6.27","1.07","6.71","0.0","0.0","0.0","0.0","13.44","99.79","466.34","233.17","452.9","366.56","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","728.0","0.11","1.07","0.0","6.18","1.07","6.61","0.0","0.0","0.0","0.0","20.05","99.79","466.34","233.17","446.29","366.56","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","728.0","0.11","1.07","0.0","7.16","1.07","7.66","0.0","0.0","0.0","0.0","27.71","99.79","466.34","233.17","438.63","366.56","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","728.0","0.11","1.07","0.0","7.41","1.07","7.93","0.0","0.0","0.0","0.0","35.64","99.79","466.34","233.17","430.7","366.56","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","728.0","0.11","1.07","0.0","7.18","1.07","7.68","0.0","0.0","0.0","0.0","43.32","99.79","466.34","233.17","423.02","366.56","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","728.0","0.11","1.07","0.0","7.32","1.07","7.83","0.0","0.0","0.0","0.0","51.16","99.79","466.34","233.17","415.19","366.56","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","728.0","0.11","1.07","0.0","6.34","1.07","6.78","0.0","0.0","0.0","0.0","57.94","99.79","466.34","233.17","408.4","366.56","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","728.0","0.11","1.07","0.0","6.74","1.07","7.21","0.0","0.0","0.0","0.0","65.15","99.79","466.34","233.17","401.19","366.56","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","728.0","0.11","1.07","0.0","6.62","1.07","7.08","0.0","0.0","0.0","0.0","72.24","99.79","466.34","233.17","394.11","366.56","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","728.0","0.1","1.07","0.0","6.57","1.07","7.03","0.0","0.0","0.0","0.0","79.27","99.79","466.34","233.17","387.08","366.56","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","728.0","0.1","1.07","0.0","5.07","1.07","5.42","0.0","0.0","0.0","0.0","84.69","99.79","466.34","233.17","381.65","366.56","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","728.0","0.1","1.07","0.0","5.66","1.07","6.06","0.0","0.0","0.0","0.0","90.75","99.79","466.34","233.17","375.6","366.56","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","728.0","0.1","1.07","0.0","3.9","1.07","4.17","0.0","0.0","0.0","0.0","94.92","99.79","466.34","233.17","371.42","366.56","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","728.0","0.1","1.07","0.0","6.42","1.07","6.87","0.1","0.1","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","101.69","","","","","","","","",""
"2015.0","8.0","8.0","220.0","728.0","0.1","1.07","0.0","5.74","1.07","6.14","0.0","0.0","0.0","0.0","6.14","99.79","466.34","233.17","460.2","366.56","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","728.0","0.1","1.07","0.0","6.34","1.07","6.78","0.0","0.0","0.0","0.0","12.93","99.79","466.34","233.17","453.42","366.56","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","728.0","0.1","1.07","0.0","6.33","1.07","6.77","0.0","0.0","0.0","0.0","19.7","99.79","466.34","233.17","446.65","366.56","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","728.0","0.1","1.07","0.0","6.22","1.07","6.66","0.0","0.0","0.0","0.0","26.35","99.79","466.34","233.17","439.99","366.56","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","728.0","0.1","1.07","0.0","6.17","1.07","6.6","0.0","0.0","0.0","0.0","32.96","99.79","466.34","233.17","433.39","366.56","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","728.0","0.1","1.07","0.0","6.28","1.07","6.72","0.0","0.0","0.0","0.0","39.68","99.79","466.34","233.17","426.67","366.56","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","728.0","0.1","1.07","0.0","6.15","1.07","6.58","0.0","0.0","0.0","0.0","46.26","99.79","466.34","233.17","420.09","366.56","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","728.0","0.1","1.07","0.0","6.44","1.07","6.89","0.0","0.0","0.0","0.0","53.15","99.79","466.34","233.17","413.2","366.56","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","728.0","0.1","1.07","0.0","6.56","1.07","7.02","0.0","0.0","0.0","0.0","60.17","99.79","466.34","233.17","406.18","366.56","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","728.0","0.1","1.07","0.0","6.9","1.07","7.38","0.0","0.0","0.0","0.0","67.55","99.79","466.34","233.17","398.79","366.56","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","728.0","0.1","1.07","0.0","6.52","1.07","6.98","0.0","0.0","0.0","0.0","74.53","99.79","466.34","233.17","391.82","366.56","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","728.0","0.1","1.07","0.0","5.94","1.07","6.36","0.0","0.0","0.0","0.0","80.88","99.79","466.34","233.17","385.46","366.56","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","728.0","0.1","1.07","0.0","5.43","1.07","5.81","0.0","0.0","0.0","0.0","86.69","99.79","466.34","233.17","379.65","366.56","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","728.0","0.1","1.07","0.0","5.49","1.07","5.87","0.0","0.0","0.0","0.0","92.57","99.79","466.34","233.17","373.78","366.56","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","728.0","0.1","1.07","0.0","5.51","1.07","5.9","0.0","0.0","0.0","0.0","98.46","99.79","466.34","233.17","367.88","366.56","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","728.0","0.1","1.07","0.0","5.64","1.07","6.03","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","104.5","","","","","","","","",""
"2015.0","8.0","24.0","236.0","728.0","0.1","1.07","0.0","6.06","1.07","6.48","0.0","0.0","0.0","0.0","6.48","99.79","466.34","233.17","459.86","366.56","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","728.0","0.1","1.07","0.0","6.32","1.07","6.76","0.0","0.0","0.0","0.0","13.25","99.79","466.34","233.17","453.1","366.56","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","728.0","0.09","1.07","0.0","6.51","1.07","6.97","0.0","0.0","0.0","0.0","20.21","99.79","466.34","233.17","446.13","366.56","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","728.0","0.09","1.07","0.0","6.88","1.07","7.36","0.04","0.04","0.0","0.0","27.53","99.79","466.34","233.17","438.81","366.56","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","728.0","0.09","1.07","0.0","6.73","1.07","7.2","0.0","0.0","0.0","0.0","34.74","99.79","466.34","233.17","431.61","366.56","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","728.0","0.09","1.07","0.0","5.23","1.07","5.6","0.0","0.0","0.0","0.0","40.33","99.79","466.34","233.17","426.01","366.56","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","728.0","0.09","1.07","0.0","5.55","1.07","5.94","0.0","0.0","0.0","0.0","46.27","99.79","466.34","233.17","420.07","366.56","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","728.0","0.09","1.07","0.0","5.58","1.07","5.97","0.0","0.0","0.0","0.0","52.24","99.79","466.34","233.17","414.1","366.56","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","728.0","0.09","1.07","0.0","5.43","1.07","5.81","0.0","0.0","0.0","0.0","58.05","99.79","466.34","233.17","408.29","366.56","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","728.0","0.09","1.07","0.0","5.29","1.07","5.66","0.0","0.0","0.0","0.0","63.71","99.79","466.34","233.17","402.63","366.56","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","728.0","0.09","1.07","0.0","5.11","1.07","5.47","0.0","0.0","0.0","0.0","69.18","99.79","466.34","233.17","397.17","366.56","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","728.0","0.09","1.07","0.0","5.15","1.07","5.51","0.0","0.0","0.0","0.0","74.69","99.79","466.34","233.17","391.66","366.56","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","728.0","0.09","1.07","0.0","5.45","1.07","5.83","0.0","0.0","0.0","0.0","80.52","99.79","466.34","233.17","385.82","366.56","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","728.0","0.09","1.07","0.0","5.14","1.07","5.5","0.0","0.0","0.0","0.0","86.02","99.79","466.34","233.17","380.32","366.56","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","728.0","0.09","1.07","0.0","5.35","1.07","5.72","0.0","0.0","0.0","0.0","91.74","99.79","466.34","233.17","374.6","366.56","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","728.0","0.09","1.07","0.0","5.51","1.07","5.9","0.0","0.0","0.0","0.0","97.64","99.79","466.34","233.17","368.7","366.56","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","728.0","0.09","1.07","0.0","6.15","1.07","6.58","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","104.22","","","","","","","","",""
"2015.0","9.0","10.0","253.0","728.0","0.09","1.07","0.0","6.46","1.07","6.91","0.0","0.0","0.0","0.0","6.91","99.79","466.34","233.17","459.43","366.56","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","728.0","0.09","1.07","0.0","5.99","1.07","6.41","0.0","0.0","0.0","0.0","13.32","99.79","466.34","233.17","453.02","366.56","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","728.0","0.09","1.07","0.0","4.16","1.07","4.45","0.0","0.0","0.0","0.0","17.77","99.79","466.34","233.17","448.57","366.56","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","728.0","0.09","1.07","0.0","5.02","1.07","5.37","0.0","0.0","0.0","0.0","23.14","99.79","466.34","233.17","443.2","366.56","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","728.0","0.09","1.07","0.0","3.65","1.07","3.91","0.0","0.0","0.0","0.0","27.05","99.79","466.34","233.17","439.29","366.56","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","728.0","0.09","1.07","0.0","4.63","1.07","4.95","0.0","0.0","0.0","0.0","32.0","99.79","466.34","233.17","434.34","366.56","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","728.0","0.09","1.07","0.0","3.63","1.07","3.88","0.0","0.0","0.0","0.0","35.89","99.79","466.34","233.17","430.46","366.56","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","728.0","0.09","1.07","0.0","3.92","1.07","4.19","0.0","0.0","0.0","0.0","40.08","99.79","466.34","233.17","426.26","366.56","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","728.0","0.09","1.07","0.0","4.56","1.07","4.88","0.0","0.0","0.0","0.0","44.96","99.79","466.34","233.17","421.38","366.56","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","728.0","0.09","1.07","0.0","4.65","1.07","4.98","0.0","0.0","0.0","0.0","49.94","99.79","466.34","233.17","416.41","366.56","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","728.0","0.09","1.06","0.0","4.8","1.06","5.11","0.0","0.0","0.0","0.0","55.04","99.79","466.34","233.17","411.3","366.56","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","728.0","0.09","1.06","0.0","5.53","1.06","5.85","0.0","0.0","0.0","0.0","60.89","99.79","466.34","233.17","405.46","366.56","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","728.0","0.09","1.05","0.0","5.15","1.05","5.41","0.0","0.0","0.0","0.0","66.3","99.79","466.34","233.17","400.04","366.56","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","728.0","0.09","1.04","0.0","4.56","1.04","4.76","0.0","0.0","0.0","0.0","71.06","99.79","466.34","233.17","395.28","366.56","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","728.0","0.09","1.04","0.0","4.55","1.04","4.72","0.0","0.0","0.0","0.0","75.78","99.79","466.34","233.17","390.56","366.56","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","728.0","0.09","1.03","0.0","5.43","1.03","5.6","0.0","0.0","0.0","0.0","81.38","99.79","466.34","233.17","384.96","366.56","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","728.0","0.09","1.03","0.0","5.3","1.03","5.43","0.0","0.0","0.0","0.0","86.82","116.59","466.34","233.17","379.53","349.76","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","728.0","0.09","1.02","0.0","3.79","1.02","3.86","0.0","0.0","0.0","0.0","90.68","116.59","466.34","233.17","375.67","349.76","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","728.0","0.09","1.01","0.0","4.18","1.01","4.23","0.0","0.0","0.0","0.0","94.91","116.59","466.34","233.17","371.44","349.76","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","728.0","0.09","1.01","0.0","3.64","1.01","3.66","0.0","0.0","0.0","0.0","98.57","116.59","466.34","233.17","367.78","349.76","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","728.0","0.09","1.0","0.0","1.99","1.0","1.99","0.0","0.0","0.0","0.0","100.56","116.59","466.34","233.17","365.79","349.76","0.0","","","","","","","","",""
