" Daily soil water balance output for Almonds in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Almonds in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","24.0","175.0","5009.0","0.14","1.12","0.0","7.29","1.12","8.14","0.0","0.0","0.0","0.0","56.27","131.03","600.92","300.46","544.65","469.89","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","5009.0","0.14","1.12","0.0","7.98","1.12","8.95","0.0","0.0","0.0","0.0","65.22","131.03","600.92","300.46","535.69","469.89","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","5009.0","0.14","1.13","0.0","8.25","1.13","9.3","0.0","0.0","0.0","0.0","74.53","131.03","600.92","300.46","526.39","469.89","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","5009.0","0.13","1.13","0.0","6.76","1.13","7.66","0.0","0.0","0.0","0.0","82.19","131.03","600.92","300.46","518.73","469.89","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","5009.0","0.13","1.14","0.0","7.21","1.14","8.21","0.0","0.0","0.0","0.0","90.4","131.03","600.92","300.46","510.52","469.89","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","5009.0","0.13","1.14","0.0","7.58","1.14","8.67","0.0","0.0","0.0","0.0","99.07","131.03","600.92","300.46","501.85","469.89","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","5009.0","0.13","1.15","0.0","7.7","1.15","8.85","0.0","0.0","0.0","0.0","107.93","131.03","600.92","300.46","492.99","469.89","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","5009.0","0.13","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","116.44","131.03","600.92","300.46","484.48","469.89","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","5009.0","0.13","1.15","0.0","7.05","1.15","8.11","0.0","0.0","0.0","0.0","124.54","131.03","600.92","300.46","476.37","469.89","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","5009.0","0.13","1.15","0.0","7.61","1.15","8.75","0.0","0.0","0.0","0.0","0.0","131.03","600.92","300.46","600.92","469.89","133.3","","","","","","","","",""
"2015.0","7.0","4.0","185.0","5009.0","0.13","1.15","0.0","7.92","1.15","9.11","0.0","0.0","0.0","0.0","9.11","131.03","600.92","300.46","591.81","469.89","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","5009.0","0.12","1.15","0.0","7.19","1.15","8.27","0.0","0.0","0.0","0.0","17.38","131.03","600.92","300.46","583.54","469.89","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","5009.0","0.12","1.15","0.0","7.41","1.15","8.52","0.0","0.0","0.0","0.0","25.9","131.03","600.92","300.46","575.02","469.89","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","5009.0","0.12","1.15","0.0","6.84","1.15","7.87","0.0","0.0","0.0","0.0","33.76","131.03","600.92","300.46","567.15","469.89","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","5009.0","0.12","1.15","0.0","6.4","1.15","7.36","0.0","0.0","0.0","0.0","41.12","131.03","600.92","300.46","559.79","469.89","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","5009.0","0.12","1.15","0.0","5.04","1.15","5.8","0.0","0.0","0.0","0.0","46.92","131.03","600.92","300.46","554.0","469.89","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","5009.0","0.12","1.15","0.0","5.3","1.15","6.09","0.0","0.0","0.0","0.0","53.01","131.03","600.92","300.46","547.9","469.89","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","5009.0","0.12","1.15","0.0","6.37","1.15","7.33","0.0","0.0","0.0","0.0","60.34","131.03","600.92","300.46","540.58","469.89","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","5009.0","0.12","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","67.75","131.03","600.92","300.46","533.17","469.89","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","5009.0","0.12","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","75.57","131.03","600.92","300.46","525.35","469.89","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","5009.0","0.12","1.15","0.0","6.39","1.15","7.35","0.0","0.0","0.0","0.0","82.91","131.03","600.92","300.46","518.0","469.89","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","5009.0","0.12","1.15","0.0","6.57","1.15","7.56","0.0","0.0","0.0","0.0","90.47","131.03","600.92","300.46","510.45","469.89","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","5009.0","0.11","1.15","0.0","7.1","1.15","8.16","0.0","0.0","0.0","0.0","98.64","131.03","600.92","300.46","502.28","469.89","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","5009.0","0.11","1.15","0.0","7.27","1.15","8.36","0.0","0.0","0.0","0.0","107.0","131.03","600.92","300.46","493.92","469.89","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","5009.0","0.11","1.15","0.0","7.05","1.15","8.11","0.0","0.0","0.0","0.0","115.1","131.03","600.92","300.46","485.81","469.89","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","5009.0","0.11","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","122.68","131.03","600.92","300.46","478.24","469.89","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","5009.0","0.11","1.15","0.0","7.34","1.15","8.44","0.0","0.0","0.0","0.0","0.0","131.03","600.92","300.46","600.92","469.89","131.12","","","","","","","","",""
"2015.0","7.0","21.0","202.0","5009.0","0.11","1.15","0.0","7.25","1.15","8.34","0.0","0.0","0.0","0.0","8.34","131.03","600.92","300.46","592.58","469.89","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","5009.0","0.11","1.15","0.0","6.76","1.15","7.77","0.0","0.0","0.0","0.0","16.11","131.03","600.92","300.46","584.81","469.89","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","5009.0","0.11","1.15","0.0","6.27","1.15","7.21","0.0","0.0","0.0","0.0","23.32","131.03","600.92","300.46","577.6","469.89","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","5009.0","0.11","1.15","0.0","6.52","1.15","7.5","0.0","0.0","0.0","0.0","30.82","131.03","600.92","300.46","570.1","469.89","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","5009.0","0.11","1.15","0.0","6.61","1.15","7.6","0.0","0.0","0.0","0.0","38.42","131.03","600.92","300.46","562.5","469.89","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","5009.0","0.11","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","45.83","131.03","600.92","300.46","555.09","469.89","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","5009.0","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","54.34","131.03","600.92","300.46","546.58","469.89","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","5009.0","0.11","1.15","0.0","7.6","1.15","8.74","0.0","0.0","0.0","0.0","63.08","131.03","600.92","300.46","537.84","469.89","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","5009.0","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","71.59","131.03","600.92","300.46","529.33","469.89","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","5009.0","0.1","1.15","0.0","7.62","1.15","8.76","0.0","0.0","0.0","0.0","80.35","131.03","600.92","300.46","520.57","469.89","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","5009.0","0.1","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","88.17","131.03","600.92","300.46","512.75","469.89","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","5009.0","0.1","1.15","0.0","7.01","1.15","8.06","0.0","0.0","0.0","0.0","96.23","131.03","600.92","300.46","504.69","469.89","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","5009.0","0.1","1.15","0.0","6.94","1.15","7.98","0.0","0.0","0.0","0.0","104.21","131.03","600.92","300.46","496.71","469.89","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","5009.0","0.1","1.15","0.0","6.82","1.15","7.84","0.0","0.0","0.0","0.0","112.06","131.03","600.92","300.46","488.86","469.89","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","5009.0","0.1","1.15","0.0","5.18","1.15","5.96","0.0","0.0","0.0","0.0","118.01","131.03","600.92","300.46","482.91","469.89","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","5009.0","0.1","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","124.61","131.03","600.92","300.46","476.3","469.89","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","5009.0","0.1","1.15","0.0","3.84","1.15","4.42","0.0","0.0","0.0","0.0","129.03","131.03","600.92","300.46","471.89","469.89","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","5009.0","0.1","1.15","0.0","6.68","1.15","7.68","0.28","0.28","0.0","0.0","0.0","131.03","600.92","300.46","600.92","469.89","136.43","","","","","","","","",""
"2015.0","8.0","8.0","220.0","5009.0","0.1","1.15","0.0","6.05","1.15","6.96","0.0","0.0","0.0","0.0","6.96","131.03","600.92","300.46","593.96","469.89","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","5009.0","0.1","1.15","0.0","6.56","1.15","7.54","0.0","0.0","0.0","0.0","14.5","131.03","600.92","300.46","586.42","469.89","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","5009.0","0.1","1.15","0.0","6.58","1.15","7.57","0.0","0.0","0.0","0.0","22.07","131.03","600.92","300.46","578.85","469.89","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","5009.0","0.1","1.15","0.0","6.51","1.15","7.49","0.0","0.0","0.0","0.0","29.56","131.03","600.92","300.46","571.36","469.89","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","5009.0","0.1","1.15","0.0","6.4","1.15","7.36","0.0","0.0","0.0","0.0","36.91","131.03","600.92","300.46","564.0","469.89","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","5009.0","0.1","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","44.49","131.03","600.92","300.46","556.42","469.89","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","5009.0","0.1","1.15","0.0","6.41","1.15","7.37","0.0","0.0","0.0","0.0","51.86","131.03","600.92","300.46","549.05","469.89","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","5009.0","0.1","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","59.5","131.03","600.92","300.46","541.42","469.89","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","5009.0","0.1","1.15","0.0","6.79","1.15","7.81","0.0","0.0","0.0","0.0","67.31","131.03","600.92","300.46","533.61","469.89","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","5009.0","0.1","1.15","0.0","7.17","1.15","8.25","0.0","0.0","0.0","0.0","75.55","131.03","600.92","300.46","525.36","469.89","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","5009.0","0.1","1.15","0.0","6.9","1.15","7.93","0.0","0.0","0.0","0.0","83.49","131.03","600.92","300.46","517.43","469.89","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","5009.0","0.09","1.15","0.0","6.3","1.15","7.24","0.0","0.0","0.0","0.0","90.73","131.03","600.92","300.46","510.18","469.89","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","5009.0","0.09","1.15","0.0","5.73","1.15","6.59","0.0","0.0","0.0","0.0","97.32","131.03","600.92","300.46","503.59","469.89","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","5009.0","0.09","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","103.93","131.03","600.92","300.46","496.99","469.89","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","5009.0","0.09","1.15","0.0","5.73","1.15","6.59","0.0","0.0","0.0","0.0","110.52","131.03","600.92","300.46","490.4","469.89","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","5009.0","0.09","1.15","0.0","5.93","1.15","6.82","0.0","0.0","0.0","0.0","117.33","131.03","600.92","300.46","483.58","469.89","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","5009.0","0.09","1.15","0.0","6.34","1.15","7.29","0.0","0.0","0.0","0.0","124.63","131.03","600.92","300.46","476.29","469.89","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","5009.0","0.09","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","0.0","131.03","600.92","300.46","600.92","469.89","132.26","","","","","","","","",""
"2015.0","8.0","26.0","238.0","5009.0","0.09","1.15","0.0","6.81","1.15","7.83","0.0","0.0","0.0","0.0","7.83","131.03","600.92","300.46","593.09","469.89","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","5009.0","0.09","1.15","0.0","7.07","1.15","8.13","0.02","0.02","0.0","0.0","15.94","131.03","600.92","300.46","584.98","469.89","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","5009.0","0.09","1.15","0.0","6.97","1.15","8.02","0.0","0.0","0.0","0.0","23.96","131.03","600.92","300.46","576.96","469.89","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","5009.0","0.09","1.15","0.0","5.56","1.15","6.39","0.0","0.0","0.0","0.0","30.35","131.03","600.92","300.46","570.57","469.89","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","5009.0","0.09","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","36.95","131.03","600.92","300.46","563.97","469.89","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","5009.0","0.09","1.15","0.0","5.7","1.15","6.55","0.0","0.0","0.0","0.0","43.51","131.03","600.92","300.46","557.41","469.89","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","5009.0","0.09","1.15","0.0","5.68","1.15","6.53","0.0","0.0","0.0","0.0","50.04","131.03","600.92","300.46","550.88","469.89","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","5009.0","0.09","1.15","0.0","5.54","1.15","6.37","0.0","0.0","0.0","0.0","56.41","131.03","600.92","300.46","544.51","469.89","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","5009.0","0.09","1.15","0.0","5.27","1.15","6.06","0.0","0.0","0.0","0.0","62.47","131.03","600.92","300.46","538.45","469.89","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","5009.0","0.09","1.15","0.0","5.29","1.15","6.08","0.0","0.0","0.0","0.0","68.55","131.03","600.92","300.46","532.36","469.89","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","5009.0","0.09","1.15","0.0","5.58","1.15","6.42","0.0","0.0","0.0","0.0","74.97","131.03","600.92","300.46","525.95","469.89","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","5009.0","0.09","1.15","0.0","5.17","1.15","5.95","0.0","0.0","0.0","0.0","80.92","131.03","600.92","300.46","520.0","469.89","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","5009.0","0.09","1.15","0.0","5.45","1.15","6.27","0.0","0.0","0.0","0.0","87.18","131.03","600.92","300.46","513.73","469.89","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","5009.0","0.09","1.15","0.0","5.6","1.15","6.44","0.0","0.0","0.0","0.0","93.62","131.03","600.92","300.46","507.29","469.89","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","5009.0","0.09","1.15","0.0","6.36","1.15","7.31","0.0","0.0","0.0","0.0","100.94","131.03","600.92","300.46","499.98","469.89","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","5009.0","0.09","1.15","0.0","6.71","1.15","7.72","0.0","0.0","0.0","0.0","108.66","131.03","600.92","300.46","492.26","469.89","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","5009.0","0.09","1.15","0.0","6.2","1.15","7.13","0.0","0.0","0.0","0.0","115.79","131.03","600.92","300.46","485.13","469.89","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","5009.0","0.09","1.15","0.0","4.33","1.15","4.98","0.0","0.0","0.0","0.0","120.76","150.23","600.92","300.46","480.15","450.69","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","5009.0","0.09","1.15","0.0","5.05","1.15","5.81","0.0","0.0","0.0","0.0","126.57","150.23","600.92","300.46","474.35","450.69","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","5009.0","0.09","1.15","0.0","3.92","1.15","4.51","0.0","0.0","0.0","0.0","131.08","150.23","600.92","300.46","469.84","450.69","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","5009.0","0.09","1.15","0.0","4.74","1.15","5.45","0.0","0.0","0.0","0.0","136.53","150.23","600.92","300.46","464.39","450.69","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","5009.0","0.09","1.15","0.0","3.96","1.15","4.55","0.0","0.0","0.0","0.0","141.09","150.23","600.92","300.46","459.83","450.69","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","5009.0","0.09","1.15","0.0","4.02","1.15","4.62","0.0","0.0","0.0","0.0","145.71","150.23","600.92","300.46","455.21","450.69","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","5009.0","0.09","1.15","0.0","4.69","1.15","5.39","0.0","0.0","0.0","0.0","0.0","150.23","600.92","300.46","600.92","450.69","151.1","","","","","","","","",""
"2015.0","9.0","19.0","262.0","5009.0","0.09","1.15","0.0","4.72","1.15","5.43","0.0","0.0","0.0","0.0","5.43","150.23","600.92","300.46","595.49","450.69","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","5009.0","0.09","1.15","0.0","4.88","1.15","5.61","0.0","0.0","0.0","0.0","11.04","150.23","600.92","300.46","589.88","450.69","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","5009.0","0.09","1.15","0.0","5.65","1.15","6.5","0.0","0.0","0.0","0.0","17.54","150.23","600.92","300.46","583.38","450.69","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","5009.0","0.08","1.15","0.0","5.56","1.15","6.39","0.0","0.0","0.0","0.0","23.93","150.23","600.92","300.46","576.99","450.69","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","5009.0","0.08","1.15","0.0","4.77","1.15","5.49","0.0","0.0","0.0","0.0","29.42","150.23","600.92","300.46","571.5","450.69","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","5009.0","0.08","1.15","0.0","4.64","1.15","5.34","0.0","0.0","0.0","0.0","34.75","150.23","600.92","300.46","566.17","450.69","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","5009.0","0.08","1.13","0.0","5.61","1.13","6.32","0.0","0.0","0.0","0.0","41.07","150.23","600.92","300.46","559.85","450.69","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","5009.0","0.08","1.1","0.0","5.61","1.1","6.18","0.0","0.0","0.0","0.0","47.26","150.23","600.92","300.46","553.66","450.69","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","5009.0","0.08","1.08","0.0","3.95","1.08","4.26","0.0","0.0","0.0","0.0","51.52","150.23","600.92","300.46","549.4","450.69","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","5009.0","0.08","1.05","0.0","4.29","1.05","4.52","0.0","0.0","0.0","0.0","56.04","150.23","600.92","300.46","544.88","450.69","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","5009.0","0.08","1.03","0.0","3.68","1.03","3.79","0.0","0.0","0.0","0.0","59.83","150.23","600.92","300.46","541.08","450.69","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","5009.0","0.08","1.01","0.0","2.2","1.01","2.22","0.0","0.0","0.0","0.0","62.05","150.23","600.92","300.46","538.87","450.69","0.0","","","","","","","","",""
