" Daily soil water balance output for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","19.0","0.13","0.7","0.0","7.87","0.7","5.51","0.0","0.0","0.0","0.0","52.27","128.22","585.22","292.61","532.95","456.99","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","19.0","0.12","0.7","0.0","7.15","0.7","5.01","0.0","0.0","0.0","0.0","57.27","128.22","585.22","292.61","527.94","456.99","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","19.0","0.12","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","62.34","128.22","585.22","292.61","522.88","456.99","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","19.0","0.12","0.7","0.0","6.75","0.7","4.73","0.0","0.0","0.0","0.0","67.06","128.22","585.22","292.61","518.16","456.99","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","19.0","0.12","0.7","0.0","6.26","0.7","4.38","0.0","0.0","0.0","0.0","71.44","128.22","585.22","292.61","513.77","456.99","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","19.0","0.12","0.7","0.0","4.34","0.7","3.04","0.0","0.0","0.0","0.0","74.48","128.22","585.22","292.61","510.74","456.99","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","19.0","0.12","0.7","0.0","5.16","0.7","3.61","0.0","0.0","0.0","0.0","78.09","128.22","585.22","292.61","507.12","456.99","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","19.0","0.12","0.7","0.0","6.34","0.7","4.44","0.0","0.0","0.0","0.0","82.53","128.22","585.22","292.61","502.69","456.99","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","19.0","0.12","0.7","0.0","6.49","0.7","4.54","0.0","0.0","0.0","0.0","87.07","128.22","585.22","292.61","498.14","456.99","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","19.0","0.12","0.7","0.0","6.6","0.7","4.62","0.0","0.0","0.0","0.0","91.69","128.22","585.22","292.61","493.52","456.99","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","19.0","0.12","0.7","0.0","6.42","0.7","4.49","0.0","0.0","0.0","0.0","96.19","128.22","585.22","292.61","489.03","456.99","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","19.0","0.12","0.7","0.0","6.62","0.7","4.63","0.0","0.0","0.0","0.0","100.82","128.22","585.22","292.61","484.4","456.99","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","19.0","0.12","0.7","0.0","7.07","0.7","4.95","0.0","0.0","0.0","0.0","105.77","128.22","585.22","292.61","479.45","456.99","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","19.0","0.11","0.7","0.0","7.25","0.7","5.08","0.0","0.0","0.0","0.0","110.85","128.22","585.22","292.61","474.37","456.99","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","19.0","0.11","0.7","0.0","7.24","0.7","5.07","0.0","0.0","0.0","0.0","115.91","128.22","585.22","292.61","469.3","456.99","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","19.0","0.11","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","120.67","128.22","585.22","292.61","464.54","456.99","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","19.0","0.11","0.7","0.0","7.29","0.7","5.1","0.0","0.0","0.0","0.0","125.78","128.22","585.22","292.61","459.44","456.99","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","19.0","0.11","0.7","0.0","7.21","0.7","5.05","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","130.82","","","","","","",""
"2015.0","7.0","22.0","203.0","19.0","0.11","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","4.76","128.22","585.22","292.61","580.46","456.99","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","19.0","0.11","0.7","0.0","6.1","0.7","4.27","0.0","0.0","0.0","0.0","9.03","128.22","585.22","292.61","576.19","456.99","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","19.0","0.11","0.7","0.0","6.35","0.7","4.45","0.0","0.0","0.0","0.0","13.48","128.22","585.22","292.61","571.74","456.99","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","19.0","0.11","0.7","0.0","6.41","0.7","4.49","0.0","0.0","0.0","0.0","17.96","128.22","585.22","292.61","567.25","456.99","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","19.0","0.11","0.7","0.0","6.42","0.7","4.49","0.0","0.0","0.0","0.0","22.46","128.22","585.22","292.61","562.76","456.99","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","19.0","0.11","0.7","0.0","7.39","0.7","5.17","0.0","0.0","0.0","0.0","27.63","128.22","585.22","292.61","557.59","456.99","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","19.0","0.11","0.7","0.0","7.74","0.7","5.42","0.0","0.0","0.0","0.0","33.05","128.22","585.22","292.61","552.17","456.99","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","19.0","0.11","0.7","0.0","7.42","0.7","5.19","0.0","0.0","0.0","0.0","38.24","128.22","585.22","292.61","546.98","456.99","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","19.0","0.11","0.7","0.0","7.73","0.7","5.41","0.0","0.0","0.0","0.0","43.65","128.22","585.22","292.61","541.56","456.99","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","19.0","0.1","0.7","0.0","6.63","0.7","4.64","0.0","0.0","0.0","0.0","48.29","128.22","585.22","292.61","536.92","456.99","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","19.0","0.1","0.7","0.0","6.93","0.7","4.85","0.0","0.0","0.0","0.0","53.14","128.22","585.22","292.61","532.07","456.99","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","19.0","0.1","0.7","0.0","6.78","0.7","4.75","0.0","0.0","0.0","0.0","57.89","128.22","585.22","292.61","527.33","456.99","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","19.0","0.1","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","62.66","128.22","585.22","292.61","522.56","456.99","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","19.0","0.1","0.7","0.0","4.69","0.7","3.28","0.0","0.0","0.0","0.0","65.94","128.22","585.22","292.61","519.28","456.99","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","19.0","0.1","0.7","0.0","5.76","0.7","4.03","0.0","0.0","0.0","0.0","69.97","128.22","585.22","292.61","515.24","456.99","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","19.0","0.1","0.7","0.0","4.25","0.7","2.98","0.0","0.0","0.0","0.0","72.95","128.22","585.22","292.61","512.27","456.99","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","19.0","0.1","0.7","0.0","6.71","0.7","4.7","0.0","0.0","0.0","0.0","77.64","128.22","585.22","292.61","507.57","456.99","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","19.0","0.1","0.7","0.0","5.96","0.7","4.17","0.0","0.0","0.0","0.0","81.82","128.22","585.22","292.61","503.4","456.99","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","19.0","0.1","0.7","0.0","6.56","0.7","4.59","0.0","0.0","0.0","0.0","86.41","128.22","585.22","292.61","498.81","456.99","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","19.0","0.1","0.7","0.0","6.58","0.7","4.61","0.0","0.0","0.0","0.0","91.01","128.22","585.22","292.61","494.2","456.99","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","19.0","0.1","0.7","0.0","6.4","0.7","4.48","0.0","0.0","0.0","0.0","95.49","128.22","585.22","292.61","489.72","456.99","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","19.0","0.1","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","99.93","128.22","585.22","292.61","485.29","456.99","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","19.0","0.1","0.7","0.0","6.45","0.7","4.52","0.0","0.0","0.0","0.0","104.44","128.22","585.22","292.61","480.78","456.99","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","19.0","0.1","0.7","0.0","6.13","0.7","4.29","0.0","0.0","0.0","0.0","108.73","128.22","585.22","292.61","476.49","456.99","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","19.0","0.1","0.7","0.0","6.42","0.7","4.49","0.0","0.0","0.0","0.0","113.23","128.22","585.22","292.61","471.99","456.99","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","19.0","0.1","0.7","0.0","6.66","0.7","4.66","0.0","0.0","0.0","0.0","117.89","128.22","585.22","292.61","467.33","456.99","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","19.0","0.1","0.7","0.0","7.09","0.7","4.96","0.0","0.0","0.0","0.0","122.85","128.22","585.22","292.61","462.37","456.99","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","19.0","0.1","0.7","0.0","6.79","0.7","4.75","0.0","0.0","0.0","0.0","127.6","128.22","585.22","292.61","457.61","456.99","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","19.0","0.1","0.7","0.0","6.18","0.7","4.33","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","131.93","","","","","","",""
"2015.0","8.0","20.0","232.0","19.0","0.1","0.7","0.0","5.52","0.7","3.86","0.0","0.0","0.0","0.0","3.86","128.22","585.22","292.61","581.35","456.99","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","19.0","0.09","0.7","0.0","5.62","0.7","3.93","0.0","0.0","0.0","0.0","7.8","128.22","585.22","292.61","577.42","456.99","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","19.0","0.09","0.7","0.0","5.69","0.7","3.98","0.0","0.0","0.0","0.0","11.78","128.22","585.22","292.61","573.44","456.99","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","19.0","0.09","0.7","0.0","5.75","0.7","4.03","0.0","0.0","0.0","0.0","15.81","128.22","585.22","292.61","569.41","456.99","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","19.0","0.09","0.7","0.0","6.23","0.7","4.36","0.0","0.0","0.0","0.0","20.17","128.22","585.22","292.61","565.05","456.99","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","19.0","0.09","0.7","0.0","6.51","0.7","4.56","0.0","0.0","0.0","0.0","24.72","128.22","585.22","292.61","560.49","456.99","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","19.0","0.09","0.7","0.0","6.64","0.7","4.65","0.0","0.0","0.0","0.0","29.37","128.22","585.22","292.61","555.84","456.99","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","19.0","0.09","0.7","0.0","6.82","0.7","4.77","0.0","0.0","0.0","0.0","34.15","128.22","585.22","292.61","551.07","456.99","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","19.0","0.09","0.7","0.0","6.79","0.7","4.75","0.0","0.0","0.0","0.0","38.9","128.22","585.22","292.61","546.32","456.99","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","19.0","0.09","0.7","0.0","5.21","0.7","3.65","0.0","0.0","0.0","0.0","42.55","128.22","585.22","292.61","542.67","456.99","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","19.0","0.09","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","46.42","128.22","585.22","292.61","538.79","456.99","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","19.0","0.09","0.7","0.0","5.7","0.7","3.99","0.0","0.0","0.0","0.0","50.41","128.22","585.22","292.61","534.8","456.99","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","19.0","0.09","0.7","0.0","5.68","0.7","3.98","0.0","0.0","0.0","0.0","54.39","128.22","585.22","292.61","530.83","456.99","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","19.0","0.09","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","58.27","128.22","585.22","292.61","526.95","456.99","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","19.0","0.09","0.7","0.0","5.19","0.7","3.63","0.0","0.0","0.0","0.0","61.9","128.22","585.22","292.61","523.32","456.99","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","19.0","0.09","0.7","0.0","5.28","0.7","3.7","0.0","0.0","0.0","0.0","65.6","128.22","585.22","292.61","519.62","456.99","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","19.0","0.09","0.7","0.0","5.7","0.7","3.99","0.0","0.0","0.0","0.0","69.59","128.22","585.22","292.61","515.63","456.99","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","19.0","0.09","0.7","0.0","5.21","0.7","3.65","0.0","0.0","0.0","0.0","73.23","128.22","585.22","292.61","511.98","456.99","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","19.0","0.09","0.7","0.0","5.47","0.7","3.83","0.0","0.0","0.0","0.0","77.06","128.22","585.22","292.61","508.15","456.99","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","19.0","0.09","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","80.86","128.22","585.22","292.61","504.35","456.99","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","19.0","0.09","0.7","0.0","6.14","0.7","4.3","0.0","0.0","0.0","0.0","85.16","128.22","585.22","292.61","500.05","456.99","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","19.0","0.09","0.7","0.0","6.51","0.7","4.56","0.0","0.0","0.0","0.0","89.72","128.22","585.22","292.61","495.5","456.99","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","19.0","0.09","0.7","0.0","6.2","0.7","4.34","0.0","0.0","0.0","0.0","94.06","128.22","585.22","292.61","491.16","456.99","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","19.0","0.09","0.7","0.0","4.62","0.7","3.23","0.0","0.0","0.0","0.0","97.29","128.22","585.22","292.61","487.92","456.99","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","19.0","0.09","0.7","0.0","5.3","0.7","3.71","0.0","0.0","0.0","0.0","101.0","128.22","585.22","292.61","484.21","456.99","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","19.0","0.09","0.7","0.0","3.97","0.7","2.78","0.0","0.0","0.0","0.0","103.78","128.22","585.22","292.61","481.43","456.99","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","19.0","0.09","0.7","0.0","4.59","0.7","3.21","0.0","0.0","0.0","0.0","107.0","128.22","585.22","292.61","478.22","456.99","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","19.0","0.09","0.7","0.0","3.31","0.7","2.32","0.0","0.0","0.0","0.0","109.31","128.22","585.22","292.61","475.9","456.99","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","19.0","0.09","0.7","0.0","3.92","0.7","2.74","0.05","0.05","0.0","0.0","112.01","128.22","585.22","292.61","473.21","456.99","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","19.0","0.09","0.7","0.0","4.51","0.7","3.16","0.0","0.0","0.0","0.0","115.16","128.22","585.22","292.61","470.05","456.99","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","19.0","0.09","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","118.46","128.22","585.22","292.61","466.76","456.99","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","19.0","0.09","0.7","0.0","4.75","0.7","3.33","0.0","0.0","0.0","0.0","121.79","128.22","585.22","292.61","463.43","456.99","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","19.0","0.09","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","125.66","128.22","585.22","292.61","459.55","456.99","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","19.0","0.09","0.7","0.0","5.48","0.7","3.84","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","129.5","","","","","","",""
"2015.0","9.0","23.0","266.0","19.0","0.09","0.7","0.0","4.54","0.7","3.18","0.0","0.0","0.0","0.0","3.18","128.22","585.22","292.61","582.04","456.99","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","19.0","0.09","0.7","0.0","4.54","0.7","3.18","0.0","0.0","0.0","0.0","6.36","128.22","585.22","292.61","578.86","456.99","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","19.0","0.08","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","10.23","128.22","585.22","292.61","574.98","456.99","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","19.0","0.08","0.7","0.0","5.3","0.7","3.71","0.0","0.0","0.0","0.0","13.94","128.22","585.22","292.61","571.27","456.99","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","19.0","0.08","0.7","0.0","3.95","0.7","2.77","0.0","0.0","0.0","0.0","16.71","128.22","585.22","292.61","568.51","456.99","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","19.0","0.08","0.7","0.0","4.53","0.7","3.17","0.0","0.0","0.0","0.0","19.88","128.22","585.22","292.61","565.34","456.99","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","19.0","0.08","0.7","0.0","4.09","0.7","2.86","0.0","0.0","0.0","0.0","22.74","128.22","585.22","292.61","562.47","456.99","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","19.0","0.08","0.7","0.0","1.96","0.7","1.37","0.0","0.0","0.0","0.0","24.12","128.22","585.22","292.61","561.1","456.99","0.0","","","","","","",""
