" Daily soil water balance output for Pears in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Pears in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","107.0","0.13","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","54.88","109.19","491.66","245.83","436.78","382.47","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","107.0","0.13","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","62.45","109.19","491.66","245.83","429.21","382.47","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","107.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","70.41","109.19","491.66","245.83","421.25","382.47","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","107.0","0.13","1.05","0.0","7.7","1.05","8.08","0.0","0.0","0.0","0.0","78.5","109.19","491.66","245.83","413.16","382.47","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","107.0","0.13","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","86.27","109.19","491.66","245.83","405.39","382.47","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","107.0","0.13","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","93.67","109.19","491.66","245.83","397.99","382.47","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","107.0","0.13","1.05","0.0","7.61","1.05","7.99","0.0","0.0","0.0","0.0","101.66","109.19","491.66","245.83","390.0","382.47","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","107.0","0.13","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","109.98","","","","","","","","",""
"2015.0","7.0","5.0","186.0","107.0","0.12","1.05","0.0","7.19","1.05","7.55","0.0","0.0","0.0","0.0","7.55","109.19","491.66","245.83","484.11","382.47","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","107.0","0.12","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","15.33","109.19","491.66","245.83","476.33","382.47","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","107.0","0.12","1.05","0.0","6.84","1.05","7.18","0.0","0.0","0.0","0.0","22.51","109.19","491.66","245.83","469.15","382.47","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","107.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","29.23","109.19","491.66","245.83","462.43","382.47","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","107.0","0.12","1.05","0.0","5.04","1.05","5.29","0.0","0.0","0.0","0.0","34.52","109.19","491.66","245.83","457.14","382.47","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","107.0","0.12","1.05","0.0","5.3","1.05","5.56","0.0","0.0","0.0","0.0","40.09","109.19","491.66","245.83","451.57","382.47","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","107.0","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","46.78","109.19","491.66","245.83","444.88","382.47","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","107.0","0.12","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","53.54","109.19","491.66","245.83","438.12","382.47","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","107.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","60.68","109.19","491.66","245.83","430.98","382.47","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","107.0","0.12","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","67.39","109.19","491.66","245.83","424.27","382.47","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","107.0","0.12","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","74.29","109.19","491.66","245.83","417.37","382.47","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","107.0","0.11","1.05","0.0","7.1","1.05","7.45","0.0","0.0","0.0","0.0","81.74","109.19","491.66","245.83","409.92","382.47","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","107.0","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","89.38","109.19","491.66","245.83","402.28","382.47","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","107.0","0.11","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","96.78","109.19","491.66","245.83","394.88","382.47","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","107.0","0.11","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","103.7","109.19","491.66","245.83","387.96","382.47","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","107.0","0.11","1.05","0.0","7.34","1.05","7.71","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","111.41","","","","","","","","",""
"2015.0","7.0","21.0","202.0","107.0","0.11","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","7.61","109.19","491.66","245.83","484.05","382.47","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","107.0","0.11","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","14.71","109.19","491.66","245.83","476.95","382.47","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","107.0","0.11","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","21.29","109.19","491.66","245.83","470.37","382.47","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","107.0","0.11","1.05","0.0","6.52","1.05","6.85","0.0","0.0","0.0","0.0","28.14","109.19","491.66","245.83","463.52","382.47","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","107.0","0.11","1.05","0.0","6.61","1.05","6.94","0.0","0.0","0.0","0.0","35.08","109.19","491.66","245.83","456.58","382.47","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","107.0","0.11","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","41.84","109.19","491.66","245.83","449.82","382.47","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","107.0","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","49.61","109.19","491.66","245.83","442.05","382.47","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","107.0","0.11","1.05","0.0","7.6","1.05","7.98","0.0","0.0","0.0","0.0","57.59","109.19","491.66","245.83","434.07","382.47","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","107.0","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","65.36","109.19","491.66","245.83","426.3","382.47","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","107.0","0.1","1.05","0.0","7.62","1.05","8.0","0.0","0.0","0.0","0.0","73.36","109.19","491.66","245.83","418.3","382.47","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","107.0","0.1","1.04","0.0","6.8","1.04","7.1","0.0","0.0","0.0","0.0","80.47","109.19","491.66","245.83","411.19","382.47","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","107.0","0.1","1.04","0.0","7.01","1.04","7.29","0.0","0.0","0.0","0.0","87.75","109.19","491.66","245.83","403.91","382.47","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","107.0","0.1","1.03","0.0","6.94","1.03","7.18","0.0","0.0","0.0","0.0","94.93","109.19","491.66","245.83","396.73","382.47","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","107.0","0.1","1.03","0.0","6.82","1.03","7.02","0.0","0.0","0.0","0.0","101.95","109.19","491.66","245.83","389.71","382.47","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","107.0","0.1","1.02","0.0","5.18","1.02","5.3","0.0","0.0","0.0","0.0","107.25","109.19","491.66","245.83","384.41","382.47","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","107.0","0.1","1.02","0.0","5.74","1.02","5.84","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","113.09","","","","","","","","",""
"2015.0","8.0","6.0","218.0","107.0","0.1","1.01","0.0","3.84","1.01","3.89","0.0","0.0","0.0","0.0","3.89","109.19","491.66","245.83","487.77","382.47","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","107.0","0.1","1.01","0.0","6.68","1.01","6.73","0.28","0.28","0.0","0.0","10.34","109.19","491.66","245.83","481.32","382.47","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","107.0","0.1","1.0","0.0","6.05","1.0","6.06","0.0","0.0","0.0","0.0","16.4","109.19","491.66","245.83","475.26","382.47","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","107.0","0.1","1.0","0.0","6.56","1.0","6.54","0.0","0.0","0.0","0.0","22.94","109.19","491.66","245.83","468.72","382.47","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","107.0","0.1","0.99","0.0","6.58","0.99","6.52","0.0","0.0","0.0","0.0","29.46","109.19","491.66","245.83","462.2","382.47","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","107.0","0.1","0.99","0.0","6.51","0.99","6.42","0.0","0.0","0.0","0.0","35.88","109.19","491.66","245.83","455.78","382.47","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","107.0","0.1","0.98","0.0","6.4","0.98","6.28","0.0","0.0","0.0","0.0","42.16","109.19","491.66","245.83","449.5","382.47","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","107.0","0.1","0.98","0.0","6.59","0.98","6.43","0.0","0.0","0.0","0.0","48.59","109.19","491.66","245.83","443.07","382.47","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","107.0","0.1","0.97","0.0","6.41","0.97","6.22","0.0","0.0","0.0","0.0","54.81","109.19","491.66","245.83","436.85","382.47","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","107.0","0.1","0.96","0.0","6.64","0.96","6.41","0.0","0.0","0.0","0.0","61.22","109.19","491.66","245.83","430.44","382.47","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","107.0","0.1","0.96","0.0","6.79","0.96","6.52","0.0","0.0","0.0","0.0","67.73","109.19","491.66","245.83","423.93","382.47","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","107.0","0.1","0.95","0.0","7.17","0.95","6.84","0.0","0.0","0.0","0.0","74.57","109.19","491.66","245.83","417.09","382.47","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","107.0","0.1","0.95","0.0","6.9","0.95","6.55","0.0","0.0","0.0","0.0","81.12","109.19","491.66","245.83","410.54","382.47","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","107.0","0.09","0.94","0.0","6.3","0.94","5.94","0.0","0.0","0.0","0.0","87.07","109.19","491.66","245.83","404.59","382.47","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","107.0","0.09","0.94","0.0","5.73","0.94","5.38","0.0","0.0","0.0","0.0","92.44","109.19","491.66","245.83","399.22","382.47","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","107.0","0.09","0.93","0.0","5.74","0.93","5.36","0.0","0.0","0.0","0.0","97.8","109.19","491.66","245.83","393.86","382.47","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","107.0","0.09","0.93","0.0","5.73","0.93","5.32","0.0","0.0","0.0","0.0","103.11","109.19","491.66","245.83","388.55","382.47","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","107.0","0.09","0.92","0.0","5.93","0.92","5.47","0.0","0.0","0.0","0.0","108.58","122.92","491.66","245.83","383.08","368.75","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","107.0","0.09","0.92","0.0","6.34","0.92","5.81","0.0","0.0","0.0","0.0","114.4","122.92","491.66","245.83","377.26","368.75","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","107.0","0.09","0.91","0.0","6.64","0.91","6.05","0.0","0.0","0.0","0.0","120.45","122.92","491.66","245.83","371.21","368.75","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","107.0","0.09","0.91","0.0","6.81","0.91","6.17","0.0","0.0","0.0","0.0","0.0","122.92","491.66","245.83","491.66","368.75","126.62","","","","","","","","",""
"2015.0","8.0","27.0","239.0","107.0","0.09","0.9","0.0","7.07","0.9","6.37","0.02","0.02","0.0","0.0","6.35","122.92","491.66","245.83","485.31","368.75","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","107.0","0.09","0.9","0.0","6.97","0.9","6.24","0.0","0.0","0.0","0.0","12.59","122.92","491.66","245.83","479.07","368.75","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","107.0","0.09","0.89","0.0","5.56","0.89","4.95","0.0","0.0","0.0","0.0","17.54","122.92","491.66","245.83","474.12","368.75","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","107.0","0.09","0.89","0.0","5.74","0.89","5.08","0.0","0.0","0.0","0.0","22.63","122.92","491.66","245.83","469.04","368.75","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","107.0","0.09","0.88","0.0","5.7","0.88","5.01","0.0","0.0","0.0","0.0","27.64","122.92","491.66","245.83","464.02","368.75","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","107.0","0.09","0.87","0.0","5.68","0.87","4.97","0.0","0.0","0.0","0.0","32.61","122.92","491.66","245.83","459.05","368.75","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","107.0","0.09","0.87","0.0","5.54","0.87","4.82","0.0","0.0","0.0","0.0","37.42","122.92","491.66","245.83","454.24","368.75","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","107.0","0.09","0.86","0.0","5.27","0.86","4.55","0.0","0.0","0.0","0.0","41.97","122.92","491.66","245.83","449.69","368.75","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","107.0","0.09","0.86","0.0","5.29","0.86","4.54","0.0","0.0","0.0","0.0","46.52","122.92","491.66","245.83","445.14","368.75","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","107.0","0.09","0.85","0.0","5.58","0.85","4.76","0.0","0.0","0.0","0.0","51.28","122.92","491.66","245.83","440.38","368.75","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","107.0","0.09","0.85","0.0","5.17","0.85","4.38","0.0","0.0","0.0","0.0","55.66","122.92","491.66","245.83","436.0","368.75","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","107.0","0.09","0.84","0.0","5.45","0.84","4.59","0.0","0.0","0.0","0.0","60.25","122.92","491.66","245.83","431.41","368.75","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","107.0","0.09","0.84","0.0","5.6","0.84","4.69","0.0","0.0","0.0","0.0","64.94","122.92","491.66","245.83","426.72","368.75","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","107.0","0.09","0.83","0.0","6.36","0.83","5.29","0.0","0.0","0.0","0.0","70.23","122.92","491.66","245.83","421.43","368.75","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","107.0","0.09","0.83","0.0","6.71","0.83","5.55","0.0","0.0","0.0","0.0","75.78","122.92","491.66","245.83","415.88","368.75","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","107.0","0.09","0.82","0.0","6.2","0.82","5.09","0.0","0.0","0.0","0.0","80.87","122.92","491.66","245.83","410.79","368.75","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","107.0","0.09","0.82","0.0","4.33","0.82","3.53","0.0","0.0","0.0","0.0","84.4","122.92","491.66","245.83","407.26","368.75","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","107.0","0.09","0.81","0.0","5.05","0.81","4.09","0.0","0.0","0.0","0.0","88.5","122.92","491.66","245.83","403.16","368.75","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","107.0","0.09","0.81","0.0","3.92","0.81","3.16","0.0","0.0","0.0","0.0","91.65","122.92","491.66","245.83","400.01","368.75","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","107.0","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","95.45","122.92","491.66","245.83","396.21","368.75","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","107.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","107.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","24.65","24.3","491.66","245.83","467.01","467.36","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","107.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","107.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","107.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","107.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","24.78","24.3","491.66","245.83","466.88","467.36","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","107.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","107.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","107.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","107.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","491.66","245.83","466.89","467.36","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","107.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","107.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.63","24.3","491.66","245.83","467.03","467.36","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","107.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","107.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","24.61","24.3","491.66","245.83","467.05","467.36","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","107.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
