" Daily soil water balance output for Water Surface in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","45.0","0.15","1.1","0.0","7.29","1.1","8.019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","45.0","0.15","1.1","0.0","6.65","1.1","7.315","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","45.0","0.14","1.1","0.0","6.93","1.1","7.623","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","45.0","0.14","1.1","0.0","6.28","1.1","6.908","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","45.0","0.14","1.1","0.0","6.05","1.1","6.655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","45.0","0.14","1.1","0.0","5.08","1.1","5.588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","45.0","0.14","1.1","0.0","5.07","1.1","5.577","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","45.0","0.14","1.1","0.0","6.06","1.1","6.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","45.0","0.14","1.1","0.0","6.12","1.1","6.732","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","45.0","0.14","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","45.0","0.13","1.1","0.0","5.97","1.1","6.567","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","45.0","0.13","1.1","0.0","6.19","1.1","6.809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","45.0","0.13","1.1","0.0","6.66","1.1","7.326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","45.0","0.13","1.1","0.0","6.78","1.1","7.458","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","45.0","0.13","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","45.0","0.13","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","45.0","0.13","1.1","0.0","7.08","1.1","7.788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","45.0","0.13","1.1","0.0","6.76","1.1","7.436","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","45.0","0.13","1.1","0.0","6.35","1.1","6.985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","45.0","0.12","1.1","0.0","5.95","1.1","6.545","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","45.0","0.12","1.1","0.0","6.3","1.1","6.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","45.0","0.12","1.1","0.0","6.23","1.1","6.853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","45.0","0.12","1.1","0.0","6.11","1.1","6.721","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","45.0","0.12","1.1","0.0","7.03","1.1","7.733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","45.0","0.12","1.1","0.0","7.2","1.1","7.92","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","45.0","0.12","1.1","0.0","7.04","1.1","7.744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","45.0","0.12","1.1","0.0","7.09","1.1","7.799","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","45.0","0.12","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","45.0","0.12","1.1","0.0","6.64","1.1","7.304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","45.0","0.12","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","45.0","0.12","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","45.0","0.11","1.1","0.0","5.0","1.1","5.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","45.0","0.11","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","45.0","0.11","1.1","0.0","3.54","1.1","3.894","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","45.0","0.11","1.1","0.0","6.33","1.1","6.963","0.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","45.0","0.11","1.1","0.0","5.63","1.1","6.193","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","45.0","0.11","1.1","0.0","6.19","1.1","6.809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","45.0","0.11","1.1","0.0","6.17","1.1","6.787","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","45.0","0.11","1.1","0.0","6.14","1.1","6.754","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","45.0","0.11","1.1","0.0","6.08","1.1","6.688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","45.0","0.11","1.1","0.0","6.2","1.1","6.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","45.0","0.11","1.1","0.0","6.13","1.1","6.743","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","45.0","0.11","1.1","0.0","6.51","1.1","7.161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","45.0","0.11","1.1","0.0","6.58","1.1","7.238","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","45.0","0.11","1.1","0.0","6.77","1.1","7.447","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","45.0","0.11","1.1","0.0","6.38","1.1","7.018","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","45.0","0.11","1.1","0.0","5.83","1.1","6.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","45.0","0.11","1.1","0.0","5.33","1.1","5.863","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","45.0","0.1","1.1","0.0","5.39","1.1","5.929","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","45.0","0.1","1.1","0.0","5.42","1.1","5.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","45.0","0.1","1.1","0.0","5.61","1.1","6.171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","45.0","0.1","1.1","0.0","5.92","1.1","6.512","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","45.0","0.1","1.1","0.0","6.2","1.1","6.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","45.0","0.1","1.1","0.0","6.37","1.1","7.007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","45.0","0.1","1.1","0.0","6.84","1.1","7.524","0.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","45.0","0.1","1.1","0.0","6.66","1.1","7.326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","45.0","0.1","1.1","0.0","5.33","1.1","5.863","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","45.0","0.1","1.1","0.0","5.53","1.1","6.083","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","45.0","0.1","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","45.0","0.1","1.1","0.0","5.34","1.1","5.874","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","45.0","0.1","1.1","0.0","5.19","1.1","5.709","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","45.0","0.1","1.1","0.0","5.05","1.1","5.555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","45.0","0.1","1.1","0.0","5.08","1.1","5.588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","45.0","0.1","1.1","0.0","5.31","1.1","5.841","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","45.0","0.1","1.1","0.0","5.12","1.1","5.632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","45.0","0.1","1.1","0.0","5.37","1.1","5.907","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","45.0","0.1","1.1","0.0","5.58","1.1","6.138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","45.0","0.1","1.1","0.0","6.15","1.1","6.765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","45.0","0.1","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","45.0","0.1","1.1","0.0","5.89","1.1","6.479","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","45.0","0.1","1.1","0.0","4.12","1.1","4.532","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","45.0","0.1","1.1","0.0","4.88","1.1","5.368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","45.0","0.09","1.1","0.0","3.58","1.1","3.938","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","45.0","0.09","1.1","0.0","4.61","1.1","5.071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","45.0","0.09","1.1","0.0","3.88","1.1","4.268","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","45.0","0.09","1.1","0.0","3.91","1.1","4.301","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","45.0","0.09","1.1","0.0","4.6","1.1","5.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","45.0","0.09","1.1","0.0","4.65","1.1","5.115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","45.0","0.09","1.1","0.0","4.88","1.1","5.368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","45.0","0.09","1.1","0.0","5.55","1.1","6.105","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","45.0","0.09","1.1","0.0","5.04","1.1","5.544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","45.0","0.09","1.1","0.0","4.6","1.1","5.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","45.0","0.09","1.1","0.0","4.53","1.1","4.983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","45.0","0.09","1.1","0.0","5.35","1.1","5.885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","45.0","0.09","1.1","0.0","5.28","1.1","5.808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","45.0","0.09","1.1","0.0","3.87","1.1","4.257","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","45.0","0.09","1.1","0.0","3.92","1.1","4.312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","45.0","0.09","1.1","0.0","3.46","1.1","3.806","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","45.0","0.09","1.1","0.0","2.16","1.1","2.376","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
