" Daily soil water balance output for Alfalfa in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Alfalfa in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","9455.0","0.13","0.9","0.0","7.56","0.9","6.8","0.0","0.0","0.0","0.0","61.43","123.44","601.67","300.83","540.24","478.23","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","9455.0","0.13","0.9","0.0","7.24","0.9","6.52","0.0","0.0","0.0","0.0","67.94","123.44","601.67","300.83","533.73","478.23","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","9455.0","0.13","0.9","0.0","7.52","0.9","6.77","0.0","0.0","0.0","0.0","74.71","123.44","601.67","300.83","526.96","478.23","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","9455.0","0.12","0.9","0.0","8.01","0.9","7.21","0.0","0.0","0.0","0.0","81.92","123.44","601.67","300.83","519.75","478.23","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","9455.0","0.12","0.9","0.0","7.28","0.9","6.55","0.0","0.0","0.0","0.0","88.47","123.44","601.67","300.83","513.2","478.23","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","9455.0","0.12","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","95.13","123.44","601.67","300.83","506.54","478.23","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","9455.0","0.12","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","101.37","123.44","601.67","300.83","500.3","478.23","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","9455.0","0.12","0.9","0.0","6.35","0.9","5.72","0.0","0.0","0.0","0.0","107.08","123.44","601.67","300.83","494.59","478.23","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","9455.0","0.12","0.9","0.0","4.42","0.9","3.98","0.0","0.0","0.0","0.0","111.06","123.44","601.67","300.83","490.61","478.23","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","9455.0","0.12","0.9","0.0","5.2","0.9","4.68","0.0","0.0","0.0","0.0","115.74","123.44","601.67","300.83","485.93","478.23","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","9455.0","0.12","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","121.5","123.44","601.67","300.83","480.17","478.23","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","9455.0","0.12","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","0.0","123.44","601.67","300.83","601.67","478.23","127.33","","","","","","",""
"2015.0","7.0","13.0","194.0","9455.0","0.12","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","6.03","123.44","601.67","300.83","595.64","478.23","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","9455.0","0.12","0.9","0.0","6.5","0.9","5.85","0.0","0.0","0.0","0.0","11.88","123.44","601.67","300.83","589.79","478.23","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","9455.0","0.12","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","17.88","123.44","601.67","300.83","583.79","478.23","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","9455.0","0.11","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","24.35","123.44","601.67","300.83","577.32","478.23","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","9455.0","0.11","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","30.98","123.44","601.67","300.83","570.69","478.23","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","9455.0","0.11","0.9","0.0","7.3","0.9","6.57","0.0","0.0","0.0","0.0","37.55","123.44","601.67","300.83","564.12","478.23","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","9455.0","0.11","0.9","0.0","6.82","0.9","6.14","0.0","0.0","0.0","0.0","43.69","123.44","601.67","300.83","557.98","478.23","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","9455.0","0.11","0.9","0.0","7.38","0.9","6.64","0.0","0.0","0.0","0.0","50.33","123.44","601.67","300.83","551.34","478.23","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","9455.0","0.11","0.9","0.0","7.36","0.9","6.62","0.0","0.0","0.0","0.0","56.95","123.44","601.67","300.83","544.72","478.23","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","9455.0","0.11","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","63.18","123.44","601.67","300.83","538.49","478.23","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","9455.0","0.11","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","68.81","123.44","601.67","300.83","532.86","478.23","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","9455.0","0.11","0.9","0.0","6.45","0.9","5.81","0.0","0.0","0.0","0.0","74.61","123.44","601.67","300.83","527.06","478.23","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","9455.0","0.11","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","80.51","123.44","601.67","300.83","521.16","478.23","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","9455.0","0.11","0.9","0.0","6.49","0.9","5.84","0.0","0.0","0.0","0.0","86.35","123.44","601.67","300.83","515.32","478.23","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","9455.0","0.11","0.9","0.0","7.47","0.9","6.72","0.0","0.0","0.0","0.0","93.07","123.44","601.67","300.83","508.6","478.23","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","9455.0","0.11","0.9","0.0","7.77","0.9","6.99","0.0","0.0","0.0","0.0","100.06","123.44","601.67","300.83","501.61","478.23","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","9455.0","0.1","0.9","0.0","7.5","0.9","6.75","0.0","0.0","0.0","0.0","106.81","123.44","601.67","300.83","494.86","478.23","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","9455.0","0.1","0.9","0.0","7.84","0.9","7.06","0.0","0.0","0.0","0.0","113.87","123.44","601.67","300.83","487.8","478.23","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","9455.0","0.1","0.9","0.0","6.75","0.9","6.08","0.0","0.0","0.0","0.0","119.94","123.44","601.67","300.83","481.73","478.23","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","9455.0","0.1","0.9","0.0","7.04","0.9","6.34","0.0","0.0","0.0","0.0","0.0","123.44","601.67","300.83","601.67","478.23","126.28","","","","","","",""
"2015.0","8.0","2.0","214.0","9455.0","0.1","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","6.24","123.44","601.67","300.83","595.43","478.23","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","9455.0","0.1","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","12.46","123.44","601.67","300.83","589.21","478.23","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","9455.0","0.1","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","16.97","123.44","601.67","300.83","584.7","478.23","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","9455.0","0.1","0.9","0.0","5.82","0.9","5.24","0.0","0.0","0.0","0.0","22.2","123.44","601.67","300.83","579.47","478.23","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","9455.0","0.1","0.9","0.0","4.19","0.9","3.77","0.0","0.0","0.0","0.0","25.97","123.44","601.67","300.83","575.7","478.23","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","9455.0","0.1","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","32.08","123.44","601.67","300.83","569.59","478.23","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","9455.0","0.1","0.9","0.0","6.09","0.9","5.48","0.0","0.0","0.0","0.0","37.56","123.44","601.67","300.83","564.11","478.23","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","9455.0","0.1","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","43.53","123.44","601.67","300.83","558.14","478.23","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","9455.0","0.1","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","49.53","123.44","601.67","300.83","552.14","478.23","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","9455.0","0.1","0.9","0.0","6.52","0.9","5.87","0.0","0.0","0.0","0.0","55.4","123.44","601.67","300.83","546.27","478.23","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","9455.0","0.1","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","61.18","123.44","601.67","300.83","540.49","478.23","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","9455.0","0.1","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","67.1","123.44","601.67","300.83","534.57","478.23","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","9455.0","0.1","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","72.75","123.44","601.67","300.83","528.92","478.23","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","9455.0","0.1","0.9","0.0","6.53","0.9","5.88","0.0","0.0","0.0","0.0","78.62","123.44","601.67","300.83","523.05","478.23","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","9455.0","0.1","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","84.69","123.44","601.67","300.83","516.98","478.23","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","9455.0","0.1","0.9","0.0","7.21","0.9","6.49","0.0","0.0","0.0","0.0","91.18","123.44","601.67","300.83","510.49","478.23","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","9455.0","0.09","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","97.43","123.44","601.67","300.83","504.24","478.23","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","9455.0","0.09","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","103.12","123.44","601.67","300.83","498.55","478.23","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","9455.0","0.09","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","108.23","123.44","601.67","300.83","493.44","478.23","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","9455.0","0.09","0.9","0.0","5.73","0.9","5.16","0.0","0.0","0.0","0.0","113.39","123.44","601.67","300.83","488.28","478.23","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","9455.0","0.09","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","118.59","123.44","601.67","300.83","483.08","478.23","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","9455.0","0.09","0.9","0.0","5.88","0.9","5.29","0.0","0.0","0.0","0.0","0.0","123.44","601.67","300.83","601.67","478.23","123.89","","","","","","",""
"2015.0","8.0","24.0","236.0","9455.0","0.09","0.9","0.0","6.35","0.9","5.72","0.0","0.0","0.0","0.0","5.72","123.44","601.67","300.83","595.95","478.23","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","9455.0","0.09","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","11.7","123.44","601.67","300.83","589.97","478.23","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","9455.0","0.09","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","17.8","123.44","601.67","300.83","583.87","478.23","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","9455.0","0.09","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","24.04","123.44","601.67","300.83","577.63","478.23","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","9455.0","0.09","0.9","0.0","6.87","0.9","6.18","0.0","0.0","0.0","0.0","30.22","123.44","601.67","300.83","571.45","478.23","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","9455.0","0.09","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","35.03","123.44","601.67","300.83","566.64","478.23","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","9455.0","0.09","0.9","0.0","5.64","0.9","5.08","0.0","0.0","0.0","0.0","40.1","123.44","601.67","300.83","561.57","478.23","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","9455.0","0.09","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","45.27","123.44","601.67","300.83","556.4","478.23","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","9455.0","0.09","0.9","0.0","5.75","0.9","5.18","0.0","0.0","0.0","0.0","50.45","123.44","601.67","300.83","551.22","478.23","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","9455.0","0.09","0.9","0.0","5.63","0.9","5.07","0.0","0.0","0.0","0.0","55.51","123.44","601.67","300.83","546.16","478.23","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","9455.0","0.09","0.9","0.0","5.25","0.9","4.73","0.0","0.0","0.0","0.0","60.24","123.44","601.67","300.83","541.43","478.23","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","9455.0","0.09","0.9","0.0","5.32","0.9","4.79","0.0","0.0","0.0","0.0","65.03","123.44","601.67","300.83","536.64","478.23","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","9455.0","0.09","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","70.16","123.44","601.67","300.83","531.51","478.23","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","9455.0","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","74.86","123.44","601.67","300.83","526.81","478.23","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","9455.0","0.09","0.9","0.0","5.51","0.9","4.96","0.0","0.0","0.0","0.0","79.82","123.44","601.67","300.83","521.85","478.23","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","9455.0","0.09","0.9","0.0","5.49","0.9","4.94","0.0","0.0","0.0","0.0","84.76","123.44","601.67","300.83","516.91","478.23","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","9455.0","0.09","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","90.39","123.44","601.67","300.83","511.28","478.23","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","9455.0","0.09","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","96.35","123.44","601.67","300.83","505.32","478.23","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","9455.0","0.09","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","102.02","123.44","601.67","300.83","499.65","478.23","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","9455.0","0.09","0.9","0.0","4.61","0.9","4.15","0.0","0.0","0.0","0.0","106.17","123.44","601.67","300.83","495.5","478.23","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","9455.0","0.09","0.9","0.0","5.3","0.9","4.77","0.0","0.0","0.0","0.0","110.94","123.44","601.67","300.83","490.73","478.23","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","9455.0","0.09","0.9","0.0","4.07","0.9","3.66","0.0","0.0","0.0","0.0","114.61","123.44","601.67","300.83","487.06","478.23","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","9455.0","0.09","0.9","0.0","4.66","0.9","4.19","0.0","0.0","0.0","0.0","118.8","123.44","601.67","300.83","482.87","478.23","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","9455.0","0.09","0.9","0.0","3.58","0.9","3.22","0.0","0.0","0.0","0.0","122.02","123.44","601.67","300.83","479.65","478.23","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","9455.0","0.09","0.9","0.0","3.96","0.9","3.56","0.0","0.0","0.0","0.0","0.0","123.44","601.67","300.83","601.67","478.23","125.59","","","","","","",""
"2015.0","9.0","18.0","261.0","9455.0","0.09","0.9","0.0","4.57","0.9","4.11","0.0","0.0","0.0","0.0","4.11","123.44","601.67","300.83","597.56","478.23","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","9455.0","0.09","0.9","0.0","4.73","0.9","4.26","0.0","0.0","0.0","0.0","8.37","123.44","601.67","300.83","593.3","478.23","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","9455.0","0.09","0.9","0.0","4.79","0.9","4.31","0.0","0.0","0.0","0.0","12.68","123.44","601.67","300.83","588.99","478.23","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","9455.0","0.08","0.9","0.0","5.59","0.9","5.03","0.0","0.0","0.0","0.0","17.71","123.44","601.67","300.83","583.96","478.23","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","9455.0","0.08","0.9","0.0","5.63","0.9","5.07","0.0","0.0","0.0","0.0","22.78","123.44","601.67","300.83","578.89","478.23","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","9455.0","0.08","0.9","0.0","4.66","0.9","4.19","0.0","0.0","0.0","0.0","26.97","123.44","601.67","300.83","574.7","478.23","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","9455.0","0.08","0.9","0.0","4.62","0.9","4.16","0.0","0.0","0.0","0.0","31.13","123.44","601.67","300.83","570.54","478.23","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","9455.0","0.08","0.9","0.0","5.64","0.9","5.08","0.0","0.0","0.0","0.0","36.21","123.44","601.67","300.83","565.46","478.23","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","9455.0","0.08","0.9","0.0","5.48","0.9","4.93","0.0","0.0","0.0","0.0","41.14","123.44","601.67","300.83","560.53","478.23","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","9455.0","0.08","0.9","0.0","3.94","0.9","3.55","0.0","0.0","0.0","0.0","44.69","123.44","601.67","300.83","556.98","478.23","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","9455.0","0.08","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","48.76","123.44","601.67","300.83","552.91","478.23","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","9455.0","0.08","0.9","0.0","4.04","0.9","3.64","0.0","0.0","0.0","0.0","52.4","123.44","601.67","300.83","549.27","478.23","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","9455.0","0.08","0.9","0.0","2.06","0.9","1.85","0.0","0.0","0.0","0.0","54.25","123.44","601.67","300.83","547.42","478.23","0.0","","","","","","",""
