" Daily soil water balance output for Cucurbits in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Cucurbits in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","2009.0","0.14","0.95","0.0","7.98","0.95","7.58","0.0","0.0","0.0","0.0","7.58","68.01","356.62","178.31","349.04","288.6","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","2009.0","0.14","0.95","0.0","8.25","0.95","7.84","0.0","0.0","0.0","0.0","15.42","68.01","356.62","178.31","341.2","288.6","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","2009.0","0.13","0.95","0.0","6.76","0.95","6.42","0.0","0.0","0.0","0.0","21.84","68.01","356.62","178.31","334.78","288.6","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2009.0","0.13","0.95","0.0","7.21","0.95","6.85","0.0","0.0","0.0","0.0","28.69","68.01","356.62","178.31","327.93","288.6","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2009.0","0.13","0.95","0.0","7.58","0.95","7.2","0.0","0.0","0.0","0.0","35.89","68.01","356.62","178.31","320.73","288.6","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2009.0","0.13","0.95","0.0","7.7","0.95","7.31","0.0","0.0","0.0","0.0","43.21","68.01","356.62","178.31","313.41","288.6","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2009.0","0.13","0.95","0.0","7.4","0.95","7.03","0.0","0.0","0.0","0.0","50.24","68.01","356.62","178.31","306.38","288.6","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2009.0","0.13","0.95","0.0","7.05","0.95","6.7","0.0","0.0","0.0","0.0","56.93","68.01","356.62","178.31","299.68","288.6","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2009.0","0.13","0.95","0.0","7.61","0.95","7.23","0.0","0.0","0.0","0.0","64.16","68.01","356.62","178.31","292.45","288.6","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2009.0","0.13","0.95","0.0","7.92","0.95","7.52","0.0","0.0","0.0","0.0","0.0","68.01","356.62","178.31","356.62","288.6","71.69","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2009.0","0.12","0.95","0.0","7.19","0.95","6.83","0.0","0.0","0.0","0.0","6.83","68.01","356.62","178.31","349.79","288.6","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2009.0","0.12","0.95","0.0","7.41","0.95","7.04","0.0","0.0","0.0","0.0","13.87","68.01","356.62","178.31","342.75","288.6","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2009.0","0.12","0.95","0.0","6.84","0.95","6.5","0.0","0.0","0.0","0.0","20.37","68.01","356.62","178.31","336.25","288.6","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2009.0","0.12","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","26.45","68.01","356.62","178.31","330.17","288.6","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2009.0","0.12","0.95","0.0","5.04","0.95","4.79","0.0","0.0","0.0","0.0","31.24","68.01","356.62","178.31","325.38","288.6","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2009.0","0.12","0.95","0.0","5.3","0.95","5.03","0.0","0.0","0.0","0.0","36.27","68.01","356.62","178.31","320.35","288.6","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2009.0","0.12","0.95","0.0","6.37","0.95","6.05","0.0","0.0","0.0","0.0","42.32","68.01","356.62","178.31","314.29","288.6","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2009.0","0.12","0.95","0.0","6.44","0.95","6.12","0.0","0.0","0.0","0.0","48.44","68.01","356.62","178.31","308.18","288.6","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2009.0","0.12","0.95","0.0","6.8","0.95","6.46","0.0","0.0","0.0","0.0","54.9","68.01","356.62","178.31","301.72","288.6","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2009.0","0.12","0.95","0.0","6.39","0.95","6.07","0.0","0.0","0.0","0.0","60.97","68.01","356.62","178.31","295.65","288.6","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2009.0","0.12","0.95","0.0","6.57","0.95","6.24","0.0","0.0","0.0","0.0","67.21","68.01","356.62","178.31","289.4","288.6","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2009.0","0.11","0.94","0.0","7.1","0.94","6.67","0.0","0.0","0.0","0.0","0.0","68.01","356.62","178.31","356.62","288.6","73.89","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2009.0","0.11","0.93","0.0","7.27","0.93","6.76","0.0","0.0","0.0","0.0","6.76","68.01","356.62","178.31","349.85","288.6","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2009.0","0.11","0.92","0.0","7.05","0.92","6.49","0.0","0.0","0.0","0.0","13.25","89.15","356.62","178.31","343.37","267.46","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2009.0","0.11","0.91","0.0","6.59","0.91","6.0","0.0","0.0","0.0","0.0","19.24","89.15","356.62","178.31","337.37","267.46","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2009.0","0.11","0.9","0.0","7.34","0.9","6.61","0.0","0.0","0.0","0.0","25.85","89.15","356.62","178.31","330.77","267.46","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2009.0","0.11","0.89","0.0","7.25","0.89","6.45","0.0","0.0","0.0","0.0","32.3","89.15","356.62","178.31","324.31","267.46","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2009.0","0.11","0.88","0.0","6.76","0.88","5.95","0.0","0.0","0.0","0.0","38.25","89.15","356.62","178.31","318.36","267.46","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2009.0","0.11","0.87","0.0","6.27","0.87","5.45","0.0","0.0","0.0","0.0","43.71","89.15","356.62","178.31","312.91","267.46","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2009.0","0.11","0.86","0.0","6.52","0.86","5.61","0.0","0.0","0.0","0.0","49.31","89.15","356.62","178.31","307.3","267.46","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2009.0","0.11","0.85","0.0","6.61","0.85","5.62","0.0","0.0","0.0","0.0","54.93","89.15","356.62","178.31","301.68","267.46","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2009.0","0.11","0.84","0.0","6.44","0.84","5.41","0.0","0.0","0.0","0.0","60.34","89.15","356.62","178.31","296.27","267.46","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2009.0","0.11","0.83","0.0","7.4","0.83","6.14","0.0","0.0","0.0","0.0","66.48","89.15","356.62","178.31","290.13","267.46","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2009.0","0.11","0.82","0.0","7.6","0.82","6.23","0.0","0.0","0.0","0.0","72.72","89.15","356.62","178.31","283.9","267.46","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2009.0","0.11","0.81","0.0","7.4","0.81","5.99","0.0","0.0","0.0","0.0","78.71","89.15","356.62","178.31","277.91","267.46","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2009.0","0.1","0.8","0.0","7.62","0.8","6.1","0.0","0.0","0.0","0.0","84.81","89.15","356.62","178.31","271.81","267.46","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2009.0","0.1","0.79","0.0","6.8","0.79","5.37","0.0","0.0","0.0","0.0","0.0","89.15","356.62","178.31","356.62","267.46","90.18","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2009.0","0.1","0.78","0.0","7.01","0.78","5.47","0.0","0.0","0.0","0.0","5.47","89.15","356.62","178.31","351.15","267.46","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2009.0","0.1","0.0","0.0","6.94","0.1","0.71","0.0","0.0","0.0","0.0","6.18","27.0","356.62","178.31","350.43","329.62","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2009.0","0.1","0.0","0.0","6.82","0.1","0.7","0.0","0.0","0.0","0.0","6.88","27.0","356.62","178.31","349.74","329.62","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2009.0","0.1","0.0","0.0","5.18","0.1","0.53","0.0","0.0","0.0","0.0","7.41","27.0","356.62","178.31","349.21","329.62","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2009.0","0.1","0.0","0.0","5.74","0.1","0.58","0.0","0.0","0.0","0.0","7.99","27.0","356.62","178.31","348.63","329.62","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2009.0","0.1","0.0","0.0","3.84","0.1","0.39","0.0","0.0","0.0","0.0","8.38","27.0","356.62","178.31","348.24","329.62","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2009.0","0.1","0.0","0.0","6.68","0.1","0.67","0.28","0.28","0.0","0.0","8.77","27.0","356.62","178.31","347.85","329.62","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2009.0","0.1","0.0","0.0","6.05","0.1","0.61","0.0","0.0","0.0","0.0","9.38","27.0","356.62","178.31","347.24","329.62","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2009.0","0.1","0.0","0.0","6.56","0.1","0.65","0.0","0.0","0.0","0.0","10.03","27.0","356.62","178.31","346.59","329.62","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2009.0","0.1","0.0","0.0","6.58","0.1","0.65","0.0","0.0","0.0","0.0","10.68","27.0","356.62","178.31","345.93","329.62","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2009.0","0.1","0.0","0.0","6.51","0.1","0.64","0.0","0.0","0.0","0.0","11.32","27.0","356.62","178.31","345.29","329.62","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2009.0","0.1","0.0","0.0","6.4","0.1","0.63","0.0","0.0","0.0","0.0","11.95","27.0","356.62","178.31","344.66","329.62","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2009.0","0.1","0.0","0.0","6.59","0.1","0.64","0.0","0.0","0.0","0.0","12.6","27.0","356.62","178.31","344.02","329.62","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2009.0","0.1","0.0","0.0","6.41","0.1","0.62","0.0","0.0","0.0","0.0","13.22","27.0","356.62","178.31","343.39","329.62","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2009.0","0.1","0.0","0.0","6.64","0.1","0.64","0.0","0.0","0.0","0.0","13.86","27.0","356.62","178.31","342.75","329.62","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2009.0","0.1","0.0","0.0","6.79","0.1","0.65","0.0","0.0","0.0","0.0","14.52","27.0","356.62","178.31","342.1","329.62","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2009.0","0.1","0.0","0.0","7.17","0.1","0.69","0.0","0.0","0.0","0.0","15.21","27.0","356.62","178.31","341.41","329.62","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2009.0","0.1","0.0","0.0","6.9","0.1","0.66","0.0","0.0","0.0","0.0","15.86","27.0","356.62","178.31","340.75","329.62","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2009.0","0.09","0.0","0.0","6.3","0.09","0.6","0.0","0.0","0.0","0.0","16.46","27.0","356.62","178.31","340.15","329.62","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2009.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","17.0","27.0","356.62","178.31","339.61","329.62","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2009.0","0.09","0.0","0.0","5.74","0.09","0.54","0.0","0.0","0.0","0.0","17.54","27.0","356.62","178.31","339.07","329.62","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2009.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","18.08","27.0","356.62","178.31","338.53","329.62","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2009.0","0.09","0.0","0.0","5.93","0.09","0.55","0.0","0.0","0.0","0.0","18.64","27.0","356.62","178.31","337.98","329.62","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2009.0","0.09","0.0","0.0","6.34","0.09","0.59","0.0","0.0","0.0","0.0","19.23","27.0","356.62","178.31","337.39","329.62","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2009.0","0.09","0.0","0.0","6.64","0.09","0.62","0.0","0.0","0.0","0.0","19.84","27.0","356.62","178.31","336.77","329.62","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2009.0","0.09","0.0","0.0","6.81","0.09","0.63","0.0","0.0","0.0","0.0","20.47","27.0","356.62","178.31","336.14","329.62","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2009.0","0.09","0.0","0.0","7.07","0.09","0.65","0.02","0.02","0.0","0.0","21.1","27.0","356.62","178.31","335.52","329.62","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2009.0","0.09","0.0","0.0","6.97","0.09","0.64","0.0","0.0","0.0","0.0","21.74","27.0","356.62","178.31","334.88","329.62","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2009.0","0.09","0.0","0.0","5.56","0.09","0.51","0.0","0.0","0.0","0.0","22.24","27.0","356.62","178.31","334.37","329.62","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2009.0","0.09","0.0","0.0","5.74","0.09","0.52","0.0","0.0","0.0","0.0","22.77","27.0","356.62","178.31","333.85","329.62","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2009.0","0.09","0.0","0.0","5.7","0.09","0.52","0.0","0.0","0.0","0.0","23.28","27.0","356.62","178.31","333.33","329.62","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2009.0","0.09","0.0","0.0","5.68","0.09","0.51","0.0","0.0","0.0","0.0","23.79","27.0","356.62","178.31","332.82","329.62","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2009.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","24.29","27.0","356.62","178.31","332.32","329.62","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2009.0","0.09","0.0","0.0","5.27","0.09","0.47","0.0","0.0","0.0","0.0","24.76","27.0","356.62","178.31","331.85","329.62","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2009.0","0.09","0.0","0.0","5.29","0.09","0.47","0.0","0.0","0.0","0.0","25.24","27.0","356.62","178.31","331.38","329.62","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2009.0","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","25.73","27.0","356.62","178.31","330.88","329.62","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2009.0","0.09","0.0","0.0","5.17","0.09","0.46","0.0","0.0","0.0","0.0","26.19","27.0","356.62","178.31","330.42","329.62","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2009.0","0.09","0.0","0.0","5.45","0.09","0.48","0.0","0.0","0.0","0.0","26.67","27.0","356.62","178.31","329.94","329.62","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2009.0","0.09","0.0","0.0","5.6","0.09","0.49","0.0","0.0","0.0","0.0","27.17","27.0","356.62","178.31","329.45","329.62","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2009.0","0.09","0.0","0.0","6.36","0.09","0.56","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2009.0","0.09","0.0","0.0","6.71","0.09","0.59","0.0","0.0","0.0","0.0","27.59","27.0","356.62","178.31","329.03","329.62","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2009.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2009.0","0.09","0.0","0.0","4.33","0.09","0.38","0.0","0.0","0.0","0.0","27.38","27.0","356.62","178.31","329.24","329.62","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2009.0","0.09","0.0","0.0","5.05","0.09","0.44","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2009.0","0.09","0.0","0.0","3.92","0.09","0.34","0.0","0.0","0.0","0.0","27.34","27.0","356.62","178.31","329.28","329.62","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2009.0","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2009.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","27.34","27.0","356.62","178.31","329.27","329.62","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2009.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2009.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","27.4","27.0","356.62","178.31","329.21","329.62","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2009.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2009.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","27.42","27.0","356.62","178.31","329.2","329.62","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2009.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2009.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","27.47","27.0","356.62","178.31","329.14","329.62","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2009.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2009.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","27.39","27.0","356.62","178.31","329.22","329.62","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2009.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2009.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","27.47","27.0","356.62","178.31","329.14","329.62","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2009.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2009.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","27.36","27.0","356.62","178.31","329.26","329.62","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2009.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","27.0","27.0","356.62","178.31","329.62","329.62","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2009.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","27.18","27.0","356.62","178.31","329.43","329.62","0.0","","","","","","","","",""
