" Daily soil water balance output for Sunflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Sunflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","27.0","0.13","1.1","0.0","6.73","1.1","7.4","0.0","0.0","0.0","0.0","41.24","63.46","292.61","146.3","251.37","229.15","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","27.0","0.13","1.1","0.0","7.15","1.1","7.86","0.0","0.0","0.0","0.0","49.1","63.46","292.61","146.3","243.5","229.15","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","27.0","0.13","1.1","0.0","7.45","1.1","8.2","0.0","0.0","0.0","0.0","57.3","63.46","292.61","146.3","235.31","229.15","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","27.0","0.13","1.1","0.0","7.57","1.1","8.33","0.0","0.0","0.0","0.0","0.0","63.46","292.61","146.3","292.61","229.15","65.63","","","","","","","","",""
"2015.0","7.0","1.0","182.0","27.0","0.13","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","8.17","63.46","292.61","146.3","284.44","229.15","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","27.0","0.13","1.1","0.0","6.96","1.1","7.66","0.0","0.0","0.0","0.0","15.83","63.46","292.61","146.3","276.78","229.15","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","27.0","0.13","1.1","0.0","7.37","1.1","8.11","0.0","0.0","0.0","0.0","23.94","63.46","292.61","146.3","268.67","229.15","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","27.0","0.13","1.1","0.0","7.87","1.1","8.66","0.0","0.0","0.0","0.0","32.59","63.46","292.61","146.3","260.02","229.15","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","27.0","0.12","1.1","0.0","7.15","1.1","7.86","0.0","0.0","0.0","0.0","40.46","63.46","292.61","146.3","252.15","229.15","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","27.0","0.12","1.1","0.0","7.23","1.1","7.95","0.0","0.0","0.0","0.0","48.41","63.46","292.61","146.3","244.2","229.15","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","27.0","0.12","1.1","0.0","6.75","1.1","7.42","0.0","0.0","0.0","0.0","55.84","63.46","292.61","146.3","236.77","229.15","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","27.0","0.12","1.1","0.0","6.26","1.1","6.89","0.0","0.0","0.0","0.0","62.72","63.46","292.61","146.3","229.89","229.15","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","27.0","0.12","1.1","0.0","4.34","1.1","4.77","0.0","0.0","0.0","0.0","0.0","63.46","292.61","146.3","292.61","229.15","67.5","","","","","","","","",""
"2015.0","7.0","10.0","191.0","27.0","0.12","1.1","0.0","5.16","1.1","5.68","0.0","0.0","0.0","0.0","5.68","63.46","292.61","146.3","286.93","229.15","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","27.0","0.12","1.1","0.0","6.34","1.1","6.97","0.0","0.0","0.0","0.0","12.65","63.46","292.61","146.3","279.96","229.15","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","27.0","0.12","1.1","0.0","6.49","1.1","7.14","0.0","0.0","0.0","0.0","19.79","63.46","292.61","146.3","272.82","229.15","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","27.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","27.05","63.46","292.61","146.3","265.56","229.15","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","27.0","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","34.11","63.46","292.61","146.3","258.5","229.15","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","27.0","0.12","1.1","0.0","6.62","1.1","7.28","0.0","0.0","0.0","0.0","41.39","63.46","292.61","146.3","251.22","229.15","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","27.0","0.12","1.1","0.0","7.07","1.1","7.78","0.0","0.0","0.0","0.0","49.17","63.46","292.61","146.3","243.44","229.15","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","27.0","0.11","1.1","0.0","7.25","1.1","7.97","0.0","0.0","0.0","0.0","57.15","63.46","292.61","146.3","235.46","229.15","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","27.0","0.11","1.1","0.0","7.24","1.1","7.96","0.0","0.0","0.0","0.0","0.0","63.46","292.61","146.3","292.61","229.15","65.11","","","","","","","","",""
"2015.0","7.0","19.0","200.0","27.0","0.11","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","7.48","63.46","292.61","146.3","285.13","229.15","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","27.0","0.11","1.1","0.0","7.29","1.1","8.02","0.0","0.0","0.0","0.0","15.5","63.46","292.61","146.3","277.11","229.15","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","27.0","0.11","1.1","0.0","7.21","1.1","7.93","0.0","0.0","0.0","0.0","23.43","63.46","292.61","146.3","269.18","229.15","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","27.0","0.11","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","30.91","63.46","292.61","146.3","261.7","229.15","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","27.0","0.11","1.1","0.0","6.1","1.1","6.71","0.0","0.0","0.0","0.0","37.62","63.46","292.61","146.3","254.99","229.15","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","27.0","0.11","1.1","0.0","6.35","1.1","6.98","0.0","0.0","0.0","0.0","44.61","63.46","292.61","146.3","248.0","229.15","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","27.0","0.11","1.1","0.0","6.41","1.1","7.05","0.0","0.0","0.0","0.0","51.66","63.46","292.61","146.3","240.95","229.15","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","27.0","0.11","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","58.72","63.46","292.61","146.3","233.89","229.15","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","27.0","0.11","1.1","0.0","7.39","1.1","8.13","0.0","0.0","0.0","0.0","0.0","63.46","292.61","146.3","292.61","229.15","66.85","","","","","","","","",""
"2015.0","7.0","28.0","209.0","27.0","0.11","1.1","0.0","7.74","1.1","8.51","0.0","0.0","0.0","0.0","8.51","63.46","292.61","146.3","284.09","229.15","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","27.0","0.11","1.1","0.0","7.42","1.1","8.16","0.0","0.0","0.0","0.0","16.68","63.46","292.61","146.3","275.93","229.15","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","27.0","0.11","1.1","0.0","7.73","1.1","8.5","0.0","0.0","0.0","0.0","25.18","63.46","292.61","146.3","267.43","229.15","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","27.0","0.1","1.1","0.0","6.63","1.1","7.29","0.0","0.0","0.0","0.0","32.47","63.46","292.61","146.3","260.14","229.15","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","27.0","0.1","1.1","0.0","6.93","1.1","7.62","0.0","0.0","0.0","0.0","40.1","63.46","292.61","146.3","252.51","229.15","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","27.0","0.1","1.1","0.0","6.78","1.1","7.46","0.0","0.0","0.0","0.0","47.55","63.46","292.61","146.3","245.06","229.15","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","27.0","0.1","1.1","0.0","6.81","1.1","7.49","0.0","0.0","0.0","0.0","55.04","63.46","292.61","146.3","237.56","229.15","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","27.0","0.1","1.1","0.0","4.69","1.1","5.16","0.0","0.0","0.0","0.0","60.2","63.46","292.61","146.3","232.41","229.15","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","27.0","0.1","1.1","0.0","5.76","1.1","6.34","0.0","0.0","0.0","0.0","0.0","63.46","292.61","146.3","292.61","229.15","66.54","","","","","","","","",""
"2015.0","8.0","6.0","218.0","27.0","0.1","1.1","0.0","4.25","1.1","4.68","0.0","0.0","0.0","0.0","4.68","63.46","292.61","146.3","287.93","229.15","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","27.0","0.1","1.07","0.0","6.71","1.07","7.2","0.0","0.0","0.0","0.0","11.88","63.46","292.61","146.3","280.73","229.15","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","27.0","0.1","1.05","0.0","5.96","1.05","6.24","0.0","0.0","0.0","0.0","18.11","63.46","292.61","146.3","274.5","229.15","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","27.0","0.1","1.02","0.0","6.56","1.02","6.69","0.0","0.0","0.0","0.0","24.8","63.46","292.61","146.3","267.81","229.15","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","27.0","0.1","0.99","0.0","6.58","0.99","6.53","0.0","0.0","0.0","0.0","31.33","63.46","292.61","146.3","261.28","229.15","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","27.0","0.1","0.97","0.0","6.4","0.97","6.18","0.0","0.0","0.0","0.0","37.5","63.46","292.61","146.3","255.1","229.15","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","27.0","0.1","0.94","0.0","6.33","0.94","5.94","0.0","0.0","0.0","0.0","43.44","63.46","292.61","146.3","249.16","229.15","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","27.0","0.1","0.91","0.0","6.45","0.91","5.88","0.0","0.0","0.0","0.0","49.32","63.46","292.61","146.3","243.28","229.15","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","27.0","0.1","0.88","0.0","6.13","0.88","5.42","0.0","0.0","0.0","0.0","54.75","63.46","292.61","146.3","237.86","229.15","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","27.0","0.1","0.86","0.0","6.42","0.86","5.51","0.0","0.0","0.0","0.0","60.25","73.15","292.61","146.3","232.35","219.46","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","27.0","0.1","0.83","0.0","6.66","0.83","5.53","0.0","0.0","0.0","0.0","65.79","73.15","292.61","146.3","226.82","219.46","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","27.0","0.1","0.8","0.0","7.09","0.8","5.7","0.0","0.0","0.0","0.0","71.49","73.15","292.61","146.3","221.12","219.46","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","27.0","0.1","0.78","0.0","6.79","0.78","5.28","0.0","0.0","0.0","0.0","0.0","73.15","292.61","146.3","292.61","219.46","76.76","","","","","","","","",""
"2015.0","8.0","19.0","231.0","27.0","0.1","0.75","0.0","6.18","0.75","4.64","0.0","0.0","0.0","0.0","4.64","73.15","292.61","146.3","287.97","219.46","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","27.0","0.1","0.72","0.0","5.52","0.72","3.99","0.0","0.0","0.0","0.0","8.63","73.15","292.61","146.3","283.98","219.46","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","27.0","0.09","0.7","0.0","5.62","0.7","3.91","0.0","0.0","0.0","0.0","12.54","73.15","292.61","146.3","280.07","219.46","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","27.0","0.09","0.67","0.0","5.69","0.67","3.81","0.0","0.0","0.0","0.0","16.35","73.15","292.61","146.3","276.26","219.46","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","27.0","0.09","0.64","0.0","5.75","0.64","3.69","0.0","0.0","0.0","0.0","20.04","73.15","292.61","146.3","272.57","219.46","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","27.0","0.09","0.62","0.0","6.23","0.62","3.83","0.0","0.0","0.0","0.0","23.87","73.15","292.61","146.3","268.73","219.46","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","27.0","0.09","0.59","0.0","6.51","0.59","3.83","0.0","0.0","0.0","0.0","27.7","73.15","292.61","146.3","264.9","219.46","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","27.0","0.09","0.56","0.0","6.64","0.56","3.73","0.0","0.0","0.0","0.0","31.43","73.15","292.61","146.3","261.17","219.46","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","27.0","0.09","0.53","0.0","6.82","0.53","3.65","0.0","0.0","0.0","0.0","35.08","73.15","292.61","146.3","257.53","219.46","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","27.0","0.09","0.51","0.0","6.79","0.51","3.45","0.0","0.0","0.0","0.0","38.53","73.15","292.61","146.3","254.08","219.46","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","27.0","0.09","0.48","0.0","5.21","0.48","2.5","0.0","0.0","0.0","0.0","41.03","73.15","292.61","146.3","251.58","219.46","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","27.0","0.09","0.45","0.0","5.54","0.45","2.51","0.0","0.0","0.0","0.0","43.55","73.15","292.61","146.3","249.06","219.46","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","27.0","0.09","0.43","0.0","5.7","0.43","2.43","0.0","0.0","0.0","0.0","45.98","73.15","292.61","146.3","246.63","219.46","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","27.0","0.09","0.4","0.0","5.68","0.4","2.27","0.0","0.0","0.0","0.0","48.25","73.15","292.61","146.3","244.36","219.46","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","27.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","27.0","0.09","0.0","0.0","5.19","0.09","0.47","0.0","0.0","0.0","0.0","24.47","24.0","292.61","146.3","268.14","268.61","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","27.0","0.09","0.0","0.0","5.28","0.09","0.47","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","27.0","0.09","0.0","0.0","5.7","0.09","0.51","0.0","0.0","0.0","0.0","24.51","24.0","292.61","146.3","268.1","268.61","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","27.0","0.09","0.0","0.0","5.21","0.09","0.47","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","27.0","0.09","0.0","0.0","5.47","0.09","0.49","0.0","0.0","0.0","0.0","24.49","24.0","292.61","146.3","268.12","268.61","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","27.0","0.09","0.0","0.0","5.43","0.09","0.48","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","27.0","0.09","0.0","0.0","6.14","0.09","0.54","0.0","0.0","0.0","0.0","24.54","24.0","292.61","146.3","268.07","268.61","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","27.0","0.09","0.0","0.0","6.51","0.09","0.57","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","27.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","24.54","24.0","292.61","146.3","268.06","268.61","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","27.0","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","27.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","24.46","24.0","292.61","146.3","268.15","268.61","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","27.0","0.09","0.0","0.0","3.97","0.09","0.35","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","27.0","0.09","0.0","0.0","4.59","0.09","0.4","0.0","0.0","0.0","0.0","24.4","24.0","292.61","146.3","268.21","268.61","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","27.0","0.09","0.0","0.0","3.31","0.09","0.29","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","27.0","0.09","0.0","0.0","3.92","0.09","0.34","0.05","0.05","0.0","0.0","24.29","24.0","292.61","146.3","268.32","268.61","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","27.0","0.09","0.0","0.0","4.51","0.09","0.39","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","27.0","0.09","0.0","0.0","4.71","0.09","0.41","0.0","0.0","0.0","0.0","24.41","24.0","292.61","146.3","268.2","268.61","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","27.0","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","27.0","0.09","0.0","0.0","5.54","0.09","0.47","0.0","0.0","0.0","0.0","24.47","24.0","292.61","146.3","268.13","268.61","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","27.0","0.09","0.0","0.0","5.48","0.09","0.47","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","27.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","24.39","24.0","292.61","146.3","268.22","268.61","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","27.0","0.09","0.0","0.0","4.54","0.09","0.39","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","27.0","0.08","0.0","0.0","5.54","0.08","0.47","0.0","0.0","0.0","0.0","24.47","24.0","292.61","146.3","268.14","268.61","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","27.0","0.08","0.0","0.0","5.3","0.08","0.45","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","27.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.33","24.0","292.61","146.3","268.27","268.61","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","27.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","27.0","0.08","0.0","0.0","4.09","0.08","0.34","0.0","0.0","0.0","0.0","24.34","24.0","292.61","146.3","268.26","268.61","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","27.0","0.08","0.0","0.0","1.96","0.08","0.16","0.0","0.0","0.0","0.0","24.0","24.0","292.61","146.3","268.61","268.61","0.0","","","","","","","","",""
