" Daily soil water balance output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","44546.0","0.13","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","67.13","122.96","600.92","300.46","533.79","477.96","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","44546.0","0.13","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","73.48","122.96","600.92","300.46","527.44","477.96","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","44546.0","0.13","0.9","0.0","7.61","0.9","6.85","0.0","0.0","0.0","0.0","80.33","122.96","600.92","300.46","520.59","477.96","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","44546.0","0.13","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","87.45","122.96","600.92","300.46","513.47","477.96","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","44546.0","0.12","0.9","0.0","7.19","0.9","6.47","0.0","0.0","0.0","0.0","93.92","122.96","600.92","300.46","506.99","477.96","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","44546.0","0.12","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","100.59","122.96","600.92","300.46","500.33","477.96","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","44546.0","0.12","0.9","0.0","6.84","0.9","6.16","0.0","0.0","0.0","0.0","106.75","122.96","600.92","300.46","494.17","477.96","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","44546.0","0.12","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","112.51","122.96","600.92","300.46","488.41","477.96","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","44546.0","0.12","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","117.05","122.96","600.92","300.46","483.87","477.96","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","44546.0","0.12","0.9","0.0","5.3","0.9","4.77","0.0","0.0","0.0","0.0","121.82","122.96","600.92","300.46","479.1","477.96","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","44546.0","0.12","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","127.55","","","","","","",""
"2015.0","7.0","12.0","193.0","44546.0","0.12","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","5.8","122.96","600.92","300.46","595.12","477.96","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","44546.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","11.92","122.96","600.92","300.46","589.0","477.96","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","44546.0","0.12","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","17.67","122.96","600.92","300.46","583.25","477.96","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","44546.0","0.12","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","23.58","122.96","600.92","300.46","577.34","477.96","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","44546.0","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","29.97","122.96","600.92","300.46","570.95","477.96","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","44546.0","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","36.51","122.96","600.92","300.46","564.41","477.96","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","44546.0","0.11","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","42.86","122.96","600.92","300.46","558.06","477.96","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","44546.0","0.11","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","48.79","122.96","600.92","300.46","552.13","477.96","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","44546.0","0.11","0.9","0.0","7.34","0.9","6.61","0.0","0.0","0.0","0.0","55.4","122.96","600.92","300.46","545.52","477.96","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","44546.0","0.11","0.9","0.0","7.25","0.9","6.53","0.0","0.0","0.0","0.0","61.92","122.96","600.92","300.46","539.0","477.96","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","44546.0","0.11","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","68.0","122.96","600.92","300.46","532.91","477.96","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","44546.0","0.11","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","73.65","122.96","600.92","300.46","527.27","477.96","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","44546.0","0.11","0.9","0.0","6.52","0.9","5.87","0.0","0.0","0.0","0.0","79.52","122.96","600.92","300.46","521.4","477.96","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","44546.0","0.11","0.9","0.0","6.61","0.9","5.95","0.0","0.0","0.0","0.0","85.46","122.96","600.92","300.46","515.45","477.96","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","44546.0","0.11","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","91.26","122.96","600.92","300.46","509.66","477.96","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","44546.0","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","97.92","122.96","600.92","300.46","503.0","477.96","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","44546.0","0.11","0.9","0.0","7.6","0.9","6.84","0.0","0.0","0.0","0.0","104.76","122.96","600.92","300.46","496.16","477.96","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","44546.0","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","111.42","122.96","600.92","300.46","489.5","477.96","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","44546.0","0.1","0.9","0.0","7.62","0.9","6.86","0.0","0.0","0.0","0.0","118.28","122.96","600.92","300.46","482.64","477.96","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","44546.0","0.1","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","124.4","","","","","","",""
"2015.0","8.0","1.0","213.0","44546.0","0.1","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","6.31","122.96","600.92","300.46","594.61","477.96","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","44546.0","0.1","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","12.56","122.96","600.92","300.46","588.36","477.96","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","44546.0","0.1","0.9","0.0","6.82","0.9","6.14","0.0","0.0","0.0","0.0","18.69","122.96","600.92","300.46","582.23","477.96","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","44546.0","0.1","0.9","0.0","5.18","0.9","4.66","0.0","0.0","0.0","0.0","23.36","122.96","600.92","300.46","577.56","477.96","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","44546.0","0.1","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","28.52","122.96","600.92","300.46","572.4","477.96","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","44546.0","0.1","0.9","0.0","3.84","0.9","3.46","0.0","0.0","0.0","0.0","31.98","122.96","600.92","300.46","568.94","477.96","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","44546.0","0.1","0.9","0.0","6.68","0.9","6.01","0.28","0.28","0.0","0.0","37.71","122.96","600.92","300.46","563.21","477.96","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","44546.0","0.1","0.9","0.0","6.05","0.9","5.45","0.0","0.0","0.0","0.0","43.15","122.96","600.92","300.46","557.76","477.96","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","44546.0","0.1","0.9","0.0","6.56","0.9","5.9","0.0","0.0","0.0","0.0","49.06","122.96","600.92","300.46","551.86","477.96","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","44546.0","0.1","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","54.98","122.96","600.92","300.46","545.94","477.96","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","44546.0","0.1","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","60.84","122.96","600.92","300.46","540.08","477.96","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","44546.0","0.1","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","66.6","122.96","600.92","300.46","534.32","477.96","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","44546.0","0.1","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","72.53","122.96","600.92","300.46","528.39","477.96","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","44546.0","0.1","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","78.3","122.96","600.92","300.46","522.62","477.96","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","44546.0","0.1","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","84.28","122.96","600.92","300.46","516.64","477.96","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","44546.0","0.1","0.9","0.0","6.79","0.9","6.11","0.0","0.0","0.0","0.0","90.39","122.96","600.92","300.46","510.53","477.96","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","44546.0","0.1","0.9","0.0","7.17","0.9","6.45","0.0","0.0","0.0","0.0","96.84","122.96","600.92","300.46","504.08","477.96","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","44546.0","0.1","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","103.05","122.96","600.92","300.46","497.87","477.96","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","44546.0","0.09","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","108.72","122.96","600.92","300.46","492.2","477.96","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","44546.0","0.09","0.9","0.0","5.73","0.9","5.16","0.0","0.0","0.0","0.0","113.88","122.96","600.92","300.46","487.04","477.96","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","44546.0","0.09","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","119.04","122.96","600.92","300.46","481.88","477.96","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","44546.0","0.09","0.9","0.0","5.73","0.9","5.16","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","124.2","","","","","","",""
"2015.0","8.0","23.0","235.0","44546.0","0.09","0.9","0.0","5.93","0.9","5.34","0.0","0.0","0.0","0.0","5.34","122.96","600.92","300.46","595.58","477.96","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","44546.0","0.09","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","11.04","122.96","600.92","300.46","589.88","477.96","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","44546.0","0.09","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","17.02","122.96","600.92","300.46","583.9","477.96","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","44546.0","0.09","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","23.15","122.96","600.92","300.46","577.77","477.96","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","44546.0","0.09","0.9","0.0","7.07","0.9","6.36","0.02","0.02","0.0","0.0","29.49","122.96","600.92","300.46","571.43","477.96","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","44546.0","0.09","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","35.76","122.96","600.92","300.46","565.15","477.96","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","44546.0","0.09","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","40.77","122.96","600.92","300.46","560.15","477.96","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","44546.0","0.09","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","45.93","122.96","600.92","300.46","554.98","477.96","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","44546.0","0.09","0.9","0.0","5.7","0.9","5.13","0.0","0.0","0.0","0.0","51.06","122.96","600.92","300.46","549.85","477.96","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","44546.0","0.09","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","56.18","122.96","600.92","300.46","544.74","477.96","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","44546.0","0.09","0.9","0.0","5.54","0.9","4.99","0.0","0.0","0.0","0.0","61.16","122.96","600.92","300.46","539.76","477.96","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","44546.0","0.09","0.9","0.0","5.27","0.9","4.74","0.0","0.0","0.0","0.0","65.91","122.96","600.92","300.46","535.01","477.96","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","44546.0","0.09","0.9","0.0","5.29","0.9","4.76","0.0","0.0","0.0","0.0","70.67","122.96","600.92","300.46","530.25","477.96","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","44546.0","0.09","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","75.69","122.96","600.92","300.46","525.23","477.96","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","44546.0","0.09","0.9","0.0","5.17","0.9","4.65","0.0","0.0","0.0","0.0","80.34","122.96","600.92","300.46","520.58","477.96","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","44546.0","0.09","0.9","0.0","5.45","0.9","4.91","0.0","0.0","0.0","0.0","85.25","122.96","600.92","300.46","515.67","477.96","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","44546.0","0.09","0.9","0.0","5.6","0.9","5.04","0.0","0.0","0.0","0.0","90.29","122.96","600.92","300.46","510.63","477.96","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","44546.0","0.09","0.9","0.0","6.36","0.9","5.72","0.0","0.0","0.0","0.0","96.01","122.96","600.92","300.46","504.91","477.96","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","44546.0","0.09","0.9","0.0","6.71","0.9","6.04","0.0","0.0","0.0","0.0","102.05","122.96","600.92","300.46","498.87","477.96","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","44546.0","0.09","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","107.63","122.96","600.92","300.46","493.29","477.96","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","44546.0","0.09","0.9","0.0","4.33","0.9","3.9","0.0","0.0","0.0","0.0","111.53","122.96","600.92","300.46","489.39","477.96","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","44546.0","0.09","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","116.07","122.96","600.92","300.46","484.85","477.96","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","44546.0","0.09","0.9","0.0","3.92","0.9","3.53","0.0","0.0","0.0","0.0","119.6","122.96","600.92","300.46","481.32","477.96","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","44546.0","0.09","0.9","0.0","4.74","0.9","4.27","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","123.87","","","","","","",""
"2015.0","9.0","16.0","259.0","44546.0","0.09","0.9","0.0","3.96","0.9","3.56","0.0","0.0","0.0","0.0","3.56","122.96","600.92","300.46","597.35","477.96","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","44546.0","0.09","0.9","0.0","4.02","0.9","3.62","0.0","0.0","0.0","0.0","7.18","122.96","600.92","300.46","593.74","477.96","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","44546.0","0.09","0.9","0.0","4.69","0.9","4.22","0.0","0.0","0.0","0.0","11.4","122.96","600.92","300.46","589.52","477.96","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","44546.0","0.09","0.9","0.0","4.72","0.9","4.25","0.0","0.0","0.0","0.0","15.65","122.96","600.92","300.46","585.27","477.96","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","44546.0","0.09","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","20.04","122.96","600.92","300.46","580.88","477.96","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","44546.0","0.09","0.9","0.0","5.65","0.9","5.09","0.0","0.0","0.0","0.0","25.13","122.96","600.92","300.46","575.79","477.96","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","44546.0","0.08","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","30.13","122.96","600.92","300.46","570.79","477.96","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","44546.0","0.08","0.9","0.0","4.77","0.9","4.29","0.0","0.0","0.0","0.0","34.43","122.96","600.92","300.46","566.49","477.96","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","44546.0","0.08","0.9","0.0","4.64","0.9","4.18","0.0","0.0","0.0","0.0","38.6","122.96","600.92","300.46","562.32","477.96","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","44546.0","0.08","0.9","0.0","5.61","0.9","5.05","0.0","0.0","0.0","0.0","43.65","122.96","600.92","300.46","557.27","477.96","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","44546.0","0.08","0.9","0.0","5.61","0.9","5.05","0.0","0.0","0.0","0.0","48.7","122.96","600.92","300.46","552.22","477.96","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","44546.0","0.08","0.9","0.0","3.95","0.9","3.56","0.0","0.0","0.0","0.0","52.25","122.96","600.92","300.46","548.66","477.96","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","44546.0","0.08","0.9","0.0","4.29","0.9","3.86","0.0","0.0","0.0","0.0","56.12","122.96","600.92","300.46","544.8","477.96","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","44546.0","0.08","0.9","0.0","3.68","0.9","3.31","0.0","0.0","0.0","0.0","59.43","122.96","600.92","300.46","541.49","477.96","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","44546.0","0.08","0.9","0.0","2.2","0.9","1.98","0.0","0.0","0.0","0.0","61.41","122.96","600.92","300.46","539.51","477.96","0.0","","","","","","",""
