" Daily soil water balance output for Tomato Fresh in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Tomato Fresh in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","4343.0","0.14","1.1","0.0","7.72","1.1","8.49","0.0","0.0","0.0","0.0","16.19","113.32","518.16","259.08","501.97","404.84","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","4343.0","0.14","1.1","0.0","7.92","1.1","8.71","0.0","0.0","0.0","0.0","24.9","113.32","518.16","259.08","493.26","404.84","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","4343.0","0.14","1.1","0.0","6.22","1.1","6.84","0.0","0.0","0.0","0.0","31.75","113.32","518.16","259.08","486.41","404.84","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","4343.0","0.14","1.1","0.0","6.84","1.1","7.52","0.0","0.0","0.0","0.0","39.27","113.32","518.16","259.08","478.89","404.84","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","4343.0","0.13","1.1","0.0","7.27","1.1","8.0","0.0","0.0","0.0","0.0","47.27","113.32","518.16","259.08","470.89","404.84","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","4343.0","0.13","1.1","0.0","7.45","1.1","8.2","0.0","0.0","0.0","0.0","55.46","113.32","518.16","259.08","462.7","404.84","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","4343.0","0.13","1.1","0.0","7.25","1.1","7.98","0.0","0.0","0.0","0.0","63.44","113.32","518.16","259.08","454.72","404.84","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","4343.0","0.13","1.1","0.0","6.75","1.1","7.43","0.0","0.0","0.0","0.0","70.86","113.32","518.16","259.08","447.3","404.84","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","4343.0","0.13","1.1","0.0","7.24","1.1","7.96","0.0","0.0","0.0","0.0","78.83","113.32","518.16","259.08","439.33","404.84","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","4343.0","0.13","1.1","0.0","7.49","1.1","8.24","0.0","0.0","0.0","0.0","87.07","113.32","518.16","259.08","431.1","404.84","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","4343.0","0.13","1.1","0.0","6.81","1.1","7.49","0.0","0.0","0.0","0.0","94.56","113.32","518.16","259.08","423.6","404.84","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","4343.0","0.13","1.1","0.0","7.06","1.1","7.77","0.0","0.0","0.0","0.0","102.32","113.32","518.16","259.08","415.84","404.84","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","4343.0","0.12","1.1","0.0","6.43","1.1","7.07","0.0","0.0","0.0","0.0","109.4","113.32","518.16","259.08","408.77","404.84","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","4343.0","0.12","1.1","0.0","6.11","1.1","6.72","0.0","0.0","0.0","0.0","0.0","113.32","518.16","259.08","518.16","404.84","116.12","","","","","","","","",""
"2015.0","7.0","9.0","190.0","4343.0","0.12","1.1","0.0","4.59","1.1","5.05","0.0","0.0","0.0","0.0","5.05","113.32","518.16","259.08","513.11","404.84","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","4343.0","0.12","1.1","0.0","5.12","1.1","5.63","0.0","0.0","0.0","0.0","10.68","113.32","518.16","259.08","507.48","404.84","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","4343.0","0.12","1.1","0.0","6.16","1.1","6.78","0.0","0.0","0.0","0.0","17.46","113.32","518.16","259.08","500.7","404.84","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","4343.0","0.12","1.1","0.0","6.25","1.1","6.88","0.0","0.0","0.0","0.0","24.33","113.32","518.16","259.08","493.83","404.84","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","4343.0","0.12","1.1","0.0","6.5","1.1","7.15","0.0","0.0","0.0","0.0","31.48","113.32","518.16","259.08","486.68","404.84","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","4343.0","0.12","1.1","0.0","6.12","1.1","6.73","0.0","0.0","0.0","0.0","38.21","113.32","518.16","259.08","479.95","404.84","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","4343.0","0.12","1.1","0.0","6.37","1.1","7.01","0.0","0.0","0.0","0.0","45.22","113.32","518.16","259.08","472.94","404.84","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","4343.0","0.12","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","52.7","113.32","518.16","259.08","465.46","404.84","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","4343.0","0.12","1.1","0.0","6.95","1.1","7.65","0.0","0.0","0.0","0.0","60.35","113.32","518.16","259.08","457.81","404.84","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","4343.0","0.12","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","67.83","113.32","518.16","259.08","450.33","404.84","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","4343.0","0.12","1.1","0.0","6.55","1.1","7.21","0.0","0.0","0.0","0.0","75.03","113.32","518.16","259.08","443.13","404.84","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","4343.0","0.11","1.1","0.0","7.22","1.1","7.94","0.0","0.0","0.0","0.0","82.97","113.32","518.16","259.08","435.19","404.84","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","4343.0","0.11","1.1","0.0","6.9","1.1","7.59","0.0","0.0","0.0","0.0","90.56","113.32","518.16","259.08","427.6","404.84","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","4343.0","0.11","1.1","0.0","6.43","1.1","7.07","0.0","0.0","0.0","0.0","97.64","113.32","518.16","259.08","420.52","404.84","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","4343.0","0.11","1.1","0.0","6.01","1.1","6.61","0.0","0.0","0.0","0.0","104.25","113.32","518.16","259.08","413.91","404.84","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","4343.0","0.11","1.1","0.0","6.29","1.1","6.92","0.0","0.0","0.0","0.0","111.17","113.32","518.16","259.08","406.99","404.84","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","4343.0","0.11","1.1","0.0","6.27","1.1","6.9","0.0","0.0","0.0","0.0","0.0","113.32","518.16","259.08","518.16","404.84","118.06","","","","","","","","",""
"2015.0","7.0","26.0","207.0","4343.0","0.11","1.1","0.0","6.18","1.1","6.8","0.0","0.0","0.0","0.0","6.8","113.32","518.16","259.08","511.36","404.84","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","4343.0","0.11","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","14.67","113.32","518.16","259.08","503.49","404.84","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","4343.0","0.11","1.09","0.0","7.41","1.09","8.04","0.0","0.0","0.0","0.0","22.72","113.32","518.16","259.08","495.44","404.84","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","4343.0","0.11","1.07","0.0","7.18","1.07","7.69","0.0","0.0","0.0","0.0","30.4","113.32","518.16","259.08","487.76","404.84","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","4343.0","0.11","1.06","0.0","7.32","1.06","7.73","0.0","0.0","0.0","0.0","38.13","113.32","518.16","259.08","480.03","404.84","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","4343.0","0.11","1.04","0.0","6.34","1.04","6.6","0.0","0.0","0.0","0.0","44.73","113.32","518.16","259.08","473.43","404.84","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","4343.0","0.11","1.03","0.0","6.74","1.03","6.92","0.0","0.0","0.0","0.0","51.65","113.32","518.16","259.08","466.51","404.84","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","4343.0","0.11","1.01","0.0","6.62","1.01","6.7","0.0","0.0","0.0","0.0","58.35","113.32","518.16","259.08","459.81","404.84","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","4343.0","0.1","1.0","0.0","6.57","1.0","6.55","0.0","0.0","0.0","0.0","64.9","113.32","518.16","259.08","453.26","404.84","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","4343.0","0.1","0.98","0.0","5.07","0.98","4.98","0.0","0.0","0.0","0.0","69.88","129.54","518.16","259.08","448.28","388.62","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","4343.0","0.1","0.97","0.0","5.66","0.97","5.48","0.0","0.0","0.0","0.0","75.36","129.54","518.16","259.08","442.8","388.62","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","4343.0","0.1","0.95","0.0","3.9","0.95","3.72","0.0","0.0","0.0","0.0","79.07","129.54","518.16","259.08","439.09","388.62","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","4343.0","0.1","0.94","0.0","6.42","0.94","6.02","0.1","0.1","0.0","0.0","85.0","129.54","518.16","259.08","433.16","388.62","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","4343.0","0.1","0.92","0.0","5.74","0.92","5.3","0.0","0.0","0.0","0.0","90.3","129.54","518.16","259.08","427.86","388.62","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","4343.0","0.1","0.91","0.0","6.34","0.91","5.76","0.0","0.0","0.0","0.0","96.06","129.54","518.16","259.08","422.1","388.62","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","4343.0","0.1","0.89","0.0","6.33","0.89","5.66","0.0","0.0","0.0","0.0","101.72","129.54","518.16","259.08","416.44","388.62","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","4343.0","0.1","0.88","0.0","6.22","0.88","5.47","0.0","0.0","0.0","0.0","107.19","129.54","518.16","259.08","410.97","388.62","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","4343.0","0.1","0.86","0.0","6.17","0.86","5.34","0.0","0.0","0.0","0.0","112.53","129.54","518.16","259.08","405.63","388.62","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","4343.0","0.1","0.85","0.0","6.28","0.85","5.34","0.0","0.0","0.0","0.0","117.86","129.54","518.16","259.08","400.3","388.62","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","4343.0","0.1","0.84","0.0","6.15","0.84","5.14","0.0","0.0","0.0","0.0","123.0","129.54","518.16","259.08","395.16","388.62","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","4343.0","0.1","0.82","0.0","6.44","0.82","5.28","0.0","0.0","0.0","0.0","128.28","129.54","518.16","259.08","389.88","388.62","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","4343.0","0.1","0.81","0.0","6.56","0.81","5.29","0.0","0.0","0.0","0.0","0.0","129.54","518.16","259.08","518.16","388.62","133.57","","","","","","","","",""
"2015.0","8.0","17.0","229.0","4343.0","0.1","0.79","0.0","6.9","0.79","5.46","0.0","0.0","0.0","0.0","5.46","129.54","518.16","259.08","512.7","388.62","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","4343.0","0.1","0.78","0.0","6.52","0.78","5.06","0.0","0.0","0.0","0.0","10.52","129.54","518.16","259.08","507.64","388.62","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","4343.0","0.1","0.76","0.0","5.94","0.76","4.52","0.0","0.0","0.0","0.0","15.05","129.54","518.16","259.08","503.11","388.62","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","4343.0","0.1","0.75","0.0","5.43","0.75","4.06","0.0","0.0","0.0","0.0","19.1","129.54","518.16","259.08","499.06","388.62","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","4343.0","0.1","0.73","0.0","5.49","0.73","4.02","0.0","0.0","0.0","0.0","23.12","129.54","518.16","259.08","495.04","388.62","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","4343.0","0.1","0.72","0.0","5.51","0.72","3.95","0.0","0.0","0.0","0.0","27.08","129.54","518.16","259.08","491.08","388.62","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","4343.0","0.1","0.7","0.0","5.64","0.7","3.96","0.0","0.0","0.0","0.0","31.04","129.54","518.16","259.08","487.12","388.62","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","4343.0","0.1","0.69","0.0","6.06","0.69","4.17","0.0","0.0","0.0","0.0","35.21","129.54","518.16","259.08","482.95","388.62","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","4343.0","0.1","0.67","0.0","6.32","0.67","4.26","0.0","0.0","0.0","0.0","39.47","129.54","518.16","259.08","478.69","388.62","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","4343.0","0.09","0.66","0.0","6.51","0.66","4.29","0.0","0.0","0.0","0.0","43.76","129.54","518.16","259.08","474.4","388.62","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","4343.0","0.09","0.64","0.0","6.88","0.64","4.43","0.04","0.04","0.0","0.0","48.15","129.54","518.16","259.08","470.01","388.62","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","4343.0","0.09","0.63","0.0","6.73","0.63","4.24","0.0","0.0","0.0","0.0","52.39","129.54","518.16","259.08","465.77","388.62","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","4343.0","0.09","0.61","0.0","5.23","0.61","3.21","0.0","0.0","0.0","0.0","55.6","129.54","518.16","259.08","462.56","388.62","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","4343.0","0.09","0.6","0.0","5.55","0.6","3.33","0.0","0.0","0.0","0.0","58.93","129.54","518.16","259.08","459.23","388.62","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","4343.0","0.09","0.0","0.0","5.58","0.09","0.52","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","4343.0","0.09","0.0","0.0","5.43","0.09","0.5","0.0","0.0","0.0","0.0","26.0","25.5","518.16","259.08","492.16","492.66","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","4343.0","0.09","0.0","0.0","5.29","0.09","0.49","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","4343.0","0.09","0.0","0.0","5.11","0.09","0.47","0.0","0.0","0.0","0.0","25.97","25.5","518.16","259.08","492.19","492.66","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","4343.0","0.09","0.0","0.0","5.15","0.09","0.47","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","4343.0","0.09","0.0","0.0","5.45","0.09","0.5","0.0","0.0","0.0","0.0","26.0","25.5","518.16","259.08","492.16","492.66","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","4343.0","0.09","0.0","0.0","5.14","0.09","0.47","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","4343.0","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","25.99","25.5","518.16","259.08","492.17","492.66","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","4343.0","0.09","0.0","0.0","5.51","0.09","0.5","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","4343.0","0.09","0.0","0.0","6.15","0.09","0.55","0.0","0.0","0.0","0.0","26.05","25.5","518.16","259.08","492.11","492.66","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","4343.0","0.09","0.0","0.0","6.46","0.09","0.58","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","4343.0","0.09","0.0","0.0","5.99","0.09","0.54","0.0","0.0","0.0","0.0","26.04","25.5","518.16","259.08","492.12","492.66","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","4343.0","0.09","0.0","0.0","4.16","0.09","0.37","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","4343.0","0.09","0.0","0.0","5.02","0.09","0.45","0.0","0.0","0.0","0.0","25.95","25.5","518.16","259.08","492.21","492.66","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","4343.0","0.09","0.0","0.0","3.65","0.09","0.32","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","4343.0","0.09","0.0","0.0","4.63","0.09","0.41","0.0","0.0","0.0","0.0","25.91","25.5","518.16","259.08","492.25","492.66","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","4343.0","0.09","0.0","0.0","3.63","0.09","0.32","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","4343.0","0.09","0.0","0.0","3.92","0.09","0.35","0.0","0.0","0.0","0.0","25.85","25.5","518.16","259.08","492.31","492.66","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","4343.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","4343.0","0.09","0.0","0.0","4.65","0.09","0.41","0.0","0.0","0.0","0.0","25.91","25.5","518.16","259.08","492.25","492.66","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","4343.0","0.09","0.0","0.0","4.8","0.09","0.42","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","4343.0","0.09","0.0","0.0","5.53","0.09","0.48","0.0","0.0","0.0","0.0","25.98","25.5","518.16","259.08","492.18","492.66","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","4343.0","0.09","0.0","0.0","5.15","0.09","0.45","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","4343.0","0.09","0.0","0.0","4.56","0.09","0.4","0.0","0.0","0.0","0.0","25.9","25.5","518.16","259.08","492.26","492.66","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","4343.0","0.09","0.0","0.0","4.55","0.09","0.39","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","4343.0","0.09","0.0","0.0","5.43","0.09","0.47","0.0","0.0","0.0","0.0","25.97","25.5","518.16","259.08","492.19","492.66","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","4343.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","4343.0","0.09","0.0","0.0","3.79","0.09","0.33","0.0","0.0","0.0","0.0","25.83","25.5","518.16","259.08","492.33","492.66","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","4343.0","0.09","0.0","0.0","4.18","0.09","0.36","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","4343.0","0.09","0.0","0.0","3.64","0.09","0.31","0.0","0.0","0.0","0.0","25.81","25.5","518.16","259.08","492.35","492.66","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","4343.0","0.09","0.0","0.0","1.99","0.09","0.17","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
