" Daily soil water balance output for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","10195.0","0.14","0.8","0.0","8.0","0.8","6.4","0.0","0.0","0.0","0.0","86.91","125.02","601.67","300.83","514.76","476.65","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","10195.0","0.13","0.8","0.0","8.37","0.8","6.7","0.0","0.0","0.0","0.0","93.6","125.02","601.67","300.83","508.07","476.65","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","10195.0","0.13","0.8","0.0","6.94","0.8","5.55","0.0","0.0","0.0","0.0","99.15","125.02","601.67","300.83","502.52","476.65","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","10195.0","0.13","0.8","0.0","7.3","0.8","5.84","0.0","0.0","0.0","0.0","104.99","125.02","601.67","300.83","496.68","476.65","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","10195.0","0.13","0.8","0.0","7.58","0.8","6.06","0.0","0.0","0.0","0.0","111.06","125.02","601.67","300.83","490.61","476.65","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","10195.0","0.13","0.8","0.0","7.69","0.8","6.15","0.0","0.0","0.0","0.0","117.21","125.02","601.67","300.83","484.46","476.65","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","10195.0","0.13","0.8","0.0","7.56","0.8","6.05","0.0","0.0","0.0","0.0","123.26","125.02","601.67","300.83","478.41","476.65","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","10195.0","0.13","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","0.0","125.02","601.67","300.83","601.67","476.65","129.05","","","","","","","","",""
"2015.0","7.0","3.0","184.0","10195.0","0.13","0.8","0.0","7.52","0.8","6.02","0.0","0.0","0.0","0.0","6.02","125.02","601.67","300.83","595.65","476.65","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","10195.0","0.12","0.8","0.0","8.01","0.8","6.41","0.0","0.0","0.0","0.0","12.42","125.02","601.67","300.83","589.25","476.65","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","10195.0","0.12","0.8","0.0","7.28","0.8","5.82","0.0","0.0","0.0","0.0","18.25","125.02","601.67","300.83","583.42","476.65","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","10195.0","0.12","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","24.17","125.02","601.67","300.83","577.5","476.65","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","10195.0","0.12","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","29.71","125.02","601.67","300.83","571.96","476.65","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","10195.0","0.12","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","34.79","125.02","601.67","300.83","566.88","476.65","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","10195.0","0.12","0.8","0.0","4.42","0.8","3.54","0.0","0.0","0.0","0.0","38.33","125.02","601.67","300.83","563.34","476.65","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","10195.0","0.12","0.8","0.0","5.2","0.8","4.16","0.0","0.0","0.0","0.0","42.49","125.02","601.67","300.83","559.18","476.65","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","10195.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","47.61","125.02","601.67","300.83","554.06","476.65","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","10195.0","0.12","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","52.79","125.02","601.67","300.83","548.88","476.65","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","10195.0","0.12","0.8","0.0","6.7","0.8","5.36","0.0","0.0","0.0","0.0","58.15","125.02","601.67","300.83","543.52","476.65","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","10195.0","0.12","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","63.35","125.02","601.67","300.83","538.32","476.65","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","10195.0","0.12","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","68.69","125.02","601.67","300.83","532.98","476.65","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","10195.0","0.11","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","74.43","125.02","601.67","300.83","527.24","476.65","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","10195.0","0.11","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","80.33","125.02","601.67","300.83","521.34","476.65","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","10195.0","0.11","0.8","0.0","7.3","0.8","5.84","0.0","0.0","0.0","0.0","86.17","125.02","601.67","300.83","515.5","476.65","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","10195.0","0.11","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","91.62","125.02","601.67","300.83","510.05","476.65","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","10195.0","0.11","0.8","0.0","7.38","0.8","5.9","0.0","0.0","0.0","0.0","97.53","125.02","601.67","300.83","504.14","476.65","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","10195.0","0.11","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","103.42","125.02","601.67","300.83","498.25","476.65","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","10195.0","0.11","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","108.95","125.02","601.67","300.83","492.72","476.65","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","10195.0","0.11","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","113.95","125.02","601.67","300.83","487.72","476.65","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","10195.0","0.11","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","119.11","125.02","601.67","300.83","482.56","476.65","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","10195.0","0.11","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","124.35","125.02","601.67","300.83","477.32","476.65","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","10195.0","0.11","0.8","0.0","6.49","0.8","5.19","0.0","0.0","0.0","0.0","0.0","125.02","601.67","300.83","601.67","476.65","129.54","","","","","","","","",""
"2015.0","7.0","27.0","208.0","10195.0","0.11","0.8","0.0","7.47","0.8","5.98","0.0","0.0","0.0","0.0","5.98","125.02","601.67","300.83","595.69","476.65","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","10195.0","0.11","0.8","0.0","7.77","0.8","6.22","0.0","0.0","0.0","0.0","12.19","125.02","601.67","300.83","589.48","476.65","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","10195.0","0.1","0.8","0.0","7.5","0.8","6.0","0.0","0.0","0.0","0.0","18.19","125.02","601.67","300.83","583.48","476.65","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","10195.0","0.1","0.8","0.0","7.84","0.8","6.27","0.0","0.0","0.0","0.0","24.46","125.02","601.67","300.83","577.21","476.65","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","10195.0","0.1","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","29.86","125.02","601.67","300.83","571.81","476.65","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","10195.0","0.1","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","35.5","125.02","601.67","300.83","566.17","476.65","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","10195.0","0.1","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","41.04","125.02","601.67","300.83","560.63","476.65","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","10195.0","0.1","0.8","0.0","6.91","0.8","5.53","0.0","0.0","0.0","0.0","46.57","125.02","601.67","300.83","555.1","476.65","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","10195.0","0.1","0.8","0.0","5.01","0.8","4.01","0.0","0.0","0.0","0.0","50.58","125.02","601.67","300.83","551.09","476.65","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","10195.0","0.1","0.8","0.0","5.82","0.8","4.66","0.0","0.0","0.0","0.0","55.23","125.02","601.67","300.83","546.44","476.65","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","10195.0","0.1","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","58.58","125.02","601.67","300.83","543.09","476.65","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","10195.0","0.1","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","64.01","125.02","601.67","300.83","537.66","476.65","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","10195.0","0.1","0.8","0.0","6.09","0.8","4.87","0.0","0.0","0.0","0.0","68.88","125.02","601.67","300.83","532.79","476.65","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","10195.0","0.1","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","74.19","125.02","601.67","300.83","527.48","476.65","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","10195.0","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","79.52","125.02","601.67","300.83","522.15","476.65","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","10195.0","0.1","0.8","0.0","6.52","0.8","5.22","0.0","0.0","0.0","0.0","84.74","125.02","601.67","300.83","516.93","476.65","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","10195.0","0.1","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","89.88","125.02","601.67","300.83","511.79","476.65","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","10195.0","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","95.14","125.02","601.67","300.83","506.53","476.65","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","10195.0","0.1","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","100.16","125.02","601.67","300.83","501.51","476.65","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","10195.0","0.1","0.8","0.0","6.53","0.8","5.22","0.0","0.0","0.0","0.0","105.38","125.02","601.67","300.83","496.29","476.65","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","10195.0","0.1","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","110.78","125.02","601.67","300.83","490.89","476.65","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","10195.0","0.1","0.79","0.0","7.21","0.79","5.7","0.0","0.0","0.0","0.0","116.47","150.42","601.67","300.83","485.2","451.25","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","10195.0","0.09","0.78","0.0","6.94","0.78","5.42","0.0","0.0","0.0","0.0","121.89","150.42","601.67","300.83","479.78","451.25","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","10195.0","0.09","0.77","0.0","6.33","0.77","4.88","0.0","0.0","0.0","0.0","126.77","150.42","601.67","300.83","474.9","451.25","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","10195.0","0.09","0.76","0.0","5.68","0.76","4.32","0.0","0.0","0.0","0.0","131.09","150.42","601.67","300.83","470.58","451.25","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","10195.0","0.09","0.75","0.0","5.73","0.75","4.3","0.0","0.0","0.0","0.0","135.39","150.42","601.67","300.83","466.28","451.25","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","10195.0","0.09","0.74","0.0","5.78","0.74","4.28","0.0","0.0","0.0","0.0","139.68","150.42","601.67","300.83","461.99","451.25","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","10195.0","0.09","0.73","0.0","5.88","0.73","4.3","0.0","0.0","0.0","0.0","143.98","150.42","601.67","300.83","457.69","451.25","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","10195.0","0.09","0.72","0.0","6.35","0.72","4.58","0.0","0.0","0.0","0.0","148.56","150.42","601.67","300.83","453.11","451.25","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","10195.0","0.09","0.71","0.0","6.65","0.71","4.73","0.0","0.0","0.0","0.0","0.0","150.42","601.67","300.83","601.67","451.25","153.3","","","","","","","","",""
"2015.0","8.0","26.0","238.0","10195.0","0.09","0.7","0.0","6.78","0.7","4.76","0.0","0.0","0.0","0.0","4.76","150.42","601.67","300.83","596.91","451.25","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","10195.0","0.09","0.69","0.0","6.93","0.69","4.8","0.0","0.0","0.0","0.0","9.56","150.42","601.67","300.83","592.11","451.25","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","10195.0","0.09","0.68","0.0","6.87","0.68","4.69","0.0","0.0","0.0","0.0","14.25","150.42","601.67","300.83","587.42","451.25","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","10195.0","0.09","0.67","0.0","5.34","0.67","3.59","0.0","0.0","0.0","0.0","17.84","150.42","601.67","300.83","583.83","451.25","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","10195.0","0.09","0.66","0.0","5.64","0.66","3.74","0.0","0.0","0.0","0.0","21.58","150.42","601.67","300.83","580.09","451.25","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","10195.0","0.09","0.65","0.0","5.74","0.65","3.75","0.0","0.0","0.0","0.0","25.33","150.42","601.67","300.83","576.34","451.25","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","10195.0","0.09","0.64","0.0","5.75","0.64","3.7","0.0","0.0","0.0","0.0","29.03","150.42","601.67","300.83","572.64","451.25","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","10195.0","0.09","0.63","0.0","5.63","0.63","3.57","0.0","0.0","0.0","0.0","32.6","150.42","601.67","300.83","569.07","451.25","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","10195.0","0.09","0.62","0.0","5.25","0.62","3.28","0.0","0.0","0.0","0.0","35.87","150.42","601.67","300.83","565.8","451.25","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","10195.0","0.09","0.61","0.0","5.32","0.61","3.27","0.0","0.0","0.0","0.0","39.14","150.42","601.67","300.83","562.53","451.25","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","10195.0","0.09","0.6","0.0","5.71","0.6","3.45","0.0","0.0","0.0","0.0","42.59","150.42","601.67","300.83","559.08","451.25","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","10195.0","0.09","0.59","0.0","5.22","0.59","3.1","0.0","0.0","0.0","0.0","45.7","150.42","601.67","300.83","555.97","451.25","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","10195.0","0.09","0.58","0.0","5.51","0.58","3.22","0.0","0.0","0.0","0.0","48.92","150.42","601.67","300.83","552.75","451.25","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","10195.0","0.09","0.58","0.0","5.49","0.58","3.16","0.0","0.0","0.0","0.0","52.07","150.42","601.67","300.83","549.59","451.25","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","10195.0","0.09","0.57","0.0","6.25","0.57","3.53","0.0","0.0","0.0","0.0","55.61","150.42","601.67","300.83","546.06","451.25","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","10195.0","0.09","0.56","0.0","6.63","0.56","3.68","0.0","0.0","0.0","0.0","59.29","150.42","601.67","300.83","542.38","451.25","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","10195.0","0.09","0.55","0.0","6.3","0.55","3.44","0.0","0.0","0.0","0.0","62.73","150.42","601.67","300.83","538.94","451.25","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","10195.0","0.09","0.54","0.0","4.61","0.54","2.47","0.0","0.0","0.0","0.0","65.2","150.42","601.67","300.83","536.47","451.25","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","10195.0","0.09","0.53","0.0","5.3","0.53","2.79","0.0","0.0","0.0","0.0","67.99","150.42","601.67","300.83","533.68","451.25","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","10195.0","0.09","0.52","0.0","4.07","0.52","2.1","0.0","0.0","0.0","0.0","70.09","150.42","601.67","300.83","531.58","451.25","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","10195.0","0.09","0.51","0.0","4.66","0.51","2.36","0.0","0.0","0.0","0.0","72.45","150.42","601.67","300.83","529.22","451.25","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","10195.0","0.09","0.5","0.0","3.58","0.5","1.78","0.0","0.0","0.0","0.0","74.23","150.42","601.67","300.83","527.44","451.25","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","10195.0","0.09","0.49","0.0","3.96","0.49","1.93","0.0","0.0","0.0","0.0","76.15","150.42","601.67","300.83","525.51","451.25","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","10195.0","0.09","0.48","0.0","4.57","0.48","2.18","0.0","0.0","0.0","0.0","78.33","150.42","601.67","300.83","523.33","451.25","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","10195.0","0.09","0.47","0.0","4.73","0.47","2.21","0.0","0.0","0.0","0.0","80.55","150.42","601.67","300.83","521.12","451.25","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","10195.0","0.09","0.46","0.0","4.79","0.46","2.19","0.0","0.0","0.0","0.0","82.74","150.42","601.67","300.83","518.93","451.25","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","10195.0","0.08","0.45","0.0","5.59","0.45","2.5","0.0","0.0","0.0","0.0","85.24","150.42","601.67","300.83","516.43","451.25","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","10195.0","0.08","0.44","0.0","5.63","0.44","2.47","0.0","0.0","0.0","0.0","87.71","150.42","601.67","300.83","513.96","451.25","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","10195.0","0.08","0.43","0.0","4.66","0.43","2.0","0.0","0.0","0.0","0.0","89.7","150.42","601.67","300.83","511.97","451.25","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","10195.0","0.08","0.42","0.0","4.62","0.42","1.93","0.0","0.0","0.0","0.0","91.64","150.42","601.67","300.83","510.03","451.25","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","10195.0","0.08","0.41","0.0","5.64","0.41","2.31","0.0","0.0","0.0","0.0","93.94","150.42","601.67","300.83","507.73","451.25","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","10195.0","0.08","0.4","0.0","5.48","0.4","2.19","0.0","0.0","0.0","0.0","96.13","150.42","601.67","300.83","505.54","451.25","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","10195.0","0.08","0.39","0.0","3.94","0.39","1.53","0.0","0.0","0.0","0.0","97.66","150.42","601.67","300.83","504.01","451.25","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","10195.0","0.08","0.38","0.0","4.53","0.38","1.72","0.0","0.0","0.0","0.0","99.38","150.42","601.67","300.83","502.29","451.25","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","10195.0","0.08","0.37","0.0","4.04","0.37","1.49","0.0","0.0","0.0","0.0","100.87","150.42","601.67","300.83","500.8","451.25","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","10195.0","0.08","0.36","0.0","2.06","0.36","0.74","0.0","0.0","0.0","0.0","101.61","150.42","601.67","300.83","500.06","451.25","0.0","","","","","","","","",""
