" Daily soil water balance output for Corn in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Corn in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","18081.0","0.14","1.05","0.0","8.0","1.05","8.4","0.0","0.0","0.0","0.0","0.0","95.55","486.46","243.23","486.46","390.91","100.69","","","","","","","","",""
"2015.0","6.0","26.0","177.0","18081.0","0.13","1.05","0.0","8.37","1.05","8.79","0.0","0.0","0.0","0.0","8.79","95.55","486.46","243.23","477.67","390.91","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","18081.0","0.13","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","16.08","95.55","486.46","243.23","470.39","390.91","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","18081.0","0.13","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","23.74","95.55","486.46","243.23","462.72","390.91","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","18081.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","31.7","95.55","486.46","243.23","454.76","390.91","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","18081.0","0.13","1.05","0.0","7.69","1.05","8.07","0.0","0.0","0.0","0.0","39.77","95.55","486.46","243.23","446.69","390.91","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","18081.0","0.13","1.05","0.0","7.56","1.05","7.94","0.0","0.0","0.0","0.0","47.71","95.55","486.46","243.23","438.75","390.91","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","18081.0","0.13","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","55.31","95.55","486.46","243.23","431.15","390.91","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","18081.0","0.13","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","63.21","95.55","486.46","243.23","423.25","390.91","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","18081.0","0.12","1.05","0.0","8.01","1.05","8.41","0.0","0.0","0.0","0.0","71.62","95.55","486.46","243.23","414.84","390.91","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","18081.0","0.12","1.05","0.0","7.28","1.05","7.64","0.0","0.0","0.0","0.0","79.26","95.55","486.46","243.23","407.2","390.91","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","18081.0","0.12","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","87.03","95.55","486.46","243.23","399.43","390.91","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","18081.0","0.12","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","94.31","95.55","486.46","243.23","392.15","390.91","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","18081.0","0.12","1.05","0.0","6.35","1.05","6.67","0.0","0.0","0.0","0.0","0.0","95.55","486.46","243.23","486.46","390.91","100.98","","","","","","","","",""
"2015.0","7.0","9.0","190.0","18081.0","0.12","1.05","0.0","4.42","1.05","4.64","0.0","0.0","0.0","0.0","4.64","95.55","486.46","243.23","481.82","390.91","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","18081.0","0.12","1.05","0.0","5.2","1.05","5.46","0.0","0.0","0.0","0.0","10.1","95.55","486.46","243.23","476.36","390.91","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","18081.0","0.12","1.05","0.0","6.4","1.05","6.72","0.0","0.0","0.0","0.0","16.82","95.55","486.46","243.23","469.64","390.91","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","18081.0","0.12","1.05","0.0","6.48","1.05","6.8","0.0","0.0","0.0","0.0","23.63","95.55","486.46","243.23","462.84","390.91","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","18081.0","0.12","1.05","0.0","6.7","1.05","7.04","0.0","0.0","0.0","0.0","30.66","95.55","486.46","243.23","455.8","390.91","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","18081.0","0.12","1.05","0.0","6.5","1.05","6.83","0.0","0.0","0.0","0.0","37.49","95.55","486.46","243.23","448.98","390.91","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","18081.0","0.12","1.05","0.0","6.67","1.05","7.0","0.0","0.0","0.0","0.0","44.49","95.55","486.46","243.23","441.97","390.91","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","18081.0","0.11","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","52.03","95.55","486.46","243.23","434.43","390.91","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","18081.0","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","59.77","95.55","486.46","243.23","426.69","390.91","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","18081.0","0.11","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","67.43","95.55","486.46","243.23","419.03","390.91","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","18081.0","0.11","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","74.59","95.55","486.46","243.23","411.87","390.91","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","18081.0","0.11","1.05","0.0","7.38","1.05","7.75","0.0","0.0","0.0","0.0","82.34","95.55","486.46","243.23","404.12","390.91","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","18081.0","0.11","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","90.07","95.55","486.46","243.23","396.39","390.91","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","18081.0","0.11","1.05","0.0","6.92","1.05","7.27","0.0","0.0","0.0","0.0","0.0","95.55","486.46","243.23","486.46","390.91","97.34","","","","","","","","",""
"2015.0","7.0","23.0","204.0","18081.0","0.11","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","6.56","95.55","486.46","243.23","479.9","390.91","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","18081.0","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","13.34","95.55","486.46","243.23","473.13","390.91","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","18081.0","0.11","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","20.21","95.55","486.46","243.23","466.25","390.91","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","18081.0","0.11","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","27.03","95.55","486.46","243.23","459.43","390.91","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","18081.0","0.11","1.05","0.0","7.47","1.05","7.84","0.0","0.0","0.0","0.0","34.87","95.55","486.46","243.23","451.59","390.91","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","18081.0","0.11","1.05","0.0","7.77","1.05","8.16","0.0","0.0","0.0","0.0","43.03","95.55","486.46","243.23","443.43","390.91","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","18081.0","0.1","1.05","0.0","7.5","1.05","7.88","0.0","0.0","0.0","0.0","50.9","95.55","486.46","243.23","435.56","390.91","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","18081.0","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","59.14","95.55","486.46","243.23","427.32","390.91","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","18081.0","0.1","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","66.22","95.55","486.46","243.23","420.24","390.91","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","18081.0","0.1","1.05","0.0","7.04","1.05","7.39","0.0","0.0","0.0","0.0","73.62","95.55","486.46","243.23","412.85","390.91","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","18081.0","0.1","1.04","0.0","6.93","1.04","7.18","0.0","0.0","0.0","0.0","80.79","95.55","486.46","243.23","405.67","390.91","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","18081.0","0.1","1.02","0.0","6.91","1.02","7.05","0.0","0.0","0.0","0.0","87.85","95.55","486.46","243.23","398.61","390.91","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","18081.0","0.1","1.01","0.0","5.01","1.01","5.04","0.0","0.0","0.0","0.0","92.89","95.55","486.46","243.23","393.57","390.91","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","18081.0","0.1","0.99","0.0","5.82","0.99","5.77","0.0","0.0","0.0","0.0","0.0","95.55","486.46","243.23","486.46","390.91","98.66","","","","","","","","",""
"2015.0","8.0","6.0","218.0","18081.0","0.1","0.98","0.0","4.19","0.98","4.1","0.0","0.0","0.0","0.0","4.1","95.55","486.46","243.23","482.37","390.91","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","18081.0","0.1","0.96","0.0","6.78","0.96","6.53","0.0","0.0","0.0","0.0","10.62","95.55","486.46","243.23","475.84","390.91","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","18081.0","0.1","0.95","0.0","6.09","0.95","5.78","0.0","0.0","0.0","0.0","16.4","95.55","486.46","243.23","470.06","390.91","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","18081.0","0.1","0.93","0.0","6.64","0.93","6.2","0.0","0.0","0.0","0.0","22.6","121.62","486.46","243.23","463.86","364.85","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","18081.0","0.1","0.92","0.0","6.66","0.92","6.12","0.0","0.0","0.0","0.0","28.72","121.62","486.46","243.23","457.74","364.85","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","18081.0","0.1","0.9","0.0","6.52","0.9","5.9","0.0","0.0","0.0","0.0","34.62","121.62","486.46","243.23","451.84","364.85","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","18081.0","0.1","0.89","0.0","6.43","0.89","5.72","0.0","0.0","0.0","0.0","40.35","121.62","486.46","243.23","446.11","364.85","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","18081.0","0.1","0.88","0.0","6.58","0.88","5.76","0.0","0.0","0.0","0.0","46.11","121.62","486.46","243.23","440.35","364.85","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","18081.0","0.1","0.86","0.0","6.27","0.86","5.4","0.0","0.0","0.0","0.0","51.51","121.62","486.46","243.23","434.95","364.85","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","18081.0","0.1","0.85","0.0","6.53","0.85","5.53","0.0","0.0","0.0","0.0","57.04","121.62","486.46","243.23","429.42","364.85","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","18081.0","0.1","0.83","0.0","6.74","0.83","5.61","0.0","0.0","0.0","0.0","62.65","121.62","486.46","243.23","423.81","364.85","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","18081.0","0.1","0.82","0.0","7.21","0.82","5.9","0.0","0.0","0.0","0.0","68.55","121.62","486.46","243.23","417.92","364.85","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","18081.0","0.09","0.8","0.0","6.94","0.8","5.57","0.0","0.0","0.0","0.0","74.12","121.62","486.46","243.23","412.34","364.85","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","18081.0","0.09","0.79","0.0","6.33","0.79","4.99","0.0","0.0","0.0","0.0","79.11","121.62","486.46","243.23","407.35","364.85","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","18081.0","0.09","0.77","0.0","5.68","0.77","4.4","0.0","0.0","0.0","0.0","83.51","121.62","486.46","243.23","402.95","364.85","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","18081.0","0.09","0.76","0.0","5.73","0.76","4.35","0.0","0.0","0.0","0.0","87.86","121.62","486.46","243.23","398.6","364.85","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","18081.0","0.09","0.75","0.0","5.78","0.75","4.31","0.0","0.0","0.0","0.0","92.17","121.62","486.46","243.23","394.29","364.85","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","18081.0","0.09","0.73","0.0","5.88","0.73","4.3","0.0","0.0","0.0","0.0","96.47","121.62","486.46","243.23","389.99","364.85","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","18081.0","0.09","0.72","0.0","6.35","0.72","4.55","0.0","0.0","0.0","0.0","101.01","121.62","486.46","243.23","385.45","364.85","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","18081.0","0.09","0.7","0.0","6.65","0.7","4.67","0.0","0.0","0.0","0.0","105.68","121.62","486.46","243.23","380.78","364.85","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","18081.0","0.09","0.69","0.0","6.78","0.69","4.66","0.0","0.0","0.0","0.0","110.34","121.62","486.46","243.23","376.12","364.85","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","18081.0","0.09","0.67","0.0","6.93","0.67","4.66","0.0","0.0","0.0","0.0","115.0","121.62","486.46","243.23","371.46","364.85","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","18081.0","0.09","0.66","0.0","6.87","0.66","4.52","0.0","0.0","0.0","0.0","119.52","121.62","486.46","243.23","366.94","364.85","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","18081.0","0.09","0.64","0.0","5.34","0.64","3.44","0.0","0.0","0.0","0.0","0.0","121.62","486.46","243.23","486.46","364.85","122.96","","","","","","","","",""
"2015.0","8.0","30.0","242.0","18081.0","0.09","0.63","0.0","5.64","0.63","3.55","0.0","0.0","0.0","0.0","3.55","121.62","486.46","243.23","482.91","364.85","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","18081.0","0.09","0.61","0.0","5.74","0.61","3.53","0.0","0.0","0.0","0.0","7.08","121.62","486.46","243.23","479.39","364.85","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","18081.0","0.09","0.6","0.0","5.75","0.6","3.45","0.0","0.0","0.0","0.0","10.53","121.62","486.46","243.23","475.94","364.85","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","18081.0","0.09","0.0","0.0","5.63","0.09","0.5","0.0","0.0","0.0","0.0","11.03","34.2","486.46","243.23","475.43","452.26","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","18081.0","0.09","0.0","0.0","5.25","0.09","0.47","0.0","0.0","0.0","0.0","11.5","34.2","486.46","243.23","474.96","452.26","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","18081.0","0.09","0.0","0.0","5.32","0.09","0.47","0.0","0.0","0.0","0.0","11.97","34.2","486.46","243.23","474.49","452.26","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","18081.0","0.09","0.0","0.0","5.71","0.09","0.51","0.0","0.0","0.0","0.0","12.48","34.2","486.46","243.23","473.98","452.26","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","18081.0","0.09","0.0","0.0","5.22","0.09","0.46","0.0","0.0","0.0","0.0","12.94","34.2","486.46","243.23","473.52","452.26","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","18081.0","0.09","0.0","0.0","5.51","0.09","0.49","0.0","0.0","0.0","0.0","13.43","34.2","486.46","243.23","473.03","452.26","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","18081.0","0.09","0.0","0.0","5.49","0.09","0.48","0.0","0.0","0.0","0.0","13.91","34.2","486.46","243.23","472.55","452.26","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","18081.0","0.09","0.0","0.0","6.25","0.09","0.55","0.0","0.0","0.0","0.0","14.46","34.2","486.46","243.23","472.0","452.26","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","18081.0","0.09","0.0","0.0","6.63","0.09","0.58","0.0","0.0","0.0","0.0","15.04","34.2","486.46","243.23","471.43","452.26","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","18081.0","0.09","0.0","0.0","6.3","0.09","0.55","0.0","0.0","0.0","0.0","15.58","34.2","486.46","243.23","470.88","452.26","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","18081.0","0.09","0.0","0.0","4.61","0.09","0.4","0.0","0.0","0.0","0.0","15.98","34.2","486.46","243.23","470.48","452.26","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","18081.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","16.44","34.2","486.46","243.23","470.02","452.26","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","18081.0","0.09","0.0","0.0","4.07","0.09","0.35","0.0","0.0","0.0","0.0","16.79","34.2","486.46","243.23","469.67","452.26","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","18081.0","0.09","0.0","0.0","4.66","0.09","0.4","0.0","0.0","0.0","0.0","17.19","34.2","486.46","243.23","469.27","452.26","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","18081.0","0.09","0.0","0.0","3.58","0.09","0.31","0.0","0.0","0.0","0.0","17.5","34.2","486.46","243.23","468.96","452.26","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","18081.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","17.84","34.2","486.46","243.23","468.62","452.26","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","18081.0","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","18.23","34.2","486.46","243.23","468.23","452.26","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","18081.0","0.09","0.0","0.0","4.73","0.09","0.4","0.0","0.0","0.0","0.0","18.64","34.2","486.46","243.23","467.83","452.26","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","18081.0","0.09","0.0","0.0","4.79","0.09","0.41","0.0","0.0","0.0","0.0","19.04","34.2","486.46","243.23","467.42","452.26","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","18081.0","0.08","0.0","0.0","5.59","0.08","0.47","0.0","0.0","0.0","0.0","19.52","34.2","486.46","243.23","466.94","452.26","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","18081.0","0.08","0.0","0.0","5.63","0.08","0.48","0.0","0.0","0.0","0.0","20.0","34.2","486.46","243.23","466.47","452.26","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","18081.0","0.08","0.0","0.0","4.66","0.08","0.39","0.0","0.0","0.0","0.0","20.39","34.2","486.46","243.23","466.07","452.26","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","18081.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","20.78","34.2","486.46","243.23","465.68","452.26","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","18081.0","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","21.25","34.2","486.46","243.23","465.21","452.26","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","18081.0","0.08","0.0","0.0","5.48","0.08","0.46","0.0","0.0","0.0","0.0","21.71","34.2","486.46","243.23","464.75","452.26","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","18081.0","0.08","0.0","0.0","3.94","0.08","0.33","0.0","0.0","0.0","0.0","22.04","34.2","486.46","243.23","464.42","452.26","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","18081.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","22.42","34.2","486.46","243.23","464.04","452.26","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","18081.0","0.08","0.0","0.0","4.04","0.08","0.34","0.0","0.0","0.0","0.0","22.76","34.2","486.46","243.23","463.71","452.26","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","18081.0","0.08","0.0","0.0","2.06","0.08","0.17","0.0","0.0","0.0","0.0","22.93","34.2","486.46","243.23","463.53","452.26","0.0","","","","","","","","",""
