" Daily soil water balance output for Walnuts in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Walnuts in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","511.0","0.14","1.08","0.0","6.22","1.08","6.74","0.0","0.0","0.0","0.0","15.27","106.87","466.34","233.17","451.07","359.47","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","511.0","0.14","1.09","0.0","6.84","1.09","7.47","0.0","0.0","0.0","0.0","22.74","106.87","466.34","233.17","443.61","359.47","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","511.0","0.13","1.1","0.0","7.27","1.1","7.99","0.0","0.0","0.0","0.0","30.73","106.87","466.34","233.17","435.62","359.47","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","511.0","0.13","1.11","0.0","7.45","1.11","8.24","0.0","0.0","0.0","0.0","38.97","106.87","466.34","233.17","427.38","359.47","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","511.0","0.13","1.11","0.0","7.25","1.11","8.07","0.0","0.0","0.0","0.0","47.04","106.87","466.34","233.17","419.31","359.47","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","511.0","0.13","1.12","0.0","6.75","1.12","7.56","0.0","0.0","0.0","0.0","54.6","106.87","466.34","233.17","411.74","359.47","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","511.0","0.13","1.13","0.0","7.24","1.13","8.17","0.0","0.0","0.0","0.0","62.77","106.87","466.34","233.17","403.57","359.47","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","511.0","0.13","1.14","0.0","7.49","1.14","8.5","0.0","0.0","0.0","0.0","71.27","106.87","466.34","233.17","395.07","359.47","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","511.0","0.13","1.14","0.0","6.81","1.14","7.78","0.0","0.0","0.0","0.0","79.06","106.87","466.34","233.17","387.29","359.47","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","511.0","0.13","1.15","0.0","7.06","1.15","8.12","0.0","0.0","0.0","0.0","87.17","106.87","466.34","233.17","379.17","359.47","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","511.0","0.12","1.15","0.0","6.43","1.15","7.39","0.0","0.0","0.0","0.0","94.57","106.87","466.34","233.17","371.77","359.47","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","511.0","0.12","1.15","0.0","6.11","1.15","7.03","0.0","0.0","0.0","0.0","101.6","106.87","466.34","233.17","364.75","359.47","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","511.0","0.12","1.15","0.0","4.59","1.15","5.28","0.0","0.0","0.0","0.0","106.87","106.87","466.34","233.17","359.47","359.47","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","511.0","0.12","1.15","0.0","5.12","1.15","5.89","0.0","0.0","0.0","0.0","0.0","106.87","466.34","233.17","466.34","359.47","112.76","","","","","","","","",""
"2015.0","7.0","11.0","192.0","511.0","0.12","1.15","0.0","6.16","1.15","7.08","0.0","0.0","0.0","0.0","7.08","106.87","466.34","233.17","459.26","359.47","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","511.0","0.12","1.15","0.0","6.25","1.15","7.19","0.0","0.0","0.0","0.0","14.27","106.87","466.34","233.17","452.07","359.47","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","511.0","0.12","1.15","0.0","6.5","1.15","7.48","0.0","0.0","0.0","0.0","21.75","106.87","466.34","233.17","444.6","359.47","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","511.0","0.12","1.15","0.0","6.12","1.15","7.04","0.0","0.0","0.0","0.0","28.78","106.87","466.34","233.17","437.56","359.47","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","511.0","0.12","1.15","0.0","6.37","1.15","7.33","0.0","0.0","0.0","0.0","36.11","106.87","466.34","233.17","430.23","359.47","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","511.0","0.12","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","43.93","106.87","466.34","233.17","422.41","359.47","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","511.0","0.12","1.15","0.0","6.95","1.15","7.99","0.0","0.0","0.0","0.0","51.92","106.87","466.34","233.17","414.42","359.47","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","511.0","0.12","1.15","0.0","6.8","1.15","7.82","0.0","0.0","0.0","0.0","59.74","106.87","466.34","233.17","406.6","359.47","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","511.0","0.12","1.15","0.0","6.55","1.15","7.53","0.0","0.0","0.0","0.0","67.28","106.87","466.34","233.17","399.07","359.47","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","511.0","0.11","1.15","0.0","7.22","1.15","8.3","0.0","0.0","0.0","0.0","75.58","106.87","466.34","233.17","390.77","359.47","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","511.0","0.11","1.15","0.0","6.9","1.15","7.94","0.0","0.0","0.0","0.0","83.51","106.87","466.34","233.17","382.83","359.47","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","511.0","0.11","1.15","0.0","6.43","1.15","7.39","0.0","0.0","0.0","0.0","90.91","106.87","466.34","233.17","375.44","359.47","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","511.0","0.11","1.15","0.0","6.01","1.15","6.91","0.0","0.0","0.0","0.0","97.82","106.87","466.34","233.17","368.53","359.47","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","511.0","0.11","1.15","0.0","6.29","1.15","7.23","0.0","0.0","0.0","0.0","105.05","106.87","466.34","233.17","361.29","359.47","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","511.0","0.11","1.15","0.0","6.27","1.15","7.21","0.0","0.0","0.0","0.0","0.0","106.87","466.34","233.17","466.34","359.47","112.26","","","","","","","","",""
"2015.0","7.0","26.0","207.0","511.0","0.11","1.15","0.0","6.18","1.15","7.11","0.0","0.0","0.0","0.0","7.11","106.87","466.34","233.17","459.24","359.47","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","511.0","0.11","1.15","0.0","7.16","1.15","8.23","0.0","0.0","0.0","0.0","15.34","106.87","466.34","233.17","451.0","359.47","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","511.0","0.11","1.15","0.0","7.41","1.15","8.52","0.0","0.0","0.0","0.0","23.86","106.87","466.34","233.17","442.48","359.47","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","511.0","0.11","1.15","0.0","7.18","1.15","8.26","0.0","0.0","0.0","0.0","32.12","106.87","466.34","233.17","434.22","359.47","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","511.0","0.11","1.15","0.0","7.32","1.15","8.42","0.0","0.0","0.0","0.0","40.54","106.87","466.34","233.17","425.81","359.47","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","511.0","0.11","1.15","0.0","6.34","1.15","7.29","0.0","0.0","0.0","0.0","47.83","106.87","466.34","233.17","418.52","359.47","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","511.0","0.11","1.15","0.0","6.74","1.15","7.75","0.0","0.0","0.0","0.0","55.58","106.87","466.34","233.17","410.76","359.47","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","511.0","0.11","1.15","0.0","6.62","1.15","7.61","0.0","0.0","0.0","0.0","63.19","106.87","466.34","233.17","403.15","359.47","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","511.0","0.1","1.15","0.0","6.57","1.15","7.56","0.0","0.0","0.0","0.0","70.75","106.87","466.34","233.17","395.6","359.47","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","511.0","0.1","1.15","0.0","5.07","1.15","5.83","0.0","0.0","0.0","0.0","76.58","106.87","466.34","233.17","389.77","359.47","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","511.0","0.1","1.15","0.0","5.66","1.15","6.51","0.0","0.0","0.0","0.0","83.09","106.87","466.34","233.17","383.26","359.47","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","511.0","0.1","1.15","0.0","3.9","1.15","4.49","0.0","0.0","0.0","0.0","87.57","106.87","466.34","233.17","378.77","359.47","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","511.0","0.1","1.15","0.0","6.42","1.15","7.38","0.1","0.1","0.0","0.0","94.86","106.87","466.34","233.17","371.49","359.47","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","511.0","0.1","1.15","0.0","5.74","1.15","6.6","0.0","0.0","0.0","0.0","101.46","106.87","466.34","233.17","364.89","359.47","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","511.0","0.1","1.15","0.0","6.34","1.15","7.29","0.0","0.0","0.0","0.0","0.0","106.87","466.34","233.17","466.34","359.47","108.75","","","","","","","","",""
"2015.0","8.0","10.0","222.0","511.0","0.1","1.15","0.0","6.33","1.15","7.28","0.0","0.0","0.0","0.0","7.28","106.87","466.34","233.17","459.06","359.47","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","511.0","0.1","1.15","0.0","6.22","1.15","7.15","0.0","0.0","0.0","0.0","14.43","106.87","466.34","233.17","451.91","359.47","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","511.0","0.1","1.15","0.0","6.17","1.15","7.1","0.0","0.0","0.0","0.0","21.53","106.87","466.34","233.17","444.82","359.47","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","511.0","0.1","1.15","0.0","6.28","1.15","7.22","0.0","0.0","0.0","0.0","28.75","106.87","466.34","233.17","437.59","359.47","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","511.0","0.1","1.15","0.0","6.15","1.15","7.07","0.0","0.0","0.0","0.0","35.82","106.87","466.34","233.17","430.52","359.47","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","511.0","0.1","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","43.23","106.87","466.34","233.17","423.12","359.47","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","511.0","0.1","1.15","0.0","6.56","1.15","7.54","0.0","0.0","0.0","0.0","50.77","106.87","466.34","233.17","415.57","359.47","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","511.0","0.1","1.15","0.0","6.9","1.15","7.94","0.0","0.0","0.0","0.0","58.71","106.87","466.34","233.17","407.64","359.47","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","511.0","0.1","1.15","0.0","6.52","1.15","7.5","0.0","0.0","0.0","0.0","66.21","106.87","466.34","233.17","400.14","359.47","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","511.0","0.1","1.15","0.0","5.94","1.15","6.83","0.0","0.0","0.0","0.0","73.04","106.87","466.34","233.17","393.31","359.47","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","511.0","0.1","1.15","0.0","5.43","1.15","6.24","0.0","0.0","0.0","0.0","79.28","106.87","466.34","233.17","387.06","359.47","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","511.0","0.1","1.15","0.0","5.49","1.15","6.31","0.0","0.0","0.0","0.0","85.59","106.87","466.34","233.17","380.75","359.47","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","511.0","0.1","1.15","0.0","5.51","1.15","6.34","0.0","0.0","0.0","0.0","91.93","106.87","466.34","233.17","374.41","359.47","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","511.0","0.1","1.15","0.0","5.64","1.15","6.49","0.0","0.0","0.0","0.0","98.42","106.87","466.34","233.17","367.93","359.47","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","511.0","0.1","1.15","0.0","6.06","1.15","6.97","0.0","0.0","0.0","0.0","105.39","106.87","466.34","233.17","360.96","359.47","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","511.0","0.1","1.15","0.0","6.32","1.15","7.27","0.0","0.0","0.0","0.0","0.0","106.87","466.34","233.17","466.34","359.47","112.65","","","","","","","","",""
"2015.0","8.0","26.0","238.0","511.0","0.09","1.15","0.0","6.51","1.15","7.49","0.0","0.0","0.0","0.0","7.49","106.87","466.34","233.17","458.86","359.47","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","511.0","0.09","1.15","0.0","6.88","1.15","7.91","0.04","0.04","0.0","0.0","15.36","106.87","466.34","233.17","450.99","359.47","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","511.0","0.09","1.15","0.0","6.73","1.15","7.74","0.0","0.0","0.0","0.0","23.1","106.87","466.34","233.17","443.25","359.47","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","511.0","0.09","1.15","0.0","5.23","1.15","6.01","0.0","0.0","0.0","0.0","29.11","106.87","466.34","233.17","437.23","359.47","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","511.0","0.09","1.15","0.0","5.55","1.15","6.38","0.0","0.0","0.0","0.0","35.5","106.87","466.34","233.17","430.85","359.47","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","511.0","0.09","1.15","0.0","5.58","1.15","6.42","0.0","0.0","0.0","0.0","41.91","106.87","466.34","233.17","424.43","359.47","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","511.0","0.09","1.15","0.0","5.43","1.15","6.24","0.0","0.0","0.0","0.0","48.16","106.87","466.34","233.17","418.19","359.47","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","511.0","0.09","1.15","0.0","5.29","1.15","6.08","0.0","0.0","0.0","0.0","54.24","106.87","466.34","233.17","412.1","359.47","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","511.0","0.09","1.15","0.0","5.11","1.15","5.88","0.0","0.0","0.0","0.0","60.12","106.87","466.34","233.17","406.23","359.47","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","511.0","0.09","1.15","0.0","5.15","1.15","5.92","0.0","0.0","0.0","0.0","66.04","106.87","466.34","233.17","400.31","359.47","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","511.0","0.09","1.15","0.0","5.45","1.15","6.27","0.0","0.0","0.0","0.0","72.31","106.87","466.34","233.17","394.04","359.47","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","511.0","0.09","1.15","0.0","5.14","1.15","5.91","0.0","0.0","0.0","0.0","78.22","106.87","466.34","233.17","388.13","359.47","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","511.0","0.09","1.15","0.0","5.35","1.15","6.15","0.0","0.0","0.0","0.0","84.37","106.87","466.34","233.17","381.97","359.47","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","511.0","0.09","1.15","0.0","5.51","1.15","6.34","0.0","0.0","0.0","0.0","90.71","106.87","466.34","233.17","375.64","359.47","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","511.0","0.09","1.15","0.0","6.15","1.15","7.07","0.0","0.0","0.0","0.0","97.78","106.87","466.34","233.17","368.57","359.47","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","511.0","0.09","1.15","0.0","6.46","1.15","7.43","0.0","0.0","0.0","0.0","105.21","106.87","466.34","233.17","361.14","359.47","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","511.0","0.09","1.15","0.0","5.99","1.15","6.89","0.0","0.0","0.0","0.0","0.0","106.87","466.34","233.17","466.34","359.47","112.1","","","","","","","","",""
"2015.0","9.0","12.0","255.0","511.0","0.09","1.15","0.0","4.16","1.15","4.78","0.0","0.0","0.0","0.0","4.78","106.87","466.34","233.17","461.56","359.47","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","511.0","0.09","1.15","0.0","5.02","1.15","5.77","0.0","0.0","0.0","0.0","10.56","106.87","466.34","233.17","455.79","359.47","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","511.0","0.09","1.15","0.0","3.65","1.15","4.2","0.0","0.0","0.0","0.0","14.75","106.87","466.34","233.17","451.59","359.47","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","511.0","0.09","1.15","0.0","4.63","1.15","5.32","0.0","0.0","0.0","0.0","20.08","106.87","466.34","233.17","446.27","359.47","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","511.0","0.09","1.15","0.0","3.63","1.15","4.17","0.0","0.0","0.0","0.0","24.25","106.87","466.34","233.17","442.09","359.47","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","511.0","0.09","1.15","0.0","3.92","1.15","4.51","0.0","0.0","0.0","0.0","28.76","106.87","466.34","233.17","437.58","359.47","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","511.0","0.09","1.15","0.0","4.56","1.15","5.24","0.0","0.0","0.0","0.0","34.01","106.87","466.34","233.17","432.34","359.47","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","511.0","0.09","1.15","0.0","4.65","1.15","5.35","0.0","0.0","0.0","0.0","39.35","106.87","466.34","233.17","426.99","359.47","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","511.0","0.09","1.14","0.0","4.8","1.14","5.48","0.0","0.0","0.0","0.0","44.83","106.87","466.34","233.17","421.51","359.47","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","511.0","0.09","1.13","0.0","5.53","1.13","6.27","0.0","0.0","0.0","0.0","51.1","106.87","466.34","233.17","415.24","359.47","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","511.0","0.09","1.13","0.0","5.15","1.13","5.79","0.0","0.0","0.0","0.0","56.89","106.87","466.34","233.17","409.45","359.47","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","511.0","0.09","1.12","0.0","4.56","1.12","5.09","0.0","0.0","0.0","0.0","61.99","106.87","466.34","233.17","404.36","359.47","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","511.0","0.09","1.11","0.0","4.55","1.11","5.04","0.0","0.0","0.0","0.0","67.03","106.87","466.34","233.17","399.32","359.47","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","511.0","0.09","1.1","0.0","5.43","1.1","5.97","0.0","0.0","0.0","0.0","73.0","106.87","466.34","233.17","393.34","359.47","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","511.0","0.09","1.09","0.0","5.3","1.09","5.79","0.0","0.0","0.0","0.0","78.79","106.87","466.34","233.17","387.56","359.47","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","511.0","0.09","1.08","0.0","3.79","1.08","4.11","0.0","0.0","0.0","0.0","82.89","116.59","466.34","233.17","383.45","349.76","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","511.0","0.09","1.08","0.0","4.18","1.08","4.49","0.0","0.0","0.0","0.0","87.39","116.59","466.34","233.17","378.96","349.76","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","511.0","0.09","1.07","0.0","3.64","1.07","3.88","0.0","0.0","0.0","0.0","91.27","116.59","466.34","233.17","375.07","349.76","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","511.0","0.09","1.06","0.0","1.99","1.06","2.11","0.0","0.0","0.0","0.0","93.38","116.59","466.34","233.17","372.97","349.76","0.0","","","","","","","","",""
