" Daily soil water balance output for Water Surface in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","4126.0","0.13","1.1","0.0","7.42","1.1","8.162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","4126.0","0.13","1.1","0.0","7.56","1.1","8.316","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","4126.0","0.12","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","4126.0","0.12","1.1","0.0","8.14","1.1","8.954","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","4126.0","0.12","1.1","0.0","7.47","1.1","8.217","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","4126.0","0.12","1.1","0.0","7.45","1.1","8.195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","4126.0","0.12","1.1","0.0","7.05","1.1","7.755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","4126.0","0.12","1.1","0.0","6.42","1.1","7.062","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","4126.0","0.12","1.1","0.0","4.51","1.1","4.961","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","4126.0","0.12","1.1","0.0","5.24","1.1","5.764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","4126.0","0.12","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","4126.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","4126.0","0.12","1.1","0.0","6.72","1.1","7.392","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","4126.0","0.11","1.1","0.0","6.66","1.1","7.326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","4126.0","0.11","1.1","0.0","6.77","1.1","7.447","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","4126.0","0.11","1.1","0.0","7.29","1.1","8.019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","4126.0","0.11","1.1","0.0","7.45","1.1","8.195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","4126.0","0.11","1.1","0.0","7.52","1.1","8.272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","4126.0","0.11","1.1","0.0","6.89","1.1","7.579","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","4126.0","0.11","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","4126.0","0.11","1.1","0.0","7.44","1.1","8.184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","4126.0","0.11","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","4126.0","0.11","1.1","0.0","6.23","1.1","6.853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","4126.0","0.11","1.1","0.0","6.45","1.1","7.095","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","4126.0","0.11","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","4126.0","0.11","1.1","0.0","6.59","1.1","7.249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","4126.0","0.11","1.1","0.0","7.51","1.1","8.261","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","4126.0","0.1","1.1","0.0","7.9","1.1","8.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","4126.0","0.1","1.1","0.0","7.55","1.1","8.305","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","4126.0","0.1","1.1","0.0","8.0","1.1","8.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","4126.0","0.1","1.1","0.0","6.92","1.1","7.612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","4126.0","0.1","1.1","0.0","7.08","1.1","7.788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","4126.0","0.1","1.1","0.0","6.92","1.1","7.612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","4126.0","0.1","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","4126.0","0.1","1.1","0.0","4.85","1.1","5.335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","4126.0","0.1","1.1","0.0","5.83","1.1","6.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","4126.0","0.1","1.1","0.0","4.52","1.1","4.972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","4126.0","0.1","1.1","0.0","6.88","1.1","7.568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","4126.0","0.1","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","4126.0","0.1","1.1","0.0","6.69","1.1","7.359","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","4126.0","0.1","1.1","0.0","6.74","1.1","7.414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","4126.0","0.1","1.1","0.0","6.58","1.1","7.238","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","4126.0","0.1","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","4126.0","0.1","1.1","0.0","6.63","1.1","7.293","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","4126.0","0.1","1.1","0.0","6.2","1.1","6.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","4126.0","0.1","1.1","0.0","6.51","1.1","7.161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","4126.0","0.1","1.1","0.0","6.78","1.1","7.458","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","4126.0","0.09","1.1","0.0","7.25","1.1","7.975","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","4126.0","0.09","1.1","0.0","7.05","1.1","7.755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","4126.0","0.09","1.1","0.0","6.44","1.1","7.084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","4126.0","0.09","1.1","0.0","5.71","1.1","6.281","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","4126.0","0.09","1.1","0.0","5.79","1.1","6.369","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","4126.0","0.09","1.1","0.0","5.86","1.1","6.446","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","4126.0","0.09","1.1","0.0","5.93","1.1","6.523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","4126.0","0.09","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","4126.0","0.09","1.1","0.0","6.7","1.1","7.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","4126.0","0.09","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","4126.0","0.09","1.1","0.0","6.81","1.1","7.491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","4126.0","0.09","1.1","0.0","6.87","1.1","7.557","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","4126.0","0.09","1.1","0.0","5.44","1.1","5.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","4126.0","0.09","1.1","0.0","5.56","1.1","6.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","4126.0","0.09","1.1","0.0","5.76","1.1","6.336","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","4126.0","0.09","1.1","0.0","5.9","1.1","6.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","4126.0","0.09","1.1","0.0","5.77","1.1","6.347","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","4126.0","0.09","1.1","0.0","5.25","1.1","5.775","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","4126.0","0.09","1.1","0.0","5.36","1.1","5.896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","4126.0","0.09","1.1","0.0","5.84","1.1","6.424","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","4126.0","0.09","1.1","0.0","5.27","1.1","5.797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","4126.0","0.09","1.1","0.0","5.59","1.1","6.149","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","4126.0","0.09","1.1","0.0","5.46","1.1","6.006","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","4126.0","0.09","1.1","0.0","6.23","1.1","6.853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","4126.0","0.09","1.1","0.0","6.64","1.1","7.304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","4126.0","0.09","1.1","0.0","6.34","1.1","6.974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","4126.0","0.09","1.1","0.0","4.82","1.1","5.302","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","4126.0","0.09","1.1","0.0","5.41","1.1","5.951","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","4126.0","0.09","1.1","0.0","4.19","1.1","4.609","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","4126.0","0.09","1.1","0.0","4.58","1.1","5.038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","4126.0","0.09","1.1","0.0","3.32","1.1","3.652","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","4126.0","0.09","1.1","0.0","3.93","1.1","4.323","0.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","4126.0","0.08","1.1","0.0","4.53","1.1","4.983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","4126.0","0.08","1.1","0.0","4.78","1.1","5.258","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","4126.0","0.08","1.1","0.0","4.79","1.1","5.269","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","4126.0","0.08","1.1","0.0","5.6","1.1","6.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","4126.0","0.08","1.1","0.0","5.83","1.1","6.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","4126.0","0.08","1.1","0.0","4.62","1.1","5.082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","4126.0","0.08","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","4126.0","0.08","1.1","0.0","5.62","1.1","6.182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","4126.0","0.08","1.1","0.0","5.39","1.1","5.929","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","4126.0","0.08","1.1","0.0","4.08","1.1","4.488","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","4126.0","0.08","1.1","0.0","4.73","1.1","5.203","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","4126.0","0.08","1.1","0.0","4.31","1.1","4.741","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","4126.0","0.08","1.1","0.0","2.04","1.1","2.244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
