" Daily soil water balance output for Turf_farm in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Turf_farm in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","341.0","0.13","0.85","0.0","7.87","0.85","6.69","0.0","0.0","0.0","0.0","6.69","50.6","214.58","107.29","207.89","163.98","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","341.0","0.12","0.85","0.0","7.15","0.85","6.08","0.0","0.0","0.0","0.0","12.77","50.6","214.58","107.29","201.81","163.98","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","341.0","0.12","0.85","0.0","7.23","0.85","6.15","0.0","0.0","0.0","0.0","18.91","50.6","214.58","107.29","195.67","163.98","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","341.0","0.12","0.85","0.0","6.75","0.85","5.74","0.0","0.0","0.0","0.0","24.65","50.6","214.58","107.29","189.93","163.98","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","341.0","0.12","0.85","0.0","6.26","0.85","5.32","0.0","0.0","0.0","0.0","29.97","50.6","214.58","107.29","184.61","163.98","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","341.0","0.12","0.85","0.0","4.34","0.85","3.69","0.0","0.0","0.0","0.0","33.66","50.6","214.58","107.29","180.92","163.98","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","341.0","0.12","0.85","0.0","5.16","0.85","4.39","0.0","0.0","0.0","0.0","38.05","50.6","214.58","107.29","176.53","163.98","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","341.0","0.12","0.85","0.0","6.34","0.85","5.39","0.0","0.0","0.0","0.0","43.44","50.6","214.58","107.29","171.14","163.98","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","341.0","0.12","0.85","0.0","6.49","0.85","5.52","0.0","0.0","0.0","0.0","48.95","50.6","214.58","107.29","165.63","163.98","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","341.0","0.12","0.85","0.0","6.6","0.85","5.61","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","54.56","","","","","","",""
"2015.0","7.0","14.0","195.0","341.0","0.12","0.85","0.0","6.42","0.85","5.46","0.0","0.0","0.0","0.0","5.46","50.6","214.58","107.29","209.12","163.98","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","341.0","0.12","0.85","0.0","6.62","0.85","5.63","0.0","0.0","0.0","0.0","11.08","50.6","214.58","107.29","203.5","163.98","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","341.0","0.12","0.85","0.0","7.07","0.85","6.01","0.0","0.0","0.0","0.0","17.09","50.6","214.58","107.29","197.49","163.98","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","341.0","0.11","0.85","0.0","7.25","0.85","6.16","0.0","0.0","0.0","0.0","23.26","50.6","214.58","107.29","191.32","163.98","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","341.0","0.11","0.85","0.0","7.24","0.85","6.15","0.0","0.0","0.0","0.0","29.41","50.6","214.58","107.29","185.17","163.98","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","341.0","0.11","0.85","0.0","6.8","0.85","5.78","0.0","0.0","0.0","0.0","35.19","50.6","214.58","107.29","179.39","163.98","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","341.0","0.11","0.85","0.0","7.29","0.85","6.2","0.0","0.0","0.0","0.0","41.39","50.6","214.58","107.29","173.19","163.98","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","341.0","0.11","0.85","0.0","7.21","0.85","6.13","0.0","0.0","0.0","0.0","47.52","50.6","214.58","107.29","167.06","163.98","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","341.0","0.11","0.85","0.0","6.8","0.85","5.78","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","53.3","","","","","","",""
"2015.0","7.0","23.0","204.0","341.0","0.11","0.85","0.0","6.1","0.85","5.19","0.0","0.0","0.0","0.0","5.19","50.6","214.58","107.29","209.39","163.98","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","341.0","0.11","0.85","0.0","6.35","0.85","5.4","0.0","0.0","0.0","0.0","10.58","50.6","214.58","107.29","204.0","163.98","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","341.0","0.11","0.85","0.0","6.41","0.85","5.45","0.0","0.0","0.0","0.0","16.03","50.6","214.58","107.29","198.55","163.98","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","341.0","0.11","0.85","0.0","6.42","0.85","5.46","0.0","0.0","0.0","0.0","21.49","50.6","214.58","107.29","193.09","163.98","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","341.0","0.11","0.85","0.0","7.39","0.85","6.28","0.0","0.0","0.0","0.0","27.77","50.6","214.58","107.29","186.81","163.98","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","341.0","0.11","0.85","0.0","7.74","0.85","6.58","0.0","0.0","0.0","0.0","34.35","50.6","214.58","107.29","180.23","163.98","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","341.0","0.11","0.85","0.0","7.42","0.85","6.31","0.0","0.0","0.0","0.0","40.66","50.6","214.58","107.29","173.92","163.98","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","341.0","0.11","0.85","0.0","7.73","0.85","6.57","0.0","0.0","0.0","0.0","47.23","50.6","214.58","107.29","167.35","163.98","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","341.0","0.1","0.85","0.0","6.63","0.85","5.64","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","52.86","","","","","","",""
"2015.0","8.0","1.0","213.0","341.0","0.1","0.85","0.0","6.93","0.85","5.89","0.0","0.0","0.0","0.0","5.89","50.6","214.58","107.29","208.69","163.98","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","341.0","0.1","0.85","0.0","6.78","0.85","5.76","0.0","0.0","0.0","0.0","11.65","50.6","214.58","107.29","202.93","163.98","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","341.0","0.1","0.85","0.0","6.81","0.85","5.79","0.0","0.0","0.0","0.0","17.44","50.6","214.58","107.29","197.14","163.98","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","341.0","0.1","0.85","0.0","4.69","0.85","3.99","0.0","0.0","0.0","0.0","21.43","50.6","214.58","107.29","193.15","163.98","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","341.0","0.1","0.85","0.0","5.76","0.85","4.9","0.0","0.0","0.0","0.0","26.32","50.6","214.58","107.29","188.25","163.98","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","341.0","0.1","0.85","0.0","4.25","0.85","3.61","0.0","0.0","0.0","0.0","29.94","50.6","214.58","107.29","184.64","163.98","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","341.0","0.1","0.85","0.0","6.71","0.85","5.7","0.0","0.0","0.0","0.0","35.64","50.6","214.58","107.29","178.94","163.98","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","341.0","0.1","0.85","0.0","5.96","0.85","5.07","0.0","0.0","0.0","0.0","40.71","50.6","214.58","107.29","173.87","163.98","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","341.0","0.1","0.85","0.0","6.56","0.85","5.58","0.0","0.0","0.0","0.0","46.28","50.6","214.58","107.29","168.3","163.98","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","341.0","0.1","0.85","0.0","6.58","0.85","5.59","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","51.88","","","","","","",""
"2015.0","8.0","11.0","223.0","341.0","0.1","0.85","0.0","6.4","0.85","5.44","0.0","0.0","0.0","0.0","5.44","50.6","214.58","107.29","209.14","163.98","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","341.0","0.1","0.85","0.0","6.33","0.85","5.38","0.0","0.0","0.0","0.0","10.82","50.6","214.58","107.29","203.76","163.98","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","341.0","0.1","0.85","0.0","6.45","0.85","5.48","0.0","0.0","0.0","0.0","16.3","50.6","214.58","107.29","198.28","163.98","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","341.0","0.1","0.85","0.0","6.13","0.85","5.21","0.0","0.0","0.0","0.0","21.51","50.6","214.58","107.29","193.07","163.98","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","341.0","0.1","0.85","0.0","6.42","0.85","5.46","0.0","0.0","0.0","0.0","26.97","50.6","214.58","107.29","187.61","163.98","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","341.0","0.1","0.85","0.0","6.66","0.85","5.66","0.0","0.0","0.0","0.0","32.63","50.6","214.58","107.29","181.95","163.98","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","341.0","0.1","0.85","0.0","7.09","0.85","6.03","0.0","0.0","0.0","0.0","38.66","50.6","214.58","107.29","175.92","163.98","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","341.0","0.1","0.85","0.0","6.79","0.85","5.77","0.0","0.0","0.0","0.0","44.43","50.6","214.58","107.29","170.15","163.98","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","341.0","0.1","0.85","0.0","6.18","0.85","5.25","0.0","0.0","0.0","0.0","49.68","50.6","214.58","107.29","164.9","163.98","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","341.0","0.1","0.85","0.0","5.52","0.85","4.69","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","54.37","","","","","","",""
"2015.0","8.0","21.0","233.0","341.0","0.09","0.85","0.0","5.62","0.85","4.78","0.0","0.0","0.0","0.0","4.78","50.6","214.58","107.29","209.8","163.98","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","341.0","0.09","0.85","0.0","5.69","0.85","4.84","0.0","0.0","0.0","0.0","9.61","50.6","214.58","107.29","204.97","163.98","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","341.0","0.09","0.85","0.0","5.75","0.85","4.89","0.0","0.0","0.0","0.0","14.5","50.6","214.58","107.29","200.08","163.98","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","341.0","0.09","0.85","0.0","6.23","0.85","5.3","0.0","0.0","0.0","0.0","19.8","50.6","214.58","107.29","194.78","163.98","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","341.0","0.09","0.85","0.0","6.51","0.85","5.53","0.0","0.0","0.0","0.0","25.33","50.6","214.58","107.29","189.25","163.98","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","341.0","0.09","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","30.97","50.6","214.58","107.29","183.61","163.98","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","341.0","0.09","0.85","0.0","6.82","0.85","5.8","0.0","0.0","0.0","0.0","36.77","50.6","214.58","107.29","177.81","163.98","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","341.0","0.09","0.85","0.0","6.79","0.85","5.77","0.0","0.0","0.0","0.0","42.54","50.6","214.58","107.29","172.04","163.98","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","341.0","0.09","0.85","0.0","5.21","0.85","4.43","0.0","0.0","0.0","0.0","46.97","50.6","214.58","107.29","167.61","163.98","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","341.0","0.09","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","51.68","","","","","","",""
"2015.0","8.0","31.0","243.0","341.0","0.09","0.85","0.0","5.7","0.85","4.85","0.0","0.0","0.0","0.0","4.85","50.6","214.58","107.29","209.73","163.98","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","341.0","0.09","0.85","0.0","5.68","0.85","4.83","0.0","0.0","0.0","0.0","9.67","50.6","214.58","107.29","204.91","163.98","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","341.0","0.09","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","14.38","50.6","214.58","107.29","200.2","163.98","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","341.0","0.09","0.85","0.0","5.19","0.85","4.41","0.0","0.0","0.0","0.0","18.79","50.6","214.58","107.29","195.79","163.98","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","341.0","0.09","0.85","0.0","5.28","0.85","4.49","0.0","0.0","0.0","0.0","23.28","50.6","214.58","107.29","191.3","163.98","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","341.0","0.09","0.85","0.0","5.7","0.85","4.85","0.0","0.0","0.0","0.0","28.13","50.6","214.58","107.29","186.45","163.98","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","341.0","0.09","0.85","0.0","5.21","0.85","4.43","0.0","0.0","0.0","0.0","32.56","50.6","214.58","107.29","182.02","163.98","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","341.0","0.09","0.85","0.0","5.47","0.85","4.65","0.0","0.0","0.0","0.0","37.2","50.6","214.58","107.29","177.37","163.98","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","341.0","0.09","0.85","0.0","5.43","0.85","4.62","0.0","0.0","0.0","0.0","41.82","50.6","214.58","107.29","172.76","163.98","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","341.0","0.09","0.85","0.0","6.14","0.85","5.22","0.0","0.0","0.0","0.0","47.04","50.6","214.58","107.29","167.54","163.98","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","341.0","0.09","0.85","0.0","6.51","0.85","5.53","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","52.57","","","","","","",""
"2015.0","9.0","11.0","254.0","341.0","0.09","0.85","0.0","6.2","0.85","5.27","0.0","0.0","0.0","0.0","5.27","50.6","214.58","107.29","209.31","163.98","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","341.0","0.09","0.85","0.0","4.62","0.85","3.93","0.0","0.0","0.0","0.0","9.2","50.6","214.58","107.29","205.38","163.98","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","341.0","0.09","0.85","0.0","5.3","0.85","4.51","0.0","0.0","0.0","0.0","13.7","50.6","214.58","107.29","200.88","163.98","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","341.0","0.09","0.85","0.0","3.97","0.85","3.37","0.0","0.0","0.0","0.0","17.08","50.6","214.58","107.29","197.5","163.98","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","341.0","0.09","0.85","0.0","4.59","0.85","3.9","0.0","0.0","0.0","0.0","20.98","50.6","214.58","107.29","193.6","163.98","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","341.0","0.09","0.85","0.0","3.31","0.85","2.81","0.0","0.0","0.0","0.0","23.79","50.6","214.58","107.29","190.79","163.98","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","341.0","0.09","0.85","0.0","3.92","0.85","3.33","0.05","0.05","0.0","0.0","27.07","50.6","214.58","107.29","187.51","163.98","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","341.0","0.09","0.85","0.0","4.51","0.85","3.83","0.0","0.0","0.0","0.0","30.91","50.6","214.58","107.29","183.67","163.98","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","341.0","0.09","0.85","0.0","4.71","0.85","4.0","0.0","0.0","0.0","0.0","34.91","50.6","214.58","107.29","179.67","163.98","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","341.0","0.09","0.85","0.0","4.75","0.85","4.04","0.0","0.0","0.0","0.0","38.95","50.6","214.58","107.29","175.63","163.98","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","341.0","0.09","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","43.66","50.6","214.58","107.29","170.92","163.98","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","341.0","0.09","0.85","0.0","5.48","0.85","4.66","0.0","0.0","0.0","0.0","48.32","50.6","214.58","107.29","166.26","163.98","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","341.0","0.09","0.85","0.0","4.54","0.85","3.86","0.0","0.0","0.0","0.0","0.0","50.6","214.58","107.29","214.58","163.98","52.17","","","","","","",""
"2015.0","9.0","24.0","267.0","341.0","0.09","0.85","0.0","4.54","0.85","3.86","0.0","0.0","0.0","0.0","3.86","50.6","214.58","107.29","210.72","163.98","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","341.0","0.08","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","8.57","50.6","214.58","107.29","206.01","163.98","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","341.0","0.08","0.85","0.0","5.3","0.85","4.51","0.0","0.0","0.0","0.0","13.07","50.6","214.58","107.29","201.51","163.98","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","341.0","0.08","0.85","0.0","3.95","0.85","3.36","0.0","0.0","0.0","0.0","16.43","50.6","214.58","107.29","198.15","163.98","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","341.0","0.08","0.85","0.0","4.53","0.85","3.85","0.0","0.0","0.0","0.0","20.28","50.6","214.58","107.29","194.3","163.98","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","341.0","0.08","0.85","0.0","4.09","0.85","3.48","0.0","0.0","0.0","0.0","23.76","50.6","214.58","107.29","190.82","163.98","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","341.0","0.08","0.85","0.0","1.96","0.85","1.67","0.0","0.0","0.0","0.0","25.42","50.6","214.58","107.29","189.16","163.98","0.0","","","","","","",""
