" Daily soil water balance output for Alfalfa in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Alfalfa in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","6779.0","0.13","0.9","0.0","7.42","0.9","6.68","0.0","0.0","0.0","0.0","95.23","113.85","502.92","251.46","407.69","389.07","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","6779.0","0.13","0.9","0.0","7.56","0.9","6.8","0.0","0.0","0.0","0.0","102.03","113.85","502.92","251.46","400.89","389.07","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","6779.0","0.12","0.9","0.0","7.43","0.9","6.69","0.0","0.0","0.0","0.0","108.72","113.85","502.92","251.46","394.2","389.07","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","6779.0","0.12","0.9","0.0","8.14","0.9","7.33","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","116.05","","","","","","",""
"2015.0","7.0","5.0","186.0","6779.0","0.12","0.9","0.0","7.47","0.9","6.72","0.0","0.0","0.0","0.0","6.72","113.85","502.92","251.46","496.2","389.07","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","6779.0","0.12","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","13.43","113.85","502.92","251.46","489.49","389.07","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","6779.0","0.12","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","19.77","113.85","502.92","251.46","483.15","389.07","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","6779.0","0.12","0.9","0.0","6.42","0.9","5.78","0.0","0.0","0.0","0.0","25.55","113.85","502.92","251.46","477.37","389.07","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","6779.0","0.12","0.9","0.0","4.51","0.9","4.06","0.0","0.0","0.0","0.0","29.61","113.85","502.92","251.46","473.31","389.07","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","6779.0","0.12","0.9","0.0","5.24","0.9","4.72","0.0","0.0","0.0","0.0","34.33","113.85","502.92","251.46","468.59","389.07","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","6779.0","0.12","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","40.14","113.85","502.92","251.46","462.78","389.07","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","6779.0","0.12","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","46.08","113.85","502.92","251.46","456.84","389.07","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","6779.0","0.12","0.9","0.0","6.72","0.9","6.05","0.0","0.0","0.0","0.0","52.13","113.85","502.92","251.46","450.79","389.07","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","6779.0","0.11","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","58.12","113.85","502.92","251.46","444.8","389.07","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","6779.0","0.11","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","64.22","113.85","502.92","251.46","438.71","389.07","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","6779.0","0.11","0.9","0.0","7.29","0.9","6.56","0.0","0.0","0.0","0.0","70.78","113.85","502.92","251.46","432.14","389.07","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","6779.0","0.11","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","77.48","113.85","502.92","251.46","425.44","389.07","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","6779.0","0.11","0.9","0.0","7.52","0.9","6.77","0.0","0.0","0.0","0.0","84.25","113.85","502.92","251.46","418.67","389.07","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","6779.0","0.11","0.9","0.0","6.89","0.9","6.2","0.0","0.0","0.0","0.0","90.45","113.85","502.92","251.46","412.47","389.07","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","6779.0","0.11","0.9","0.0","7.43","0.9","6.69","0.0","0.0","0.0","0.0","97.14","113.85","502.92","251.46","405.78","389.07","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","6779.0","0.11","0.9","0.0","7.44","0.9","6.7","0.0","0.0","0.0","0.0","103.83","113.85","502.92","251.46","399.09","389.07","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","6779.0","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","110.22","113.85","502.92","251.46","392.7","389.07","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","6779.0","0.11","0.9","0.0","6.23","0.9","5.61","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","115.83","","","","","","",""
"2015.0","7.0","24.0","205.0","6779.0","0.11","0.9","0.0","6.45","0.9","5.81","0.0","0.0","0.0","0.0","5.81","113.85","502.92","251.46","497.12","389.07","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","6779.0","0.11","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","11.75","113.85","502.92","251.46","491.18","389.07","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","6779.0","0.11","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","17.68","113.85","502.92","251.46","485.24","389.07","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","6779.0","0.11","0.9","0.0","7.51","0.9","6.76","0.0","0.0","0.0","0.0","24.44","113.85","502.92","251.46","478.49","389.07","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","6779.0","0.1","0.9","0.0","7.9","0.9","7.11","0.0","0.0","0.0","0.0","31.55","113.85","502.92","251.46","471.38","389.07","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","6779.0","0.1","0.9","0.0","7.55","0.9","6.8","0.0","0.0","0.0","0.0","38.34","113.85","502.92","251.46","464.58","389.07","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","6779.0","0.1","0.9","0.0","8.0","0.9","7.2","0.0","0.0","0.0","0.0","45.54","113.85","502.92","251.46","457.38","389.07","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","6779.0","0.1","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","51.77","113.85","502.92","251.46","451.15","389.07","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","6779.0","0.1","0.9","0.0","7.08","0.9","6.37","0.0","0.0","0.0","0.0","58.14","113.85","502.92","251.46","444.78","389.07","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","6779.0","0.1","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","64.37","113.85","502.92","251.46","438.55","389.07","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","6779.0","0.1","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","70.67","113.85","502.92","251.46","432.25","389.07","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","6779.0","0.1","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","75.03","113.85","502.92","251.46","427.89","389.07","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","6779.0","0.1","0.9","0.0","5.83","0.9","5.25","0.0","0.0","0.0","0.0","80.28","113.85","502.92","251.46","422.64","389.07","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","6779.0","0.1","0.9","0.0","4.52","0.9","4.07","0.0","0.0","0.0","0.0","84.35","113.85","502.92","251.46","418.57","389.07","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","6779.0","0.1","0.9","0.0","6.88","0.9","6.19","0.0","0.0","0.0","0.0","90.54","113.85","502.92","251.46","412.38","389.07","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","6779.0","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","96.14","113.85","502.92","251.46","406.78","389.07","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","6779.0","0.1","0.9","0.0","6.69","0.9","6.02","0.0","0.0","0.0","0.0","102.16","113.85","502.92","251.46","400.76","389.07","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","6779.0","0.1","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","108.23","113.85","502.92","251.46","394.7","389.07","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","6779.0","0.1","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","114.15","","","","","","",""
"2015.0","8.0","12.0","224.0","6779.0","0.1","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","5.81","113.85","502.92","251.46","497.11","389.07","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","6779.0","0.1","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","11.78","113.85","502.92","251.46","491.14","389.07","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","6779.0","0.1","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","17.36","113.85","502.92","251.46","485.56","389.07","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","6779.0","0.1","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","23.22","113.85","502.92","251.46","479.7","389.07","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","6779.0","0.1","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","29.32","113.85","502.92","251.46","473.6","389.07","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","6779.0","0.09","0.9","0.0","7.25","0.9","6.53","0.0","0.0","0.0","0.0","35.85","113.85","502.92","251.46","467.07","389.07","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","6779.0","0.09","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","42.19","113.85","502.92","251.46","460.73","389.07","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","6779.0","0.09","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","47.99","113.85","502.92","251.46","454.93","389.07","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","6779.0","0.09","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","53.13","113.85","502.92","251.46","449.79","389.07","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","6779.0","0.09","0.9","0.0","5.79","0.9","5.21","0.0","0.0","0.0","0.0","58.34","113.85","502.92","251.46","444.58","389.07","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","6779.0","0.09","0.9","0.0","5.86","0.9","5.27","0.0","0.0","0.0","0.0","63.61","113.85","502.92","251.46","439.31","389.07","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","6779.0","0.09","0.9","0.0","5.93","0.9","5.34","0.0","0.0","0.0","0.0","68.95","113.85","502.92","251.46","433.97","389.07","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","6779.0","0.09","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","74.71","113.85","502.92","251.46","428.21","389.07","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","6779.0","0.09","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","80.74","113.85","502.92","251.46","422.18","389.07","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","6779.0","0.09","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","86.86","113.85","502.92","251.46","416.06","389.07","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","6779.0","0.09","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","92.99","113.85","502.92","251.46","409.93","389.07","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","6779.0","0.09","0.9","0.0","6.87","0.9","6.18","0.0","0.0","0.0","0.0","99.17","113.85","502.92","251.46","403.75","389.07","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","6779.0","0.09","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","104.07","113.85","502.92","251.46","398.85","389.07","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","6779.0","0.09","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","109.07","113.85","502.92","251.46","393.85","389.07","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","6779.0","0.09","0.9","0.0","5.76","0.9","5.18","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","114.26","","","","","","",""
"2015.0","9.0","1.0","244.0","6779.0","0.09","0.9","0.0","5.9","0.9","5.31","0.0","0.0","0.0","0.0","5.31","113.85","502.92","251.46","497.61","389.07","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","6779.0","0.09","0.9","0.0","5.77","0.9","5.19","0.0","0.0","0.0","0.0","10.5","113.85","502.92","251.46","492.42","389.07","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","6779.0","0.09","0.9","0.0","5.25","0.9","4.73","0.0","0.0","0.0","0.0","15.23","113.85","502.92","251.46","487.69","389.07","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","6779.0","0.09","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","20.05","113.85","502.92","251.46","482.87","389.07","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","6779.0","0.09","0.9","0.0","5.84","0.9","5.26","0.0","0.0","0.0","0.0","25.31","113.85","502.92","251.46","477.61","389.07","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","6779.0","0.09","0.9","0.0","5.27","0.9","4.74","0.0","0.0","0.0","0.0","30.05","113.85","502.92","251.46","472.87","389.07","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","6779.0","0.09","0.9","0.0","5.59","0.9","5.03","0.0","0.0","0.0","0.0","35.08","113.85","502.92","251.46","467.84","389.07","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","6779.0","0.09","0.9","0.0","5.46","0.9","4.91","0.0","0.0","0.0","0.0","40.0","113.85","502.92","251.46","462.92","389.07","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","6779.0","0.09","0.9","0.0","6.23","0.9","5.61","0.0","0.0","0.0","0.0","45.6","113.85","502.92","251.46","457.32","389.07","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","6779.0","0.09","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","51.58","113.85","502.92","251.46","451.34","389.07","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","6779.0","0.09","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","57.29","113.85","502.92","251.46","445.64","389.07","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","6779.0","0.09","0.9","0.0","4.82","0.9","4.34","0.0","0.0","0.0","0.0","61.62","113.85","502.92","251.46","441.3","389.07","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","6779.0","0.09","0.9","0.0","5.41","0.9","4.87","0.0","0.0","0.0","0.0","66.49","113.85","502.92","251.46","436.43","389.07","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","6779.0","0.09","0.9","0.0","4.19","0.9","3.77","0.0","0.0","0.0","0.0","70.26","113.85","502.92","251.46","432.66","389.07","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","6779.0","0.09","0.9","0.0","4.58","0.9","4.12","0.0","0.0","0.0","0.0","74.39","113.85","502.92","251.46","428.54","389.07","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","6779.0","0.09","0.9","0.0","3.32","0.9","2.99","0.0","0.0","0.0","0.0","77.37","113.85","502.92","251.46","425.55","389.07","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","6779.0","0.09","0.9","0.0","3.93","0.9","3.54","0.23","0.23","0.0","0.0","80.68","113.85","502.92","251.46","422.24","389.07","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","6779.0","0.08","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","84.76","113.85","502.92","251.46","418.16","389.07","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","6779.0","0.08","0.9","0.0","4.78","0.9","4.3","0.0","0.0","0.0","0.0","89.06","113.85","502.92","251.46","413.86","389.07","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","6779.0","0.08","0.9","0.0","4.79","0.9","4.31","0.0","0.0","0.0","0.0","93.37","113.85","502.92","251.46","409.55","389.07","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","6779.0","0.08","0.9","0.0","5.6","0.9","5.04","0.0","0.0","0.0","0.0","98.41","113.85","502.92","251.46","404.51","389.07","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","6779.0","0.08","0.9","0.0","5.83","0.9","5.25","0.0","0.0","0.0","0.0","103.66","113.85","502.92","251.46","399.26","389.07","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","6779.0","0.08","0.9","0.0","4.62","0.9","4.16","0.0","0.0","0.0","0.0","107.82","113.85","502.92","251.46","395.11","389.07","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","6779.0","0.08","0.9","0.0","4.63","0.9","4.17","0.0","0.0","0.0","0.0","111.98","113.85","502.92","251.46","390.94","389.07","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","6779.0","0.08","0.9","0.0","5.62","0.9","5.06","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","117.04","","","","","","",""
"2015.0","9.0","26.0","269.0","6779.0","0.08","0.9","0.0","5.39","0.9","4.85","0.0","0.0","0.0","0.0","4.85","113.85","502.92","251.46","498.07","389.07","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","6779.0","0.08","0.9","0.0","4.08","0.9","3.67","0.0","0.0","0.0","0.0","8.52","113.85","502.92","251.46","494.4","389.07","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","6779.0","0.08","0.9","0.0","4.73","0.9","4.26","0.0","0.0","0.0","0.0","12.78","113.85","502.92","251.46","490.14","389.07","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","6779.0","0.08","0.9","0.0","4.31","0.9","3.88","0.0","0.0","0.0","0.0","16.66","113.85","502.92","251.46","486.26","389.07","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","6779.0","0.08","0.9","0.0","2.04","0.9","1.84","0.0","0.0","0.0","0.0","18.5","113.85","502.92","251.46","484.43","389.07","0.0","","","","","","",""
