" Daily soil water balance output for Urban Landscape in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","33581.0","0.13","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","12.08","35.15","144.0","72.0","131.92","108.85","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","33581.0","0.13","0.8","0.0","7.05","0.8","5.64","0.0","0.0","0.0","0.0","17.72","35.15","144.0","72.0","126.28","108.85","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","33581.0","0.13","0.8","0.0","7.61","0.8","6.09","0.0","0.0","0.0","0.0","23.81","35.15","144.0","72.0","120.19","108.85","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","33581.0","0.13","0.8","0.0","7.92","0.8","6.34","0.0","0.0","0.0","0.0","30.14","35.15","144.0","72.0","113.86","108.85","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","33581.0","0.12","0.8","0.0","7.19","0.8","5.75","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","35.9","","","","","","",""
"2015.0","7.0","6.0","187.0","33581.0","0.12","0.8","0.0","7.41","0.8","5.93","0.0","0.0","0.0","0.0","5.93","35.15","144.0","72.0","138.07","108.85","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","33581.0","0.12","0.8","0.0","6.84","0.8","5.47","0.0","0.0","0.0","0.0","11.4","35.15","144.0","72.0","132.6","108.85","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","33581.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","16.52","35.15","144.0","72.0","127.48","108.85","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","33581.0","0.12","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","20.55","35.15","144.0","72.0","123.45","108.85","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","33581.0","0.12","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","24.79","35.15","144.0","72.0","119.21","108.85","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","33581.0","0.12","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","29.89","35.15","144.0","72.0","114.11","108.85","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","33581.0","0.12","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","35.04","35.15","144.0","72.0","108.96","108.85","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","33581.0","0.12","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","40.48","","","","","","",""
"2015.0","7.0","14.0","195.0","33581.0","0.12","0.8","0.0","6.39","0.8","5.11","0.0","0.0","0.0","0.0","5.11","35.15","144.0","72.0","138.89","108.85","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","33581.0","0.12","0.8","0.0","6.57","0.8","5.26","0.0","0.0","0.0","0.0","10.37","35.15","144.0","72.0","133.63","108.85","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","33581.0","0.11","0.8","0.0","7.1","0.8","5.68","0.0","0.0","0.0","0.0","16.05","35.15","144.0","72.0","127.95","108.85","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","33581.0","0.11","0.8","0.0","7.27","0.8","5.82","0.0","0.0","0.0","0.0","21.86","35.15","144.0","72.0","122.14","108.85","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","33581.0","0.11","0.8","0.0","7.05","0.8","5.64","0.0","0.0","0.0","0.0","27.5","35.15","144.0","72.0","116.5","108.85","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","33581.0","0.11","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","32.78","35.15","144.0","72.0","111.22","108.85","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","33581.0","0.11","0.8","0.0","7.34","0.8","5.87","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","38.65","","","","","","",""
"2015.0","7.0","21.0","202.0","33581.0","0.11","0.8","0.0","7.25","0.8","5.8","0.0","0.0","0.0","0.0","5.8","35.15","144.0","72.0","138.2","108.85","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","33581.0","0.11","0.8","0.0","6.76","0.8","5.41","0.0","0.0","0.0","0.0","11.21","35.15","144.0","72.0","132.79","108.85","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","33581.0","0.11","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","16.22","35.15","144.0","72.0","127.78","108.85","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","33581.0","0.11","0.8","0.0","6.52","0.8","5.22","0.0","0.0","0.0","0.0","21.44","35.15","144.0","72.0","122.56","108.85","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","33581.0","0.11","0.8","0.0","6.61","0.8","5.29","0.0","0.0","0.0","0.0","26.73","35.15","144.0","72.0","117.27","108.85","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","33581.0","0.11","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","31.88","35.15","144.0","72.0","112.12","108.85","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","33581.0","0.11","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","37.8","","","","","","",""
"2015.0","7.0","28.0","209.0","33581.0","0.11","0.8","0.0","7.6","0.8","6.08","0.0","0.0","0.0","0.0","6.08","35.15","144.0","72.0","137.92","108.85","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","33581.0","0.11","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","12.0","35.15","144.0","72.0","132.0","108.85","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","33581.0","0.1","0.8","0.0","7.62","0.8","6.1","0.0","0.0","0.0","0.0","18.1","35.15","144.0","72.0","125.9","108.85","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","33581.0","0.1","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","23.54","35.15","144.0","72.0","120.46","108.85","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","33581.0","0.1","0.8","0.0","7.01","0.8","5.61","0.0","0.0","0.0","0.0","29.14","35.15","144.0","72.0","114.86","108.85","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","33581.0","0.1","0.8","0.0","6.94","0.8","5.55","0.0","0.0","0.0","0.0","34.7","35.15","144.0","72.0","109.3","108.85","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","33581.0","0.1","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","40.15","","","","","","",""
"2015.0","8.0","4.0","216.0","33581.0","0.1","0.8","0.0","5.18","0.8","4.14","0.0","0.0","0.0","0.0","4.14","35.15","144.0","72.0","139.86","108.85","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","33581.0","0.1","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","8.74","35.15","144.0","72.0","135.26","108.85","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","33581.0","0.1","0.8","0.0","3.84","0.8","3.07","0.0","0.0","0.0","0.0","11.81","35.15","144.0","72.0","132.19","108.85","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","33581.0","0.1","0.8","0.0","6.68","0.8","5.34","0.28","0.28","0.0","0.0","16.87","35.15","144.0","72.0","127.13","108.85","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","33581.0","0.1","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","21.71","35.15","144.0","72.0","122.29","108.85","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","33581.0","0.1","0.8","0.0","6.56","0.8","5.25","0.0","0.0","0.0","0.0","26.96","35.15","144.0","72.0","117.04","108.85","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","33581.0","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","32.22","35.15","144.0","72.0","111.78","108.85","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","33581.0","0.1","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","37.43","","","","","","",""
"2015.0","8.0","12.0","224.0","33581.0","0.1","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","5.12","35.15","144.0","72.0","138.88","108.85","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","33581.0","0.1","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","10.39","35.15","144.0","72.0","133.61","108.85","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","33581.0","0.1","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","15.52","35.15","144.0","72.0","128.48","108.85","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","33581.0","0.1","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","20.83","35.15","144.0","72.0","123.17","108.85","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","33581.0","0.1","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","26.26","35.15","144.0","72.0","117.74","108.85","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","33581.0","0.1","0.8","0.0","7.17","0.8","5.74","0.0","0.0","0.0","0.0","32.0","35.15","144.0","72.0","112.0","108.85","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","33581.0","0.1","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","37.52","","","","","","",""
"2015.0","8.0","19.0","231.0","33581.0","0.09","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","5.04","35.15","144.0","72.0","138.96","108.85","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","33581.0","0.09","0.8","0.0","5.73","0.8","4.58","0.0","0.0","0.0","0.0","9.62","35.15","144.0","72.0","134.38","108.85","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","33581.0","0.09","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","14.22","35.15","144.0","72.0","129.78","108.85","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","33581.0","0.09","0.8","0.0","5.73","0.8","4.58","0.0","0.0","0.0","0.0","18.8","35.15","144.0","72.0","125.2","108.85","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","33581.0","0.09","0.8","0.0","5.93","0.8","4.74","0.0","0.0","0.0","0.0","23.54","35.15","144.0","72.0","120.46","108.85","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","33581.0","0.09","0.8","0.0","6.34","0.8","5.07","0.0","0.0","0.0","0.0","28.62","35.15","144.0","72.0","115.38","108.85","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","33581.0","0.09","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","33.93","35.15","144.0","72.0","110.07","108.85","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","33581.0","0.09","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","39.38","","","","","","",""
"2015.0","8.0","27.0","239.0","33581.0","0.09","0.8","0.0","7.07","0.8","5.66","0.02","0.02","0.0","0.0","5.64","35.15","144.0","72.0","138.36","108.85","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","33581.0","0.09","0.8","0.0","6.97","0.8","5.58","0.0","0.0","0.0","0.0","11.21","35.15","144.0","72.0","132.79","108.85","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","33581.0","0.09","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","15.66","35.15","144.0","72.0","128.34","108.85","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","33581.0","0.09","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","20.25","35.15","144.0","72.0","123.75","108.85","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","33581.0","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","24.81","35.15","144.0","72.0","119.19","108.85","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","33581.0","0.09","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","29.36","35.15","144.0","72.0","114.64","108.85","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","33581.0","0.09","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","33.79","35.15","144.0","72.0","110.21","108.85","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","33581.0","0.09","0.8","0.0","5.27","0.8","4.22","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","38.0","","","","","","",""
"2015.0","9.0","4.0","247.0","33581.0","0.09","0.8","0.0","5.29","0.8","4.23","0.0","0.0","0.0","0.0","4.23","35.15","144.0","72.0","139.77","108.85","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","33581.0","0.09","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","8.7","35.15","144.0","72.0","135.3","108.85","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","33581.0","0.09","0.8","0.0","5.17","0.8","4.14","0.0","0.0","0.0","0.0","12.83","35.15","144.0","72.0","131.17","108.85","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","33581.0","0.09","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","17.19","35.15","144.0","72.0","126.81","108.85","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","33581.0","0.09","0.8","0.0","5.6","0.8","4.48","0.0","0.0","0.0","0.0","21.67","35.15","144.0","72.0","122.33","108.85","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","33581.0","0.09","0.8","0.0","6.36","0.8","5.09","0.0","0.0","0.0","0.0","26.76","35.15","144.0","72.0","117.24","108.85","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","33581.0","0.09","0.8","0.0","6.71","0.8","5.37","0.0","0.0","0.0","0.0","32.13","35.15","144.0","72.0","111.87","108.85","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","33581.0","0.09","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","37.09","","","","","","",""
"2015.0","9.0","12.0","255.0","33581.0","0.09","0.8","0.0","4.33","0.8","3.46","0.0","0.0","0.0","0.0","3.46","35.15","144.0","72.0","140.54","108.85","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","33581.0","0.09","0.8","0.0","5.05","0.8","4.04","0.0","0.0","0.0","0.0","7.5","35.15","144.0","72.0","136.5","108.85","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","33581.0","0.09","0.8","0.0","3.92","0.8","3.14","0.0","0.0","0.0","0.0","10.64","35.15","144.0","72.0","133.36","108.85","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","33581.0","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","14.43","35.15","144.0","72.0","129.57","108.85","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","33581.0","0.09","0.8","0.0","3.96","0.8","3.17","0.0","0.0","0.0","0.0","17.6","35.15","144.0","72.0","126.4","108.85","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","33581.0","0.09","0.8","0.0","4.02","0.8","3.22","0.0","0.0","0.0","0.0","20.82","35.15","144.0","72.0","123.18","108.85","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","33581.0","0.09","0.8","0.0","4.69","0.8","3.75","0.0","0.0","0.0","0.0","24.57","35.15","144.0","72.0","119.43","108.85","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","33581.0","0.09","0.8","0.0","4.72","0.8","3.78","0.0","0.0","0.0","0.0","28.34","35.15","144.0","72.0","115.66","108.85","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","33581.0","0.09","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","32.25","35.15","144.0","72.0","111.75","108.85","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","33581.0","0.09","0.8","0.0","5.65","0.8","4.52","0.0","0.0","0.0","0.0","0.0","35.15","144.0","72.0","144.0","108.85","36.77","","","","","","",""
"2015.0","9.0","22.0","265.0","33581.0","0.08","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","4.45","35.15","144.0","72.0","139.55","108.85","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","33581.0","0.08","0.8","0.0","4.77","0.8","3.82","0.0","0.0","0.0","0.0","8.26","35.15","144.0","72.0","135.74","108.85","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","33581.0","0.08","0.8","0.0","4.64","0.8","3.71","0.0","0.0","0.0","0.0","11.98","35.15","144.0","72.0","132.02","108.85","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","33581.0","0.08","0.8","0.0","5.61","0.8","4.49","0.0","0.0","0.0","0.0","16.46","35.15","144.0","72.0","127.54","108.85","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","33581.0","0.08","0.8","0.0","5.61","0.8","4.49","0.0","0.0","0.0","0.0","20.95","35.15","144.0","72.0","123.05","108.85","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","33581.0","0.08","0.8","0.0","3.95","0.8","3.16","0.0","0.0","0.0","0.0","24.11","35.15","144.0","72.0","119.89","108.85","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","33581.0","0.08","0.8","0.0","4.29","0.8","3.43","0.0","0.0","0.0","0.0","27.54","35.15","144.0","72.0","116.46","108.85","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","33581.0","0.08","0.8","0.0","3.68","0.8","2.94","0.0","0.0","0.0","0.0","30.49","35.15","144.0","72.0","113.51","108.85","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","33581.0","0.08","0.8","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","32.25","35.15","144.0","72.0","111.75","108.85","0.0","","","","","","",""
