" Daily soil water balance output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","2938.0","0.14","0.82","0.0","7.98","0.82","6.54","0.0","0.0","0.0","0.0","32.02","49.38","197.51","98.76","165.49","148.13","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","2938.0","0.14","0.8","0.0","8.25","0.8","6.6","0.0","0.0","0.0","0.0","38.62","49.38","197.51","98.76","158.89","148.13","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","2938.0","0.13","0.78","0.0","6.76","0.78","5.27","0.0","0.0","0.0","0.0","43.9","49.38","197.51","98.76","153.61","148.13","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2938.0","0.13","0.76","0.0","7.21","0.76","5.48","0.0","0.0","0.0","0.0","49.38","49.38","197.51","98.76","148.14","148.13","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2938.0","0.13","0.74","0.0","7.58","0.74","5.61","0.0","0.0","0.0","0.0","0.0","49.38","197.51","98.76","197.51","148.13","54.98","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2938.0","0.13","0.72","0.0","7.7","0.72","5.54","0.0","0.0","0.0","0.0","5.54","49.38","197.51","98.76","191.97","148.13","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2938.0","0.13","0.7","0.0","7.4","0.7","5.18","0.0","0.0","0.0","0.0","10.72","49.38","197.51","98.76","186.79","148.13","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2938.0","0.13","0.0","0.0","7.05","0.13","0.9","0.0","0.0","0.0","0.0","11.62","24.3","197.51","98.76","185.89","173.21","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2938.0","0.13","0.0","0.0","7.61","0.13","0.96","0.0","0.0","0.0","0.0","12.58","24.3","197.51","98.76","184.93","173.21","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2938.0","0.13","0.0","0.0","7.92","0.13","0.99","0.0","0.0","0.0","0.0","13.57","24.3","197.51","98.76","183.94","173.21","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2938.0","0.12","0.0","0.0","7.19","0.12","0.89","0.0","0.0","0.0","0.0","14.47","24.3","197.51","98.76","183.04","173.21","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2938.0","0.12","0.0","0.0","7.41","0.12","0.91","0.0","0.0","0.0","0.0","15.38","24.3","197.51","98.76","182.13","173.21","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2938.0","0.12","0.0","0.0","6.84","0.12","0.83","0.0","0.0","0.0","0.0","16.21","24.3","197.51","98.76","181.3","173.21","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2938.0","0.12","0.0","0.0","6.4","0.12","0.77","0.0","0.0","0.0","0.0","16.98","24.3","197.51","98.76","180.53","173.21","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2938.0","0.12","0.0","0.0","5.04","0.12","0.61","0.0","0.0","0.0","0.0","17.59","24.3","197.51","98.76","179.92","173.21","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2938.0","0.12","0.0","0.0","5.3","0.12","0.63","0.0","0.0","0.0","0.0","18.22","24.3","197.51","98.76","179.29","173.21","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2938.0","0.12","0.0","0.0","6.37","0.12","0.76","0.0","0.0","0.0","0.0","18.98","24.3","197.51","98.76","178.53","173.21","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2938.0","0.12","0.0","0.0","6.44","0.12","0.76","0.0","0.0","0.0","0.0","19.74","24.3","197.51","98.76","177.77","173.21","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2938.0","0.12","0.0","0.0","6.8","0.12","0.8","0.0","0.0","0.0","0.0","20.54","24.3","197.51","98.76","176.97","173.21","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2938.0","0.12","0.0","0.0","6.39","0.12","0.74","0.0","0.0","0.0","0.0","21.28","24.3","197.51","98.76","176.23","173.21","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2938.0","0.12","0.0","0.0","6.57","0.12","0.76","0.0","0.0","0.0","0.0","22.04","24.3","197.51","98.76","175.47","173.21","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2938.0","0.11","0.0","0.0","7.1","0.11","0.81","0.0","0.0","0.0","0.0","22.86","24.3","197.51","98.76","174.65","173.21","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2938.0","0.11","0.0","0.0","7.27","0.11","0.83","0.0","0.0","0.0","0.0","23.68","24.3","197.51","98.76","173.83","173.21","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2938.0","0.11","0.0","0.0","7.05","0.11","0.8","0.0","0.0","0.0","0.0","24.48","24.3","197.51","98.76","173.03","173.21","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2938.0","0.11","0.0","0.0","6.59","0.11","0.74","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2938.0","0.11","0.0","0.0","7.34","0.11","0.82","0.0","0.0","0.0","0.0","25.12","24.3","197.51","98.76","172.39","173.21","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2938.0","0.11","0.0","0.0","7.25","0.11","0.8","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2938.0","0.11","0.0","0.0","6.76","0.11","0.74","0.0","0.0","0.0","0.0","25.04","24.3","197.51","98.76","172.47","173.21","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2938.0","0.11","0.0","0.0","6.27","0.11","0.69","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2938.0","0.11","0.0","0.0","6.52","0.11","0.71","0.0","0.0","0.0","0.0","25.01","24.3","197.51","98.76","172.5","173.21","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2938.0","0.11","0.0","0.0","6.61","0.11","0.71","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2938.0","0.11","0.0","0.0","6.44","0.11","0.69","0.0","0.0","0.0","0.0","24.99","24.3","197.51","98.76","172.52","173.21","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2938.0","0.11","0.0","0.0","7.4","0.11","0.79","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2938.0","0.11","0.0","0.0","7.6","0.11","0.81","0.0","0.0","0.0","0.0","25.11","24.3","197.51","98.76","172.4","173.21","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2938.0","0.11","0.0","0.0","7.4","0.11","0.78","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2938.0","0.1","0.0","0.0","7.62","0.1","0.8","0.0","0.0","0.0","0.0","25.1","24.3","197.51","98.76","172.41","173.21","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2938.0","0.1","0.0","0.0","6.8","0.1","0.71","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2938.0","0.1","0.0","0.0","7.01","0.1","0.73","0.0","0.0","0.0","0.0","25.03","24.3","197.51","98.76","172.49","173.21","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2938.0","0.1","0.0","0.0","6.94","0.1","0.71","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2938.0","0.1","0.0","0.0","6.82","0.1","0.7","0.0","0.0","0.0","0.0","25.0","24.3","197.51","98.76","172.51","173.21","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2938.0","0.1","0.0","0.0","5.18","0.1","0.53","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2938.0","0.1","0.0","0.0","5.74","0.1","0.58","0.0","0.0","0.0","0.0","24.88","24.3","197.51","98.76","172.63","173.21","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2938.0","0.1","0.0","0.0","3.84","0.1","0.39","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2938.0","0.1","0.0","0.0","6.68","0.1","0.67","0.28","0.28","0.0","0.0","24.69","24.3","197.51","98.76","172.82","173.21","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2938.0","0.1","0.0","0.0","6.05","0.1","0.61","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2938.0","0.1","0.0","0.0","6.56","0.1","0.65","0.0","0.0","0.0","0.0","24.95","24.3","197.51","98.76","172.56","173.21","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2938.0","0.1","0.0","0.0","6.58","0.1","0.65","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2938.0","0.1","0.0","0.0","6.51","0.1","0.64","0.0","0.0","0.0","0.0","24.94","24.3","197.51","98.76","172.57","173.21","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2938.0","0.1","0.0","0.0","6.4","0.1","0.63","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2938.0","0.1","0.0","0.0","6.59","0.1","0.64","0.0","0.0","0.0","0.0","24.94","24.3","197.51","98.76","172.57","173.21","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2938.0","0.1","0.0","0.0","6.41","0.1","0.62","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2938.0","0.1","0.0","0.0","6.64","0.1","0.64","0.0","0.0","0.0","0.0","24.94","24.3","197.51","98.76","172.57","173.21","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2938.0","0.1","0.0","0.0","6.79","0.1","0.65","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2938.0","0.1","0.0","0.0","7.17","0.1","0.69","0.0","0.0","0.0","0.0","24.99","24.3","197.51","98.76","172.52","173.21","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2938.0","0.1","0.0","0.0","6.9","0.1","0.66","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2938.0","0.09","0.0","0.0","6.3","0.09","0.6","0.0","0.0","0.0","0.0","24.9","24.3","197.51","98.76","172.61","173.21","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2938.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2938.0","0.09","0.0","0.0","5.74","0.09","0.54","0.0","0.0","0.0","0.0","24.84","24.3","197.51","98.76","172.67","173.21","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2938.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2938.0","0.09","0.0","0.0","5.93","0.09","0.55","0.0","0.0","0.0","0.0","24.85","24.3","197.51","98.76","172.66","173.21","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2938.0","0.09","0.0","0.0","6.34","0.09","0.59","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2938.0","0.09","0.0","0.0","6.64","0.09","0.62","0.0","0.0","0.0","0.0","24.92","24.3","197.51","98.76","172.59","173.21","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2938.0","0.09","0.0","0.0","6.81","0.09","0.63","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2938.0","0.09","0.0","0.0","7.07","0.09","0.65","0.02","0.02","0.0","0.0","24.93","24.3","197.51","98.76","172.58","173.21","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2938.0","0.09","0.0","0.0","6.97","0.09","0.64","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2938.0","0.09","0.0","0.0","5.56","0.09","0.51","0.0","0.0","0.0","0.0","24.81","24.3","197.51","98.76","172.7","173.21","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2938.0","0.09","0.0","0.0","5.74","0.09","0.52","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2938.0","0.09","0.0","0.0","5.7","0.09","0.52","0.0","0.0","0.0","0.0","24.82","24.3","197.51","98.76","172.69","173.21","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2938.0","0.09","0.0","0.0","5.68","0.09","0.51","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2938.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","24.8","24.3","197.51","98.76","172.71","173.21","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2938.0","0.09","0.0","0.0","5.27","0.09","0.47","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2938.0","0.09","0.0","0.0","5.29","0.09","0.47","0.0","0.0","0.0","0.0","24.77","24.3","197.51","98.76","172.74","173.21","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2938.0","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2938.0","0.09","0.0","0.0","5.17","0.09","0.46","0.0","0.0","0.0","0.0","24.76","24.3","197.51","98.76","172.75","173.21","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2938.0","0.09","0.0","0.0","5.45","0.09","0.48","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2938.0","0.09","0.0","0.0","5.6","0.09","0.49","0.0","0.0","0.0","0.0","24.79","24.3","197.51","98.76","172.72","173.21","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2938.0","0.09","0.0","0.0","6.36","0.09","0.56","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2938.0","0.09","0.0","0.0","6.71","0.09","0.59","0.0","0.0","0.0","0.0","24.89","24.3","197.51","98.76","172.62","173.21","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2938.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2938.0","0.09","0.0","0.0","4.33","0.09","0.38","0.0","0.0","0.0","0.0","24.68","24.3","197.51","98.76","172.83","173.21","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2938.0","0.09","0.0","0.0","5.05","0.09","0.44","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2938.0","0.09","0.0","0.0","3.92","0.09","0.34","0.0","0.0","0.0","0.0","24.64","24.3","197.51","98.76","172.87","173.21","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2938.0","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2938.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","24.64","24.3","197.51","98.76","172.87","173.21","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2938.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2938.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","197.51","98.76","172.81","173.21","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2938.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2938.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","24.72","24.3","197.51","98.76","172.79","173.21","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2938.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2938.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","197.51","98.76","172.74","173.21","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2938.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2938.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","24.69","24.3","197.51","98.76","172.82","173.21","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2938.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2938.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","24.77","24.3","197.51","98.76","172.74","173.21","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2938.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2938.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","24.66","24.3","197.51","98.76","172.85","173.21","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2938.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2938.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","24.48","24.3","197.51","98.76","173.03","173.21","0.0","","","","","","","","",""
