" Daily soil water balance output for Citrus & Subtropical in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Citrus & Subtropical in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","2.0","0.12","0.91","0.0","8.01","0.91","7.26","0.0","0.0","0.0","0.0","7.26","94.13","416.97","208.48","409.71","322.83","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","2.0","0.12","0.91","0.0","7.28","0.91","6.6","0.0","0.0","0.0","0.0","13.85","94.13","416.97","208.48","403.11","322.83","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","2.0","0.12","0.91","0.0","7.4","0.91","6.7","0.0","0.0","0.0","0.0","20.56","94.13","416.97","208.48","396.41","322.83","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","2.0","0.12","0.91","0.0","6.93","0.91","6.28","0.0","0.0","0.0","0.0","26.84","94.13","416.97","208.48","390.13","322.83","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","2.0","0.12","0.91","0.0","6.35","0.91","5.75","0.0","0.0","0.0","0.0","32.59","94.13","416.97","208.48","384.38","322.83","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","2.0","0.12","0.91","0.0","4.42","0.91","4.0","0.0","0.0","0.0","0.0","36.59","94.13","416.97","208.48","380.37","322.83","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","2.0","0.12","0.91","0.0","5.2","0.91","4.71","0.0","0.0","0.0","0.0","41.3","94.13","416.97","208.48","375.66","322.83","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","2.0","0.12","0.91","0.0","6.4","0.91","5.8","0.0","0.0","0.0","0.0","47.1","94.13","416.97","208.48","369.86","322.83","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","2.0","0.12","0.91","0.0","6.48","0.91","5.87","0.0","0.0","0.0","0.0","52.97","94.13","416.97","208.48","363.99","322.83","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","2.0","0.12","0.91","0.0","6.7","0.91","6.07","0.0","0.0","0.0","0.0","59.04","94.13","416.97","208.48","357.92","322.83","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","2.0","0.12","0.91","0.0","6.5","0.91","5.89","0.0","0.0","0.0","0.0","64.93","94.13","416.97","208.48","352.03","322.83","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","2.0","0.12","0.91","0.0","6.67","0.91","6.04","0.0","0.0","0.0","0.0","70.98","94.13","416.97","208.48","345.99","322.83","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","2.0","0.11","0.91","0.0","7.18","0.91","6.51","0.0","0.0","0.0","0.0","77.48","94.13","416.97","208.48","339.49","322.83","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","2.0","0.11","0.91","0.0","7.37","0.91","6.68","0.0","0.0","0.0","0.0","84.16","94.13","416.97","208.48","332.81","322.83","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","2.0","0.11","0.91","0.0","7.3","0.91","6.61","0.0","0.0","0.0","0.0","90.77","94.13","416.97","208.48","326.19","322.83","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","2.0","0.11","0.91","0.0","6.82","0.91","6.18","0.0","0.0","0.0","0.0","0.0","94.13","416.97","208.48","416.97","322.83","96.95","","","","","","",""
"2015.0","7.0","20.0","201.0","2.0","0.11","0.91","0.0","7.38","0.91","6.69","0.0","0.0","0.0","0.0","6.69","94.13","416.97","208.48","410.28","322.83","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","2.0","0.11","0.91","0.0","7.36","0.91","6.67","0.0","0.0","0.0","0.0","13.35","94.13","416.97","208.48","403.61","322.83","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","2.0","0.11","0.91","0.0","6.92","0.91","6.27","0.0","0.0","0.0","0.0","19.62","94.13","416.97","208.48","397.34","322.83","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","2.0","0.11","0.91","0.0","6.25","0.91","5.66","0.0","0.0","0.0","0.0","25.29","94.13","416.97","208.48","391.68","322.83","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","2.0","0.11","0.91","0.0","6.45","0.91","5.84","0.0","0.0","0.0","0.0","31.13","94.13","416.97","208.48","385.84","322.83","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","2.0","0.11","0.91","0.0","6.55","0.91","5.93","0.0","0.0","0.0","0.0","37.06","94.13","416.97","208.48","379.9","322.83","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","2.0","0.11","0.91","0.0","6.49","0.91","5.88","0.0","0.0","0.0","0.0","42.94","94.13","416.97","208.48","374.02","322.83","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","2.0","0.11","0.91","0.0","7.47","0.91","6.77","0.0","0.0","0.0","0.0","49.71","94.13","416.97","208.48","367.25","322.83","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","2.0","0.11","0.91","0.0","7.77","0.91","7.04","0.0","0.0","0.0","0.0","56.75","94.13","416.97","208.48","360.21","322.83","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","2.0","0.1","0.91","0.0","7.5","0.91","6.8","0.0","0.0","0.0","0.0","63.55","94.13","416.97","208.48","353.42","322.83","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","2.0","0.1","0.91","0.0","7.84","0.91","7.1","0.0","0.0","0.0","0.0","70.65","94.13","416.97","208.48","346.32","322.83","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","2.0","0.1","0.91","0.0","6.75","0.91","6.12","0.0","0.0","0.0","0.0","76.77","94.13","416.97","208.48","340.2","322.83","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","2.0","0.1","0.91","0.0","7.04","0.91","6.38","0.0","0.0","0.0","0.0","83.14","94.13","416.97","208.48","333.82","322.83","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","2.0","0.1","0.91","0.0","6.93","0.91","6.28","0.0","0.0","0.0","0.0","89.42","94.13","416.97","208.48","327.54","322.83","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","2.0","0.1","0.91","0.0","6.91","0.91","6.26","0.0","0.0","0.0","0.0","0.0","94.13","416.97","208.48","416.97","322.83","95.68","","","","","","",""
"2015.0","8.0","4.0","216.0","2.0","0.1","0.91","0.0","5.01","0.91","4.54","0.0","0.0","0.0","0.0","4.54","94.13","416.97","208.48","412.43","322.83","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","2.0","0.1","0.91","0.0","5.82","0.91","5.27","0.0","0.0","0.0","0.0","9.81","94.13","416.97","208.48","407.15","322.83","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","2.0","0.1","0.91","0.0","4.19","0.91","3.8","0.0","0.0","0.0","0.0","13.61","94.13","416.97","208.48","403.36","322.83","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","2.0","0.1","0.91","0.0","6.78","0.91","6.14","0.0","0.0","0.0","0.0","19.75","94.13","416.97","208.48","397.22","322.83","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","2.0","0.1","0.91","0.0","6.09","0.91","5.52","0.0","0.0","0.0","0.0","25.27","94.13","416.97","208.48","391.7","322.83","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","2.0","0.1","0.91","0.0","6.64","0.91","6.02","0.0","0.0","0.0","0.0","31.28","94.13","416.97","208.48","385.68","322.83","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","2.0","0.1","0.91","0.0","6.66","0.91","6.03","0.0","0.0","0.0","0.0","37.32","94.13","416.97","208.48","379.65","322.83","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","2.0","0.1","0.91","0.0","6.52","0.91","5.91","0.0","0.0","0.0","0.0","43.23","94.13","416.97","208.48","373.74","322.83","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","2.0","0.1","0.91","0.0","6.43","0.91","5.83","0.0","0.0","0.0","0.0","49.05","94.13","416.97","208.48","367.92","322.83","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","2.0","0.1","0.91","0.0","6.58","0.91","5.96","0.0","0.0","0.0","0.0","55.01","94.13","416.97","208.48","361.95","322.83","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","2.0","0.1","0.91","0.0","6.27","0.91","5.68","0.0","0.0","0.0","0.0","60.69","94.13","416.97","208.48","356.27","322.83","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","2.0","0.1","0.91","0.0","6.53","0.91","5.92","0.0","0.0","0.0","0.0","66.61","94.13","416.97","208.48","350.36","322.83","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","2.0","0.1","0.91","0.0","6.74","0.91","6.11","0.0","0.0","0.0","0.0","72.72","94.13","416.97","208.48","344.25","322.83","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","2.0","0.1","0.91","0.0","7.21","0.91","6.53","0.0","0.0","0.0","0.0","79.25","94.13","416.97","208.48","337.72","322.83","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","2.0","0.09","0.91","0.0","6.94","0.91","6.29","0.0","0.0","0.0","0.0","85.54","94.13","416.97","208.48","331.43","322.83","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","2.0","0.09","0.91","0.0","6.33","0.91","5.73","0.0","0.0","0.0","0.0","91.27","94.13","416.97","208.48","325.7","322.83","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","2.0","0.09","0.91","0.0","5.68","0.91","5.15","0.0","0.0","0.0","0.0","0.0","94.13","416.97","208.48","416.97","322.83","96.42","","","","","","",""
"2015.0","8.0","21.0","233.0","2.0","0.09","0.91","0.0","5.73","0.91","5.19","0.0","0.0","0.0","0.0","5.19","94.13","416.97","208.48","411.78","322.83","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","2.0","0.09","0.91","0.0","5.78","0.91","5.24","0.0","0.0","0.0","0.0","10.43","94.13","416.97","208.48","406.54","322.83","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","2.0","0.09","0.91","0.0","5.88","0.91","5.33","0.0","0.0","0.0","0.0","15.76","94.13","416.97","208.48","401.21","322.83","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","2.0","0.09","0.91","0.0","6.35","0.91","5.75","0.0","0.0","0.0","0.0","21.51","94.13","416.97","208.48","395.46","322.83","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","2.0","0.09","0.91","0.0","6.65","0.91","6.02","0.0","0.0","0.0","0.0","27.53","94.13","416.97","208.48","389.43","322.83","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","2.0","0.09","0.91","0.0","6.78","0.91","6.14","0.0","0.0","0.0","0.0","33.68","94.13","416.97","208.48","383.29","322.83","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","2.0","0.09","0.91","0.0","6.93","0.91","6.28","0.0","0.0","0.0","0.0","39.95","94.13","416.97","208.48","377.01","322.83","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","2.0","0.09","0.91","0.0","6.87","0.91","6.22","0.0","0.0","0.0","0.0","46.18","94.13","416.97","208.48","370.79","322.83","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","2.0","0.09","0.91","0.0","5.34","0.91","4.84","0.0","0.0","0.0","0.0","51.02","94.13","416.97","208.48","365.95","322.83","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","2.0","0.09","0.91","0.0","5.64","0.91","5.11","0.0","0.0","0.0","0.0","56.13","94.13","416.97","208.48","360.84","322.83","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","2.0","0.09","0.91","0.0","5.74","0.91","5.2","0.0","0.0","0.0","0.0","61.33","94.13","416.97","208.48","355.64","322.83","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","2.0","0.09","0.91","0.0","5.75","0.91","5.21","0.0","0.0","0.0","0.0","66.54","94.13","416.97","208.48","350.43","322.83","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","2.0","0.09","0.91","0.0","5.63","0.91","5.1","0.0","0.0","0.0","0.0","71.64","94.13","416.97","208.48","345.33","322.83","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","2.0","0.09","0.91","0.0","5.25","0.91","4.76","0.0","0.0","0.0","0.0","76.39","94.13","416.97","208.48","340.57","322.83","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","2.0","0.09","0.91","0.0","5.32","0.91","4.82","0.0","0.0","0.0","0.0","81.21","94.13","416.97","208.48","335.75","322.83","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","2.0","0.09","0.91","0.0","5.71","0.91","5.17","0.0","0.0","0.0","0.0","86.39","94.13","416.97","208.48","330.58","322.83","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","2.0","0.09","0.91","0.0","5.22","0.91","4.73","0.0","0.0","0.0","0.0","91.12","94.13","416.97","208.48","325.85","322.83","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","2.0","0.09","0.91","0.0","5.51","0.91","4.99","0.0","0.0","0.0","0.0","0.0","94.13","416.97","208.48","416.97","322.83","96.11","","","","","","",""
"2015.0","9.0","8.0","251.0","2.0","0.09","0.91","0.0","5.49","0.91","4.97","0.0","0.0","0.0","0.0","4.97","94.13","416.97","208.48","411.99","322.83","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","2.0","0.09","0.91","0.0","6.25","0.91","5.66","0.0","0.0","0.0","0.0","10.64","94.13","416.97","208.48","406.33","322.83","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","2.0","0.09","0.91","0.0","6.63","0.91","6.01","0.0","0.0","0.0","0.0","16.64","94.13","416.97","208.48","400.32","322.83","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","2.0","0.09","0.91","0.0","6.3","0.91","5.71","0.0","0.0","0.0","0.0","22.35","94.13","416.97","208.48","394.62","322.83","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","2.0","0.09","0.91","0.0","4.61","0.91","4.18","0.0","0.0","0.0","0.0","26.53","94.13","416.97","208.48","390.44","322.83","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","2.0","0.09","0.91","0.0","5.3","0.91","4.8","0.0","0.0","0.0","0.0","31.33","94.13","416.97","208.48","385.64","322.83","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","2.0","0.09","0.91","0.0","4.07","0.91","3.69","0.0","0.0","0.0","0.0","35.02","94.13","416.97","208.48","381.95","322.83","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","2.0","0.09","0.91","0.0","4.66","0.91","4.22","0.0","0.0","0.0","0.0","39.24","94.13","416.97","208.48","377.73","322.83","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","2.0","0.09","0.91","0.0","3.58","0.91","3.24","0.0","0.0","0.0","0.0","42.48","94.13","416.97","208.48","374.48","322.83","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","2.0","0.09","0.91","0.0","3.96","0.91","3.59","0.0","0.0","0.0","0.0","46.07","94.13","416.97","208.48","370.9","322.83","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","2.0","0.09","0.91","0.0","4.57","0.91","4.14","0.0","0.0","0.0","0.0","50.21","94.13","416.97","208.48","366.76","322.83","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","2.0","0.09","0.91","0.0","4.73","0.91","4.29","0.0","0.0","0.0","0.0","54.5","94.13","416.97","208.48","362.47","322.83","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","2.0","0.09","0.91","0.0","4.79","0.91","4.34","0.0","0.0","0.0","0.0","58.84","94.13","416.97","208.48","358.13","322.83","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","2.0","0.08","0.91","0.0","5.59","0.91","5.06","0.0","0.0","0.0","0.0","63.9","94.13","416.97","208.48","353.07","322.83","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","2.0","0.08","0.91","0.0","5.63","0.91","5.1","0.0","0.0","0.0","0.0","69.0","94.13","416.97","208.48","347.97","322.83","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","2.0","0.08","0.91","0.0","4.66","0.91","4.22","0.0","0.0","0.0","0.0","73.22","94.13","416.97","208.48","343.74","322.83","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","2.0","0.08","0.91","0.0","4.62","0.91","4.19","0.0","0.0","0.0","0.0","77.41","94.13","416.97","208.48","339.56","322.83","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","2.0","0.08","0.91","0.0","5.64","0.91","5.11","0.0","0.0","0.0","0.0","82.52","94.13","416.97","208.48","334.45","322.83","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","2.0","0.08","0.91","0.0","5.48","0.91","4.96","0.0","0.0","0.0","0.0","87.48","94.13","416.97","208.48","329.48","322.83","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","2.0","0.08","0.91","0.0","3.94","0.91","3.57","0.0","0.0","0.0","0.0","91.05","94.13","416.97","208.48","325.91","322.83","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","2.0","0.08","0.91","0.0","4.53","0.91","4.1","0.0","0.0","0.0","0.0","0.0","94.13","416.97","208.48","416.97","322.83","95.16","","","","","","",""
"2015.0","9.0","29.0","272.0","2.0","0.08","0.91","0.0","4.04","0.91","3.66","0.0","0.0","0.0","0.0","3.66","94.13","416.97","208.48","413.31","322.83","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","2.0","0.08","0.91","0.0","2.06","0.91","1.87","0.0","0.0","0.0","0.0","5.53","94.13","416.97","208.48","411.44","322.83","0.0","","","","","","",""
