" Daily soil water balance output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","13425.0","0.14","0.76","0.0","7.72","0.76","5.86","0.0","0.0","0.0","0.0","57.42","86.64","435.25","217.63","377.84","348.61","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","13425.0","0.14","0.78","0.0","7.92","0.78","6.19","0.0","0.0","0.0","0.0","63.61","86.64","435.25","217.63","371.65","348.61","0.0","","","","","","","","",""
"2015.0","6.0","27.0","178.0","13425.0","0.14","0.8","0.0","6.22","0.8","5.0","0.0","0.0","0.0","0.0","68.61","86.64","435.25","217.63","366.65","348.61","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","13425.0","0.14","0.83","0.0","6.84","0.83","5.65","0.0","0.0","0.0","0.0","74.26","86.64","435.25","217.63","360.99","348.61","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","13425.0","0.13","0.85","0.0","7.27","0.85","6.17","0.0","0.0","0.0","0.0","80.43","86.64","435.25","217.63","354.83","348.61","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","13425.0","0.13","0.87","0.0","7.45","0.87","6.49","0.0","0.0","0.0","0.0","0.0","86.64","435.25","217.63","435.25","348.61","86.92","","","","","","","","",""
"2015.0","7.0","1.0","182.0","13425.0","0.13","0.89","0.0","7.25","0.89","6.48","0.0","0.0","0.0","0.0","6.48","86.64","435.25","217.63","428.78","348.61","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","13425.0","0.13","0.92","0.0","6.75","0.92","6.18","0.0","0.0","0.0","0.0","12.66","86.64","435.25","217.63","422.6","348.61","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","13425.0","0.13","0.94","0.0","7.24","0.94","6.79","0.0","0.0","0.0","0.0","19.45","86.64","435.25","217.63","415.8","348.61","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","13425.0","0.13","0.96","0.0","7.49","0.96","7.19","0.0","0.0","0.0","0.0","26.65","86.64","435.25","217.63","408.61","348.61","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","13425.0","0.13","0.98","0.0","6.81","0.98","6.69","0.0","0.0","0.0","0.0","33.34","86.64","435.25","217.63","401.92","348.61","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","13425.0","0.13","1.01","0.0","7.06","1.01","7.1","0.0","0.0","0.0","0.0","40.44","86.64","435.25","217.63","394.82","348.61","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","13425.0","0.12","1.03","0.0","6.43","1.03","6.61","0.0","0.0","0.0","0.0","47.04","86.64","435.25","217.63","388.21","348.61","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","13425.0","0.12","1.05","0.0","6.11","1.05","6.42","0.0","0.0","0.0","0.0","53.46","86.64","435.25","217.63","381.8","348.61","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","13425.0","0.12","1.05","0.0","4.59","1.05","4.82","0.0","0.0","0.0","0.0","58.28","86.64","435.25","217.63","376.98","348.61","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","13425.0","0.12","1.05","0.0","5.12","1.05","5.38","0.0","0.0","0.0","0.0","63.65","86.64","435.25","217.63","371.6","348.61","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","13425.0","0.12","1.05","0.0","6.16","1.05","6.47","0.0","0.0","0.0","0.0","70.12","86.64","435.25","217.63","365.13","348.61","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","13425.0","0.12","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","76.69","86.64","435.25","217.63","358.57","348.61","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","13425.0","0.12","1.05","0.0","6.5","1.05","6.83","0.0","0.0","0.0","0.0","83.51","86.64","435.25","217.63","351.74","348.61","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","13425.0","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","0.0","86.64","435.25","217.63","435.25","348.61","89.94","","","","","","","","",""
"2015.0","7.0","15.0","196.0","13425.0","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","6.69","86.64","435.25","217.63","428.57","348.61","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","13425.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","13.83","86.64","435.25","217.63","421.43","348.61","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","13425.0","0.12","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","21.13","86.64","435.25","217.63","414.13","348.61","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","13425.0","0.12","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","28.27","86.64","435.25","217.63","406.99","348.61","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","13425.0","0.12","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","35.14","86.64","435.25","217.63","400.11","348.61","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","13425.0","0.11","1.05","0.0","7.22","1.05","7.58","0.0","0.0","0.0","0.0","42.72","86.64","435.25","217.63","392.53","348.61","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","13425.0","0.11","1.05","0.0","6.9","1.05","7.25","0.0","0.0","0.0","0.0","49.97","86.64","435.25","217.63","385.28","348.61","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","13425.0","0.11","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","56.72","86.64","435.25","217.63","378.53","348.61","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","13425.0","0.11","1.05","0.0","6.01","1.05","6.31","0.0","0.0","0.0","0.0","63.03","86.64","435.25","217.63","372.22","348.61","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","13425.0","0.11","1.05","0.0","6.29","1.05","6.6","0.0","0.0","0.0","0.0","69.64","86.64","435.25","217.63","365.62","348.61","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","13425.0","0.11","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","76.22","86.64","435.25","217.63","359.03","348.61","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","13425.0","0.11","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","82.71","86.64","435.25","217.63","352.55","348.61","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","13425.0","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","0.0","86.64","435.25","217.63","435.25","348.61","90.23","","","","","","","","",""
"2015.0","7.0","28.0","209.0","13425.0","0.11","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","7.78","86.64","435.25","217.63","427.47","348.61","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","13425.0","0.11","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","15.32","86.64","435.25","217.63","419.93","348.61","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","13425.0","0.11","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","23.01","86.64","435.25","217.63","412.25","348.61","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","13425.0","0.11","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","29.66","86.64","435.25","217.63","405.59","348.61","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","13425.0","0.11","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","36.74","86.64","435.25","217.63","398.51","348.61","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","13425.0","0.11","1.05","0.0","6.62","1.05","6.95","0.0","0.0","0.0","0.0","43.69","86.64","435.25","217.63","391.56","348.61","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","13425.0","0.1","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","50.59","86.64","435.25","217.63","384.67","348.61","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","13425.0","0.1","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","55.91","86.64","435.25","217.63","379.34","348.61","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","13425.0","0.1","1.05","0.0","5.66","1.05","5.94","0.0","0.0","0.0","0.0","61.86","86.64","435.25","217.63","373.4","348.61","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","13425.0","0.1","1.05","0.0","3.9","1.05","4.1","0.0","0.0","0.0","0.0","65.95","86.64","435.25","217.63","369.3","348.61","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","13425.0","0.1","1.05","0.0","6.42","1.05","6.74","0.1","0.1","0.0","0.0","72.59","86.64","435.25","217.63","362.66","348.61","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","13425.0","0.1","1.05","0.0","5.74","1.05","6.03","0.0","0.0","0.0","0.0","78.62","86.64","435.25","217.63","356.64","348.61","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","13425.0","0.1","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","85.28","86.64","435.25","217.63","349.98","348.61","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","13425.0","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","0.0","86.64","435.25","217.63","435.25","348.61","91.92","","","","","","","","",""
"2015.0","8.0","11.0","223.0","13425.0","0.1","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","6.53","86.64","435.25","217.63","428.72","348.61","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","13425.0","0.1","1.05","0.0","6.17","1.05","6.48","0.0","0.0","0.0","0.0","13.01","86.64","435.25","217.63","422.24","348.61","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","13425.0","0.1","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","19.6","86.64","435.25","217.63","415.65","348.61","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","13425.0","0.1","1.05","0.0","6.15","1.05","6.46","0.0","0.0","0.0","0.0","26.06","86.64","435.25","217.63","409.19","348.61","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","13425.0","0.1","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","32.82","86.64","435.25","217.63","402.43","348.61","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","13425.0","0.1","1.05","0.0","6.56","1.05","6.89","0.0","0.0","0.0","0.0","39.71","86.64","435.25","217.63","395.54","348.61","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","13425.0","0.1","1.05","0.0","6.9","1.05","7.25","0.0","0.0","0.0","0.0","46.96","86.64","435.25","217.63","388.3","348.61","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","13425.0","0.1","1.05","0.0","6.52","1.05","6.85","0.0","0.0","0.0","0.0","53.8","86.64","435.25","217.63","381.45","348.61","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","13425.0","0.1","1.05","0.0","5.94","1.05","6.24","0.0","0.0","0.0","0.0","60.04","86.64","435.25","217.63","375.22","348.61","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","13425.0","0.1","1.05","0.0","5.43","1.05","5.7","0.0","0.0","0.0","0.0","65.74","86.64","435.25","217.63","369.51","348.61","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","13425.0","0.1","1.05","0.0","5.49","1.05","5.76","0.0","0.0","0.0","0.0","71.51","86.64","435.25","217.63","363.75","348.61","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","13425.0","0.1","1.05","0.0","5.51","1.05","5.79","0.0","0.0","0.0","0.0","77.29","86.64","435.25","217.63","357.96","348.61","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","13425.0","0.1","1.05","0.0","5.64","1.05","5.92","0.0","0.0","0.0","0.0","83.21","86.64","435.25","217.63","352.04","348.61","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","13425.0","0.1","1.04","0.0","6.06","1.04","6.29","0.0","0.0","0.0","0.0","0.0","86.64","435.25","217.63","435.25","348.61","89.5","","","","","","","","",""
"2015.0","8.0","25.0","237.0","13425.0","0.1","1.03","0.0","6.32","1.03","6.49","0.0","0.0","0.0","0.0","6.49","86.64","435.25","217.63","428.77","348.61","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","13425.0","0.09","1.01","0.0","6.51","1.01","6.6","0.0","0.0","0.0","0.0","13.09","86.64","435.25","217.63","422.16","348.61","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","13425.0","0.09","1.0","0.0","6.88","1.0","6.9","0.04","0.04","0.0","0.0","19.95","86.64","435.25","217.63","415.31","348.61","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","13425.0","0.09","0.99","0.0","6.73","0.99","6.67","0.0","0.0","0.0","0.0","26.62","86.64","435.25","217.63","408.64","348.61","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","13425.0","0.09","0.98","0.0","5.23","0.98","5.12","0.0","0.0","0.0","0.0","31.74","86.64","435.25","217.63","403.52","348.61","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","13425.0","0.09","0.97","0.0","5.55","0.97","5.37","0.0","0.0","0.0","0.0","37.1","86.64","435.25","217.63","398.15","348.61","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","13425.0","0.09","0.96","0.0","5.58","0.96","5.33","0.0","0.0","0.0","0.0","42.43","86.64","435.25","217.63","392.82","348.61","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","13425.0","0.09","0.94","0.0","5.43","0.94","5.12","0.0","0.0","0.0","0.0","47.56","86.64","435.25","217.63","387.7","348.61","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","13425.0","0.09","0.93","0.0","5.29","0.93","4.93","0.0","0.0","0.0","0.0","52.49","108.81","435.25","217.63","382.77","326.44","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","13425.0","0.09","0.92","0.0","5.11","0.92","4.7","0.0","0.0","0.0","0.0","57.19","108.81","435.25","217.63","378.07","326.44","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","13425.0","0.09","0.91","0.0","5.15","0.91","4.68","0.0","0.0","0.0","0.0","61.86","108.81","435.25","217.63","373.39","326.44","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","13425.0","0.09","0.9","0.0","5.45","0.9","4.88","0.0","0.0","0.0","0.0","66.74","108.81","435.25","217.63","368.51","326.44","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","13425.0","0.09","0.88","0.0","5.14","0.88","4.54","0.0","0.0","0.0","0.0","71.29","108.81","435.25","217.63","363.97","326.44","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","13425.0","0.09","0.87","0.0","5.35","0.87","4.67","0.0","0.0","0.0","0.0","75.96","108.81","435.25","217.63","359.3","326.44","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","13425.0","0.09","0.86","0.0","5.51","0.86","4.74","0.0","0.0","0.0","0.0","80.7","108.81","435.25","217.63","354.56","326.44","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","13425.0","0.09","0.85","0.0","6.15","0.85","5.22","0.0","0.0","0.0","0.0","85.92","108.81","435.25","217.63","349.34","326.44","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","13425.0","0.09","0.84","0.0","6.46","0.84","5.41","0.0","0.0","0.0","0.0","91.32","108.81","435.25","217.63","343.93","326.44","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","13425.0","0.09","0.83","0.0","5.99","0.83","4.94","0.0","0.0","0.0","0.0","96.26","108.81","435.25","217.63","338.99","326.44","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","13425.0","0.09","0.81","0.0","4.16","0.81","3.38","0.0","0.0","0.0","0.0","99.65","108.81","435.25","217.63","335.61","326.44","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","13425.0","0.09","0.8","0.0","5.02","0.8","4.02","0.0","0.0","0.0","0.0","103.67","108.81","435.25","217.63","331.58","326.44","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","13425.0","0.09","0.79","0.0","3.65","0.79","2.88","0.0","0.0","0.0","0.0","106.55","108.81","435.25","217.63","328.7","326.44","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","13425.0","0.09","0.78","0.0","4.63","0.78","3.6","0.0","0.0","0.0","0.0","0.0","108.81","435.25","217.63","435.25","326.44","110.15","","","","","","","","",""
"2015.0","9.0","16.0","259.0","13425.0","0.09","0.77","0.0","3.63","0.77","2.78","0.0","0.0","0.0","0.0","2.78","108.81","435.25","217.63","432.47","326.44","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","13425.0","0.09","0.75","0.0","3.92","0.75","2.96","0.0","0.0","0.0","0.0","5.74","108.81","435.25","217.63","429.52","326.44","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","13425.0","0.09","0.74","0.0","4.56","0.74","3.38","0.0","0.0","0.0","0.0","9.12","108.81","435.25","217.63","426.14","326.44","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","13425.0","0.09","0.73","0.0","4.65","0.73","3.4","0.0","0.0","0.0","0.0","12.52","108.81","435.25","217.63","422.74","326.44","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","13425.0","0.09","0.72","0.0","4.8","0.72","3.45","0.0","0.0","0.0","0.0","15.96","108.81","435.25","217.63","419.29","326.44","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","13425.0","0.09","0.71","0.0","5.53","0.71","3.91","0.0","0.0","0.0","0.0","19.87","108.81","435.25","217.63","415.38","326.44","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","13425.0","0.09","0.69","0.0","5.15","0.69","3.58","0.0","0.0","0.0","0.0","23.45","108.81","435.25","217.63","411.81","326.44","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","13425.0","0.09","0.68","0.0","4.56","0.68","3.11","0.0","0.0","0.0","0.0","26.56","108.81","435.25","217.63","408.69","326.44","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","13425.0","0.09","0.67","0.0","4.55","0.67","3.05","0.0","0.0","0.0","0.0","29.62","108.81","435.25","217.63","405.64","326.44","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","13425.0","0.09","0.66","0.0","5.43","0.66","3.58","0.0","0.0","0.0","0.0","33.2","108.81","435.25","217.63","402.06","326.44","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","13425.0","0.09","0.65","0.0","5.3","0.65","3.43","0.0","0.0","0.0","0.0","36.63","108.81","435.25","217.63","398.63","326.44","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","13425.0","0.09","0.64","0.0","3.79","0.64","2.41","0.0","0.0","0.0","0.0","39.04","108.81","435.25","217.63","396.22","326.44","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","13425.0","0.09","0.62","0.0","4.18","0.62","2.61","0.0","0.0","0.0","0.0","41.64","108.81","435.25","217.63","393.61","326.44","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","13425.0","0.09","0.61","0.0","3.64","0.61","2.23","0.0","0.0","0.0","0.0","43.87","108.81","435.25","217.63","391.39","326.44","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","13425.0","0.09","0.6","0.0","1.99","0.6","1.19","0.0","0.0","0.0","0.0","45.06","108.81","435.25","217.63","390.19","326.44","0.0","","","","","","","","",""
