" Daily soil water balance output for Other Deciduous in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Other Deciduous at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","391.0","0.16","0.79","0.0","6.14","0.79","4.84","0.0","0.0","0.0","0.0","10.88","69.27","307.24","153.62","296.36","237.97","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","391.0","0.16","0.79","0.0","6.65","0.79","5.25","0.0","0.0","0.0","0.0","16.14","69.27","307.24","153.62","291.1","237.97","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","391.0","0.16","0.79","0.0","7.15","0.79","5.67","0.0","0.0","0.0","0.0","21.8","69.27","307.24","153.62","285.44","237.97","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","391.0","0.15","0.8","0.0","7.38","0.8","5.87","0.0","0.0","0.0","0.0","27.67","69.27","307.24","153.62","279.57","237.97","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","391.0","0.15","0.8","0.0","7.19","0.8","5.73","0.0","0.0","0.0","0.0","33.4","69.27","307.24","153.62","273.83","237.97","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","391.0","0.15","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","38.52","69.27","307.24","153.62","268.71","237.97","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","391.0","0.15","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","44.24","69.27","307.24","153.62","263.0","237.97","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","391.0","0.15","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","50.07","69.27","307.24","153.62","257.17","237.97","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","391.0","0.15","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","55.39","69.27","307.24","153.62","251.85","237.97","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","391.0","0.14","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","60.93","69.27","307.24","153.62","246.31","237.97","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","391.0","0.14","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","65.96","69.27","307.24","153.62","241.28","237.97","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","391.0","0.14","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","70.8","","","","","","","","",""
"2015.0","7.0","9.0","190.0","391.0","0.14","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","4.06","69.27","307.24","153.62","303.17","237.97","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","391.0","0.14","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","8.12","69.27","307.24","153.62","299.12","237.97","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","391.0","0.14","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","12.97","69.27","307.24","153.62","294.27","237.97","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","391.0","0.14","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","17.86","69.27","307.24","153.62","289.37","237.97","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","391.0","0.14","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","23.03","69.27","307.24","153.62","284.21","237.97","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","391.0","0.13","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","27.81","69.27","307.24","153.62","279.43","237.97","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","391.0","0.13","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","32.76","69.27","307.24","153.62","274.48","237.97","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","391.0","0.13","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","38.09","69.27","307.24","153.62","269.15","237.97","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","391.0","0.13","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","43.51","69.27","307.24","153.62","263.73","237.97","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","391.0","0.13","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","48.79","69.27","307.24","153.62","258.45","237.97","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","391.0","0.13","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","53.91","69.27","307.24","153.62","253.33","237.97","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","391.0","0.13","0.8","0.0","7.08","0.8","5.66","0.0","0.0","0.0","0.0","59.58","69.27","307.24","153.62","247.66","237.97","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","391.0","0.13","0.8","0.0","6.76","0.8","5.41","0.0","0.0","0.0","0.0","64.98","69.27","307.24","153.62","242.25","237.97","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","391.0","0.13","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","70.06","","","","","","","","",""
"2015.0","7.0","23.0","204.0","391.0","0.12","0.8","0.0","5.95","0.8","4.76","0.0","0.0","0.0","0.0","4.76","69.27","307.24","153.62","302.48","237.97","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","391.0","0.12","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","9.8","69.27","307.24","153.62","297.44","237.97","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","391.0","0.12","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","14.78","69.27","307.24","153.62","292.45","237.97","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","391.0","0.12","0.8","0.0","6.11","0.8","4.89","0.0","0.0","0.0","0.0","19.67","69.27","307.24","153.62","287.57","237.97","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","391.0","0.12","0.8","0.0","7.03","0.8","5.62","0.0","0.0","0.0","0.0","25.3","69.27","307.24","153.62","281.94","237.97","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","391.0","0.12","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","31.06","69.27","307.24","153.62","276.18","237.97","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","391.0","0.12","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","36.69","69.27","307.24","153.62","270.55","237.97","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","391.0","0.12","0.8","0.0","7.09","0.8","5.67","0.0","0.0","0.0","0.0","42.36","69.27","307.24","153.62","264.88","237.97","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","391.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","47.48","69.27","307.24","153.62","259.76","237.97","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","391.0","0.12","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","52.79","69.27","307.24","153.62","254.45","237.97","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","391.0","0.12","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","57.96","69.27","307.24","153.62","249.28","237.97","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","391.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","63.08","69.27","307.24","153.62","244.16","237.97","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","391.0","0.11","0.8","0.0","5.0","0.8","4.0","0.0","0.0","0.0","0.0","67.08","69.27","307.24","153.62","240.16","237.97","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","391.0","0.11","0.8","0.0","5.5","0.8","4.4","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","71.48","","","","","","","","",""
"2015.0","8.0","6.0","218.0","391.0","0.11","0.8","0.0","3.54","0.8","2.83","0.0","0.0","0.0","0.0","2.83","69.27","307.24","153.62","304.41","237.97","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","391.0","0.11","0.8","0.0","6.33","0.8","5.06","0.66","0.66","0.0","0.0","7.24","69.27","307.24","153.62","300.0","237.97","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","391.0","0.11","0.8","0.0","5.63","0.8","4.5","0.0","0.0","0.0","0.0","11.74","69.27","307.24","153.62","295.5","237.97","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","391.0","0.11","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","16.69","69.27","307.24","153.62","290.55","237.97","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","391.0","0.11","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","21.63","69.27","307.24","153.62","285.61","237.97","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","391.0","0.11","0.8","0.0","6.14","0.8","4.91","0.0","0.0","0.0","0.0","26.54","69.27","307.24","153.62","280.7","237.97","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","391.0","0.11","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","31.4","69.27","307.24","153.62","275.83","237.97","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","391.0","0.11","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","36.36","69.27","307.24","153.62","270.87","237.97","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","391.0","0.11","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","41.27","69.27","307.24","153.62","265.97","237.97","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","391.0","0.11","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","46.48","69.27","307.24","153.62","260.76","237.97","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","391.0","0.11","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","51.74","69.27","307.24","153.62","255.5","237.97","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","391.0","0.11","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","57.16","69.27","307.24","153.62","250.08","237.97","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","391.0","0.11","0.8","0.0","6.38","0.8","5.1","0.0","0.0","0.0","0.0","62.26","69.27","307.24","153.62","244.98","237.97","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","391.0","0.11","0.8","0.0","5.83","0.8","4.66","0.0","0.0","0.0","0.0","66.92","69.27","307.24","153.62","240.31","237.97","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","391.0","0.11","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","71.19","","","","","","","","",""
"2015.0","8.0","21.0","233.0","391.0","0.1","0.8","0.0","5.39","0.8","4.31","0.0","0.0","0.0","0.0","4.31","69.27","307.24","153.62","302.93","237.97","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","391.0","0.1","0.8","0.0","5.42","0.8","4.34","0.0","0.0","0.0","0.0","8.65","69.27","307.24","153.62","298.59","237.97","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","391.0","0.1","0.8","0.0","5.61","0.8","4.49","0.0","0.0","0.0","0.0","13.14","69.27","307.24","153.62","294.1","237.97","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","391.0","0.1","0.8","0.0","5.92","0.8","4.74","0.0","0.0","0.0","0.0","17.87","69.27","307.24","153.62","289.37","237.97","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","391.0","0.1","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","22.83","69.27","307.24","153.62","284.41","237.97","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","391.0","0.1","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","27.93","69.27","307.24","153.62","279.31","237.97","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","391.0","0.1","0.8","0.0","6.84","0.8","5.47","0.62","0.62","0.0","0.0","32.78","69.27","307.24","153.62","274.46","237.97","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","391.0","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","38.11","69.27","307.24","153.62","269.13","237.97","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","391.0","0.1","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","42.37","69.27","307.24","153.62","264.87","237.97","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","391.0","0.1","0.8","0.0","5.53","0.8","4.42","0.0","0.0","0.0","0.0","46.8","69.27","307.24","153.62","260.44","237.97","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","391.0","0.1","0.8","0.0","5.5","0.8","4.4","0.0","0.0","0.0","0.0","51.2","69.27","307.24","153.62","256.04","237.97","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","391.0","0.1","0.8","0.0","5.34","0.8","4.27","0.0","0.0","0.0","0.0","55.47","69.27","307.24","153.62","251.77","237.97","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","391.0","0.1","0.8","0.0","5.19","0.8","4.15","0.0","0.0","0.0","0.0","59.62","69.27","307.24","153.62","247.62","237.97","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","391.0","0.1","0.8","0.0","5.05","0.8","4.04","0.0","0.0","0.0","0.0","63.66","69.27","307.24","153.62","243.58","237.97","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","391.0","0.1","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","67.72","69.27","307.24","153.62","239.51","237.97","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","391.0","0.1","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","71.97","","","","","","","","",""
"2015.0","9.0","6.0","249.0","391.0","0.1","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","4.1","69.27","307.24","153.62","303.14","237.97","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","391.0","0.1","0.8","0.0","5.37","0.8","4.3","0.0","0.0","0.0","0.0","8.39","69.27","307.24","153.62","298.85","237.97","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","391.0","0.1","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","12.86","69.27","307.24","153.62","294.38","237.97","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","391.0","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","17.78","69.27","307.24","153.62","289.46","237.97","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","391.0","0.1","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","22.94","69.27","307.24","153.62","284.29","237.97","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","391.0","0.1","0.8","0.0","5.89","0.8","4.71","0.0","0.0","0.0","0.0","27.66","69.27","307.24","153.62","279.58","237.97","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","391.0","0.1","0.8","0.0","4.12","0.8","3.3","0.0","0.0","0.0","0.0","30.95","69.27","307.24","153.62","276.29","237.97","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","391.0","0.1","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","34.86","69.27","307.24","153.62","272.38","237.97","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","391.0","0.09","0.8","0.0","3.58","0.8","2.86","0.0","0.0","0.0","0.0","37.72","69.27","307.24","153.62","269.52","237.97","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","391.0","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","41.41","69.27","307.24","153.62","265.83","237.97","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","391.0","0.09","0.8","0.0","3.88","0.8","3.1","0.0","0.0","0.0","0.0","44.51","69.27","307.24","153.62","262.73","237.97","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","391.0","0.09","0.8","0.0","3.91","0.8","3.13","0.0","0.0","0.0","0.0","47.64","69.27","307.24","153.62","259.6","237.97","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","391.0","0.09","0.8","0.0","4.6","0.8","3.68","0.0","0.0","0.0","0.0","51.32","69.27","307.24","153.62","255.92","237.97","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","391.0","0.09","0.8","0.0","4.65","0.8","3.72","0.0","0.0","0.0","0.0","55.04","69.27","307.24","153.62","252.2","237.97","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","391.0","0.09","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","58.94","69.27","307.24","153.62","248.29","237.97","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","391.0","0.09","0.8","0.0","5.55","0.8","4.44","0.0","0.0","0.0","0.0","63.38","69.27","307.24","153.62","243.85","237.97","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","391.0","0.09","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","67.42","69.27","307.24","153.62","239.82","237.97","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","391.0","0.09","0.8","0.0","4.6","0.8","3.68","0.0","0.0","0.0","0.0","0.0","69.27","307.24","153.62","307.24","237.97","71.1","","","","","","","","",""
"2015.0","9.0","24.0","267.0","391.0","0.09","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","3.62","69.27","307.24","153.62","303.61","237.97","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","391.0","0.09","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","7.9","69.27","307.24","153.62","299.33","237.97","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","391.0","0.09","0.8","0.0","5.28","0.8","4.22","0.0","0.0","0.0","0.0","12.13","69.27","307.24","153.62","295.11","237.97","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","391.0","0.09","0.8","0.0","3.87","0.8","3.1","0.0","0.0","0.0","0.0","15.22","69.27","307.24","153.62","292.01","237.97","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","391.0","0.09","0.8","0.0","3.92","0.8","3.14","0.0","0.0","0.0","0.0","18.36","69.27","307.24","153.62","288.88","237.97","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","391.0","0.09","0.8","0.0","3.46","0.8","2.77","0.0","0.0","0.0","0.0","21.13","69.27","307.24","153.62","286.11","237.97","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","391.0","0.09","0.8","0.0","2.16","0.8","1.73","0.0","0.0","0.0","0.0","22.86","69.27","307.24","153.62","284.38","237.97","0.0","","","","","","","","",""
